time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.airspeed,.groundspeed,.heading,.throttle,.altitude,.climb
2025/07/05/17:47:57.437862,9391,1751712477,437136699,,0.3450000286102295,0.5140559077262878,207,0.0,24.329999923706055,-0.030642345547676086
2025/07/05/17:47:57.575172,9392,1751712477,574248910,,0.3450000286102295,0.5151946544647217,206,0.0,24.329999923706055,-0.03320964798331261
2025/07/05/17:47:57.674705,9393,1751712477,674183100,,0.42100003361701965,0.5071267485618591,206,0.0,24.34000015258789,-0.025076501071453094
2025/07/05/17:47:57.774792,9394,1751712477,774114962,,0.42100003361701965,0.5067397952079773,205,0.0,24.350000381469727,-0.02945435233414173
2025/07/05/17:47:57.855350,9395,1751712477,854419597,,0.492000013589859,0.5093443989753723,204,0.0,24.350000381469727,-0.02040533721446991
2025/07/05/17:47:57.996410,9396,1751712477,995563117,,0.4020000100135803,0.5104652643203735,203,0.0,24.35999870300293,-0.01613745652139187
2025/07/05/17:47:58.075423,9397,1751712478,74598423,,0.4020000100135803,0.506713330745697,202,0.0,24.369998931884766,-0.021952074021100998
2025/07/05/17:47:58.154394,9398,1751712478,153983255,,0.4020000100135803,0.5126064419746399,202,0.0,24.369998931884766,-0.019106101244688034
2025/07/05/17:47:58.254480,9399,1751712478,253945824,,0.43700000643730164,0.5119743943214417,201,0.0,24.3799991607666,-0.01773996278643608
2025/07/05/17:47:58.355093,9400,1751712478,354329606,,0.43700000643730164,0.5011773109436035,200,0.0,24.3799991607666,-0.017759675160050392
2025/07/05/17:47:58.534385,9401,1751712478,533921089,,0.4050000309944153,0.5017154216766357,199,0.0,24.389999389648438,-0.010067103430628777
2025/07/05/17:47:58.614888,9402,1751712478,614671521,,0.3840000033378601,0.4958053231239319,198,0.0,24.389999389648438,-0.008972571231424809
2025/07/05/17:47:58.715760,9403,1751712478,715289979,,0.3840000033378601,0.5021343231201172,198,0.0,24.389999389648438,-0.01231762021780014
2025/07/05/17:47:58.815651,9404,1751712478,815064585,,0.30800002813339233,0.4841254949569702,197,0.0,24.389999389648438,-0.013730337843298912
