time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2025/07/05/17:47:55.694995,9375,1751712475,585147008,base_link,0,1,-7.2870794,112.7959229,50.79515820639009,"(1.846881, 0.0, 0.0, 0.0, 1.846881, 0.0, 0.0, 0.0, 6.041764000000001)",2
2025/07/05/17:47:55.776117,9376,1751712475,585147008,base_link,0,1,-7.2870794,112.7959229,50.79515820639009,"(1.846881, 0.0, 0.0, 0.0, 1.846881, 0.0, 0.0, 0.0, 6.041764000000001)",2
2025/07/05/17:47:55.875201,9377,1751712475,785147008,base_link,0,1,-7.2870801,112.7959224,50.745154868651625,"(1.8523209999999999, 0.0, 0.0, 0.0, 1.8523209999999999, 0.0, 0.0, 0.0, 6.0516)",2
2025/07/05/17:47:55.996203,9378,1751712475,785147008,base_link,0,1,-7.2870801,112.7959224,50.745154868651625,"(1.8523209999999999, 0.0, 0.0, 0.0, 1.8523209999999999, 0.0, 0.0, 0.0, 6.0516)",2
2025/07/05/17:47:56.096259,9379,1751712475,985147008,base_link,0,1,-7.2870808,112.795922,50.70515184313216,"(1.8604960000000004, 0.0, 0.0, 0.0, 1.8604960000000004, 0.0, 0.0, 0.0, 6.076224999999999)",2
2025/07/05/17:47:56.196223,9380,1751712475,985147008,base_link,0,1,-7.2870808,112.795922,50.70515184313216,"(1.8604960000000004, 0.0, 0.0, 0.0, 1.8604960000000004, 0.0, 0.0, 0.0, 6.076224999999999)",2
2025/07/05/17:47:56.315164,9381,1751712476,185147008,base_link,0,1,-7.2870815,112.7959215,50.78514850540955,"(1.868689, 0.0, 0.0, 0.0, 1.868689, 0.0, 0.0, 0.0, 6.017208999999999)",2
2025/07/05/17:47:56.475210,9382,1751712476,385147008,base_link,0,1,-7.2870825,112.795921,50.825144406271086,"(1.868689, 0.0, 0.0, 0.0, 1.868689, 0.0, 0.0, 0.0, 5.982916000000001)",2
2025/07/05/17:47:56.615880,9383,1751712476,585147008,base_link,0,1,-7.2870837,112.7959204,50.77513948732529,"(1.8387360000000001, 0.0, 0.0, 0.0, 1.8387360000000001, 0.0, 0.0, 0.0, 5.885476000000001)",2
2025/07/05/17:47:56.695602,9384,1751712476,585147008,base_link,0,1,-7.2870837,112.7959204,50.77513948732529,"(1.8387360000000001, 0.0, 0.0, 0.0, 1.8387360000000001, 0.0, 0.0, 0.0, 5.885476000000001)",2
