time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.voltage,.temperature,.current,.charge,.capacity,.design_capacity,.percentage,.power_supply_status,.power_supply_health,.power_supply_technology,.present,.cell_voltage,.cell_temperature,.location,.serial_number
2025/07/05/17:47:56.637714,18766,1751712476,637414925,,11.867000579833984,0.0,-0.8799999952316284,nan,nan,nan,0.75,2,0,0,True,"(11.867000579833984,)",(),id1,
2025/07/05/17:47:56.676221,18767,1751712476,674802473,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:56.715703,18768,1751712476,715265926,,11.867000579833984,0.0,-0.85999995470047,nan,nan,nan,0.75,2,0,0,True,"(11.867000579833984,)",(),id1,
2025/07/05/17:47:56.755037,18769,1751712476,754099727,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:56.815699,18770,1751712476,815093076,,11.870000839233398,0.0,-0.7199999690055847,nan,nan,nan,0.75,2,0,0,True,"(11.870000839233398,)",(),id1,
2025/07/05/17:47:56.854692,18771,1751712476,853990652,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:56.895946,18772,1751712476,895383047,,11.870000839233398,0.0,-0.7199999690055847,nan,nan,nan,0.75,2,0,0,True,"(11.870000839233398,)",(),id1,
2025/07/05/17:47:56.975021,18773,1751712476,974435011,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.016485,18774,1751712477,16061889,,11.86500072479248,0.0,-0.9399999976158142,nan,nan,nan,0.75,2,0,0,True,"(11.86500072479248,)",(),id1,
2025/07/05/17:47:57.055026,18775,1751712477,53981895,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.095948,18776,1751712477,95200317,,11.86500072479248,0.0,-0.9399999976158142,nan,nan,nan,0.75,2,0,0,True,"(11.86500072479248,)",(),id1,
2025/07/05/17:47:57.134731,18777,1751712477,134090360,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.195945,18778,1751712477,195164676,,11.868000984191895,0.0,-0.85999995470047,nan,nan,nan,0.75,2,0,0,True,"(11.868000984191895,)",(),id1,
2025/07/05/17:47:57.237608,18779,1751712477,236822161,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.275822,18780,1751712477,275279941,,11.867000579833984,0.0,-0.8499999642372131,nan,nan,nan,0.75,2,0,0,True,"(11.867000579833984,)",(),id1,
2025/07/05/17:47:57.315625,18781,1751712477,314829957,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.355204,18782,1751712477,354370922,,11.869000434875488,0.0,-0.8499999642372131,nan,nan,nan,0.75,2,0,0,True,"(11.869000434875488,)",(),id1,
2025/07/05/17:47:57.437810,18783,1751712477,437102415,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.515830,18784,1751712477,515131538,,11.867000579833984,0.0,-0.8499999642372131,nan,nan,nan,0.75,2,0,0,True,"(11.867000579833984,)",(),id1,
2025/07/05/17:47:57.575101,18785,1751712477,574217675,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.618036,18786,1751712477,617812229,,11.868000984191895,0.0,-0.8199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.868000984191895,)",(),id1,
2025/07/05/17:47:57.655212,18787,1751712477,654296112,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.715976,18788,1751712477,715284125,,11.872000694274902,0.0,-0.5199999809265137,nan,nan,nan,0.75,2,0,0,True,"(11.872000694274902,)",(),id1,
2025/07/05/17:47:57.755091,18789,1751712477,754443981,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.817705,18790,1751712477,817210002,,11.874000549316406,0.0,-0.429999977350235,nan,nan,nan,0.75,2,0,0,True,"(11.874000549316406,)",(),id1,
2025/07/05/17:47:57.855298,18791,1751712477,854385973,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:57.954433,18792,1751712477,954051530,,11.875000953674316,0.0,-0.4099999964237213,nan,nan,nan,0.75,2,0,0,True,"(11.875000953674316,)",(),id1,
2025/07/05/17:47:57.996294,18793,1751712477,995527881,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.018224,18794,1751712478,17998814,,11.878000259399414,0.0,-0.3799999952316284,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:47:58.075314,18795,1751712478,74560914,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.115581,18796,1751712478,115239753,,11.874000549316406,0.0,-0.429999977350235,nan,nan,nan,0.75,2,0,0,True,"(11.874000549316406,)",(),id1,
2025/07/05/17:47:58.154329,18797,1751712478,153882157,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.196215,18798,1751712478,196032833,,11.874000549316406,0.0,-0.429999977350235,nan,nan,nan,0.75,2,0,0,True,"(11.874000549316406,)",(),id1,
2025/07/05/17:47:58.254448,18799,1751712478,253915501,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.315606,18800,1751712478,315164666,,11.878000259399414,0.0,-0.3199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:47:58.355020,18801,1751712478,354298700,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.454826,18802,1751712478,454246058,,11.87600040435791,0.0,-0.32999998331069946,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:47:58.534178,18803,1751712478,533810650,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.574088,18804,1751712478,573966867,,11.879000663757324,0.0,-0.3400000035762787,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:47:58.614828,18805,1751712478,614614723,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.674126,18806,1751712478,674008319,,11.875000953674316,0.0,-0.32999998331069946,nan,nan,nan,0.75,2,0,0,True,"(11.875000953674316,)",(),id1,
2025/07/05/17:47:58.715605,18807,1751712478,715155904,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.754507,18808,1751712478,754247420,,11.87700080871582,0.0,-0.3199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:47:58.815445,18809,1751712478,814843956,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.874507,18810,1751712478,874118674,,11.878000259399414,0.0,-0.3199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:47:58.915926,18811,1751712478,914936293,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:58.974808,18812,1751712478,974235741,,11.87700080871582,0.0,-0.32999998331069946,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:47:59.035186,18813,1751712479,34588730,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:59.095756,18814,1751712479,95093703,,11.87700080871582,0.0,-0.3199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:47:59.134929,18815,1751712479,134272600,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:59.195644,18816,1751712479,195253535,,11.874000549316406,0.0,-0.32999998331069946,nan,nan,nan,0.75,2,0,0,True,"(11.874000549316406,)",(),id1,
2025/07/05/17:47:59.254905,18817,1751712479,254017512,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:59.295634,18818,1751712479,295118065,,11.879000663757324,0.0,-0.3199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:47:59.354629,18819,1751712479,353873476,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:59.515443,18820,1751712479,515045542,,11.87700080871582,0.0,-0.3199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:47:59.554822,18821,1751712479,554202789,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:59.596379,18822,1751712479,596173300,,11.87700080871582,0.0,-0.3199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:47:59.654616,18823,1751712479,653965225,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:59.714718,18824,1751712479,714171971,,11.874000549316406,0.0,-0.35999998450279236,nan,nan,nan,0.75,2,0,0,True,"(11.874000549316406,)",(),id1,
2025/07/05/17:47:59.755030,18825,1751712479,754246986,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:59.817756,18826,1751712479,817296474,,11.87700080871582,0.0,-0.3499999940395355,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:47:59.855073,18827,1751712479,854176687,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:47:59.934854,18828,1751712479,934339395,,11.87700080871582,0.0,-0.3700000047683716,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:47:59.975226,18829,1751712479,974380366,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.018825,18830,1751712480,18157519,,11.875000953674316,0.0,-0.3499999940395355,nan,nan,nan,0.75,2,0,0,True,"(11.875000953674316,)",(),id1,
2025/07/05/17:48:00.054678,18831,1751712480,53826903,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.114863,18832,1751712480,114311844,,11.878000259399414,0.0,-0.38999998569488525,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:48:00.154967,18833,1751712480,154260582,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.200435,18834,1751712480,196106329,,11.878000259399414,0.0,-0.38999998569488525,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:48:00.234492,18835,1751712480,234093896,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.295888,18836,1751712480,295647528,,11.87700080871582,0.0,-0.38999998569488525,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:48:00.334170,18837,1751712480,333626163,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.437474,18838,1751712480,437097283,,11.87600040435791,0.0,-0.3400000035762787,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:00.496355,18839,1751712480,495318032,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.574579,18840,1751712480,574111661,,11.879000663757324,0.0,-0.3499999940395355,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:48:00.618322,18841,1751712480,617493157,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.655227,18842,1751712480,654920836,,11.879000663757324,0.0,-0.3400000035762787,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:48:00.695651,18843,1751712480,694840218,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.734972,18844,1751712480,734316872,,11.879000663757324,0.0,-0.3400000035762787,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:48:00.775481,18845,1751712480,774387680,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.818738,18846,1751712480,818323149,,11.87600040435791,0.0,-0.32999998331069946,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:00.854171,18847,1751712480,853672958,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:00.916311,18848,1751712480,915909842,,11.879000663757324,0.0,-0.32999998331069946,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:48:00.955991,18849,1751712480,955347728,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:01.017670,18850,1751712481,17119628,,11.878000259399414,0.0,-0.32999998331069946,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:48:01.054899,18851,1751712481,54262316,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:01.116307,18852,1751712481,115647468,,11.878000259399414,0.0,-0.3199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:48:01.154107,18853,1751712481,153706854,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:01.196219,18854,1751712481,195852133,,11.878000259399414,0.0,-0.3199999928474426,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:48:01.254902,18855,1751712481,254205931,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:01.314459,18856,1751712481,313990663,,11.87700080871582,0.0,-0.3400000035762787,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:48:01.354881,18857,1751712481,354236875,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:01.515885,18858,1751712481,515407868,,11.87600040435791,0.0,-0.3799999952316284,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:01.554818,18859,1751712481,554044997,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:01.596960,18860,1751712481,596292890,,11.87600040435791,0.0,-0.3799999952316284,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:01.654933,18861,1751712481,654436929,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:01.714786,18862,1751712481,714246570,,11.87600040435791,0.0,-0.38999998569488525,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:01.754383,18863,1751712481,753869904,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:01.817629,18864,1751712481,817205856,,11.87700080871582,0.0,-0.38999998569488525,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:48:01.854390,18865,1751712481,853729269,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:01.934462,18866,1751712481,934165190,,11.879000663757324,0.0,-0.3999999761581421,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:48:01.974954,18867,1751712481,974419484,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:02.018848,18868,1751712482,18314353,,11.879000663757324,0.0,-0.3700000047683716,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:48:02.055312,18869,1751712482,54457715,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:02.114371,18870,1751712482,114039823,,11.87600040435791,0.0,-0.3999999761581421,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:02.154651,18871,1751712482,153738714,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:02.196155,18872,1751712482,195935853,,11.87600040435791,0.0,-0.3999999761581421,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:02.254853,18873,1751712482,254231801,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:02.315810,18874,1751712482,315160256,,11.879000663757324,0.0,-0.41999998688697815,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:48:02.354672,18875,1751712482,353872841,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:02.475502,18876,1751712482,474422761,,11.87700080871582,0.0,-0.38999998569488525,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:48:02.555143,18877,1751712482,554399131,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:02.617653,18878,1751712482,617225555,,11.875000953674316,0.0,-0.4699999988079071,nan,nan,nan,0.75,2,0,0,True,"(11.875000953674316,)",(),id1,
2025/07/05/17:48:02.654742,18879,1751712482,653862579,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:02.714797,18880,1751712482,714313654,,11.878000259399414,0.0,-0.3799999952316284,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:48:02.754564,18881,1751712482,753904866,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:02.817688,18882,1751712482,817165157,,11.87700080871582,0.0,-0.3999999761581421,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:48:02.854855,18883,1751712482,854259558,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:02.934837,18884,1751712482,934269510,,11.87700080871582,0.0,-0.4099999964237213,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:48:02.974930,18885,1751712482,974323615,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:03.018174,18886,1751712483,17849785,,11.87700080871582,0.0,-0.41999998688697815,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:48:03.054374,18887,1751712483,53720254,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:03.115989,18888,1751712483,115201139,,11.87600040435791,0.0,-0.44999998807907104,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:03.155110,18889,1751712483,154190100,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:03.217417,18890,1751712483,216977523,,11.875000953674316,0.0,-0.41999998688697815,nan,nan,nan,0.75,2,0,0,True,"(11.875000953674316,)",(),id1,
2025/07/05/17:48:03.254690,18891,1751712483,253812423,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:03.314731,18892,1751712483,314172897,,11.87600040435791,0.0,-0.41999998688697815,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:03.354408,18893,1751712483,353717240,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:03.495615,18894,1751712483,495212360,,11.878000259399414,0.0,-0.4099999964237213,nan,nan,nan,0.75,2,0,0,True,"(11.878000259399414,)",(),id1,
2025/07/05/17:48:03.534613,18895,1751712483,533929211,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:03.595572,18896,1751712483,595192800,,11.87700080871582,0.0,-0.4599999785423279,nan,nan,nan,0.75,2,0,0,True,"(11.87700080871582,)",(),id1,
2025/07/05/17:48:03.638317,18897,1751712483,637245086,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:03.676831,18898,1751712483,675847354,,11.879000663757324,0.0,-0.38999998569488525,nan,nan,nan,0.75,2,0,0,True,"(11.879000663757324,)",(),id1,
2025/07/05/17:48:03.735028,18899,1751712483,734714332,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:03.796958,18900,1751712483,796243450,,11.874000549316406,0.0,-0.35999998450279236,nan,nan,nan,0.75,2,0,0,True,"(11.874000549316406,)",(),id1,
2025/07/05/17:48:03.834628,18901,1751712483,833787903,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:03.895643,18902,1751712483,895273277,,11.87600040435791,0.0,-0.3400000035762787,nan,nan,nan,0.75,2,0,0,True,"(11.87600040435791,)",(),id1,
2025/07/05/17:48:03.954176,18903,1751712483,953881346,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:04.017668,18904,1751712484,17215784,,11.866000175476074,0.0,-1.0199999809265137,nan,nan,nan,0.75,2,0,0,True,"(11.866000175476074,)",(),id1,
2025/07/05/17:48:04.055019,18905,1751712484,54363539,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:04.114885,18906,1751712484,114370231,,11.849000930786133,0.0,-2.2100000381469727,nan,nan,nan,0.75,2,0,0,True,"(11.849000930786133,)",(),id1,
2025/07/05/17:48:04.154286,18907,1751712484,153466901,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:04.196386,18908,1751712484,196059778,,11.849000930786133,0.0,-2.2100000381469727,nan,nan,nan,0.75,2,0,0,True,"(11.849000930786133,)",(),id1,
2025/07/05/17:48:04.254329,18909,1751712484,253689202,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:48:04.315424,18910,1751712484,314290463,,11.832000732421875,0.0,-3.2899999618530273,nan,nan,nan,0.75,2,0,0,True,"(11.832000732421875,)",(),id1,
2025/07/05/17:48:04.354616,18911,1751712484,354186170,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
