time,.data
2025/07/05/17:47:55.855841,-2.2734658836478134
2025/07/05/17:47:55.975218,-2.2581069862302634
2025/07/05/17:47:56.076615,-2.244318885139508
2025/07/05/17:47:56.176054,-2.2305307840487534
2025/07/05/17:47:56.276068,-2.2167426829579977
2025/07/05/17:47:56.417629,-2.19754406118606
2025/07/05/17:47:56.575425,-2.17607651138653
2025/07/05/17:47:56.676686,-2.162812009071373
2025/07/05/17:47:56.755687,-2.152514566484607
2025/07/05/17:47:56.854900,-2.1395991300198487
2025/07/05/17:47:56.976514,-2.124065699677099
2025/07/05/17:47:57.055572,-2.1128955924643353
2025/07/05/17:47:57.135058,-2.101900018176771
2025/07/05/17:47:57.238269,-2.087413785385218
2025/07/05/17:47:57.316459,-2.0758946123220556
2025/07/05/17:47:57.438959,-2.058441319802112
2025/07/05/17:47:57.575465,-2.0387190992545765
2025/07/05/17:47:57.657451,-2.027723524967012
2025/07/05/17:47:57.755802,-2.0146335555770545
2025/07/05/17:47:57.856196,-2.0015435861870974
2025/07/05/17:47:57.997016,-1.9825194973403588
2025/07/05/17:47:58.076814,-1.971349390127595
2025/07/05/17:47:58.155323,-1.9603538158400309
2025/07/05/17:47:58.255315,-1.9465657147492759
2025/07/05/17:47:58.355792,-1.9331266795089193
2025/07/05/17:47:58.535346,-1.910786465083392
2025/07/05/17:47:58.615244,-1.9013616871226224
2025/07/05/17:47:58.716837,-1.889493448209061
2025/07/05/17:47:58.816829,-1.8776252092955
2025/07/05/17:47:58.916518,-1.8652333716063398
2025/07/05/17:47:59.036339,-1.8502235400391887
2025/07/05/17:47:59.136654,-1.8373081035744308
2025/07/05/17:47:59.256468,-1.8226473378576782
2025/07/05/17:47:59.356400,-1.8107790989441168
2025/07/05/17:47:59.556081,-1.7884388845185892
2025/07/05/17:47:59.655638,-1.7767451785302275
2025/07/05/17:47:59.755771,-1.7647024066914667
2025/07/05/17:47:59.855594,-1.7528341677779053
2025/07/05/17:47:59.975512,-1.7385224679115518
2025/07/05/17:48:00.055730,-1.7290976899507822
2025/07/05/17:48:00.156025,-1.7175785168876194
2025/07/05/17:48:00.234956,-1.7085028047772488
2025/07/05/17:48:00.335628,-1.696809098788887
2025/07/05/17:48:00.496696,-1.677959542867348
2025/07/05/17:48:00.618574,-1.663996908851394
2025/07/05/17:48:00.696387,-1.6545721308906245
2025/07/05/17:48:00.775568,-1.6449728200046556
2025/07/05/17:48:00.854925,-1.6353735091186865
2025/07/05/17:48:00.957625,-1.6233307372799257
2025/07/05/17:48:01.055930,-1.6114624983663646
2025/07/05/17:48:01.154442,-1.6001178582284015
2025/07/05/17:48:01.255232,-1.5887732180904381
2025/07/05/17:48:01.355892,-1.5774285779524748
2025/07/05/17:48:01.555405,-1.5542156989009506
