time,.x,.y,.z
2025/07/05/17:48:02.056396,-59.198890399337046,-23.642999999952785,0.0
2025/07/05/17:48:02.155169,-59.198890399337046,-23.68739999997871,0.0
2025/07/05/17:48:02.256356,-59.21022250027467,-23.742899999937173,0.0
2025/07/05/17:48:02.355463,-59.21022250027467,-23.798399999994224,0.0
2025/07/05/17:48:02.556157,-59.198890399337046,-23.90939999991115,0.0
2025/07/05/17:48:02.655744,-59.198890399337046,-23.964899999968203,0.0
2025/07/05/17:48:02.755447,-59.18755830000981,-24.020399999926667,0.0
2025/07/05/17:48:02.856427,-59.18755830000981,-24.07589999998372,0.0
2025/07/05/17:48:02.977264,-59.18755830000981,-24.131399999942182,0.0
2025/07/05/17:48:03.055418,-59.18755830000981,-24.175799999968106,0.0
2025/07/05/17:48:03.156346,-59.18755830000981,-24.23129999992657,0.0
2025/07/05/17:48:03.255602,-59.18755830000981,-24.28679999998362,0.0
2025/07/05/17:48:03.355859,-59.18755830000981,-24.342299999942085,0.0
2025/07/05/17:48:03.535977,-59.18755830000981,-24.431099999993933,0.0
2025/07/05/17:48:03.641621,-59.18755830000981,-24.47549999992127,0.0
2025/07/05/17:48:03.738461,-59.18755830000981,-24.519899999947192,0.0
2025/07/05/17:48:03.835269,-59.18755830000981,-24.575399999905656,0.0
2025/07/05/17:48:03.955059,-59.18755830000981,-24.630899999962708,0.0
2025/07/05/17:48:04.057262,-59.17622619907219,-24.664199999957503,0.0
2025/07/05/17:48:04.155100,-59.17622619907219,-24.708599999983427,0.0
2025/07/05/17:48:04.256268,-59.17622619907219,-24.752999999910763,0.0
2025/07/05/17:48:04.355732,-59.164894099744956,-24.797399999936687,0.0
2025/07/05/17:48:04.558026,-59.130897800152866,-24.908399999952202,0.0
2025/07/05/17:48:04.656615,-59.10823359988801,-24.963899999910666,0.0
2025/07/05/17:48:04.755628,-59.096901500560776,-25.019399999967717,0.0
2025/07/05/17:48:04.856053,-59.085569399623154,-25.07489999992618,0.0
2025/07/05/17:48:04.976059,-59.07423730029592,-25.130399999983233,0.0
2025/07/05/17:48:05.055052,-59.0629051993583,-25.16369999997803,0.0
2025/07/05/17:48:05.155448,-59.04024099909344,-25.208099999905365,0.0
2025/07/05/17:48:05.257545,-59.02890889976621,-25.25249999993129,0.0
2025/07/05/17:48:05.355904,-59.017576800438974,-25.296899999957212,0.0
2025/07/05/17:48:05.555954,-58.99491260017412,-25.38569999991047,0.0
2025/07/05/17:48:05.655391,-58.983580499236496,-25.430099999936395,0.0
2025/07/05/17:48:05.759282,-58.96091630058203,-25.47449999996232,0.0
2025/07/05/17:48:05.856179,-58.93825210031717,-25.529999999920783,0.0
2025/07/05/17:48:05.997552,-58.904255799114694,-25.607699999941502,0.0
2025/07/05/17:48:06.076145,-58.881591600460226,-25.652099999967426,0.0
2025/07/05/17:48:06.176910,-58.836263199930514,-25.69649999999335,0.0
2025/07/05/17:48:06.255835,-58.81359899966566,-25.740899999920686,0.0
2025/07/05/17:48:06.356234,-58.768270599135946,-25.78529999994661,0.0
2025/07/05/17:48:06.537295,-58.72294220021662,-25.86299999996733,0.0
2025/07/05/17:48:06.635446,-58.700277999951766,-25.918499999925793,0.0
2025/07/05/17:48:06.715881,-58.67761379968691,-25.95179999992059,0.0
2025/07/05/17:48:06.821719,-58.65494959942205,-26.00729999997764,0.0
2025/07/05/17:48:06.896670,-58.64361750009482,-26.051699999904976,0.0
2025/07/05/17:48:07.000285,-58.60962120050273,-26.0960999999309,0.0
2025/07/05/17:48:07.076454,-58.586957000237874,-26.129399999925695,0.0
2025/07/05/17:48:07.177109,-58.56429279997302,-26.17379999995162,0.0
2025/07/05/17:48:07.256023,-58.54162859970816,-26.207099999946415,0.0
2025/07/05/17:48:07.355815,-58.518964399443306,-26.26259999990488,0.0
2025/07/05/17:48:07.535582,-58.450971800259126,-26.3402999999256,0.0
2025/07/05/17:48:07.638291,-58.40564339972941,-26.384699999951522,0.0
2025/07/05/17:48:07.736542,-58.371647100137324,-26.429099999977446,0.0
2025/07/05/17:48:07.836199,-58.32631869960761,-26.46239999997224,0.0
2025/07/05/17:48:07.955893,-58.2809902990779,-26.506799999998165,0.0
2025/07/05/17:48:08.060369,-58.24699399948581,-26.5511999999255,0.0
2025/07/05/17:48:08.154161,-58.201665600566486,-26.606699999982553,0.0
2025/07/05/17:48:08.255572,-58.15633720003677,-26.65109999990989,0.0
2025/07/05/17:48:08.355465,-58.09967670017983,-26.70659999996694,0.0
2025/07/05/17:48:08.556143,-57.986355700465936,-26.77319999995653,0.0
2025/07/05/17:48:08.655987,-57.92969520060899,-26.806499999951328,0.0
2025/07/05/17:48:08.754729,-57.86170259981442,-26.839799999946123,0.0
2025/07/05/17:48:08.835188,-57.81637419928471,-26.86199999990979,0.0
2025/07/05/17:48:08.935933,-57.771045800365386,-26.906399999935715,0.0
2025/07/05/17:48:09.035734,-57.72571739983567,-26.92859999999797,0.0
2025/07/05/17:48:09.135786,-57.68038899930596,-26.961899999992767,0.0
2025/07/05/17:48:09.234198,-57.64639269971387,-26.984099999956435,0.0
2025/07/05/17:48:09.335490,-57.60106429918416,-27.01739999995123,0.0
2025/07/05/17:48:09.497162,-57.52173959906236,-27.083999999940822,0.0
2025/07/05/17:48:09.597354,-57.47641120014303,-27.117299999935618,0.0
2025/07/05/17:48:09.676245,-57.43108279961332,-27.150599999930414,0.0
2025/07/05/17:48:09.776764,-57.36309020042914,-27.194999999956337,0.0
2025/07/05/17:48:09.856378,-57.306429700572195,-27.228299999951133,0.0
2025/07/05/17:48:09.956241,-57.23843709977763,-27.272699999977057,0.0
2025/07/05/17:48:10.056614,-57.17044450059345,-27.305999999971853,0.0
2025/07/05/17:48:10.155545,-57.091119800471645,-27.32819999993552,0.0
2025/07/05/17:48:10.256111,-57.00046299941222,-27.350399999997776,0.0
2025/07/05/17:48:10.356159,-56.909806199963185,-27.372599999961444,0.0
2025/07/05/17:48:10.516456,-56.73982470039235,-27.383699999992572,0.0
2025/07/05/17:48:10.618269,-56.63783580000569,-27.394799999925112,0.0
2025/07/05/17:48:10.714963,-56.5245148002918,-27.416999999987368,0.0
2025/07/05/17:48:10.817689,-56.411193800577905,-27.428099999919908,0.0
2025/07/05/17:48:10.896946,-56.3318691004561,-27.450299999982164,0.0
2025/07/05/17:48:11.019437,-56.20721599980459,-27.461399999914704,0.0
2025/07/05/17:48:11.096234,-56.11655920035555,-27.48359999997696,0.0
2025/07/05/17:48:11.196962,-56.014570299968895,-27.4946999999095,0.0
2025/07/05/17:48:11.278292,-55.92391350051986,-27.527999999904296,0.0
2025/07/05/17:48:11.358519,-55.84458880039806,-27.55019999996655,0.0
2025/07/05/17:48:11.556451,-55.67460729921683,-27.616799999956143,0.0
2025/07/05/17:48:11.635403,-55.60661470003265,-27.63899999991981,0.0
2025/07/05/17:48:11.735941,-55.52728999991085,-27.683399999945735,0.0
2025/07/05/17:48:11.818436,-55.45929739911628,-27.71669999994053,0.0
2025/07/05/17:48:11.918098,-55.368640599667245,-27.772199999997582,0.0
2025/07/05/17:48:12.019667,-55.26665169928059,-27.816599999924918,0.0
2025/07/05/17:48:12.096194,-55.187326999158785,-27.849899999919714,0.0
2025/07/05/17:48:12.196818,-55.07400599944489,-27.88319999991451,0.0
2025/07/05/17:48:12.276477,-54.99468129932309,-27.905399999976765,0.0
2025/07/05/17:48:12.375259,-54.8813602996092,-27.927599999940433,0.0
2025/07/05/17:48:12.535268,-54.71137880003836,-27.96089999993523,0.0
2025/07/05/17:48:12.635914,-54.6093898996517,-27.983099999997485,0.0
2025/07/05/17:48:12.715690,-54.5300651995299,-28.005299999961153,0.0
2025/07/05/17:48:12.819604,-54.42807629914324,-28.049699999987077,0.0
2025/07/05/17:48:12.896266,-54.3714157992863,-28.082999999981872,0.0
2025/07/05/17:48:13.018992,-54.26942690051003,-28.138499999940336,0.0
2025/07/05/17:48:13.098136,-54.21276640065308,-28.160699999904004,0.0
2025/07/05/17:48:13.177361,-54.14477379985851,-28.193999999997388,0.0
2025/07/05/17:48:13.259650,-54.076781199063944,-28.227299999992184,0.0
2025/07/05/17:48:13.355703,-53.99745650055253,-28.26059999998698,0.0
2025/07/05/17:48:13.555224,-53.80481079910645,-28.34939999994024,0.0
2025/07/05/17:48:13.656379,-53.691489799392556,-28.382699999935035,0.0
2025/07/05/17:48:13.755833,-53.578168799678664,-28.42709999996096,0.0
2025/07/05/17:48:13.855111,-53.45351570063754,-28.460399999955754,0.0
2025/07/05/17:48:13.956269,-53.328862599986024,-28.49369999995055,0.0
2025/07/05/17:48:14.055482,-53.20420949933451,-28.515899999914218,0.0
2025/07/05/17:48:14.155997,-53.06822429935576,-28.549199999909014,0.0
2025/07/05/17:48:14.235466,-52.95490329964187,-28.560299999940142,0.0
2025/07/05/17:48:14.337283,-52.80758600033589,-28.58249999990381,0.0
2025/07/05/17:48:14.476829,-52.60360819956257,-28.58249999990381,0.0
2025/07/05/17:48:14.596577,-52.42229459905411,-28.57139999997127,0.0
2025/07/05/17:48:14.676884,-52.297641500012986,-28.57139999997127,0.0
2025/07/05/17:48:14.776292,-52.150324199096616,-28.57139999997127,0.0
2025/07/05/17:48:14.856390,-52.037003199382724,-28.57139999997127,0.0
2025/07/05/17:48:14.976617,-51.867021699811886,-28.604699999966066,0.0
2025/07/05/17:48:15.055559,-51.76503279942523,-28.626899999929734,0.0
2025/07/05/17:48:15.155045,-51.62904759944648,-28.671299999955657,0.0
2025/07/05/17:48:15.255830,-51.49306239946773,-28.71569999998158,0.0
2025/07/05/17:48:15.355149,-51.34574510016175,-28.760099999908917,0.0
2025/07/05/17:48:15.536540,-51.08510679953149,-28.782299999971173,0.0
2025/07/05/17:48:15.636245,-50.937789500225506,-28.793399999903713,0.0
2025/07/05/17:48:15.716094,-50.824468500511614,-28.793399999903713,0.0
2025/07/05/17:48:15.818461,-50.66581910026801,-28.80449999993484,0.0
2025/07/05/17:48:15.896932,-50.541165999616496,-28.81559999996597,0.0
2025/07/05/17:48:15.997179,-50.38251659937289,-28.826699999997096,0.0
2025/07/05/17:48:16.076608,-50.269195599659,-28.837799999929636,0.0
2025/07/05/17:48:16.175853,-50.110546199415396,-28.859999999991892,0.0
2025/07/05/17:48:16.255130,-49.997225199701504,-28.871099999924432,0.0
2025/07/05/17:48:16.357454,-49.84990790039552,-28.904399999919228,0.0
2025/07/05/17:48:16.498075,-49.65726220055983,-28.97099999990882,0.0
2025/07/05/17:48:16.597277,-49.53260909990831,-29.037599999997,0.0
2025/07/05/17:48:16.676903,-49.430620199521655,-29.081999999924335,0.0
2025/07/05/17:48:16.775233,-49.30596710048053,-29.137499999981387,0.0
2025/07/05/17:48:16.855094,-49.19264609915625,-29.181899999908723,0.0
2025/07/05/17:48:16.976431,-49.03399670052303,-29.226299999934646,0.0
2025/07/05/17:48:17.075932,-48.898011500544285,-29.259599999929442,0.0
2025/07/05/17:48:17.176569,-48.750694199627915,-29.292899999924238,0.0
2025/07/05/17:48:17.256093,-48.64870529924126,-29.326199999919034,0.0
2025/07/05/17:48:17.336247,-48.535384299527365,-29.34839999998129,0.0
2025/07/05/17:48:17.476635,-48.34273859969167,-29.403899999939753,0.0
2025/07/05/17:48:17.597171,-48.19542130038569,-29.470499999929345,0.0
2025/07/05/17:48:17.676333,-48.09343239999903,-29.51489999995527,0.0
2025/07/05/17:48:17.755876,-48.002775600549995,-29.570399999913732,0.0
2025/07/05/17:48:17.856464,-47.889454599225715,-29.636999999903324,0.0
2025/07/05/17:48:17.976213,-47.74213729991973,-29.72579999995517,0.0
2025/07/05/17:48:18.055738,-47.6514805004707,-29.770199999981095,0.0
2025/07/05/17:48:18.156003,-47.52682739981918,-29.836799999970687,0.0
2025/07/05/17:48:18.255435,-47.40217429916767,-29.89229999992915,0.0
2025/07/05/17:48:18.355548,-47.27752120012654,-29.947799999986202,0.0
2025/07/05/17:48:18.535416,-47.03954709976114,-30.014399999975794,0.0
2025/07/05/17:48:18.634912,-46.90356189978239,-30.025499999908334,0.0
2025/07/05/17:48:18.735761,-46.76757669980364,-30.025499999908334,0.0
2025/07/05/17:48:18.835159,-46.62025940049766,-30.03659999993946,0.0
2025/07/05/17:48:18.935589,-46.47294209958129,-30.04769999997059,0.0
2025/07/05/17:48:19.035833,-46.33695689960254,-30.069899999934258,0.0
2025/07/05/17:48:19.135974,-46.18963960029656,-30.103199999929053,0.0
2025/07/05/17:48:19.234915,-46.05365440031781,-30.147599999954977,0.0
2025/07/05/17:48:19.335029,-45.91766920033906,-30.1919999999809,0.0
2025/07/05/17:48:19.455327,-45.75901980009546,-30.247499999939365,0.0
2025/07/05/17:48:19.596970,-45.55504199932214,-30.314099999928956,0.0
2025/07/05/17:48:19.675399,-45.44172099960825,-30.336299999991212,0.0
2025/07/05/17:48:19.775172,-45.29440370030227,-30.369599999986008,0.0
2025/07/05/17:48:19.855863,-45.169750599650754,-30.380699999918548,0.0
2025/07/05/17:48:19.975224,-44.988436999142294,-30.391799999949676,0.0
2025/07/05/17:48:20.055276,-44.86378390010117,-30.402899999980804,0.0
2025/07/05/17:48:20.154961,-44.7164665991848,-30.42509999994447,0.0
2025/07/05/17:48:20.255629,-44.569149299878816,-30.458399999939267,0.0
2025/07/05/17:48:20.355886,-44.421832000572834,-30.51389999999632,0.0
2025/07/05/17:48:20.555545,-44.14986160061534,-30.613799999980706,0.0
2025/07/05/17:48:20.635247,-44.03654059929106,-30.658199999908042,0.0
2025/07/05/17:48:20.735678,-43.90055539931231,-30.713699999965094,0.0
2025/07/05/17:48:20.835536,-43.75323810000633,-30.758099999991018,0.0
2025/07/05/17:48:20.937141,-43.60592079908996,-30.802499999918354,0.0
2025/07/05/17:48:21.035501,-43.458603499783976,-30.83579999991315,0.0
2025/07/05/17:48:21.135639,-43.32261829980523,-30.857999999975405,0.0
2025/07/05/17:48:21.235134,-43.175301000499246,-30.880199999939073,0.0
2025/07/05/17:48:21.336587,-43.027983699582876,-30.8912999999702,0.0
2025/07/05/17:48:21.497156,-42.80134170015509,-30.8912999999702,0.0
2025/07/05/17:48:21.619140,-42.631360200584254,-30.8912999999702,0.0
2025/07/05/17:48:21.696441,-42.50670709993274,-30.880199999939073,0.0
2025/07/05/17:48:21.797626,-42.35938980062676,-30.880199999939073,0.0
2025/07/05/17:48:21.896184,-42.22340460064801,-30.857999999975405,0.0
2025/07/05/17:48:21.996981,-42.087419399058874,-30.846899999944277,0.0
2025/07/05/17:48:22.075111,-41.97409839934498,-30.82469999998061,0.0
2025/07/05/17:48:22.154815,-41.87210950056871,-30.802499999918354,0.0
2025/07/05/17:48:22.235581,-41.75878849924443,-30.780299999954686,0.0
2025/07/05/17:48:22.335809,-41.634135400203306,-30.735899999928762,0.0
2025/07/05/17:48:22.516179,-41.384829200510666,-30.658199999908042,0.0
2025/07/05/17:48:22.618494,-41.24884400053192,-30.613799999980706,0.0
2025/07/05/17:48:22.716327,-41.1241908998804,-30.569399999954783,0.0
2025/07/05/17:48:22.818289,-40.988205699901656,-30.51389999999632,0.0
2025/07/05/17:48:22.896832,-40.886216799515,-30.469499999970395,0.0
2025/07/05/17:48:22.996789,-40.76156370047387,-30.413999999913344,0.0
2025/07/05/17:48:23.075743,-40.65957480008721,-30.35849999995488,0.0
2025/07/05/17:48:23.175947,-40.5349216994357,-30.302999999996416,0.0
2025/07/05/17:48:23.255261,-40.44426489998666,-30.247499999939365,0.0
2025/07/05/17:48:23.334910,-40.35360810053763,-30.1919999999809,0.0
2025/07/05/17:48:23.515700,-40.14963029976431,-30.05879999990313,0.0
2025/07/05/17:48:23.618293,-40.03630930005042,-29.981099999980998,0.0
2025/07/05/17:48:23.695840,-39.95698459992862,-29.914499999991406,0.0
2025/07/05/17:48:23.796466,-39.85499569954196,-29.82569999993956,0.0
2025/07/05/17:48:23.876195,-39.77567099942016,-29.74799999991884,0.0
2025/07/05/17:48:23.996918,-39.662349999706265,-29.636999999903324,0.0
2025/07/05/17:48:24.075503,-39.594357400522085,-29.559299999981192,0.0
2025/07/05/17:48:24.155677,-39.51503270040028,-29.4926999999916,0.0
2025/07/05/17:48:24.234493,-39.447040099605715,-29.41499999997088,0.0
2025/07/05/17:48:24.335235,-39.379047500421535,-29.303999999955366,0.0
2025/07/05/17:48:24.496201,-39.265726499097255,-29.137499999981387,0.0
2025/07/05/17:48:24.635425,-39.17506969964822,-28.982099999939948,0.0
2025/07/05/17:48:24.734958,-39.11840919979127,-28.859999999991892,0.0
2025/07/05/17:48:24.834729,-39.06174869993433,-28.748999999976377,0.0
2025/07/05/17:48:24.934580,-39.016420299404615,-28.626899999929734,0.0
2025/07/05/17:48:25.035269,-38.99375609913976,-28.504799999981678,0.0
2025/07/05/17:48:25.135126,-38.97109190048529,-28.382699999935035,0.0
2025/07/05/17:48:25.235204,-38.948427700220435,-28.26059999998698,0.0
2025/07/05/17:48:25.335102,-38.92576349995558,-28.12739999990921,0.0
2025/07/05/17:48:25.455447,-38.88043509942587,-27.983099999997485,0.0
2025/07/05/17:48:25.596603,-38.78977829997683,-27.805499999992378,0.0
2025/07/05/17:48:25.674896,-38.74444989944712,-27.705599999909403,0.0
2025/07/05/17:48:25.776088,-38.68778939959017,-27.594599999992475,0.0
2025/07/05/17:48:25.854567,-38.63112889973323,-27.4946999999095,0.0
2025/07/05/17:48:25.975499,-38.56313630054905,-27.350399999997776,0.0
2025/07/05/17:48:26.055184,-38.50647579908171,-27.2504999999148,0.0
2025/07/05/17:48:26.154407,-38.44981529922477,-27.117299999935618,0.0
2025/07/05/17:48:26.234328,-38.4271511005703,-27.006299999920103,0.0
2025/07/05/17:48:26.334501,-38.41581899963268,-26.87309999994092,0.0
2025/07/05/17:48:26.475888,-38.39315479936782,-26.673299999972144,0.0
2025/07/05/17:48:26.596023,-38.370490599102965,-26.506799999998165,0.0
2025/07/05/17:48:26.675553,-38.336494299510875,-26.39579999998265,0.0
2025/07/05/17:48:26.754608,-38.302497999918785,-26.284799999967134,0.0
2025/07/05/17:48:26.854877,-38.25716959938907,-26.140499999956823,0.0
2025/07/05/17:48:26.935120,-38.22317329979698,-26.029499999941308,0.0
2025/07/05/17:48:27.038377,-38.17784489926727,-25.896299999962125,0.0
2025/07/05/17:48:27.116122,-38.1551807006128,-25.78529999994661,0.0
2025/07/05/17:48:27.216637,-38.13251650034795,-25.640999999936298,0.0
2025/07/05/17:48:27.295758,-38.121184399410325,-25.518899999988243,0.0
2025/07/05/17:48:27.438150,-38.09852019914547,-25.31909999992088,0.0
2025/07/05/17:48:27.576110,-38.075856000491,-25.119299999952105,0.0
2025/07/05/17:48:27.654791,-38.053191800226145,-25.00829999993659,0.0
2025/07/05/17:48:27.756509,-38.00786339969643,-24.875099999957406,0.0
2025/07/05/17:48:27.855253,-37.95120289983949,-24.730799999947095,0.0
2025/07/05/17:48:27.976020,-37.89454239998254,-24.564299999973116,0.0
2025/07/05/17:48:28.075551,-37.84921399945283,-24.419999999962805,0.0
2025/07/05/17:48:28.176355,-37.803885600533505,-24.275699999952494,0.0
2025/07/05/17:48:28.256310,-37.78122140026865,-24.16469999993698,0.0
2025/07/05/17:48:28.356143,-37.76988929933103,-24.009299999994127,0.0
2025/07/05/17:48:28.534769,-37.75855720000379,-23.742899999937173,0.0
2025/07/05/17:48:28.619743,-37.74722509906617,-23.620799999989117,0.0
2025/07/05/17:48:28.719452,-37.71322879947408,-23.476499999978806,0.0
2025/07/05/17:48:28.837584,-37.656568299617135,-23.2988999999737,0.0
2025/07/05/17:48:28.956259,-37.59990779976019,-23.13239999999972,0.0
2025/07/05/17:48:29.054876,-37.55457939923048,-22.98809999998941,0.0
2025/07/05/17:48:29.155141,-37.52058309963839,-22.843799999979097,0.0
2025/07/05/17:48:29.255781,-37.4865868000463,-22.699499999968786,0.0
2025/07/05/17:48:29.356226,-37.475254699108675,-22.544099999927347,0.0
2025/07/05/17:48:29.555579,-37.46392259978144,-22.233299999943057,0.0
2025/07/05/17:48:29.636397,-37.45259050045421,-22.111199999995,0.0
2025/07/05/17:48:29.734597,-37.441258399516585,-21.96689999998469,0.0
2025/07/05/17:48:29.837856,-37.41859419925173,-21.81149999994325,0.0
2025/07/05/17:48:29.918227,-37.38459789965964,-21.700499999927736,0.0
2025/07/05/17:48:30.015235,-37.33926949912993,-21.556199999917425,0.0
2025/07/05/17:48:30.096265,-37.30527319953784,-21.445200000000497,0.0
2025/07/05/17:48:30.174431,-37.27127689994575,-21.334199999984982,0.0
2025/07/05/17:48:30.256926,-37.23728060035366,-21.223199999969466,0.0
2025/07/05/17:48:30.355633,-37.20328429915118,-21.089999999990283,0.0
2025/07/05/17:48:30.535853,-37.18062010049671,-20.82359999993333,0.0
2025/07/05/17:48:30.636359,-37.16928799955909,-20.690399999954145,0.0
2025/07/05/17:48:30.716156,-37.157955900231855,-20.568299999907502,0.0
2025/07/05/17:48:30.819019,-37.14662379929423,-20.42399999999578,0.0
2025/07/05/17:48:30.895826,-37.11262749970214,-20.312999999980264,0.0
2025/07/05/17:48:30.996668,-37.06729909917243,-20.179799999902492,0.0
2025/07/05/17:48:31.077973,-37.03330279958034,-20.068799999985565,0.0
2025/07/05/17:48:31.175616,-36.976642299723395,-19.924499999975254,0.0
2025/07/05/17:48:31.255342,-36.942646000131305,-19.824599999990866,0.0
2025/07/05/17:48:31.356269,-36.89731759960159,-19.680299999980555,0.0
2025/07/05/17:48:31.555424,-36.81799289947979,-19.40279999999106,0.0
2025/07/05/17:48:31.655700,-36.7839965998877,-19.26959999991329,0.0
2025/07/05/17:48:31.754788,-36.75000030029561,-19.12529999990298,0.0
2025/07/05/17:48:31.855401,-36.727336100030755,-18.992099999923795,0.0
2025/07/05/17:48:31.975388,-36.7046718997659,-18.825599999949816,0.0
2025/07/05/17:48:32.056587,-36.693339800438665,-18.7145999999343,0.0
2025/07/05/17:48:32.154758,-36.68200769950104,-18.57029999992399,0.0
2025/07/05/17:48:32.233444,-36.68200769950104,-18.470399999939602,0.0
2025/07/05/17:48:32.334070,-36.68200769950104,-18.33719999996042,0.0
2025/07/05/17:48:32.516613,-36.693339800438665,-18.09299999996572,0.0
2025/07/05/17:48:32.619135,-36.693339800438665,-17.959799999986537,0.0
2025/07/05/17:48:32.696231,-36.71600399909313,-17.85989999990356,0.0
2025/07/05/17:48:32.796593,-36.727336100030755,-17.726699999924378,0.0
2025/07/05/17:48:32.875935,-36.761332399622844,-17.615699999908863,0.0
2025/07/05/17:48:32.974825,-36.7839965998877,-17.493599999960807,0.0
2025/07/05/17:48:33.056416,-36.81799289947979,-17.382599999945292,0.0
2025/07/05/17:48:33.155353,-36.87465339933674,-17.260499999997236,0.0
2025/07/05/17:48:33.256967,-36.91998179986645,-17.127299999919465,0.0
2025/07/05/17:48:33.354836,-36.96531020039616,-17.00519999997141,0.0
2025/07/05/17:48:33.534773,-37.06729909917243,-16.78319999994038,0.0
2025/07/05/17:48:33.636278,-37.135291699967,-16.672199999924864,0.0
2025/07/05/17:48:33.735252,-37.191952199823945,-16.55009999997681,0.0
2025/07/05/17:48:33.834560,-37.25994480061851,-16.439099999961293,0.0
2025/07/05/17:48:33.954582,-37.35060160006755,-16.30589999998211,0.0
2025/07/05/17:48:34.055516,-37.42992630018935,-16.194899999966594,0.0
2025/07/05/17:48:34.155456,-37.52058309963839,-16.094999999982207,0.0
2025/07/05/17:48:34.255027,-37.59990779976019,-15.99509999999782,0.0
