time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2025/07/05/17:47:55.695113,9375,1751712475,701147008,base_link,0.3926897555394554,-0.004277950345770168,0.03515482195932933,-0.046640023589134216,-0.000605750363320097,0.12363143265247345
2025/07/05/17:47:55.795355,9376,1751712475,802147008,base_link,0.39583526827552945,-0.00892219445753239,0.03668306770606149,-0.03872371464967728,-0.0002930655609816163,0.12222576886415482
2025/07/05/17:47:55.915914,9377,1751712475,921147008,base_link,0.40405442476933545,-0.008027832803171259,0.027482904188723414,-0.025098377838730812,0.0005679568275809439,0.12265577912330627
2025/07/05/17:47:56.017312,9378,1751712476,22147008,base_link,0.40839004706075865,-0.010597735094341726,0.029825762963436,-0.010159546509385109,0.001160605344921366,0.12768229842185974
2025/07/05/17:47:56.115740,9379,1751712476,121147008,base_link,0.41086086352773016,-0.004917493604592464,0.029876634959290632,-0.00668156985193491,0.0032095455098897384,0.1341768056154251
2025/07/05/17:47:56.217495,9380,1751712476,222147008,base_link,0.41302744019599386,-0.00606977377478114,0.029195964545317046,-0.0063181594014167786,0.0056870463304221795,0.13647058606147766
2025/07/05/17:47:56.334720,9381,1751712476,340147008,base_link,0.4266398349574822,-0.004978460767135035,0.028191070747909473,-0.00874190591275692,0.004538189154118316,0.1364307850599289
2025/07/05/17:47:56.515756,9382,1751712476,521147008,base_link,0.44431270122786526,-0.003116513092385481,0.03001093447922082,-0.008926964364945889,-0.00021360185928641115,0.1333889216184616
2025/07/05/17:47:56.637639,9383,1751712476,643147008,base_link,0.4556040210934926,0.005274786527422303,0.029742295026236806,-0.022939128801226616,-0.0006613305304199293,0.13370747864246368
2025/07/05/17:47:56.715610,9384,1751712476,721147008,base_link,0.4687643642045923,-0.006109822158356478,0.029711587261492242,-0.02783142402768135,0.0009863199666142624,0.13148047029972076
2025/07/05/17:47:56.795501,9385,1751712476,802147008,base_link,0.4745440649219846,-0.008878359515773518,0.028946240972582526,-0.02949996292591095,0.0012434386881068505,0.12749828398227692
