time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.remote_timestamp_ns,.observed_offset_ns,.estimated_offset_ns,.round_trip_time_ms
2025/07/05/17:48:01.675225,10039,1751712481,674761087,,2855395470000,1751709626270113269,1751709626283147008,18.109331130981445
2025/07/05/17:48:01.774574,10040,1751712481,774134170,,2855495301000,1751709626270015892,1751709626283147008,17.631105422973633
2025/07/05/17:48:01.874712,10041,1751712481,874055527,,2855595347000,1751709626269922490,1751709626283147008,17.56839370727539
2025/07/05/17:48:01.974833,10042,1751712481,974271882,,2855694843000,1751709626270556120,1751709626283147008,17.741846084594727
2025/07/05/17:48:02.074921,10043,1751712482,74299372,,2855795005000,1751709626270384430,1751709626283147008,17.816303253173828
2025/07/05/17:48:02.174726,10044,1751712482,174175810,,2855895315000,1751709626270015620,1751709626283147008,17.68775177001953
2025/07/05/17:48:02.274284,10045,1751712482,273914583,,2855995074000,1751709626270067146,1751709626283147008,17.28000259399414
2025/07/05/17:48:02.374398,10046,1751712482,374111587,,2856095091000,1751709626270205459,1751709626283147008,17.62656021118164
2025/07/05/17:48:02.475528,10047,1751712482,474304966,,2856195112000,1751709626270360132,1751709626283147008,17.662294387817383
2025/07/05/17:48:02.574495,10048,1751712482,573729723,,2856295113000,1751709626270000830,1751709626283147008,17.228378295898438
2025/07/05/17:48:02.675507,10049,1751712482,675034537,,2856395458000,1751709626270280859,1751709626283147008,18.58795166015625
2025/07/05/17:48:02.774609,10050,1751712482,773670563,,2856495275000,1751709626269802000,1751709626283147008,17.183380126953125
2025/07/05/17:48:02.874897,10051,1751712482,874294966,,2856595292000,1751709626270039975,1751709626283147008,17.65984344482422
2025/07/05/17:48:02.974942,10052,1751712482,974226263,,2856694718000,1751709626270736592,1751709626283147008,17.539043426513672
2025/07/05/17:48:03.075062,10053,1751712483,74261180,,2856795242000,1751709626270128266,1751709626283147008,17.77819061279297
2025/07/05/17:48:03.174023,10054,1751712483,173717358,,2856895116000,1751709626269988244,1751709626283147008,17.221546173095703
2025/07/05/17:48:03.274860,10055,1751712483,274144714,,2856995321000,1751709626269993021,1751709626283147008,17.658056259155273
2025/07/05/17:48:03.374891,10056,1751712483,373773160,,2857095023000,1751709626270113158,1751709626283147008,17.270597457885742
2025/07/05/17:48:03.474791,10057,1751712483,474343767,,2857195285000,1751709626270177611,1751709626283147008,17.48986053466797
2025/07/05/17:48:03.574590,10058,1751712483,574222593,,2857295089000,1751709626270315213,1751709626283147008,17.633258819580078
2025/07/05/17:48:03.676808,10059,1751712483,675400769,,2857395276000,1751709626270745320,1751709626283147008,18.74606704711914
2025/07/05/17:48:03.775175,10060,1751712483,774555210,,2857495297000,1751709626270311270,1751709626283147008,17.886789321899414
2025/07/05/17:48:03.874490,10061,1751712483,874028207,,2857595458000,1751709626269856221,1751709626283147008,17.421260833740234
2025/07/05/17:48:03.975104,10062,1751712483,974381667,,2857695271000,1751709626270177191,1751709626283147008,17.847049713134766
2025/07/05/17:48:04.075387,10063,1751712484,74691416,,2857795145000,1751709626270158708,1751709626283147008,17.52128028869629
2025/07/05/17:48:04.176276,10064,1751712484,174863448,,2857895234000,1751709626270450331,1751709626283147008,18.328523635864258
2025/07/05/17:48:04.275176,10065,1751712484,274478449,,2857995235000,1751709626270250166,1751709626283147008,17.982587814331055
2025/07/05/17:48:04.375269,10066,1751712484,374628684,,2858095035000,1751709626270513545,1751709626283147008,18.13066864013672
2025/07/05/17:48:04.474407,10067,1751712484,473988822,,2858195013000,1751709626270288842,1751709626283147008,17.37047004699707
2025/07/05/17:48:04.574035,10068,1751712484,573454434,,2858295101000,1751709626269907105,1751709626283147008,16.887737274169922
2025/07/05/17:48:04.674809,10069,1751712484,674506120,,2858395464000,1751709626269914062,1751709626283147008,17.805702209472656
2025/07/05/17:48:04.775417,10070,1751712484,774821421,,2858495452000,1751709626270196684,1751709626283147008,18.337215423583984
2025/07/05/17:48:04.875611,10071,1751712484,875023454,,2858595462000,1751709626270292785,1751709626283147008,18.530183792114258
2025/07/05/17:48:04.974887,10072,1751712484,974295280,,2858695260000,1751709626270245562,1751709626283147008,17.575695037841797
2025/07/05/17:48:05.074907,10073,1751712485,74212532,,2858795237000,1751709626270111066,1751709626283147008,17.724599838256836
2025/07/05/17:48:05.174316,10074,1751712485,173603232,,2858894936000,1751709626270127888,1751709626283147008,17.075389862060547
2025/07/05/17:48:05.274062,10075,1751712485,273819253,,2858995071000,1751709626270026530,1751709626283147008,17.153749465942383
2025/07/05/17:48:05.374498,10076,1751712485,374082527,,2859095104000,1751709626270179020,1751709626283147008,17.595361709594727
2025/07/05/17:48:05.474902,10077,1751712485,474207861,,2859194597000,1751709626270860234,1751709626283147008,17.497295379638672
2025/07/05/17:48:05.574147,10078,1751712485,573448427,,2859295112000,1751709626269860850,1751709626283147008,16.946792602539062
2025/07/05/17:48:05.674151,10079,1751712485,673914515,,2859395457000,1751709626269726622,1751709626283147008,17.458576202392578
2025/07/05/17:48:05.773923,10080,1751712485,773447657,,2859495091000,1751709626270036556,1751709626283147008,16.633075714111328
2025/07/05/17:48:05.874810,10081,1751712485,874346392,,2859595282000,1751709626270067698,1751709626283147008,17.719844818115234
2025/07/05/17:48:05.974472,10082,1751712485,974066516,,2859695244000,1751709626270151773,1751709626283147008,17.335954666137695
2025/07/05/17:48:06.074836,10083,1751712486,74285379,,2859794574000,1751709626270936713,1751709626283147008,17.545616149902344
2025/07/05/17:48:06.174995,10084,1751712486,174058536,,2859894596000,1751709626270742670,1751709626283147008,17.43574333190918
2025/07/05/17:48:06.274445,10085,1751712486,274042377,,2859995119000,1751709626270144195,1751709626283147008,17.554973602294922
2025/07/05/17:48:06.374417,10086,1751712486,373693419,,2860095122000,1751709626269974594,1751709626283147008,17.18932342529297
2025/07/05/17:48:06.474119,10087,1751712486,474010401,,2860195314000,1751709626269957301,1751709626283147008,17.31646728515625
2025/07/05/17:48:06.576211,10088,1751712486,574894553,,2860295040000,1751709626270663834,1751709626283147008,18.35775375366211
2025/07/05/17:48:06.675509,10089,1751712486,675086105,,2860395466000,1751709626270332174,1751709626283147008,18.571365356445312
2025/07/05/17:48:06.773556,10090,1751712486,773091959,,2860495040000,1751709626269799623,1751709626283147008,16.501203536987305
2025/07/05/17:48:06.874394,10091,1751712486,874089430,,2860595100000,1751709626270299346,1751709626283147008,17.376527786254883
2025/07/05/17:48:06.973527,10092,1751712486,973055378,,2860695322000,1751709626269479561,1751709626283147008,16.504133224487305
2025/07/05/17:48:07.074706,10093,1751712487,74381471,,2860794775000,1751709626270685885,1751709626283147008,17.56130599975586
2025/07/05/17:48:07.174900,10094,1751712487,174043169,,2860894570000,1751709626270823671,1751709626283147008,17.294450759887695
2025/07/05/17:48:07.274159,10095,1751712487,273579560,,2860995122000,1751709626269908912,1751709626283147008,17.09294891357422
2025/07/05/17:48:07.374026,10096,1751712487,373904307,,2861095346000,1751709626269847067,1751709626283147008,17.419771194458008
2025/07/05/17:48:07.474560,10097,1751712487,474066959,,2861194489000,1751709626270793857,1751709626283147008,17.56439971923828
2025/07/05/17:48:07.575026,10098,1751712487,574295303,,2861295462000,1751709626269943634,1751709626283147008,17.775848388671875
2025/07/05/17:48:07.674450,10099,1751712487,674256483,,2861394525000,1751709626270805804,1751709626283147008,17.594905853271484
2025/07/05/17:48:07.774453,10100,1751712487,774007358,,2861495077000,1751709626270234571,1751709626283147008,17.38817024230957
2025/07/05/17:48:07.874855,10101,1751712487,874235681,,2861595301000,1751709626270112589,1751709626283147008,17.640262603759766
2025/07/05/17:48:07.973889,10102,1751712487,973504119,,2861695102000,1751709626269916398,1751709626283147008,16.967594146728516
2025/07/05/17:48:08.076085,10103,1751712488,75403231,,2861795103000,1751709626271034541,1751709626283147008,18.51480484008789
2025/07/05/17:48:08.175233,10104,1751712488,174499167,,2861895313000,1751709626270189307,1751709626283147008,17.96305274963379
2025/07/05/17:48:08.275150,10105,1751712488,274883323,,2861995305000,1751709626270232032,1751709626283147008,18.10662078857422
2025/07/05/17:48:08.375928,10106,1751712488,374993959,,2862095348000,1751709626270400699,1751709626283147008,18.469833374023438
2025/07/05/17:48:08.474873,10107,1751712488,474253464,,2862195447000,1751709626269998065,1751709626283147008,17.61236000061035
2025/07/05/17:48:08.574443,10108,1751712488,573866475,,2862294991000,1751709626270183945,1751709626283147008,17.37868309020996
2025/07/05/17:48:08.674622,10109,1751712488,674139569,,2862395122000,1751709626270171507,1751709626283147008,17.684236526489258
2025/07/05/17:48:08.775958,10110,1751712488,774288364,,2862495323000,1751709626270090369,1751709626283147008,17.725461959838867
2025/07/05/17:48:08.874752,10111,1751712488,874475617,,2862595326000,1751709626270081058,1751709626283147008,17.677749633789062
2025/07/05/17:48:08.976252,10112,1751712488,975076108,,2862695078000,1751709626270719879,1751709626283147008,18.531007766723633
2025/07/05/17:48:09.075030,10113,1751712489,74399472,,2862795097000,1751709626270360876,1751709626283147008,17.878183364868164
2025/07/05/17:48:09.174699,10114,1751712489,174094725,,2862895231000,1751709626270079711,1751709626283147008,17.56385612487793
2025/07/05/17:48:09.275461,10115,1751712489,274742693,,2862995108000,1751709626270519976,1751709626283147008,18.20536231994629
2025/07/05/17:48:09.374691,10116,1751712489,374161395,,2863095015000,1751709626270357895,1751709626283147008,17.568571090698242
2025/07/05/17:48:09.474501,10117,1751712489,474197851,,2863195446000,1751709626269966821,1751709626283147008,17.302581787109375
2025/07/05/17:48:09.574179,10118,1751712489,573242667,,2863295102000,1751709626269831039,1751709626283147008,16.602964401245117
2025/07/05/17:48:09.675282,10119,1751712489,674112485,,2863394764000,1751709626270542661,1751709626283147008,17.594072341918945
2025/07/05/17:48:09.776181,10120,1751712489,774277381,,2863494501000,1751709626270920450,1751709626283147008,17.696096420288086
2025/07/05/17:48:09.876163,10121,1751712489,875074255,,2863595240000,1751709626270528331,1751709626283147008,18.585132598876953
2025/07/05/17:48:09.975219,10122,1751712489,974143018,,2863695076000,1751709626270235369,1751709626283147008,17.63522720336914
2025/07/05/17:48:10.075082,10123,1751712490,74812476,,2863795469000,1751709626269942517,1751709626283147008,17.83433723449707
2025/07/05/17:48:10.175795,10124,1751712490,174822599,,2863895097000,1751709626270551973,1751709626283147008,18.31890296936035
2025/07/05/17:48:10.274889,10125,1751712490,274251515,,2863995454000,1751709626269932435,1751709626283147008,17.70687484741211
2025/07/05/17:48:10.375221,10126,1751712490,374692079,,2864095447000,1751709626270142018,1751709626283147008,18.201379776000977
2025/07/05/17:48:10.474523,10127,1751712490,474096351,,2864195471000,1751709626269864302,1751709626283147008,17.51837921142578
2025/07/05/17:48:10.575374,10128,1751712490,574434570,,2864295098000,1751709626270429646,1751709626283147008,17.808269500732422
2025/07/05/17:48:10.675387,10129,1751712490,675090635,,2864395458000,1751709626270211759,1751709626283147008,18.16244125366211
2025/07/05/17:48:10.774344,10130,1751712490,774134261,,2864495071000,1751709626270316183,1751709626283147008,17.488983154296875
2025/07/05/17:48:10.875033,10131,1751712490,874604974,,2864595017000,1751709626270539453,1751709626283147008,18.08953094482422
2025/07/05/17:48:10.973393,10132,1751712490,972935739,,2864695292000,1751709626269436435,1751709626283147008,16.409297943115234
2025/07/05/17:48:11.074967,10133,1751712491,73844775,,2864795302000,1751709626269867468,1751709626283147008,17.330514907836914
2025/07/05/17:48:11.173336,10134,1751712491,172963116,,2864895023000,1751709626269720847,1751709626283147008,16.433502197265625
2025/07/05/17:48:11.275010,10135,1751712491,273787661,,2864994566000,1751709626270382246,1751709626283147008,16.4970760345459
2025/07/05/17:48:11.374596,10136,1751712491,374115832,,2865095285000,1751709626270036001,1751709626283147008,17.58415985107422
2025/07/05/17:48:11.475041,10137,1751712491,474080156,,2865195472000,1751709626269870011,1751709626283147008,17.472715377807617
2025/07/05/17:48:11.575652,10138,1751712491,574404673,,2865295449000,1751709626269990231,1751709626283147008,17.900705337524414
2025/07/05/17:48:11.675199,10139,1751712491,674507510,,2865395298000,1751709626270303320,1751709626283147008,17.80297088623047
2025/07/05/17:48:11.775059,10140,1751712491,773969778,,2865495389000,1751709626269861966,1751709626283147008,17.43334197998047
2025/07/05/17:48:11.875172,10141,1751712491,875014581,,2865595014000,1751709626270674767,1751709626283147008,18.19319725036621
2025/07/05/17:48:11.974463,10142,1751712491,974004695,,2865695015000,1751709626270272858,1751709626283147008,17.425973892211914
2025/07/05/17:48:12.075294,10143,1751712492,74814548,,2865795038000,1751709626270628800,1751709626283147008,18.283935546875
2025/07/05/17:48:12.173208,10144,1751712492,172959964,,2865894833000,1751709626269952235,1751709626283147008,16.34590721130371
2025/07/05/17:48:12.275442,10145,1751712492,274086683,,2865994601000,1751709626270725732,1751709626283147008,17.514360427856445
2025/07/05/17:48:12.373832,10146,1751712492,373329803,,2866094784000,1751709626270210029,1751709626283147008,16.665109634399414
2025/07/05/17:48:12.476014,10147,1751712492,475492272,,2866195471000,1751709626269969165,1751709626283147008,17.599388122558594
2025/07/05/17:48:12.574274,10148,1751712492,573986504,,2866295237000,1751709626270103466,1751709626283147008,17.288145065307617
2025/07/05/17:48:12.674822,10149,1751712492,674333931,,2866394491000,1751709626270965549,1751709626283147008,17.75045394897461
2025/07/05/17:48:12.775468,10150,1751712492,774818297,,2866495053000,1751709626270616683,1751709626283147008,18.291763305664062
2025/07/05/17:48:12.874070,10151,1751712492,873831511,,2866595128000,1751709626270041462,1751709626283147008,17.320402145385742
2025/07/05/17:48:12.975061,10152,1751712492,974249680,,2866694511000,1751709626270873766,1751709626283147008,17.71609878540039
2025/07/05/17:48:13.075153,10153,1751712493,74825404,,2866794803000,1751709626270550050,1751709626283147008,17.23193359375
2025/07/05/17:48:13.174881,10154,1751712493,173647970,,2866895457000,1751709626269685378,1751709626283147008,16.993087768554688
2025/07/05/17:48:13.273905,10155,1751712493,273168997,,2866994453000,1751709626270505516,1751709626283147008,16.41391944885254
2025/07/05/17:48:13.374233,10156,1751712493,373910232,,2867095024000,1751709626270172809,1751709626283147008,17.42291831970215
2025/07/05/17:48:13.474596,10157,1751712493,474161961,,2867194519000,1751709626270858866,1751709626283147008,17.56444549560547
2025/07/05/17:48:13.574139,10158,1751712493,573233831,,2867295270000,1751709626269601632,1751709626283147008,16.71859359741211
2025/07/05/17:48:13.674218,10159,1751712493,673852539,,2867395102000,1751709626269971827,1751709626283147008,17.225025177001953
2025/07/05/17:48:13.774705,10160,1751712493,774027746,,2867495117000,1751709626270177498,1751709626283147008,17.463035583496094
2025/07/05/17:48:13.874389,10161,1751712493,873647999,,2867595293000,1751709626269775643,1751709626283147008,17.155115127563477
2025/07/05/17:48:13.973997,10162,1751712493,973258851,,2867694463000,1751709626270418592,1751709626283147008,16.750295639038086
2025/07/05/17:48:14.074797,10163,1751712494,74276175,,2867795291000,1751709626270093710,1751709626283147008,17.778284072875977
2025/07/05/17:48:14.173954,10164,1751712494,173180184,,2867894492000,1751709626270340734,1751709626283147008,16.691343307495117
2025/07/05/17:48:14.274481,10165,1751712494,274277848,,2867995312000,1751709626270004225,1751709626283147008,17.60125732421875
2025/07/05/17:48:14.374417,10166,1751712494,373987550,,2868095309000,1751709626269974660,1751709626283147008,17.40406036376953
2025/07/05/17:48:14.474924,10167,1751712494,474268390,,2868195356000,1751709626270126151,1751709626283147008,17.568511962890625
2025/07/05/17:48:14.573583,10168,1751712494,573070275,,2868294978000,1751709626269924818,1751709626283147008,16.331302642822266
2025/07/05/17:48:14.674607,10169,1751712494,674147736,,2868394775000,1751709626270659296,1751709626283147008,17.42395782470703
2025/07/05/17:48:14.775008,10170,1751712494,774298872,,2868494794000,1751709626270688367,1751709626283147008,17.629331588745117
2025/07/05/17:48:14.873974,10171,1751712494,873815256,,2868595114000,1751709626269985136,1751709626283147008,17.178607940673828
2025/07/05/17:48:14.975202,10172,1751712494,973773595,,2868694582000,1751709626270668545,1751709626283147008,17.042438507080078
2025/07/05/17:48:15.074156,10173,1751712495,73613884,,2868795118000,1751709626269933487,1751709626283147008,17.119504928588867
2025/07/05/17:48:15.173691,10174,1751712495,173248551,,2868895107000,1751709626269766807,1751709626283147008,16.745075225830078
2025/07/05/17:48:15.274858,10175,1751712495,274179562,,2868995444000,1751709626269890634,1751709626283147008,17.68627166748047
2025/07/05/17:48:15.373980,10176,1751712495,373330158,,2869095051000,1751709626269860018,1751709626283147008,16.83293342590332
2025/07/05/17:48:15.474467,10177,1751712495,474115766,,2869195036000,1751709626270298237,1751709626283147008,17.220802307128906
2025/07/05/17:48:15.574487,10178,1751712495,574191883,,2869295078000,1751709626270313511,1751709626283147008,17.597017288208008
2025/07/05/17:48:15.674087,10179,1751712495,673612366,,2869395272000,1751709626269810128,1751709626283147008,17.056692123413086
2025/07/05/17:48:15.773751,10180,1751712495,773215102,,2869495451000,1751709626269456037,1751709626283147008,16.612340927124023
2025/07/05/17:48:15.874701,10181,1751712495,874257813,,2869595292000,1751709626270130216,1751709626283147008,17.667612075805664
2025/07/05/17:48:15.973663,10182,1751712495,973229436,,2869695332000,1751709626269656421,1751709626283147008,16.477346420288086
2025/07/05/17:48:16.074574,10183,1751712496,74344527,,2869794455000,1751709626271018579,1751709626283147008,17.46759605407715
2025/07/05/17:48:16.174142,10184,1751712496,173277488,,2869894555000,1751709626270448606,1751709626283147008,16.544132232666016
2025/07/05/17:48:16.273792,10185,1751712496,273327682,,2869995121000,1751709626269805550,1751709626283147008,16.798677444458008
2025/07/05/17:48:16.374676,10186,1751712496,374163250,,2870095108000,1751709626270247573,1751709626283147008,17.611778259277344
2025/07/05/17:48:16.474607,10187,1751712496,474160082,,2870194599000,1751709626270740754,1751709626283147008,17.63719940185547
2025/07/05/17:48:16.573590,10188,1751712496,573169685,,2870295001000,1751709626269879452,1751709626283147008,16.574853897094727
2025/07/05/17:48:16.674279,10189,1751712496,674142025,,2870394555000,1751709626270738373,1751709626283147008,17.38490867614746
2025/07/05/17:48:16.774275,10190,1751712496,773219992,,2870494508000,1751709626270475030,1751709626283147008,16.469253540039062
2025/07/05/17:48:16.874161,10191,1751712496,873375540,,2870595087000,1751709626269850637,1751709626283147008,16.87226676940918
2025/07/05/17:48:16.974427,10192,1751712496,973445403,,2870695006000,1751709626270088186,1751709626283147008,16.698280334472656
2025/07/05/17:48:17.075205,10193,1751712497,74122932,,2870794531000,1751709626270894031,1751709626283147008,17.391653060913086
2025/07/05/17:48:17.174456,10194,1751712497,173627248,,2870894578000,1751709626270602068,1751709626283147008,16.890687942504883
2025/07/05/17:48:17.273631,10195,1751712497,273353921,,2870994908000,1751709626269952250,1751709626283147008,16.663780212402344
2025/07/05/17:48:17.374364,10196,1751712497,374087704,,2871095304000,1751709626269994631,1751709626283147008,17.57433319091797
2025/07/05/17:48:17.474570,10197,1751712497,474156411,,2871195345000,1751709626270096378,1751709626283147008,17.425352096557617
2025/07/05/17:48:17.573465,10198,1751712497,573089325,,2871294834000,1751709626270081162,1751709626283147008,16.344886779785156
2025/07/05/17:48:17.674318,10199,1751712497,673648934,,2871394910000,1751709626270275624,1751709626283147008,16.923145294189453
2025/07/05/17:48:17.774402,10200,1751712497,774026356,,2871495221000,1751709626270032504,1751709626283147008,17.541500091552734
2025/07/05/17:48:17.873428,10201,1751712497,873174992,,2871594466000,1751709626270303130,1751709626283147008,16.532102584838867
2025/07/05/17:48:17.974032,10202,1751712497,973197597,,2871694785000,1751709626270184373,1751709626283147008,16.45281219482422
2025/07/05/17:48:18.073822,10203,1751712498,73208249,,2871794997000,1751709626269847057,1751709626283147008,16.724706649780273
2025/07/05/17:48:18.173540,10204,1751712498,173018249,,2871895276000,1751709626269483152,1751709626283147008,16.512954711914062
2025/07/05/17:48:18.274440,10205,1751712498,274036039,,2871995274000,1751709626269987775,1751709626283147008,17.54469871520996
2025/07/05/17:48:18.373354,10206,1751712498,373038648,,2872095096000,1751709626269667149,1751709626283147008,16.547639846801758
2025/07/05/17:48:18.474512,10207,1751712498,474230437,,2872195267000,1751709626270158254,1751709626283147008,17.35289764404297
2025/07/05/17:48:18.573426,10208,1751712498,573015585,,2872294478000,1751709626270325857,1751709626283147008,16.419212341308594
2025/07/05/17:48:18.674327,10209,1751712498,673976275,,2872394513000,1751709626270755412,1751709626283147008,17.411678314208984
2025/07/05/17:48:18.773542,10210,1751712498,773139975,,2872495117000,1751709626269787111,1751709626283147008,16.46822166442871
2025/07/05/17:48:18.873426,10211,1751712498,873054980,,2872595110000,1751709626269672313,1751709626283147008,16.541826248168945
2025/07/05/17:48:18.973447,10212,1751712498,973062042,,2872695027000,1751709626269756510,1751709626283147008,16.55349349975586
2025/07/05/17:48:19.074646,10213,1751712499,74198234,,2872795121000,1751709626270163313,1751709626283147008,17.57476234436035
