time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.temperature,.variance
2025/07/05/17:48:00.534459,9419,1751712480,540147008,base_link,69.07,0.0
2025/07/05/17:48:00.634272,9420,1751712480,640147008,base_link,69.07,0.0
2025/07/05/17:48:00.715357,9421,1751712480,721147008,base_link,69.07,0.0
2025/07/05/17:48:00.796212,9422,1751712480,802147008,base_link,69.08,0.0
2025/07/05/17:48:00.895689,9423,1751712480,902147008,base_link,69.07,0.0
2025/07/05/17:48:00.974152,9424,1751712480,981147008,base_link,69.07,0.0
2025/07/05/17:48:01.074270,9425,1751712481,81147008,base_link,69.07,0.0
2025/07/05/17:48:01.174829,9426,1751712481,181147008,base_link,69.07,0.0
2025/07/05/17:48:01.274475,9427,1751712481,281147008,base_link,69.07,0.0
2025/07/05/17:48:01.396330,9428,1751712481,402147008,base_link,69.07,0.0
2025/07/05/17:48:01.574666,9429,1751712481,580147008,base_link,69.07,0.0
2025/07/05/17:48:01.675455,9430,1751712481,682147008,base_link,69.08,0.0
2025/07/05/17:48:01.774621,9431,1751712481,781147008,base_link,69.08,0.0
2025/07/05/17:48:01.874812,9432,1751712481,880147008,base_link,69.07,0.0
2025/07/05/17:48:01.996911,9433,1751712482,2147008,base_link,69.08,0.0
2025/07/05/17:48:02.074964,9434,1751712482,81147008,base_link,69.08,0.0
2025/07/05/17:48:02.174643,9435,1751712482,180147008,base_link,69.08,0.0
2025/07/05/17:48:02.274515,9436,1751712482,281147008,base_link,69.08,0.0
2025/07/05/17:48:02.418205,9437,1751712482,424147008,base_link,69.08,0.0
2025/07/05/17:48:02.574400,9438,1751712482,581147008,base_link,69.08,0.0
2025/07/05/17:48:02.695446,9439,1751712482,701147008,base_link,69.08,0.0
2025/07/05/17:48:02.774437,9440,1751712482,780147008,base_link,69.08,0.0
2025/07/05/17:48:02.875458,9441,1751712482,881147008,base_link,69.08,0.0
2025/07/05/17:48:02.996406,9442,1751712483,2147008,base_link,69.08,0.0
2025/07/05/17:48:03.075001,9443,1751712483,80147008,base_link,69.08,0.0
2025/07/05/17:48:03.174193,9444,1751712483,181147008,base_link,69.08,0.0
2025/07/05/17:48:03.274791,9445,1751712483,281147008,base_link,69.08,0.0
2025/07/05/17:48:03.374663,9446,1751712483,380147008,base_link,69.08,0.0
2025/07/05/17:48:03.554545,9447,1751712483,560147008,base_link,69.08,0.0
2025/07/05/17:48:03.654579,9448,1751712483,660147008,base_link,69.09,0.0
2025/07/05/17:48:03.754858,9449,1751712483,761147008,base_link,69.08,0.0
2025/07/05/17:48:03.854147,9450,1751712483,860147008,base_link,69.08,0.0
2025/07/05/17:48:03.975050,9451,1751712483,981147008,base_link,69.09,0.0
2025/07/05/17:48:04.097187,9452,1751712484,101147008,base_link,69.08,0.0
2025/07/05/17:48:04.176578,9453,1751712484,181147008,base_link,69.08,0.0
2025/07/05/17:48:04.275272,9454,1751712484,280147008,base_link,69.08,0.0
2025/07/05/17:48:04.396154,9455,1751712484,402147008,base_link,69.08,0.0
2025/07/05/17:48:04.574114,9456,1751712484,580147008,base_link,69.08,0.0
2025/07/05/17:48:04.695835,9457,1751712484,701147008,base_link,69.09,0.0
2025/07/05/17:48:04.778792,9458,1751712484,780147008,base_link,69.09,0.0
2025/07/05/17:48:04.875945,9459,1751712484,881147008,base_link,69.08,0.0
2025/07/05/17:48:04.995784,9460,1751712485,2147008,base_link,69.09,0.0
2025/07/05/17:48:05.095268,9461,1751712485,101147008,base_link,69.09,0.0
2025/07/05/17:48:05.174262,9462,1751712485,180147008,base_link,69.09,0.0
2025/07/05/17:48:05.274445,9463,1751712485,280147008,base_link,69.09,0.0
2025/07/05/17:48:05.418219,9464,1751712485,424147008,base_link,69.09,0.0
2025/07/05/17:48:05.574164,9465,1751712485,581147008,base_link,69.09,0.0
2025/07/05/17:48:05.674157,9466,1751712485,681147008,base_link,69.09,0.0
2025/07/05/17:48:05.774017,9467,1751712485,781147008,base_link,69.09,0.0
2025/07/05/17:48:05.894800,9468,1751712485,901147008,base_link,69.09,0.0
2025/07/05/17:48:06.017790,9469,1751712486,23147008,base_link,69.09,0.0
2025/07/05/17:48:06.095129,9470,1751712486,102147008,base_link,69.09,0.0
2025/07/05/17:48:06.195995,9471,1751712486,202147008,base_link,69.09,0.0
2025/07/05/17:48:06.274605,9472,1751712486,281147008,base_link,69.09,0.0
2025/07/05/17:48:06.374383,9473,1751712486,380147008,base_link,69.09,0.0
2025/07/05/17:48:06.553906,9474,1751712486,560147008,base_link,69.09,0.0
2025/07/05/17:48:06.653922,9475,1751712486,660147008,base_link,69.09,0.0
2025/07/05/17:48:06.733906,9476,1751712486,740147008,base_link,69.09,0.0
2025/07/05/17:48:06.819053,9477,1751712486,824147008,base_link,69.09,0.0
2025/07/05/17:48:06.915221,9478,1751712486,921147008,base_link,69.09,0.0
2025/07/05/17:48:06.998405,9479,1751712487,2147008,base_link,69.09,0.0
2025/07/05/17:48:07.095091,9480,1751712487,101147008,base_link,69.09,0.0
2025/07/05/17:48:07.196067,9481,1751712487,202147008,base_link,69.09,0.0
2025/07/05/17:48:07.274261,9482,1751712487,280147008,base_link,69.09,0.0
2025/07/05/17:48:07.396111,9483,1751712487,402147008,base_link,69.09,0.0
2025/07/05/17:48:07.554319,9484,1751712487,560147008,base_link,69.09,0.0
2025/07/05/17:48:07.655026,9485,1751712487,660147008,base_link,69.09,0.0
2025/07/05/17:48:07.753853,9486,1751712487,760147008,base_link,69.09,0.0
2025/07/05/17:48:07.854153,9487,1751712487,860147008,base_link,69.09,0.0
2025/07/05/17:48:07.995890,9488,1751712488,1147008,base_link,69.1,0.0
2025/07/05/17:48:08.094624,9489,1751712488,101147008,base_link,69.09,0.0
2025/07/05/17:48:08.175307,9490,1751712488,180147008,base_link,69.09,0.0
2025/07/05/17:48:08.275748,9491,1751712488,281147008,base_link,69.1,0.0
2025/07/05/17:48:08.418316,9492,1751712488,424147008,base_link,69.1,0.0
2025/07/05/17:48:08.574499,9493,1751712488,581147008,base_link,69.1,0.0
2025/07/05/17:48:08.695253,9494,1751712488,701147008,base_link,69.1,0.0
2025/07/05/17:48:08.775862,9495,1751712488,780147008,base_link,69.1,0.0
2025/07/05/17:48:08.854890,9496,1751712488,860147008,base_link,69.1,0.0
2025/07/05/17:48:08.955077,9497,1751712488,960147008,base_link,69.1,0.0
2025/07/05/17:48:09.054166,9498,1751712489,60147008,base_link,69.1,0.0
2025/07/05/17:48:09.154894,9499,1751712489,161147008,base_link,69.1,0.0
2025/07/05/17:48:09.254946,9500,1751712489,260147008,base_link,69.1,0.0
2025/07/05/17:48:09.354103,9501,1751712489,360147008,base_link,69.1,0.0
2025/07/05/17:48:09.516625,9502,1751712489,521147008,base_link,69.1,0.0
2025/07/05/17:48:09.596543,9503,1751712489,602147008,base_link,69.1,0.0
2025/07/05/17:48:09.695302,9504,1751712489,701147008,base_link,69.1,0.0
2025/07/05/17:48:09.795716,9505,1751712489,802147008,base_link,69.1,0.0
2025/07/05/17:48:09.894594,9506,1751712489,901147008,base_link,69.1,0.0
2025/07/05/17:48:09.975287,9507,1751712489,980147008,base_link,69.1,0.0
2025/07/05/17:48:10.075994,9508,1751712490,81147008,base_link,69.1,0.0
2025/07/05/17:48:10.175860,9509,1751712490,181147008,base_link,69.1,0.0
2025/07/05/17:48:10.275137,9510,1751712490,280147008,base_link,69.1,0.0
2025/07/05/17:48:10.395565,9511,1751712490,402147008,base_link,69.1,0.0
2025/07/05/17:48:10.554698,9512,1751712490,560147008,base_link,69.1,0.0
2025/07/05/17:48:10.617964,9513,1751712490,624147008,base_link,69.1,0.0
2025/07/05/17:48:10.733341,9514,1751712490,740147008,base_link,69.1,0.0
2025/07/05/17:48:10.833934,9515,1751712490,840147008,base_link,69.1,0.0
2025/07/05/17:48:10.933737,9516,1751712490,940147008,base_link,69.1,0.0
2025/07/05/17:48:11.033968,9517,1751712491,40147008,base_link,69.1,0.0
2025/07/05/17:48:11.114559,9518,1751712491,121147008,base_link,69.11,0.0
2025/07/05/17:48:11.196306,9519,1751712491,203147008,base_link,69.1,0.0
2025/07/05/17:48:11.294760,9520,1751712491,301147008,base_link,69.11,0.0
2025/07/05/17:48:11.418721,9521,1751712491,424147008,base_link,69.1,0.0
2025/07/05/17:48:11.575754,9522,1751712491,581147008,base_link,69.1,0.0
2025/07/05/17:48:11.653884,9523,1751712491,660147008,base_link,69.1,0.0
2025/07/05/17:48:11.754426,9524,1751712491,760147008,base_link,69.1,0.0
2025/07/05/17:48:11.833535,9525,1751712491,840147008,base_link,69.11,0.0
2025/07/05/17:48:11.933921,9526,1751712491,940147008,base_link,69.11,0.0
2025/07/05/17:48:12.033809,9527,1751712492,40147008,base_link,69.11,0.0
2025/07/05/17:48:12.116329,9528,1751712492,121147008,base_link,69.11,0.0
2025/07/05/17:48:12.196346,9529,1751712492,202147008,base_link,69.11,0.0
2025/07/05/17:48:12.294877,9530,1751712492,302147008,base_link,69.11,0.0
2025/07/05/17:48:12.437490,9531,1751712492,443147008,base_link,69.11,0.0
2025/07/05/17:48:12.556011,9532,1751712492,560147008,base_link,69.11,0.0
2025/07/05/17:48:12.654301,9533,1751712492,660147008,base_link,69.11,0.0
2025/07/05/17:48:12.734003,9534,1751712492,740147008,base_link,69.11,0.0
2025/07/05/17:48:12.833401,9535,1751712492,840147008,base_link,69.11,0.0
2025/07/05/17:48:12.917314,9536,1751712492,921147008,base_link,69.11,0.0
2025/07/05/17:48:13.033895,9537,1751712493,40147008,base_link,69.11,0.0
2025/07/05/17:48:13.114996,9538,1751712493,121147008,base_link,69.11,0.0
2025/07/05/17:48:13.195288,9539,1751712493,202147008,base_link,69.11,0.0
2025/07/05/17:48:13.274122,9540,1751712493,280147008,base_link,69.11,0.0
2025/07/05/17:48:13.395813,9541,1751712493,402147008,base_link,69.11,0.0
2025/07/05/17:48:13.574295,9542,1751712493,580147008,base_link,69.11,0.0
2025/07/05/17:48:13.695119,9543,1751712493,701147008,base_link,69.11,0.0
2025/07/05/17:48:13.774601,9544,1751712493,781147008,base_link,69.11,0.0
2025/07/05/17:48:13.874342,9545,1751712493,881147008,base_link,69.11,0.0
2025/07/05/17:48:13.973913,9546,1751712493,981147008,base_link,69.11,0.0
2025/07/05/17:48:14.095217,9547,1751712494,101147008,base_link,69.12,0.0
2025/07/05/17:48:14.173878,9548,1751712494,180147008,base_link,69.12,0.0
2025/07/05/17:48:14.254471,9549,1751712494,260147008,base_link,69.11,0.0
2025/07/05/17:48:14.353876,9550,1751712494,360147008,base_link,69.11,0.0
2025/07/05/17:48:14.515194,9551,1751712494,521147008,base_link,69.11,0.0
2025/07/05/17:48:14.595880,9552,1751712494,602147008,base_link,69.11,0.0
2025/07/05/17:48:14.695132,9553,1751712494,701147008,base_link,69.11,0.0
2025/07/05/17:48:14.795515,9554,1751712494,802147008,base_link,69.11,0.0
2025/07/05/17:48:14.874659,9555,1751712494,881147008,base_link,69.11,0.0
2025/07/05/17:48:14.995500,9556,1751712495,2147008,base_link,69.12,0.0
2025/07/05/17:48:15.074270,9557,1751712495,80147008,base_link,69.12,0.0
2025/07/05/17:48:15.173744,9558,1751712495,181147008,base_link,69.11,0.0
2025/07/05/17:48:15.274757,9559,1751712495,281147008,base_link,69.12,0.0
2025/07/05/17:48:15.374115,9560,1751712495,380147008,base_link,69.12,0.0
2025/07/05/17:48:15.553888,9561,1751712495,560147008,base_link,69.11,0.0
2025/07/05/17:48:15.654726,9562,1751712495,660147008,base_link,69.12,0.0
2025/07/05/17:48:15.734066,9563,1751712495,740147008,base_link,69.12,0.0
2025/07/05/17:48:15.817691,9564,1751712495,824147008,base_link,69.12,0.0
2025/07/05/17:48:15.914590,9565,1751712495,921147008,base_link,69.12,0.0
2025/07/05/17:48:15.996375,9566,1751712496,2147008,base_link,69.12,0.0
2025/07/05/17:48:16.095190,9567,1751712496,102147008,base_link,69.12,0.0
2025/07/05/17:48:16.195998,9568,1751712496,202147008,base_link,69.12,0.0
2025/07/05/17:48:16.273814,9569,1751712496,281147008,base_link,69.12,0.0
2025/07/05/17:48:16.395719,9570,1751712496,402147008,base_link,69.12,0.0
2025/07/05/17:48:16.515339,9571,1751712496,522147008,base_link,69.12,0.0
2025/07/05/17:48:16.596310,9572,1751712496,602147008,base_link,69.12,0.0
2025/07/05/17:48:16.694355,9573,1751712496,701147008,base_link,69.12,0.0
2025/07/05/17:48:16.795075,9574,1751712496,802147008,base_link,69.12,0.0
2025/07/05/17:48:16.874089,9575,1751712496,880147008,base_link,69.12,0.0
2025/07/05/17:48:16.995675,9576,1751712497,2147008,base_link,69.12,0.0
2025/07/05/17:48:17.094876,9577,1751712497,101147008,base_link,69.12,0.0
2025/07/05/17:48:17.195059,9578,1751712497,202147008,base_link,69.12,0.0
2025/07/05/17:48:17.273726,9579,1751712497,280147008,base_link,69.12,0.0
2025/07/05/17:48:17.353969,9580,1751712497,360147008,base_link,69.12,0.0
2025/07/05/17:48:17.514902,9581,1751712497,521147008,base_link,69.12,0.0
2025/07/05/17:48:17.596545,9582,1751712497,603147008,base_link,69.13,0.0
2025/07/05/17:48:17.694763,9583,1751712497,701147008,base_link,69.12,0.0
2025/07/05/17:48:17.774536,9584,1751712497,780147008,base_link,69.12,0.0
2025/07/05/17:48:17.873818,9585,1751712497,881147008,base_link,69.12,0.0
2025/07/05/17:48:17.995550,9586,1751712498,2147008,base_link,69.12,0.0
2025/07/05/17:48:18.073955,9587,1751712498,80147008,base_link,69.12,0.0
2025/07/05/17:48:18.173976,9588,1751712498,181147008,base_link,69.12,0.0
2025/07/05/17:48:18.274366,9589,1751712498,281147008,base_link,69.12,0.0
2025/07/05/17:48:18.373561,9590,1751712498,380147008,base_link,69.13,0.0
2025/07/05/17:48:18.553884,9591,1751712498,560147008,base_link,69.12,0.0
2025/07/05/17:48:18.653680,9592,1751712498,660147008,base_link,69.13,0.0
2025/07/05/17:48:18.753985,9593,1751712498,760147008,base_link,69.12,0.0
2025/07/05/17:48:18.853917,9594,1751712498,860147008,base_link,69.13,0.0
2025/07/05/17:48:18.953987,9595,1751712498,960147008,base_link,69.13,0.0
2025/07/05/17:48:19.053727,9596,1751712499,61147008,base_link,69.13,0.0
2025/07/05/17:48:19.153884,9597,1751712499,160147008,base_link,69.13,0.0
2025/07/05/17:48:19.253905,9598,1751712499,260147008,base_link,69.13,0.0
2025/07/05/17:48:19.353925,9599,1751712499,360147008,base_link,69.13,0.0
2025/07/05/17:48:19.515200,9600,1751712499,521147008,base_link,69.13,0.0
2025/07/05/17:48:19.617390,9601,1751712499,623147008,base_link,69.13,0.0
2025/07/05/17:48:19.694748,9602,1751712499,701147008,base_link,69.13,0.0
2025/07/05/17:48:19.795516,9603,1751712499,802147008,base_link,69.13,0.0
2025/07/05/17:48:19.873878,9604,1751712499,880147008,base_link,69.13,0.0
2025/07/05/17:48:19.995485,9605,1751712500,2147008,base_link,69.13,0.0
2025/07/05/17:48:20.074677,9606,1751712500,81147008,base_link,69.13,0.0
2025/07/05/17:48:20.173857,9607,1751712500,180147008,base_link,69.13,0.0
2025/07/05/17:48:20.294394,9608,1751712500,301147008,base_link,69.13,0.0
2025/07/05/17:48:20.417996,9609,1751712500,424147008,base_link,69.13,0.0
2025/07/05/17:48:20.573387,9610,1751712500,580147008,base_link,69.13,0.0
2025/07/05/17:48:20.653666,9611,1751712500,660147008,base_link,69.13,0.0
2025/07/05/17:48:20.753932,9612,1751712500,760147008,base_link,69.13,0.0
2025/07/05/17:48:20.853943,9613,1751712500,860147008,base_link,69.13,0.0
2025/07/05/17:48:20.953393,9614,1751712500,960147008,base_link,69.13,0.0
2025/07/05/17:48:21.053673,9615,1751712501,60147008,base_link,69.13,0.0
2025/07/05/17:48:21.153962,9616,1751712501,160147008,base_link,69.14,0.0
2025/07/05/17:48:21.253514,9617,1751712501,260147008,base_link,69.13,0.0
2025/07/05/17:48:21.353861,9618,1751712501,360147008,base_link,69.13,0.0
2025/07/05/17:48:21.533931,9619,1751712501,540147008,base_link,69.13,0.0
2025/07/05/17:48:21.617678,9620,1751712501,624147008,base_link,69.13,0.0
2025/07/05/17:48:21.715105,9621,1751712501,721147008,base_link,69.14,0.0
2025/07/05/17:48:21.795892,9622,1751712501,802147008,base_link,69.14,0.0
2025/07/05/17:48:21.914651,9623,1751712501,921147008,base_link,69.13,0.0
2025/07/05/17:48:21.995866,9624,1751712502,2147008,base_link,69.14,0.0
2025/07/05/17:48:22.094629,9625,1751712502,101147008,base_link,69.14,0.0
2025/07/05/17:48:22.173774,9626,1751712502,180147008,base_link,69.14,0.0
2025/07/05/17:48:22.253382,9627,1751712502,260147008,base_link,69.14,0.0
2025/07/05/17:48:22.353803,9628,1751712502,361147008,base_link,69.14,0.0
2025/07/05/17:48:22.533632,9629,1751712502,540147008,base_link,69.14,0.0
2025/07/05/17:48:22.633758,9630,1751712502,640147008,base_link,69.14,0.0
2025/07/05/17:48:22.733513,9631,1751712502,740147008,base_link,69.14,0.0
2025/07/05/17:48:22.817519,9632,1751712502,824147008,base_link,69.14,0.0
2025/07/05/17:48:22.914717,9633,1751712502,922147008,base_link,69.13,0.0
2025/07/05/17:48:22.996073,9634,1751712503,2147008,base_link,69.14,0.0
2025/07/05/17:48:23.094447,9635,1751712503,101147008,base_link,69.14,0.0
2025/07/05/17:48:23.195540,9636,1751712503,202147008,base_link,69.14,0.0
2025/07/05/17:48:23.273845,9637,1751712503,280147008,base_link,69.14,0.0
2025/07/05/17:48:23.353488,9638,1751712503,360147008,base_link,69.14,0.0
2025/07/05/17:48:23.533599,9639,1751712503,540147008,base_link,69.14,0.0
2025/07/05/17:48:23.633960,9640,1751712503,640147008,base_link,69.14,0.0
2025/07/05/17:48:23.715063,9641,1751712503,721147008,base_link,69.14,0.0
2025/07/05/17:48:23.795723,9642,1751712503,802147008,base_link,69.14,0.0
2025/07/05/17:48:23.894670,9643,1751712503,901147008,base_link,69.14,0.0
2025/07/05/17:48:24.017126,9644,1751712504,24147008,base_link,69.14,0.0
2025/07/05/17:48:24.094737,9645,1751712504,101147008,base_link,69.14,0.0
2025/07/05/17:48:24.173999,9646,1751712504,180147008,base_link,69.14,0.0
2025/07/05/17:48:24.253737,9647,1751712504,260147008,base_link,69.14,0.0
2025/07/05/17:48:24.353458,9648,1751712504,360147008,base_link,69.15,0.0
2025/07/05/17:48:24.534074,9649,1751712504,540147008,base_link,69.14,0.0
2025/07/05/17:48:24.654063,9650,1751712504,660147008,base_link,69.14,0.0
2025/07/05/17:48:24.753677,9651,1751712504,760147008,base_link,69.15,0.0
2025/07/05/17:48:24.853678,9652,1751712504,860147008,base_link,69.14,0.0
2025/07/05/17:48:24.953365,9653,1751712504,960147008,base_link,69.15,0.0
2025/07/05/17:48:25.053716,9654,1751712505,60147008,base_link,69.14,0.0
2025/07/05/17:48:25.153615,9655,1751712505,160147008,base_link,69.14,0.0
2025/07/05/17:48:25.253840,9656,1751712505,260147008,base_link,69.15,0.0
2025/07/05/17:48:25.353653,9657,1751712505,360147008,base_link,69.14,0.0
2025/07/05/17:48:25.514597,9658,1751712505,521147008,base_link,69.15,0.0
2025/07/05/17:48:25.614308,9659,1751712505,621147008,base_link,69.15,0.0
2025/07/05/17:48:25.694576,9660,1751712505,701147008,base_link,69.15,0.0
2025/07/05/17:48:25.794585,9661,1751712505,801147008,base_link,69.15,0.0
2025/07/05/17:48:25.873589,9662,1751712505,880147008,base_link,69.15,0.0
2025/07/05/17:48:25.995578,9663,1751712506,2147008,base_link,69.15,0.0
2025/07/05/17:48:26.094660,9664,1751712506,101147008,base_link,69.15,0.0
2025/07/05/17:48:26.173216,9665,1751712506,180147008,base_link,69.15,0.0
2025/07/05/17:48:26.253479,9666,1751712506,260147008,base_link,69.15,0.0
2025/07/05/17:48:26.353577,9667,1751712506,360147008,base_link,69.15,0.0
2025/07/05/17:48:26.514611,9668,1751712506,521147008,base_link,69.15,0.0
2025/07/05/17:48:26.615168,9669,1751712506,621147008,base_link,69.15,0.0
2025/07/05/17:48:26.694736,9670,1751712506,701147008,base_link,69.15,0.0
2025/07/05/17:48:26.773736,9671,1751712506,780147008,base_link,69.15,0.0
2025/07/05/17:48:26.873206,9672,1751712506,880147008,base_link,69.15,0.0
2025/07/05/17:48:26.953777,9673,1751712506,960147008,base_link,69.15,0.0
2025/07/05/17:48:27.053547,9674,1751712507,60147008,base_link,69.15,0.0
2025/07/05/17:48:27.133446,9675,1751712507,140147008,base_link,69.15,0.0
2025/07/05/17:48:27.236209,9676,1751712507,243147008,base_link,69.15,0.0
2025/07/05/17:48:27.314399,9677,1751712507,321147008,base_link,69.15,0.0
2025/07/05/17:48:27.495046,9678,1751712507,502147008,base_link,69.15,0.0
2025/07/05/17:48:27.594657,9679,1751712507,601147008,base_link,69.15,0.0
2025/07/05/17:48:27.673327,9680,1751712507,680147008,base_link,69.15,0.0
2025/07/05/17:48:27.773371,9681,1751712507,781147008,base_link,69.15,0.0
2025/07/05/17:48:27.894346,9682,1751712507,901147008,base_link,69.15,0.0
2025/07/05/17:48:27.994084,9683,1751712508,2147008,base_link,69.15,0.0
2025/07/05/17:48:28.094922,9684,1751712508,101147008,base_link,69.16,0.0
2025/07/05/17:48:28.195473,9685,1751712508,202147008,base_link,69.15,0.0
2025/07/05/17:48:28.273538,9686,1751712508,280147008,base_link,69.15,0.0
2025/07/05/17:48:28.395028,9687,1751712508,402147008,base_link,69.15,0.0
2025/07/05/17:48:28.553229,9688,1751712508,560147008,base_link,69.16,0.0
2025/07/05/17:48:28.633111,9689,1751712508,640147008,base_link,69.15,0.0
2025/07/05/17:48:28.733286,9690,1751712508,740147008,base_link,69.16,0.0
2025/07/05/17:48:28.853680,9691,1751712508,860147008,base_link,69.16,0.0
2025/07/05/17:48:28.975032,9692,1751712508,981147008,base_link,69.15,0.0
2025/07/05/17:48:29.094426,9693,1751712509,101147008,base_link,69.16,0.0
2025/07/05/17:48:29.175293,9694,1751712509,180147008,base_link,69.16,0.0
2025/07/05/17:48:29.295072,9695,1751712509,301147008,base_link,69.16,0.0
2025/07/05/17:48:29.418312,9696,1751712509,424147008,base_link,69.16,0.0
2025/07/05/17:48:29.575173,9697,1751712509,581147008,base_link,69.16,0.0
2025/07/05/17:48:29.635979,9698,1751712509,644147008,base_link,69.16,0.0
2025/07/05/17:48:29.753765,9699,1751712509,760147008,base_link,69.16,0.0
2025/07/05/17:48:29.837031,9700,1751712509,844147008,base_link,69.16,0.0
2025/07/05/17:48:29.935097,9701,1751712509,941147008,base_link,69.16,0.0
2025/07/05/17:48:30.036138,9702,1751712510,43147008,base_link,69.16,0.0
2025/07/05/17:48:30.114269,9703,1751712510,120147008,base_link,69.16,0.0
2025/07/05/17:48:30.194784,9704,1751712510,202147008,base_link,69.17,0.0
2025/07/05/17:48:30.274828,9705,1751712510,281147008,base_link,69.17,0.0
2025/07/05/17:48:30.375755,9706,1751712510,380147008,base_link,69.16,0.0
2025/07/05/17:48:30.555300,9707,1751712510,560147008,base_link,69.16,0.0
2025/07/05/17:48:30.655411,9708,1751712510,660147008,base_link,69.16,0.0
2025/07/05/17:48:30.733032,9709,1751712510,740147008,base_link,69.16,0.0
2025/07/05/17:48:30.833712,9710,1751712510,840147008,base_link,69.16,0.0
2025/07/05/17:48:30.914191,9711,1751712510,921147008,base_link,69.16,0.0
2025/07/05/17:48:30.995762,9712,1751712511,2147008,base_link,69.16,0.0
2025/07/05/17:48:31.094462,9713,1751712511,101147008,base_link,69.16,0.0
2025/07/05/17:48:31.195394,9714,1751712511,202147008,base_link,69.16,0.0
2025/07/05/17:48:31.275041,9715,1751712511,281147008,base_link,69.16,0.0
2025/07/05/17:48:31.395416,9716,1751712511,402147008,base_link,69.16,0.0
2025/07/05/17:48:31.574857,9717,1751712511,580147008,base_link,69.17,0.0
2025/07/05/17:48:31.675694,9718,1751712511,681147008,base_link,69.16,0.0
2025/07/05/17:48:31.775869,9719,1751712511,781147008,base_link,69.16,0.0
2025/07/05/17:48:31.875480,9720,1751712511,880147008,base_link,69.16,0.0
