time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2025/07/05/17:47:55.695112,9375,1751712475,701147008,base_link,-0.2655811905860901,-0.2908332049846649,-0.018495528027415276,0.017229165979137394,0.02409882325636148,0.12877419163373816
2025/07/05/17:47:55.795334,9376,1751712475,802147008,base_link,-0.26763561367988586,-0.2935599684715271,-0.017450954765081406,0.012340761150476841,0.01817273037782378,0.12631788481037934
2025/07/05/17:47:55.915908,9377,1751712475,921147008,base_link,-0.2676027715206146,-0.30283430218696594,-0.027565855532884598,0.004121408932156458,0.007358697721806704,0.12491418996131706
2025/07/05/17:47:56.017289,9378,1751712476,22147008,base_link,-0.2678808569908142,-0.3087896406650543,-0.02594461292028427,-0.005545261489346009,-0.004790402726964271,0.12788133107322638
2025/07/05/17:47:56.115595,9379,1751712476,121147008,base_link,-0.26068586111068726,-0.317931592464447,-0.026188328862190247,-0.006790285733048835,-0.009384931710713985,0.13388119658740244
2025/07/05/17:47:56.217479,9380,1751712476,222147008,base_link,-0.25847193598747253,-0.32237303256988525,-0.02736419253051281,-0.005339307055862165,-0.011433693161842945,0.13615155142338006
2025/07/05/17:47:56.334681,9381,1751712476,340147008,base_link,-0.26117464900016785,-0.33722105622291565,-0.03017999790608883,-0.004737881446341191,-0.008817969759394036,0.13641910086412898
2025/07/05/17:47:56.515667,9382,1751712476,521147008,base_link,-0.2636415958404541,-0.35759612917900085,-0.03069629706442356,-0.008113350429806793,-0.005567707618664032,0.13332484729314198
2025/07/05/17:47:56.637694,9383,1751712476,643147008,base_link,-0.2553052306175232,-0.3771768808364868,-0.03231549635529518,-0.00046023155394809244,0.005873937685540067,0.13553455602221065
2025/07/05/17:47:56.715599,9384,1751712476,721147008,base_link,-0.267005980014801,-0.3849482238292694,-0.034391991794109344,0.00384145456051466,0.009119593759538813,0.13403265011645996
2025/07/05/17:47:56.795486,9385,1751712476,802147008,base_link,-0.26833680272102356,-0.39090806245803833,-0.03598647937178612,0.0053218388322597565,0.010748332642714518,0.13032174702508995
2025/07/05/17:47:56.895870,9386,1751712476,902147008,base_link,-0.2642765939235687,-0.3987610340118408,-0.03355880454182625,0.004479362333097009,0.010188298100611717,0.12780897646547548
2025/07/05/17:47:57.016438,9387,1751712477,22147008,base_link,-0.277721107006073,-0.4022864103317261,-0.03403628244996071,0.001960408356057151,0.008497534444859544,0.13147656072493322
2025/07/05/17:47:57.095827,9388,1751712477,101147008,base_link,-0.26565149426460266,-0.41119205951690674,-0.037623390555381775,0.002545484537250309,0.006513811594696673,0.13787120346441772
2025/07/05/17:47:57.195561,9389,1751712477,201147008,base_link,-0.2688153386116028,-0.4154531955718994,-0.030872169882059097,-0.0016255311872547425,-0.004559410747137539,0.13943591350405946
2025/07/05/17:47:57.275677,9390,1751712477,281147008,base_link,-0.2587627172470093,-0.4267193675041199,-0.031289223581552505,-0.008505499780141465,-0.0166356770848376,0.14013454243317786
2025/07/05/17:47:57.355168,9391,1751712477,360147008,base_link,-0.25938689708709717,-0.43616360425949097,-0.03287846967577934,-0.009791093093447396,-0.01886030345984353,0.1420554663228321
2025/07/05/17:47:57.515843,9392,1751712477,521147008,base_link,-0.2491440325975418,-0.4449230432510376,-0.03488076478242874,-0.008718276799238388,-0.01265798196452184,0.14253248106464805
2025/07/05/17:47:57.617724,9393,1751712477,624147008,base_link,-0.25238463282585144,-0.44666093587875366,-0.02887655980885029,0.0008527520319474638,0.008826869093323577,0.1411909196609255
2025/07/05/17:47:57.715912,9394,1751712477,721147008,base_link,-0.24171249568462372,-0.452905535697937,-0.030498001724481583,0.0037043657038844467,0.014287607455886007,0.13759580965844156
2025/07/05/17:47:57.796583,9395,1751712477,802147008,base_link,-0.2342243641614914,-0.45242831110954285,-0.021279577165842056,0.006259686713846453,0.013208842670045825,0.13327527154448163
2025/07/05/17:47:57.934309,9396,1751712477,940147008,base_link,-0.22698190808296204,-0.4491592347621918,-0.022086916491389275,0.005817083425330058,0.006869693051937818,0.1323235742174972
2025/07/05/17:47:58.018117,9397,1751712478,24147008,base_link,-0.2288818657398224,-0.45779338479042053,-0.023524414747953415,-0.00033491939906543124,-0.0057489075082097045,0.13476841771180595
2025/07/05/17:47:58.115561,9398,1751712478,121147008,base_link,-0.22517259418964386,-0.4578607976436615,-0.02185862325131893,-0.005955656417157181,-0.013644297663530534,0.1332434140295183
2025/07/05/17:47:58.196194,9399,1751712478,202147008,base_link,-0.2171383649110794,-0.45853883028030396,-0.015357079915702343,-0.00877016762618232,-0.011739869838408797,0.13537277991153054
