time,.data
2025/07/05/17:47:55.695018,21
2025/07/05/17:47:55.776192,21
2025/07/05/17:47:55.875218,21
2025/07/05/17:47:55.996345,21
2025/07/05/17:47:56.096272,21
2025/07/05/17:47:56.196235,21
2025/07/05/17:47:56.315231,20
2025/07/05/17:47:56.475315,21
2025/07/05/17:47:56.615920,21
2025/07/05/17:47:56.695644,21
2025/07/05/17:47:56.774364,21
2025/07/05/17:47:56.874613,21
2025/07/05/17:47:56.995644,21
2025/07/05/17:47:57.074544,21
2025/07/05/17:47:57.154578,21
2025/07/05/17:47:57.254520,21
2025/07/05/17:47:57.334663,21
2025/07/05/17:47:57.496580,21
2025/07/05/17:47:57.596553,21
2025/07/05/17:47:57.675250,21
2025/07/05/17:47:57.796430,20
2025/07/05/17:47:57.896473,20
2025/07/05/17:47:58.017870,21
2025/07/05/17:47:58.095930,21
2025/07/05/17:47:58.195930,21
2025/07/05/17:47:58.274205,21
2025/07/05/17:47:58.396156,21
2025/07/05/17:47:58.554219,22
2025/07/05/17:47:58.637506,22
2025/07/05/17:47:58.734158,22
2025/07/05/17:47:58.838083,22
2025/07/05/17:47:58.934637,22
2025/07/05/17:47:59.054506,22
2025/07/05/17:47:59.174474,22
2025/07/05/17:47:59.274731,22
2025/07/05/17:47:59.415771,22
2025/07/05/17:47:59.596007,22
2025/07/05/17:47:59.674703,22
2025/07/05/17:47:59.774463,22
2025/07/05/17:47:59.895802,22
2025/07/05/17:47:59.996518,22
2025/07/05/17:48:00.074808,22
2025/07/05/17:48:00.174456,22
2025/07/05/17:48:00.256260,22
2025/07/05/17:48:00.355145,22
2025/07/05/17:48:00.535043,21
2025/07/05/17:48:00.634241,21
2025/07/05/17:48:00.715435,21
2025/07/05/17:48:00.796428,21
2025/07/05/17:48:00.895667,21
2025/07/05/17:48:00.974246,21
2025/07/05/17:48:01.095849,21
2025/07/05/17:48:01.174813,21
2025/07/05/17:48:01.274446,21
2025/07/05/17:48:01.396413,21
2025/07/05/17:48:01.574621,21
2025/07/05/17:48:01.675540,21
2025/07/05/17:48:01.796228,21
2025/07/05/17:48:01.874768,21
2025/07/05/17:48:01.996875,21
2025/07/05/17:48:02.095464,21
2025/07/05/17:48:02.174783,21
2025/07/05/17:48:02.295639,21
2025/07/05/17:48:02.418171,21
2025/07/05/17:48:02.595977,21
2025/07/05/17:48:02.695430,21
2025/07/05/17:48:02.774382,21
2025/07/05/17:48:02.875414,21
2025/07/05/17:48:02.996395,21
2025/07/05/17:48:03.074938,21
2025/07/05/17:48:03.174288,21
2025/07/05/17:48:03.274733,21
2025/07/05/17:48:03.374608,21
2025/07/05/17:48:03.554481,21
2025/07/05/17:48:03.654640,21
2025/07/05/17:48:03.775268,21
2025/07/05/17:48:03.854261,21
2025/07/05/17:48:03.975125,21
2025/07/05/17:48:04.097329,21
2025/07/05/17:48:04.196008,21
2025/07/05/17:48:04.275226,21
2025/07/05/17:48:04.396394,21
2025/07/05/17:48:04.574215,21
2025/07/05/17:48:04.695730,21
2025/07/05/17:48:04.775508,21
2025/07/05/17:48:04.917212,21
2025/07/05/17:48:04.996233,21
2025/07/05/17:48:05.095449,21
2025/07/05/17:48:05.174223,21
2025/07/05/17:48:05.274634,20
2025/07/05/17:48:05.418338,21
2025/07/05/17:48:05.596063,21
2025/07/05/17:48:05.695881,21
2025/07/05/17:48:05.774131,21
2025/07/05/17:48:05.894994,21
2025/07/05/17:48:06.017907,21
2025/07/05/17:48:06.095245,21
2025/07/05/17:48:06.196405,21
2025/07/05/17:48:06.274545,21
2025/07/05/17:48:06.374339,21
2025/07/05/17:48:06.553988,21
2025/07/05/17:48:06.654024,21
2025/07/05/17:48:06.734125,21
2025/07/05/17:48:06.833878,21
2025/07/05/17:48:06.915162,21
2025/07/05/17:48:07.019426,20
2025/07/05/17:48:07.095366,20
2025/07/05/17:48:07.196442,21
2025/07/05/17:48:07.274215,21
2025/07/05/17:48:07.396283,21
2025/07/05/17:48:07.554235,21
2025/07/05/17:48:07.654970,21
2025/07/05/17:48:07.753982,21
2025/07/05/17:48:07.854275,21
2025/07/05/17:48:07.995689,21
2025/07/05/17:48:08.094644,21
2025/07/05/17:48:08.175503,21
2025/07/05/17:48:08.275859,21
2025/07/05/17:48:08.418430,20
2025/07/05/17:48:08.595697,19
2025/07/05/17:48:08.695297,19
2025/07/05/17:48:08.775993,19
2025/07/05/17:48:08.854855,20
2025/07/05/17:48:08.955140,20
2025/07/05/17:48:09.054125,20
2025/07/05/17:48:09.154832,20
2025/07/05/17:48:09.255078,20
2025/07/05/17:48:09.354027,20
2025/07/05/17:48:09.516527,20
2025/07/05/17:48:09.617408,21
2025/07/05/17:48:09.695293,21
2025/07/05/17:48:09.796319,21
2025/07/05/17:48:09.894678,21
2025/07/05/17:48:09.975397,21
2025/07/05/17:48:10.094882,21
2025/07/05/17:48:10.195424,20
2025/07/05/17:48:10.275084,20
2025/07/05/17:48:10.396200,20
2025/07/05/17:48:10.554907,20
2025/07/05/17:48:10.634559,20
2025/07/05/17:48:10.733887,20
2025/07/05/17:48:10.833898,20
2025/07/05/17:48:10.933855,20
2025/07/05/17:48:11.034082,21
2025/07/05/17:48:11.114752,21
2025/07/05/17:48:11.218022,21
2025/07/05/17:48:11.294881,21
2025/07/05/17:48:11.419018,21
2025/07/05/17:48:11.575899,21
2025/07/05/17:48:11.653946,21
2025/07/05/17:48:11.754393,21
2025/07/05/17:48:11.833520,21
2025/07/05/17:48:11.933901,21
2025/07/05/17:48:12.033862,21
2025/07/05/17:48:12.116221,21
2025/07/05/17:48:12.217799,21
2025/07/05/17:48:12.295065,21
2025/07/05/17:48:12.437817,20
2025/07/05/17:48:12.555965,20
2025/07/05/17:48:12.654234,21
2025/07/05/17:48:12.734091,21
2025/07/05/17:48:12.833635,21
2025/07/05/17:48:12.917059,21
2025/07/05/17:48:13.033842,21
2025/07/05/17:48:13.114918,21
2025/07/05/17:48:13.195475,21
2025/07/05/17:48:13.274026,21
2025/07/05/17:48:13.395889,21
2025/07/05/17:48:13.574259,21
2025/07/05/17:48:13.695042,21
2025/07/05/17:48:13.795717,21
2025/07/05/17:48:13.874302,21
2025/07/05/17:48:13.995994,22
2025/07/05/17:48:14.095372,22
2025/07/05/17:48:14.173831,22
2025/07/05/17:48:14.254607,21
2025/07/05/17:48:14.354069,21
2025/07/05/17:48:14.515273,21
2025/07/05/17:48:14.617601,20
2025/07/05/17:48:14.695549,20
2025/07/05/17:48:14.796250,20
2025/07/05/17:48:14.874638,20
2025/07/05/17:48:14.995592,21
2025/07/05/17:48:15.074221,21
2025/07/05/17:48:15.174028,21
2025/07/05/17:48:15.294959,22
2025/07/05/17:48:15.374064,22
2025/07/05/17:48:15.554170,22
2025/07/05/17:48:15.654676,21
2025/07/05/17:48:15.733905,21
2025/07/05/17:48:15.833933,22
2025/07/05/17:48:15.914579,22
2025/07/05/17:48:16.017819,22
2025/07/05/17:48:16.095277,22
2025/07/05/17:48:16.195928,22
2025/07/05/17:48:16.274041,22
2025/07/05/17:48:16.396418,22
2025/07/05/17:48:16.515299,22
2025/07/05/17:48:16.617974,21
2025/07/05/17:48:16.694469,21
2025/07/05/17:48:16.795180,22
2025/07/05/17:48:16.874029,22
2025/07/05/17:48:16.995645,22
2025/07/05/17:48:17.095582,22
2025/07/05/17:48:17.194950,22
2025/07/05/17:48:17.273991,21
2025/07/05/17:48:17.354068,21
2025/07/05/17:48:17.515181,21
2025/07/05/17:48:17.617508,21
2025/07/05/17:48:17.694712,21
2025/07/05/17:48:17.774485,21
2025/07/05/17:48:17.894691,21
2025/07/05/17:48:17.996196,21
2025/07/05/17:48:18.073902,21
2025/07/05/17:48:18.195389,21
2025/07/05/17:48:18.294884,21
2025/07/05/17:48:18.373515,21
2025/07/05/17:48:18.554168,21
2025/07/05/17:48:18.653837,21
2025/07/05/17:48:18.773645,21
2025/07/05/17:48:18.853798,21
2025/07/05/17:48:18.953889,21
2025/07/05/17:48:19.074607,21
2025/07/05/17:48:19.154104,21
2025/07/05/17:48:19.253814,21
2025/07/05/17:48:19.353853,21
2025/07/05/17:48:19.515121,21
2025/07/05/17:48:19.617288,21
2025/07/05/17:48:19.694721,21
2025/07/05/17:48:19.795640,21
2025/07/05/17:48:19.873840,21
2025/07/05/17:48:19.996671,21
2025/07/05/17:48:20.095097,21
2025/07/05/17:48:20.173707,21
2025/07/05/17:48:20.294676,21
2025/07/05/17:48:20.417945,21
2025/07/05/17:48:20.574045,21
2025/07/05/17:48:20.653908,21
2025/07/05/17:48:20.753657,21
2025/07/05/17:48:20.853914,21
2025/07/05/17:48:20.954051,21
2025/07/05/17:48:21.053718,21
2025/07/05/17:48:21.153919,21
2025/07/05/17:48:21.253872,21
2025/07/05/17:48:21.353739,21
2025/07/05/17:48:21.534170,21
2025/07/05/17:48:21.633910,21
2025/07/05/17:48:21.714940,21
2025/07/05/17:48:21.817418,21
2025/07/05/17:48:21.914612,21
2025/07/05/17:48:22.017286,21
2025/07/05/17:48:22.094549,21
2025/07/05/17:48:22.173682,21
2025/07/05/17:48:22.253551,21
2025/07/05/17:48:22.395205,21
2025/07/05/17:48:22.533713,21
2025/07/05/17:48:22.633712,22
2025/07/05/17:48:22.734034,22
2025/07/05/17:48:22.833827,22
2025/07/05/17:48:22.933952,22
