time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fix_type,.lat,.lon,.alt,.eph,.epv,.vel,.cog,.satellites_visible,.alt_ellipsoid,.h_acc,.v_acc,.vel_acc,.hdg_acc,.yaw,.dgps_numch,.dgps_age
2025/07/05/17:48:03.975132,9452,1751712483,784147008,/wgs84,3,-72871147,1127959130,20980,57,89,45,17615,21,38309,1284,1991,423,0,0,255,4294967295
2025/07/05/17:48:04.097402,9453,1751712483,984147008,/wgs84,3,-72871149,1127959133,21000,57,89,22,17615,21,38329,1284,1979,350,0,0,255,4294967295
2025/07/05/17:48:04.196156,9454,1751712484,182147008,/wgs84,3,-72871153,1127959135,21030,57,89,52,17615,21,38359,1286,1974,403,0,0,255,4294967295
2025/07/05/17:48:04.275258,9455,1751712484,182147008,/wgs84,3,-72871153,1127959135,21030,57,89,52,17615,21,38359,1286,1974,403,0,0,255,4294967295
2025/07/05/17:48:04.396404,9456,1751712484,382147008,/wgs84,3,-72871163,1127959140,21050,57,89,68,15830,21,38379,1292,1973,521,0,0,255,4294967295
2025/07/05/17:48:04.574245,9457,1751712484,382147008,/wgs84,3,-72871163,1127959140,21050,57,89,68,15830,21,38379,1292,1973,521,0,0,255,4294967295
2025/07/05/17:48:04.695815,9458,1751712484,582147008,/wgs84,3,-72871171,1127959143,21130,57,89,50,15830,21,38459,1296,1963,382,0,0,255,4294967295
2025/07/05/17:48:04.775523,9459,1751712484,582147008,/wgs84,3,-72871171,1127959143,21130,57,89,50,15830,21,38459,1296,1963,382,0,0,255,4294967295
2025/07/05/17:48:04.917311,9460,1751712484,782147008,/wgs84,3,-72871174,1127959140,21200,57,89,38,15830,21,38529,1293,1948,321,0,0,255,4294967295
2025/07/05/17:48:04.996250,9461,1751712484,982147008,/wgs84,3,-72871181,1127959142,21440,57,89,43,15407,21,38769,1290,1931,452,0,0,255,4294967295
2025/07/05/17:48:05.095522,9462,1751712484,982147008,/wgs84,3,-72871181,1127959142,21440,57,89,43,15407,21,38769,1290,1931,452,0,0,255,4294967295
2025/07/05/17:48:05.174260,9463,1751712484,982147008,/wgs84,3,-72871181,1127959142,21440,57,89,43,15407,21,38769,1290,1931,452,0,0,255,4294967295
2025/07/05/17:48:05.274641,9464,1751712485,182147008,/wgs84,3,-72871188,1127959145,21570,61,102,46,15407,20,38899,1289,1925,345,0,0,255,4294967295
2025/07/05/17:48:05.418351,9465,1751712485,382147008,/wgs84,3,-72871196,1127959144,21660,57,89,44,16019,21,38989,1282,1912,325,0,0,255,4294967295
2025/07/05/17:48:05.596093,9466,1751712485,582147008,/wgs84,3,-72871205,1127959139,21620,57,89,64,15102,21,38949,1268,1901,308,0,0,255,4294967295
2025/07/05/17:48:05.695902,9467,1751712485,582147008,/wgs84,3,-72871205,1127959139,21620,57,89,64,15102,21,38949,1268,1901,308,0,0,255,4294967295
2025/07/05/17:48:05.774141,9468,1751712485,582147008,/wgs84,3,-72871205,1127959139,21620,57,89,64,15102,21,38949,1268,1901,308,0,0,255,4294967295
2025/07/05/17:48:05.895072,9469,1751712485,782147008,/wgs84,3,-72871216,1127959134,21420,57,89,72,15035,21,38749,1253,1890,312,0,0,255,4294967295
2025/07/05/17:48:06.017943,9470,1751712485,982147008,/wgs84,3,-72871227,1127959137,21350,57,89,79,14846,21,38679,1242,1884,339,0,0,255,4294967295
2025/07/05/17:48:06.095282,9471,1751712485,982147008,/wgs84,3,-72871227,1127959137,21350,57,89,79,14846,21,38679,1242,1884,339,0,0,255,4294967295
2025/07/05/17:48:06.196445,9472,1751712486,182147008,/wgs84,3,-72871240,1127959143,21380,57,89,52,14409,21,38709,1226,1875,263,0,0,255,4294967295
2025/07/05/17:48:06.274593,9473,1751712486,182147008,/wgs84,3,-72871240,1127959143,21380,57,89,52,14409,21,38709,1226,1875,263,0,0,255,4294967295
2025/07/05/17:48:06.374373,9474,1751712486,182147008,/wgs84,3,-72871240,1127959143,21380,57,89,52,14409,21,38709,1226,1875,263,0,0,255,4294967295
2025/07/05/17:48:06.554003,9475,1751712486,382147008,/wgs84,3,-72871248,1127959150,21400,57,89,54,14409,21,38728,1214,1873,335,0,0,255,4294967295
2025/07/05/17:48:06.654121,9476,1751712486,582147008,/wgs84,3,-72871256,1127959158,21440,57,89,70,13856,21,38769,1213,1873,402,0,0,255,4294967295
2025/07/05/17:48:06.734147,9477,1751712486,582147008,/wgs84,3,-72871256,1127959158,21440,57,89,70,13856,21,38769,1213,1873,402,0,0,255,4294967295
2025/07/05/17:48:06.833909,9478,1751712486,782147008,/wgs84,3,-72871266,1127959167,21390,57,89,60,13965,21,38719,1213,1872,405,0,0,255,4294967295
2025/07/05/17:48:06.915179,9479,1751712486,782147008,/wgs84,3,-72871266,1127959167,21390,57,89,60,13965,21,38719,1213,1872,405,0,0,255,4294967295
2025/07/05/17:48:07.019440,9480,1751712486,982147008,/wgs84,3,-72871270,1127959179,21270,59,92,46,13565,20,38599,1207,1868,355,0,0,255,4294967295
2025/07/05/17:48:07.095369,9481,1751712486,982147008,/wgs84,3,-72871270,1127959179,21270,59,92,46,13565,20,38599,1207,1868,355,0,0,255,4294967295
2025/07/05/17:48:07.196468,9482,1751712487,182147008,/wgs84,3,-72871276,1127959182,21330,57,89,60,14151,21,38659,1199,1863,334,0,0,255,4294967295
2025/07/05/17:48:07.274248,9483,1751712487,182147008,/wgs84,3,-72871276,1127959182,21330,57,89,60,14151,21,38659,1199,1863,334,0,0,255,4294967295
2025/07/05/17:48:07.396310,9484,1751712487,382147008,/wgs84,3,-72871287,1127959189,21370,57,89,72,13627,21,38699,1192,1853,359,0,0,255,4294967295
2025/07/05/17:48:07.554267,9485,1751712487,382147008,/wgs84,3,-72871287,1127959189,21370,57,89,72,13627,21,38699,1192,1853,359,0,0,255,4294967295
2025/07/05/17:48:07.655016,9486,1751712487,582147008,/wgs84,3,-72871294,1127959196,21480,57,89,56,13652,21,38809,1183,1839,313,0,0,255,4294967295
2025/07/05/17:48:07.754051,9487,1751712487,582147008,/wgs84,3,-72871294,1127959196,21480,57,89,56,13652,21,38809,1183,1839,313,0,0,255,4294967295
2025/07/05/17:48:07.854286,9488,1751712487,782147008,/wgs84,3,-72871299,1127959201,21460,57,89,51,13466,21,38789,1177,1833,351,0,0,255,4294967295
2025/07/05/17:48:07.995791,9489,1751712487,982147008,/wgs84,3,-72871308,1127959209,21430,57,89,82,13981,21,38759,1174,1835,433,0,0,255,4294967295
2025/07/05/17:48:08.094817,9490,1751712487,982147008,/wgs84,3,-72871308,1127959209,21430,57,89,82,13981,21,38759,1174,1835,433,0,0,255,4294967295
2025/07/05/17:48:08.175495,9491,1751712487,982147008,/wgs84,3,-72871308,1127959209,21430,57,89,82,13981,21,38759,1174,1835,433,0,0,255,4294967295
2025/07/05/17:48:08.275882,9492,1751712488,182147008,/wgs84,3,-72871318,1127959216,21370,57,89,84,13686,21,38699,1170,1835,351,0,0,255,4294967295
2025/07/05/17:48:08.418471,9493,1751712488,382147008,/wgs84,3,-72871326,1127959226,21300,59,92,59,13451,20,38629,1166,1833,377,0,0,255,4294967295
2025/07/05/17:48:08.595725,9494,1751712488,582147008,/wgs84,3,-72871332,1127959237,21220,64,109,86,12981,19,38549,1163,1839,427,0,0,255,4294967295
2025/07/05/17:48:08.695309,9495,1751712488,582147008,/wgs84,3,-72871332,1127959237,21220,64,109,86,12981,19,38549,1163,1839,427,0,0,255,4294967295
2025/07/05/17:48:08.776010,9496,1751712488,582147008,/wgs84,3,-72871332,1127959237,21220,64,109,86,12981,19,38549,1163,1839,427,0,0,255,4294967295
2025/07/05/17:48:08.854867,9497,1751712488,782147008,/wgs84,3,-72871339,1127959249,21210,61,102,56,12744,20,38539,1163,1849,367,0,0,255,4294967295
2025/07/05/17:48:08.955156,9498,1751712488,782147008,/wgs84,3,-72871339,1127959249,21210,61,102,56,12744,20,38539,1163,1849,367,0,0,255,4294967295
2025/07/05/17:48:09.054164,9499,1751712488,982147008,/wgs84,3,-72871341,1127959258,21170,59,92,31,12744,20,38499,1164,1855,312,0,0,255,4294967295
2025/07/05/17:48:09.154863,9500,1751712488,982147008,/wgs84,3,-72871341,1127959258,21170,59,92,31,12744,20,38499,1164,1855,312,0,0,255,4294967295
2025/07/05/17:48:09.255114,9501,1751712489,182147008,/wgs84,3,-72871345,1127959266,21150,59,92,72,13468,20,38479,1165,1862,448,0,0,255,4294967295
2025/07/05/17:48:09.354058,9502,1751712489,182147008,/wgs84,3,-72871345,1127959266,21150,59,92,72,13468,20,38479,1165,1862,448,0,0,255,4294967295
2025/07/05/17:48:09.516569,9503,1751712489,382147008,/wgs84,3,-72871352,1127959276,21080,59,92,52,13264,20,38409,1167,1868,457,0,0,255,4294967295
2025/07/05/17:48:09.617676,9504,1751712489,582147008,/wgs84,3,-72871358,1127959286,21130,57,89,74,12687,21,38459,1169,1874,432,0,0,255,4294967295
2025/07/05/17:48:09.695421,9505,1751712489,582147008,/wgs84,3,-72871358,1127959286,21130,57,89,74,12687,21,38459,1169,1874,432,0,0,255,4294967295
2025/07/05/17:48:09.796334,9506,1751712489,782147008,/wgs84,3,-72871366,1127959298,21120,57,89,87,13067,21,38449,1170,1873,452,0,0,255,4294967295
2025/07/05/17:48:09.894703,9507,1751712489,782147008,/wgs84,3,-72871366,1127959298,21120,57,89,87,13067,21,38449,1170,1873,452,0,0,255,4294967295
2025/07/05/17:48:09.975438,9508,1751712489,782147008,/wgs84,3,-72871366,1127959298,21120,57,89,87,13067,21,38449,1170,1873,452,0,0,255,4294967295
2025/07/05/17:48:10.094917,9509,1751712489,982147008,/wgs84,3,-72871372,1127959309,21090,57,89,64,12334,21,38419,1172,1875,363,0,0,255,4294967295
2025/07/05/17:48:10.195464,9510,1751712490,182147008,/wgs84,3,-72871375,1127959323,21080,59,92,99,11734,20,38409,1175,1874,487,0,0,255,4294967295
2025/07/05/17:48:10.275105,9511,1751712490,182147008,/wgs84,3,-72871375,1127959323,21080,59,92,99,11734,20,38409,1175,1874,487,0,0,255,4294967295
2025/07/05/17:48:10.396225,9512,1751712490,382147008,/wgs84,3,-72871378,1127959340,21080,59,92,99,10824,20,38409,1179,1869,436,0,0,255,4294967295
2025/07/05/17:48:10.554947,9513,1751712490,382147008,/wgs84,3,-72871378,1127959340,21080,59,92,99,10824,20,38409,1179,1869,436,0,0,255,4294967295
2025/07/05/17:48:10.634584,9514,1751712490,582147008,/wgs84,3,-72871383,1127959359,21170,59,92,118,11135,20,38499,1183,1869,464,0,0,255,4294967295
2025/07/05/17:48:10.733896,9515,1751712490,582147008,/wgs84,3,-72871383,1127959359,21170,59,92,118,11135,20,38499,1183,1869,464,0,0,255,4294967295
2025/07/05/17:48:10.833907,9516,1751712490,782147008,/wgs84,3,-72871392,1127959377,21140,59,92,79,11148,20,38469,1186,1872,437,0,0,255,4294967295
2025/07/05/17:48:10.933923,9517,1751712490,782147008,/wgs84,3,-72871392,1127959377,21140,59,92,79,11148,20,38469,1186,1872,437,0,0,255,4294967295
2025/07/05/17:48:11.034113,9518,1751712490,982147008,/wgs84,3,-72871398,1127959391,21220,57,89,95,10899,21,38549,1188,1875,460,0,0,255,4294967295
2025/07/05/17:48:11.114807,9519,1751712490,982147008,/wgs84,3,-72871398,1127959391,21220,57,89,95,10899,21,38549,1188,1875,460,0,0,255,4294967295
2025/07/05/17:48:11.218049,9520,1751712491,181147008,/wgs84,3,-72871403,1127959409,21250,57,89,112,10695,21,38579,1192,1883,473,0,0,255,4294967295
2025/07/05/17:48:11.294920,9521,1751712491,181147008,/wgs84,3,-72871403,1127959409,21250,57,89,112,10695,21,38579,1192,1883,473,0,0,255,4294967295
2025/07/05/17:48:11.419037,9522,1751712491,381147008,/wgs84,3,-72871406,1127959427,21280,57,89,75,10209,21,38609,1196,1889,369,0,0,255,4294967295
2025/07/05/17:48:11.575920,9523,1751712491,381147008,/wgs84,3,-72871406,1127959427,21280,57,89,75,10209,21,38609,1196,1889,369,0,0,255,4294967295
2025/07/05/17:48:11.653952,9524,1751712491,581147008,/wgs84,3,-72871411,1127959441,21300,57,89,102,11346,21,38629,1199,1895,491,0,0,255,4294967295
2025/07/05/17:48:11.754417,9525,1751712491,581147008,/wgs84,3,-72871411,1127959441,21300,57,89,102,11346,21,38629,1199,1895,491,0,0,255,4294967295
2025/07/05/17:48:11.833525,9526,1751712491,781147008,/wgs84,3,-72871419,1127959456,21330,57,89,107,11750,21,38659,1203,1901,461,0,0,255,4294967295
2025/07/05/17:48:11.933915,9527,1751712491,781147008,/wgs84,3,-72871419,1127959456,21330,57,89,107,11750,21,38659,1203,1901,461,0,0,255,4294967295
2025/07/05/17:48:12.033898,9528,1751712491,981147008,/wgs84,3,-72871427,1127959473,21340,57,89,111,11789,21,38669,1206,1905,436,0,0,255,4294967295
2025/07/05/17:48:12.116296,9529,1751712491,981147008,/wgs84,3,-72871427,1127959473,21340,57,89,111,11789,21,38669,1206,1905,436,0,0,255,4294967295
2025/07/05/17:48:12.217811,9530,1751712492,181147008,/wgs84,3,-72871432,1127959490,21440,57,89,99,11381,21,38769,1210,1914,448,0,0,255,4294967295
2025/07/05/17:48:12.295086,9531,1751712492,181147008,/wgs84,3,-72871432,1127959490,21440,57,89,99,11381,21,38769,1210,1914,448,0,0,255,4294967295
2025/07/05/17:48:12.437917,9532,1751712492,381147008,/wgs84,3,-72871433,1127959508,21420,59,92,102,10272,20,38749,1214,1920,404,0,0,255,4294967295
2025/07/05/17:48:12.556267,9533,1751712492,381147008,/wgs84,3,-72871433,1127959508,21420,59,92,102,10272,20,38749,1214,1920,404,0,0,255,4294967295
2025/07/05/17:48:12.654278,9534,1751712492,581147008,/wgs84,3,-72871436,1127959528,21380,57,89,120,10269,21,38709,1218,1928,463,0,0,255,4294967295
2025/07/05/17:48:12.734101,9535,1751712492,581147008,/wgs84,3,-72871436,1127959528,21380,57,89,120,10269,21,38709,1218,1928,463,0,0,255,4294967295
2025/07/05/17:48:12.833686,9536,1751712492,781147008,/wgs84,3,-72871440,1127959545,21500,57,89,80,11121,21,38829,1223,1936,508,0,0,255,4294967295
2025/07/05/17:48:12.917107,9537,1751712492,781147008,/wgs84,3,-72871440,1127959545,21500,57,89,80,11121,21,38829,1223,1936,508,0,0,255,4294967295
2025/07/05/17:48:13.033878,9538,1751712492,981147008,/wgs84,3,-72871443,1127959558,21610,57,89,82,11185,21,38939,1227,1943,486,0,0,255,4294967295
2025/07/05/17:48:13.114934,9539,1751712492,981147008,/wgs84,3,-72871443,1127959558,21610,57,89,82,11185,21,38939,1227,1943,486,0,0,255,4294967295
2025/07/05/17:48:13.195494,9540,1751712493,181147008,/wgs84,3,-72871449,1127959574,21650,57,89,104,11631,21,38979,1232,1945,503,0,0,255,4294967295
2025/07/05/17:48:13.274062,9541,1751712493,181147008,/wgs84,3,-72871449,1127959574,21650,57,89,104,11631,21,38979,1232,1945,503,0,0,255,4294967295
