time,.data
2025/07/05/17:48:05.154146,153.03
2025/07/05/17:48:05.255303,152.01
2025/07/05/17:48:05.354496,150.97
2025/07/05/17:48:05.554792,148.94
2025/07/05/17:48:05.654334,147.89
2025/07/05/17:48:05.755154,146.86
2025/07/05/17:48:05.854742,145.81
2025/07/05/17:48:05.996189,144.65
2025/07/05/17:48:06.074898,144.62
2025/07/05/17:48:06.174886,145.06
2025/07/05/17:48:06.254089,145.85
2025/07/05/17:48:06.354288,147.23
2025/07/05/17:48:06.534562,149.42
2025/07/05/17:48:06.634013,149.56
2025/07/05/17:48:06.714804,149.16
2025/07/05/17:48:06.819011,148.2
2025/07/05/17:48:06.895355,147.17
2025/07/05/17:48:06.998306,145.74
2025/07/05/17:48:07.075078,144.65
2025/07/05/17:48:07.174824,143.39
2025/07/05/17:48:07.254323,142.46
2025/07/05/17:48:07.354658,141.35
2025/07/05/17:48:07.534362,139.26
2025/07/05/17:48:07.636982,138.01
2025/07/05/17:48:07.735109,136.76
2025/07/05/17:48:07.835074,135.52
2025/07/05/17:48:07.954791,134.05
2025/07/05/17:48:08.057816,132.85
2025/07/05/17:48:08.153799,131.7
2025/07/05/17:48:08.254738,130.56
2025/07/05/17:48:08.354587,129.48
2025/07/05/17:48:08.555077,129.62
2025/07/05/17:48:08.654501,130.64
2025/07/05/17:48:08.754007,132.03
2025/07/05/17:48:08.833985,132.97
2025/07/05/17:48:08.934500,133.44
2025/07/05/17:48:09.034264,133.08
2025/07/05/17:48:09.134368,132.12
2025/07/05/17:48:09.233811,130.73
2025/07/05/17:48:09.334280,129.17
2025/07/05/17:48:09.495381,126.8
2025/07/05/17:48:09.595944,125.44
2025/07/05/17:48:09.675361,124.38
2025/07/05/17:48:09.776217,122.94
2025/07/05/17:48:09.855407,121.69
2025/07/05/17:48:09.954966,120.03
2025/07/05/17:48:10.054876,118.33
2025/07/05/17:48:10.154091,117.07
2025/07/05/17:48:10.254132,116.52
2025/07/05/17:48:10.354949,116.24
2025/07/05/17:48:10.514933,116.36
2025/07/05/17:48:10.617426,116.51
2025/07/05/17:48:10.714200,116.66
2025/07/05/17:48:10.817298,117.05
2025/07/05/17:48:10.895521,117.77
2025/07/05/17:48:11.017759,119.59
2025/07/05/17:48:11.094702,121.14
2025/07/05/17:48:11.195951,123.32
2025/07/05/17:48:11.274853,124.95
2025/07/05/17:48:11.356496,126.12
2025/07/05/17:48:11.554727,126.36
2025/07/05/17:48:11.633958,125.61
2025/07/05/17:48:11.734060,124.11
2025/07/05/17:48:11.817200,122.67
2025/07/05/17:48:11.916652,120.93
2025/07/05/17:48:12.018710,119.65
2025/07/05/17:48:12.094775,119.35
2025/07/05/17:48:12.196052,119.9
2025/07/05/17:48:12.275349,120.9
2025/07/05/17:48:12.374123,122.62
2025/07/05/17:48:12.533952,125.84
2025/07/05/17:48:12.635758,127.28
2025/07/05/17:48:12.714646,127.6
2025/07/05/17:48:12.817850,126.87
2025/07/05/17:48:12.894907,125.74
2025/07/05/17:48:13.017259,123.45
2025/07/05/17:48:13.095136,121.69
2025/07/05/17:48:13.175180,119.91
2025/07/05/17:48:13.254365,118.22
2025/07/05/17:48:13.354717,116.19
2025/07/05/17:48:13.554033,112.21
2025/07/05/17:48:13.654994,110.04
2025/07/05/17:48:13.754127,107.76
2025/07/05/17:48:13.853818,105.67
2025/07/05/17:48:13.955038,104.0
2025/07/05/17:48:14.054265,103.08
2025/07/05/17:48:14.154340,102.63
2025/07/05/17:48:14.234048,102.57
2025/07/05/17:48:14.334959,102.83
2025/07/05/17:48:14.475015,104.09
2025/07/05/17:48:14.595802,106.27
2025/07/05/17:48:14.674723,107.99
2025/07/05/17:48:14.775107,110.02
2025/07/05/17:48:14.854828,111.24
2025/07/05/17:48:14.975027,111.54
2025/07/05/17:48:15.054102,110.8
2025/07/05/17:48:15.154001,109.03
2025/07/05/17:48:15.254249,106.6
2025/07/05/17:48:15.354145,104.07
2025/07/05/17:48:15.534682,102.67
2025/07/05/17:48:15.634105,103.64
2025/07/05/17:48:15.714641,104.97
2025/07/05/17:48:15.817514,107.27
2025/07/05/17:48:15.895037,109.28
2025/07/05/17:48:15.995812,111.68
2025/07/05/17:48:16.075038,113.55
2025/07/05/17:48:16.173964,115.73
2025/07/05/17:48:16.254118,117.37
2025/07/05/17:48:16.354997,119.22
2025/07/05/17:48:16.495787,120.25
2025/07/05/17:48:16.595493,119.32
2025/07/05/17:48:16.674651,118.01
2025/07/05/17:48:16.774160,115.79
2025/07/05/17:48:16.854187,114.14
2025/07/05/17:48:16.974335,112.42
2025/07/05/17:48:17.074919,112.44
2025/07/05/17:48:17.174250,113.83
2025/07/05/17:48:17.254008,115.69
2025/07/05/17:48:17.334131,117.86
2025/07/05/17:48:17.474695,121.57
2025/07/05/17:48:17.595631,123.1
2025/07/05/17:48:17.674251,122.66
2025/07/05/17:48:17.754056,121.5
2025/07/05/17:48:17.854896,119.35
2025/07/05/17:48:17.973952,116.09
2025/07/05/17:48:18.053981,113.73
2025/07/05/17:48:18.154003,110.95
2025/07/05/17:48:18.254055,108.55
2025/07/05/17:48:18.354082,106.34
2025/07/05/17:48:18.534024,103.07
2025/07/05/17:48:18.634388,103.34
2025/07/05/17:48:18.734081,104.72
2025/07/05/17:48:18.834077,106.76
2025/07/05/17:48:18.934033,109.21
2025/07/05/17:48:19.033921,111.16
2025/07/05/17:48:19.135021,111.87
2025/07/05/17:48:19.233931,110.87
2025/07/05/17:48:19.334236,108.91
2025/07/05/17:48:19.454110,105.68
2025/07/05/17:48:19.595600,101.82
2025/07/05/17:48:19.674271,100.31
2025/07/05/17:48:19.773834,100.02
2025/07/05/17:48:19.853947,100.93
2025/07/05/17:48:19.974289,103.38
2025/07/05/17:48:20.054100,105.38
2025/07/05/17:48:20.154154,107.73
2025/07/05/17:48:20.253846,109.17
2025/07/05/17:48:20.354039,108.8
2025/07/05/17:48:20.554062,104.83
2025/07/05/17:48:20.633791,102.54
2025/07/05/17:48:20.733794,99.6
2025/07/05/17:48:20.833988,96.89
2025/07/05/17:48:20.935052,94.52
2025/07/05/17:48:21.034478,92.29
2025/07/05/17:48:21.133990,90.06
2025/07/05/17:48:21.233803,87.77
2025/07/05/17:48:21.333919,85.4
2025/07/05/17:48:21.495798,81.64
2025/07/05/17:48:21.617287,78.99
2025/07/05/17:48:21.695026,77.29
2025/07/05/17:48:21.795608,75.25
2025/07/05/17:48:21.894576,73.19
2025/07/05/17:48:21.995613,71.11
2025/07/05/17:48:22.073867,69.47
2025/07/05/17:48:22.153807,67.85
2025/07/05/17:48:22.233736,66.17
2025/07/05/17:48:22.333593,64.06
2025/07/05/17:48:22.514462,60.27
2025/07/05/17:48:22.617463,58.09
2025/07/05/17:48:22.715002,55.94
2025/07/05/17:48:22.817084,53.83
2025/07/05/17:48:22.895622,52.13
2025/07/05/17:48:22.995895,50.05
2025/07/05/17:48:23.074179,48.37
2025/07/05/17:48:23.173728,46.3
2025/07/05/17:48:23.254061,44.71
2025/07/05/17:48:23.333751,43.1
2025/07/05/17:48:23.514672,39.32
2025/07/05/17:48:23.616976,37.22
2025/07/05/17:48:23.694700,35.51
2025/07/05/17:48:23.795226,33.41
2025/07/05/17:48:23.874188,31.69
2025/07/05/17:48:23.995704,29.14
2025/07/05/17:48:24.074083,27.47
2025/07/05/17:48:24.153982,25.83
2025/07/05/17:48:24.233724,24.11
2025/07/05/17:48:24.334064,22.06
2025/07/05/17:48:24.495006,18.69
2025/07/05/17:48:24.634096,15.77
2025/07/05/17:48:24.733917,13.65
2025/07/05/17:48:24.833724,11.76
2025/07/05/17:48:24.933672,11.06
2025/07/05/17:48:25.033629,11.71
2025/07/05/17:48:25.133628,13.39
2025/07/05/17:48:25.233523,15.68
2025/07/05/17:48:25.333916,18.36
2025/07/05/17:48:25.454083,20.95
2025/07/05/17:48:25.594865,21.21
2025/07/05/17:48:25.674041,20.16
2025/07/05/17:48:25.773585,18.11
2025/07/05/17:48:25.853440,16.0
2025/07/05/17:48:25.974147,12.54
2025/07/05/17:48:26.053663,10.35
2025/07/05/17:48:26.153632,8.56
2025/07/05/17:48:26.233621,8.7
2025/07/05/17:48:26.333516,9.97
2025/07/05/17:48:26.473695,12.99
2025/07/05/17:48:26.594518,15.61
2025/07/05/17:48:26.674522,16.47
2025/07/05/17:48:26.753592,16.09
2025/07/05/17:48:26.854054,14.66
2025/07/05/17:48:26.933601,12.89
2025/07/05/17:48:27.037019,10.17
2025/07/05/17:48:27.114036,8.3
2025/07/05/17:48:27.214931,7.32
2025/07/05/17:48:27.294298,7.91
2025/07/05/17:48:27.436464,10.78
2025/07/05/17:48:27.573885,14.65
2025/07/05/17:48:27.653542,16.25
2025/07/05/17:48:27.753952,16.56
2025/07/05/17:48:27.854005,15.25
2025/07/05/17:48:27.973979,12.54
2025/07/05/17:48:28.074085,9.67
2025/07/05/17:48:28.173752,7.21
2025/07/05/17:48:28.254429,6.07
2025/07/05/17:48:28.354102,6.39
2025/07/05/17:48:28.533925,9.96
2025/07/05/17:48:28.617689,11.89
2025/07/05/17:48:28.716083,13.67
2025/07/05/17:48:28.836433,13.78
2025/07/05/17:48:28.954038,11.92
2025/07/05/17:48:29.053840,9.52
2025/07/05/17:48:29.153799,6.79
2025/07/05/17:48:29.253984,4.76
2025/07/05/17:48:29.354111,4.45
2025/07/05/17:48:29.553757,8.09
2025/07/05/17:48:29.635828,10.26
2025/07/05/17:48:29.733473,12.74
2025/07/05/17:48:29.836740,14.27
2025/07/05/17:48:29.914844,14.42
2025/07/05/17:48:30.014226,13.18
2025/07/05/17:48:30.094688,11.59
2025/07/05/17:48:30.173888,9.6
2025/07/05/17:48:30.254815,7.56
2025/07/05/17:48:30.353326,5.69
2025/07/05/17:48:30.533728,6.45
2025/07/05/17:48:30.635865,8.58
2025/07/05/17:48:30.714915,10.69
2025/07/05/17:48:30.817235,13.27
2025/07/05/17:48:30.895220,14.71
2025/07/05/17:48:30.995506,14.83
2025/07/05/17:48:31.074270,13.83
2025/07/05/17:48:31.174035,11.83
2025/07/05/17:48:31.254460,9.77
2025/07/05/17:48:31.354212,6.9
2025/07/05/17:48:31.553571,1.57
2025/07/05/17:48:31.653932,359.34
2025/07/05/17:48:31.753533,357.19
2025/07/05/17:48:31.853443,354.96
2025/07/05/17:48:31.973804,352.05
2025/07/05/17:48:32.054315,350.07
2025/07/05/17:48:32.153839,347.7
2025/07/05/17:48:32.233184,345.87
2025/07/05/17:48:32.333296,343.75
2025/07/05/17:48:32.514288,340.16
2025/07/05/17:48:32.617203,338.16
2025/07/05/17:48:32.695318,336.59
2025/07/05/17:48:32.795432,334.63
2025/07/05/17:48:32.873718,333.05
2025/07/05/17:48:32.973550,331.0
2025/07/05/17:48:33.055497,329.29
2025/07/05/17:48:33.154112,327.16
2025/07/05/17:48:33.254043,325.04
2025/07/05/17:48:33.353695,322.89
2025/07/05/17:48:33.533366,319.12
2025/07/05/17:48:33.635609,317.0
2025/07/05/17:48:33.734053,314.85
2025/07/05/17:48:33.833483,312.77
2025/07/05/17:48:33.953723,310.35
2025/07/05/17:48:34.053466,308.32
2025/07/05/17:48:34.153819,306.24
2025/07/05/17:48:34.253200,304.18
2025/07/05/17:48:34.353934,302.09
2025/07/05/17:48:34.554046,297.97
2025/07/05/17:48:34.653317,295.95
2025/07/05/17:48:34.753518,293.91
2025/07/05/17:48:34.832935,292.26
2025/07/05/17:48:34.954008,289.85
2025/07/05/17:48:35.053594,287.92
2025/07/05/17:48:35.153593,286.63
2025/07/05/17:48:35.253311,286.11
2025/07/05/17:48:35.353319,285.89
2025/07/05/17:48:35.553778,286.23
2025/07/05/17:48:35.653685,286.54
2025/07/05/17:48:35.753237,286.66
2025/07/05/17:48:35.853150,286.06
2025/07/05/17:48:35.973476,284.27
2025/07/05/17:48:36.094337,282.07
2025/07/05/17:48:36.194108,280.07
2025/07/05/17:48:36.273709,278.35
2025/07/05/17:48:36.373343,276.41
2025/07/05/17:48:36.573097,275.08
2025/07/05/17:48:36.654442,276.19
2025/07/05/17:48:36.753961,278.32
2025/07/05/17:48:36.853658,281.05
2025/07/05/17:48:36.973933,284.5
2025/07/05/17:48:37.073901,286.54
2025/07/05/17:48:37.173780,286.56
2025/07/05/17:48:37.255182,285.62
2025/07/05/17:48:37.353171,283.64
2025/07/05/17:48:37.533498,278.74
2025/07/05/17:48:37.636246,276.03
2025/07/05/17:48:37.732742,273.71
2025/07/05/17:48:37.835878,271.63
2025/07/05/17:48:37.953977,269.19
2025/07/05/17:48:38.053302,267.11
2025/07/05/17:48:38.153210,265.76
2025/07/05/17:48:38.253053,266.37
2025/07/05/17:48:38.353491,267.9
2025/07/05/17:48:38.554014,273.07
2025/07/05/17:48:38.653247,276.01
2025/07/05/17:48:38.754234,278.02
2025/07/05/17:48:38.853187,278.05
2025/07/05/17:48:38.973975,276.43
2025/07/05/17:48:39.054356,274.72
2025/07/05/17:48:39.153972,272.2
2025/07/05/17:48:39.253275,269.95
2025/07/05/17:48:39.352810,269.04
2025/07/05/17:48:39.533395,271.2
2025/07/05/17:48:39.635554,273.69
2025/07/05/17:48:39.733684,276.47
2025/07/05/17:48:39.835979,278.78
2025/07/05/17:48:39.933174,279.51
2025/07/05/17:48:40.036154,278.57
2025/07/05/17:48:40.134072,276.77
2025/07/05/17:48:40.235384,274.35
2025/07/05/17:48:40.313787,272.5
2025/07/05/17:48:40.453207,270.79
2025/07/05/17:48:40.573378,271.8
2025/07/05/17:48:40.654299,273.48
2025/07/05/17:48:40.753094,276.15
2025/07/05/17:48:40.853325,279.13
2025/07/05/17:48:40.973939,282.56
2025/07/05/17:48:41.053428,284.6
2025/07/05/17:48:41.153226,286.94
2025/07/05/17:48:41.253742,289.17
2025/07/05/17:48:41.353289,291.27
2025/07/05/17:48:41.554016,292.67
2025/07/05/17:48:41.654270,291.55
2025/07/05/17:48:41.753183,289.75
2025/07/05/17:48:41.853951,287.44
2025/07/05/17:48:41.974034,284.38
2025/07/05/17:48:42.053705,282.6
2025/07/05/17:48:42.132545,281.3
2025/07/05/17:48:42.233152,280.55
2025/07/05/17:48:42.334071,280.94
2025/07/05/17:48:42.436112,281.92
2025/07/05/17:48:42.594803,284.24
2025/07/05/17:48:42.673413,285.55
2025/07/05/17:48:42.773693,287.21
2025/07/05/17:48:42.854414,288.44
2025/07/05/17:48:42.994310,289.61
2025/07/05/17:48:43.073718,289.48
2025/07/05/17:48:43.173855,288.89
2025/07/05/17:48:43.254440,288.03
2025/07/05/17:48:43.353899,286.62
2025/07/05/17:48:43.573852,283.19
2025/07/05/17:48:43.674084,281.77
2025/07/05/17:48:43.773761,280.46
2025/07/05/17:48:43.873923,279.21
2025/07/05/17:48:44.014057,277.44
2025/07/05/17:48:44.095596,276.41
2025/07/05/17:48:44.194596,275.17
2025/07/05/17:48:44.273796,274.22
2025/07/05/17:48:44.414281,272.65
2025/07/05/17:48:44.573941,270.97
2025/07/05/17:48:44.655323,270.15
2025/07/05/17:48:44.752919,269.16
2025/07/05/17:48:44.853001,268.18
2025/07/05/17:48:44.973888,267.01
2025/07/05/17:48:45.054838,266.25
2025/07/05/17:48:45.153119,265.34
2025/07/05/17:48:45.232294,264.64
2025/07/05/17:48:45.333355,263.8
2025/07/05/17:48:45.494930,262.53
2025/07/05/17:48:45.616965,261.64
2025/07/05/17:48:45.696070,261.08
2025/07/05/17:48:45.795097,260.39
2025/07/05/17:48:45.894424,259.73
2025/07/05/17:48:45.994687,259.1
2025/07/05/17:48:46.073025,258.61
2025/07/05/17:48:46.172576,257.96
2025/07/05/17:48:46.254451,257.44
2025/07/05/17:48:46.352820,256.78
2025/07/05/17:48:46.553083,255.57
2025/07/05/17:48:46.652964,255.02
2025/07/05/17:48:46.752915,254.5
2025/07/05/17:48:46.853004,253.97
2025/07/05/17:48:46.973143,253.22
2025/07/05/17:48:47.073499,252.54
2025/07/05/17:48:47.155015,251.98
2025/07/05/17:48:47.252905,251.25
2025/07/05/17:48:47.353022,250.49
2025/07/05/17:48:47.572953,248.96
2025/07/05/17:48:47.653568,248.42
2025/07/05/17:48:47.753186,247.68
2025/07/05/17:48:47.853174,246.89
2025/07/05/17:48:47.973908,246.04
2025/07/05/17:48:48.072960,245.29
2025/07/05/17:48:48.154538,244.69
2025/07/05/17:48:48.252892,243.96
2025/07/05/17:48:48.352768,243.25
2025/07/05/17:48:48.494020,242.26
2025/07/05/17:48:48.632966,241.2
2025/07/05/17:48:48.733018,240.33
2025/07/05/17:48:48.835422,239.39
2025/07/05/17:48:48.932979,238.4
2025/07/05/17:48:49.035781,237.38
2025/07/05/17:48:49.113314,236.58
2025/07/05/17:48:49.216508,235.62
2025/07/05/17:48:49.295130,234.87
2025/07/05/17:48:49.394765,233.98
2025/07/05/17:48:49.552727,232.62
2025/07/05/17:48:49.652869,231.77
2025/07/05/17:48:49.752995,230.89
2025/07/05/17:48:49.852813,229.96
2025/07/05/17:48:49.974187,228.76
2025/07/05/17:48:50.054638,227.91
2025/07/05/17:48:50.152671,226.83
2025/07/05/17:48:50.235426,225.92
2025/07/05/17:48:50.332660,224.74
2025/07/05/17:48:50.473555,223.11
2025/07/05/17:48:50.613782,221.6
2025/07/05/17:48:50.694595,220.8
2025/07/05/17:48:50.793884,219.86
2025/07/05/17:48:50.873012,219.12
2025/07/05/17:48:50.993679,218.07
2025/07/05/17:48:51.072729,217.42
2025/07/05/17:48:51.173212,216.62
2025/07/05/17:48:51.254805,215.97
2025/07/05/17:48:51.352718,215.06
2025/07/05/17:48:51.532320,213.12
2025/07/05/17:48:51.635277,211.87
2025/07/05/17:48:51.715229,210.82
2025/07/05/17:48:51.816299,209.52
2025/07/05/17:48:51.894611,208.52
2025/07/05/17:48:52.016427,207.13
2025/07/05/17:48:52.113506,206.08
2025/07/05/17:48:52.196124,205.34
2025/07/05/17:48:52.272986,204.67
2025/07/05/17:48:52.393911,203.71
2025/07/05/17:48:52.552654,202.38
2025/07/05/17:48:52.653725,201.41
2025/07/05/17:48:52.753089,200.33
2025/07/05/17:48:52.852674,199.13
2025/07/05/17:48:52.972984,197.52
2025/07/05/17:48:53.073283,196.12
2025/07/05/17:48:53.173098,194.74
2025/07/05/17:48:53.252648,193.82
2025/07/05/17:48:53.352462,193.38
2025/07/05/17:48:53.552969,195.34
2025/07/05/17:48:53.653079,197.1
2025/07/05/17:48:53.752892,198.85
2025/07/05/17:48:53.853076,199.97
2025/07/05/17:48:53.973132,199.85
2025/07/05/17:48:54.053112,199.23
2025/07/05/17:48:54.153010,197.93
2025/07/05/17:48:54.252733,196.38
2025/07/05/17:48:54.352617,195.03
2025/07/05/17:48:54.532500,194.58
2025/07/05/17:48:54.632370,195.27
2025/07/05/17:48:54.732966,196.47
2025/07/05/17:48:54.835323,197.81
2025/07/05/17:48:54.932868,198.89
2025/07/05/17:48:55.013807,199.14
2025/07/05/17:48:55.093158,198.84
2025/07/05/17:48:55.194594,198.07
2025/07/05/17:48:55.272931,197.23
2025/07/05/17:48:55.394602,196.22
2025/07/05/17:48:55.552548,196.64
2025/07/05/17:48:55.652918,197.67
2025/07/05/17:48:55.753095,198.91
2025/07/05/17:48:55.832261,199.65
2025/07/05/17:48:55.952766,199.86
2025/07/05/17:48:56.052366,199.32
2025/07/05/17:48:56.152541,198.22
2025/07/05/17:48:56.232239,197.07
2025/07/05/17:48:56.331877,195.53
2025/07/05/17:48:56.472925,193.66
2025/07/05/17:48:56.572786,193.4
2025/07/05/17:48:56.673433,193.9
2025/07/05/17:48:56.773226,194.99
2025/07/05/17:48:56.855646,196.3
2025/07/05/17:48:56.932183,197.74
2025/07/05/17:48:57.035795,199.3
2025/07/05/17:48:57.132392,199.97
2025/07/05/17:48:57.235275,199.63
2025/07/05/17:48:57.333087,198.72
2025/07/05/17:48:57.493562,196.92
2025/07/05/17:48:57.633056,196.71
2025/07/05/17:48:57.732508,197.4
2025/07/05/17:48:57.835408,198.66
2025/07/05/17:48:57.932576,200.23
2025/07/05/17:48:58.035202,201.68
2025/07/05/17:48:58.131585,202.62
2025/07/05/17:48:58.235210,202.6
2025/07/05/17:48:58.332463,201.99
2025/07/05/17:48:58.513315,199.97
2025/07/05/17:48:58.613801,198.68
2025/07/05/17:48:58.692922,197.7
2025/07/05/17:48:58.772430,196.8
2025/07/05/17:48:58.872249,195.83
2025/07/05/17:48:58.993043,195.32
2025/07/05/17:48:59.072515,195.74
2025/07/05/17:48:59.171758,196.54
2025/07/05/17:48:59.251701,197.37
2025/07/05/17:48:59.354958,198.31
2025/07/05/17:48:59.552954,198.7
2025/07/05/17:48:59.652116,198.15
2025/07/05/17:48:59.752270,197.3
2025/07/05/17:48:59.852678,196.35
2025/07/05/17:48:59.993285,195.17
2025/07/05/17:49:00.072605,194.75
2025/07/05/17:49:00.174753,194.74
2025/07/05/17:49:00.272209,195.15
2025/07/05/17:49:00.372950,195.76
2025/07/05/17:49:00.552326,196.95
2025/07/05/17:49:00.651782,197.6
2025/07/05/17:49:00.752826,198.25
2025/07/05/17:49:00.855646,198.93
2025/07/05/17:49:00.972451,199.88
2025/07/05/17:49:01.054035,200.57
2025/07/05/17:49:01.152629,201.48
2025/07/05/17:49:01.251848,202.37
2025/07/05/17:49:01.352273,203.25
2025/07/05/17:49:01.552819,204.88
2025/07/05/17:49:01.652170,205.6
2025/07/05/17:49:01.732984,206.15
2025/07/05/17:49:01.835575,206.88
2025/07/05/17:49:01.952618,207.82
2025/07/05/17:49:02.051755,208.69
2025/07/05/17:49:02.151908,209.61
2025/07/05/17:49:02.252202,210.55
2025/07/05/17:49:02.331594,211.27
2025/07/05/17:49:02.472928,212.36
2025/07/05/17:49:02.593411,213.15
2025/07/05/17:49:02.672054,213.65
2025/07/05/17:49:02.754531,214.16
2025/07/05/17:49:02.851801,214.73
2025/07/05/17:49:02.973083,215.01
2025/07/05/17:49:03.053545,214.89
2025/07/05/17:49:03.152592,214.53
2025/07/05/17:49:03.251890,214.0
2025/07/05/17:49:03.351851,213.38
2025/07/05/17:49:03.493662,212.43
2025/07/05/17:49:03.634796,211.51
2025/07/05/17:49:03.712712,211.09
