time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2025/07/05/17:47:55.655797,8830,1751712475,660147008,base_link,0,1,-7.2870772,112.7959212,53.64515848267966,"(1.846881, 0.0, 0.0, 0.0, 1.846881, 0.0, 0.0, 0.0, 6.0516)",2
2025/07/05/17:47:55.757504,8831,1751712475,760147008,base_link,0,1,-7.2870775,112.795921,53.64515709681227,"(1.846881, 0.0, 0.0, 0.0, 1.846881, 0.0, 0.0, 0.0, 6.041764000000001)",2
2025/07/05/17:47:55.854597,8832,1751712475,860147008,base_link,0,1,-7.2870779,112.7959208,53.635155457132925,"(1.846881, 0.0, 0.0, 0.0, 1.846881, 0.0, 0.0, 0.0, 6.041764000000001)",2
2025/07/05/17:47:55.974336,8833,1751712475,980147008,base_link,0,1,-7.2870783,112.7959206,53.62515381745601,"(1.8523209999999999, 0.0, 0.0, 0.0, 1.8523209999999999, 0.0, 0.0, 0.0, 6.0516)",2
2025/07/05/17:47:56.074863,8834,1751712476,80147008,base_link,0,1,-7.2870787,112.7959204,53.61515217778158,"(1.8523209999999999, 0.0, 0.0, 0.0, 1.8523209999999999, 0.0, 0.0, 0.0, 6.0516)",2
2025/07/05/17:47:56.174991,8835,1751712476,180147008,base_link,0,1,-7.2870791,112.7959203,53.61515085032171,"(1.8604960000000004, 0.0, 0.0, 0.0, 1.8604960000000004, 0.0, 0.0, 0.0, 6.076224999999999)",2
2025/07/05/17:47:56.274864,8836,1751712476,280147008,base_link,0,1,-7.2870795,112.7959201,53.60514921065215,"(1.8604960000000004, 0.0, 0.0, 0.0, 1.8604960000000004, 0.0, 0.0, 0.0, 6.076224999999999)",2
2025/07/05/17:47:56.416294,8837,1751712476,422147008,base_link,0,1,-7.2870801,112.7959198,53.605146751152326,"(1.868689, 0.0, 0.0, 0.0, 1.868689, 0.0, 0.0, 0.0, 6.017208999999999)",2
2025/07/05/17:47:56.574936,8838,1751712476,580147008,base_link,0,1,-7.2870809,112.7959194,53.595143471827896,"(1.868689, 0.0, 0.0, 0.0, 1.868689, 0.0, 0.0, 0.0, 5.982916000000001)",2
2025/07/05/17:47:56.675060,8839,1751712476,681147008,base_link,0,1,-7.2870814,112.7959192,53.59514157836088,"(1.8387360000000001, 0.0, 0.0, 0.0, 1.8387360000000001, 0.0, 0.0, 0.0, 5.885476000000001)",2
2025/07/05/17:47:56.754777,8840,1751712476,760147008,base_link,0,1,-7.2870817,112.7959189,53.59513988030187,"(1.8387360000000001, 0.0, 0.0, 0.0, 1.8387360000000001, 0.0, 0.0, 0.0, 5.885476000000001)",2
2025/07/05/17:47:56.854622,8841,1751712476,860147008,base_link,0,1,-7.2870822,112.7959186,53.595137674629655,"(1.8387360000000001, 0.0, 0.0, 0.0, 1.8387360000000001, 0.0, 0.0, 0.0, 5.885476000000001)",2
2025/07/05/17:47:56.974888,8842,1751712476,980147008,base_link,0,1,-7.2870827,112.7959183,53.5951354689615,"(1.8117160000000003, 0.0, 0.0, 0.0, 1.8117160000000003, 0.0, 0.0, 0.0, 5.779216)",2
2025/07/05/17:47:57.054869,8843,1751712477,60147008,base_link,0,1,-7.2870831,112.7959182,53.58513414152539,"(1.8117160000000003, 0.0, 0.0, 0.0, 1.8117160000000003, 0.0, 0.0, 0.0, 5.779216)",2
2025/07/05/17:47:57.134678,8844,1751712477,140147008,base_link,0,1,-7.2870835,112.795918,53.58513250188052,"(1.787569, 0.0, 0.0, 0.0, 1.787569, 0.0, 0.0, 0.0, 5.645376)",2
2025/07/05/17:47:57.237488,8845,1751712477,243147008,base_link,0,1,-7.2870839,112.7959178,53.595130862238165,"(1.787569, 0.0, 0.0, 0.0, 1.787569, 0.0, 0.0, 0.0, 5.645376)",2
2025/07/05/17:47:57.315197,8846,1751712477,321147008,base_link,0,1,-7.2870844,112.7959176,53.595128968794,"(1.760929, 0.0, 0.0, 0.0, 1.760929, 0.0, 0.0, 0.0, 5.494336)",2
2025/07/05/17:47:57.437659,8847,1751712477,443147008,base_link,0,1,-7.287085,112.7959174,53.58512682155016,"(1.760929, 0.0, 0.0, 0.0, 1.760929, 0.0, 0.0, 0.0, 5.494336)",2
2025/07/05/17:47:57.574809,8848,1751712477,580147008,base_link,0,1,-7.2870857,112.7959172,53.58512442050916,"(1.739761, 0.0, 0.0, 0.0, 1.739761, 0.0, 0.0, 0.0, 5.391684000000001)",2
2025/07/05/17:47:57.654833,8849,1751712477,660147008,base_link,0,1,-7.2870861,112.795917,53.59512278088002,"(1.708249, 0.0, 0.0, 0.0, 1.708249, 0.0, 0.0, 0.0, 5.2992040000000005)",2
2025/07/05/17:47:57.754985,8850,1751712477,760147008,base_link,0,1,-7.2870865,112.7959168,53.60512114125334,"(1.708249, 0.0, 0.0, 0.0, 1.708249, 0.0, 0.0, 0.0, 5.2992040000000005)",2
2025/07/05/17:47:57.855075,8851,1751712477,860147008,base_link,0,1,-7.287087,112.7959166,53.605119247828476,"(1.6926009999999998, 0.0, 0.0, 0.0, 1.6926009999999998, 0.0, 0.0, 0.0, 5.267024999999999)",2
2025/07/05/17:47:57.996046,8852,1751712478,2147008,base_link,0,1,-7.2870877,112.7959163,53.61511653459799,"(1.6926009999999998, 0.0, 0.0, 0.0, 1.6926009999999998, 0.0, 0.0, 0.0, 5.267024999999999)",2
2025/07/05/17:47:58.074836,8853,1751712478,80147008,base_link,0,1,-7.2870881,112.7959162,53.62511520719082,"(1.687401, 0.0, 0.0, 0.0, 1.687401, 0.0, 0.0, 0.0, 5.2441)",2
2025/07/05/17:47:58.154257,8854,1751712478,160147008,base_link,0,1,-7.2870885,112.7959161,53.62511387978586,"(1.687401, 0.0, 0.0, 0.0, 1.687401, 0.0, 0.0, 0.0, 5.2441)",2
2025/07/05/17:47:58.254271,8855,1751712478,260147008,base_link,0,1,-7.287089,112.7959159,53.635111986375705,"(1.6848040000000002, 0.0, 0.0, 0.0, 1.6848040000000002, 0.0, 0.0, 0.0, 5.239521000000001)",2
2025/07/05/17:47:58.354717,8856,1751712478,360147008,base_link,0,1,-7.2870895,112.7959158,53.635110405178665,"(1.6848040000000002, 0.0, 0.0, 0.0, 1.6848040000000002, 0.0, 0.0, 0.0, 5.239521000000001)",2
2025/07/05/17:47:58.534030,8857,1751712478,540147008,base_link,0,1,-7.2870904,112.7959156,53.64510749659071,"(1.6848040000000002, 0.0, 0.0, 0.0, 1.6848040000000002, 0.0, 0.0, 0.0, 5.239521000000001)",2
2025/07/05/17:47:58.614762,8858,1751712478,621147008,base_link,0,1,-7.2870908,112.7959155,53.64510616919874,"(1.6770249999999998, 0.0, 0.0, 0.0, 1.6770249999999998, 0.0, 0.0, 0.0, 5.1801759999999994)",2
2025/07/05/17:47:58.715515,8859,1751712478,721147008,base_link,0,1,-7.2870913,112.7959154,53.64510458801392,"(1.6666809999999999, 0.0, 0.0, 0.0, 1.6666809999999999, 0.0, 0.0, 0.0, 5.098564)",2
2025/07/05/17:47:58.815227,8860,1751712478,821147008,base_link,0,1,-7.2870918,112.7959153,53.645103006832684,"(1.6666809999999999, 0.0, 0.0, 0.0, 1.6666809999999999, 0.0, 0.0, 0.0, 5.098564)",2
2025/07/05/17:47:58.915617,8861,1751712478,921147008,base_link,0,1,-7.2870923,112.7959154,53.64510205007146,"(1.6512249999999997, 0.0, 0.0, 0.0, 1.6512249999999997, 0.0, 0.0, 0.0, 5.035536000000001)",2
2025/07/05/17:47:59.034781,8862,1751712479,40147008,base_link,0,1,-7.2870928,112.7959154,53.635100781104796,"(1.6512249999999997, 0.0, 0.0, 0.0, 1.6512249999999997, 0.0, 0.0, 0.0, 5.035536000000001)",2
2025/07/05/17:47:59.134797,8863,1751712479,140147008,base_link,0,1,-7.2870933,112.7959155,53.6350998243492,"(1.643524, 0.0, 0.0, 0.0, 1.643524, 0.0, 0.0, 0.0, 5.013120999999999)",2
2025/07/05/17:47:59.254806,8864,1751712479,260147008,base_link,0,1,-7.2870939,112.7959155,53.635098301596656,"(1.643524, 0.0, 0.0, 0.0, 1.643524, 0.0, 0.0, 0.0, 5.013120999999999)",2
2025/07/05/17:47:59.354484,8865,1751712479,360147008,base_link,0,1,-7.2870944,112.7959156,53.635097344847026,"(1.633284, 0.0, 0.0, 0.0, 1.633284, 0.0, 0.0, 0.0, 4.955076)",2
2025/07/05/17:47:59.554713,8866,1751712479,560147008,base_link,0,1,-7.2870954,112.7959157,53.635095119148616,"(1.6205289999999997, 0.0, 0.0, 0.0, 1.6205289999999997, 0.0, 0.0, 0.0, 4.892944000000001)",2
2025/07/05/17:47:59.654552,8867,1751712479,660147008,base_link,0,1,-7.2870959,112.7959157,53.63509385020032,"(1.6205289999999997, 0.0, 0.0, 0.0, 1.6205289999999997, 0.0, 0.0, 0.0, 4.892944000000001)",2
