time,.layout.dim,.layout.data_offset,.data
2025/07/05/17:47:56.577078,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.676271,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.676514,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.677376,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.755537,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.756149,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.756798,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.856443,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.856544,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.856735,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.976188,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.977340,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:56.977353,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.055600,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.056357,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.056470,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.135674,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.135988,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.136813,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.238219,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.238643,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.239813,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.316162,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.316218,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.317092,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.438498,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.439885,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.440295,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.576306,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.576329,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.577485,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.656827,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.657046,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.657654,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.755924,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.756291,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.756990,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.855859,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.856628,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.857652,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.996818,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.997314,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:57.997962,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.075712,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.076071,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.077120,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.154951,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.155747,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.156749,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.255327,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.255671,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.255787,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.355616,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.356210,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.357000,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.535116,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.535888,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.536615,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.615239,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.615471,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.615515,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.716653,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.716995,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.717445,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.816349,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.816811,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.818014,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.916291,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.916871,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:58.917904,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.035785,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.036329,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.037476,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.136125,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.137139,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.137148,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.255411,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.256350,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.256928,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.355540,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.356341,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.356368,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.555406,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.555900,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.556833,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.655338,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.656001,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.656606,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.755571,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.756139,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.757072,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.855608,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.856390,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.856523,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.977130,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.977186,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:47:59.977226,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.055265,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.055561,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.056648,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.155787,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.156317,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.157101,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.234962,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.235049,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.235329,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.335642,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.335834,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.336718,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.496833,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.496982,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.497655,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.619218,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.620614,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.620670,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.696297,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.696773,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.697830,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.776027,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.776415,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.777183,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.854716,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.855124,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.855674,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.957613,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.958131,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:00.958670,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.055971,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.056207,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.056936,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.154571,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.154576,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.154866,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.255771,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.256073,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.256970,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.355737,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.356247,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.357093,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.555473,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.555903,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.556949,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.655794,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.656911,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.657129,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.755600,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.756412,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.756525,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.855120,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.856267,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.856277,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.977012,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.977457,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:01.977464,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.057164,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.057192,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.057209,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.154974,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.155535,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.156301,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.256423,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.256765,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.257040,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.355124,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.355403,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.356861,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.555896,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.556110,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.557520,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.655527,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.656505,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.656528,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.755158,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.755311,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.756381,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.855644,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.856866,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.857078,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.976267,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.976978,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:02.977679,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.055273,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.055493,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.056166,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.155746,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.156300,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.157212,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.255407,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.255611,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.256307,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.355251,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.356087,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.356422,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.535435,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.536671,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.536946,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.641090,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.641096,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.641945,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.738295,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.738466,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.738834,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.835359,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.835886,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.836676,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.954743,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.955064,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:03.955127,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.056141,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.057185,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.058011,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.154472,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.155145,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.155221,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.255150,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.256270,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.256740,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.355660,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.356180,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.356878,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.557413,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.557989,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.558838,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.655649,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.656764,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.656875,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.755228,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.755615,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.756411,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.855951,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.856253,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.856966,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.977895,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.977931,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:04.977945,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.055257,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.055518,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.056435,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.155475,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.155623,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.155729,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.256534,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.257730,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.257778,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.355968,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.355978,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.355991,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.555851,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.556745,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.556898,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.655294,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.655620,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.656356,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.759146,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.759848,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.760404,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.856025,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.856322,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.857500,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.998330,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.998345,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:05.998855,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:06.075741,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:06.076306,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:06.077070,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:06.175569,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:06.176897,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:06.177071,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:06.255358,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:48:06.255454,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
