time,.server_id,.seq_num,.type,.markers,.poses,.erases
2025/07/05/17:49:01.457016,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457026,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457036,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457063,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457070,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457091,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457099,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457108,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457121,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457132,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457143,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457174,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457186,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457194,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457203,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457211,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457231,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457248,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457256,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457268,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457280,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457289,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457299,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457322,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457335,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457343,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457371,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457382,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457398,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457407,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457417,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457430,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457436,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457446,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457461,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457468,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457474,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457482,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457494,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457503,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457517,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457525,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457542,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457553,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457569,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457578,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.457588,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:01.707085,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:02.217270,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:02.729603,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:03.209987,/waypoint_nav_plugin,7,0,[],[],[]
