time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2025/07/05/17:44:13.324290,7262,1751712253,319540352,base_link,-0.05348372459411621,0.13584840297698975,0.004645256325602531,-0.021142059547175095,0.05373533116170506,0.052315024930799314
2025/07/05/17:44:13.463100,7263,1751712253,459556736,base_link,-0.08245192468166351,0.1275317221879959,0.006055084057152271,-0.014344811981800059,0.010915601691597871,0.03858459110321844
2025/07/05/17:44:13.604589,7264,1751712253,600564160,base_link,-0.08714315295219421,0.1259544938802719,0.00030616982257924974,-0.01620703310416954,0.019877949667610455,-0.025028130597246855
2025/07/05/17:44:13.704431,7265,1751712253,700573888,base_link,-0.08527273684740067,0.13491052389144897,-0.0014560128329321742,0.010927996615963472,-0.020282192176315553,-0.033782113300980146
2025/07/05/17:44:13.804476,7266,1751712253,800580032,base_link,-0.09092459827661514,0.1340283304452896,-0.0037262276746332645,0.03200626148127886,-0.04652380219683956,-0.03789224949640709
2025/07/05/17:44:13.923484,7267,1751712253,919580032,base_link,-0.10400772839784622,0.13329671323299408,0.003817728953436017,0.024960505562165832,-0.033617023716508126,-0.04991405851421694
2025/07/05/17:44:14.005316,7268,1751712254,586944,base_link,-0.10720732063055038,0.13562358915805817,0.006889259442687035,-0.0004640442180085915,-0.001022561351784487,-0.06230722146092566
2025/07/05/17:44:14.104134,7269,1751712254,100592576,base_link,-0.10956639796495438,0.1396084576845169,0.009965351782739162,-0.014503510278683287,0.013034938663650592,-0.06585458900983099
2025/07/05/17:44:14.205001,7270,1751712254,200597184,base_link,-0.13133083283901215,0.1800963580608368,-0.0016692960634827614,-0.014522718816589439,0.023437835589164478,-0.06712442864430096
2025/07/05/17:44:14.323720,7271,1751712254,319604864,base_link,-0.18444885313510895,0.22277824580669403,-5.5551063269376755e-05,-0.004725874430428667,0.06005137540599478,-0.08807915942798945
2025/07/05/17:44:14.482389,7272,1751712254,478617152,base_link,-0.1570879966020584,0.2227301299571991,-0.0014532145578414202,-0.010961449099610531,0.09630261331864484,-0.14299291488126903
2025/07/05/17:44:14.604089,7273,1751712254,600623808,base_link,-0.14457841217517853,0.20908178389072418,-0.004682914353907108,0.012587313727411124,-0.12493931443452339,-0.12957028423920636
2025/07/05/17:44:14.703914,7274,1751712254,699629696,base_link,-0.13778990507125854,0.20917491614818573,-0.006228064186871052,0.014890678191823532,-0.14420651956667677,-0.1205841785129418
2025/07/05/17:44:14.782644,7275,1751712254,778636352,base_link,-0.13260871171951294,0.20795953273773193,-0.0067386324517428875,0.006601210892767249,-0.08165817273196768,-0.116153476183476
2025/07/05/17:44:14.882963,7276,1751712254,878642496,base_link,-0.1251121312379837,0.20575785636901855,-0.007380242925137281,-0.0017278364285273975,-0.0006546022778553713,-0.1022430000488133
2025/07/05/17:44:15.003936,7277,1751712254,999649152,base_link,-0.117599256336689,0.20153000950813293,-0.008408570662140846,-0.010608921240942737,0.06098392747292912,-0.0867772556549662
2025/07/05/17:44:15.086468,7278,1751712255,78655296,base_link,-0.11189413070678711,0.19752606749534607,-0.01133611612021923,-0.01754902558998755,0.08753076333702134,-0.07547429146009153
2025/07/05/17:44:15.205829,7279,1751712255,200661184,base_link,-0.1030903086066246,0.19277983903884888,-0.015697505325078964,-0.01547569209816815,0.0714448620559065,-0.06574373741616421
2025/07/05/17:44:15.304238,7280,1751712255,299667328,base_link,-0.09780997037887573,0.187162384390831,-0.019117774441838264,-0.004415910733769566,0.02513391674438886,-0.057920188291136196
2025/07/05/17:44:15.384986,7281,1751712255,378673216,base_link,-0.0963606983423233,0.1830805093050003,-0.02147129364311695,0.00803192640082588,-0.02306228044532814,-0.05537551747491013
2025/07/05/17:44:15.543801,7282,1751712255,539683200,base_link,-0.09418228268623352,0.17540401220321655,-0.02183462306857109,0.017257056557423964,-0.047965906469088486,-0.060811367584767066
2025/07/05/17:44:15.628499,7283,1751712255,622688320,base_link,-0.09257909655570984,0.17189696431159973,-0.020075829699635506,0.013616706167499588,-0.0373557430597836,-0.06393607092059174
2025/07/05/17:44:15.722245,7284,1751712255,719696768,base_link,-0.09754476696252823,0.20303380489349365,-0.024734172970056534,0.0058341051707109974,-0.016013239183378405,-0.06643460904057794
2025/07/05/17:44:15.825749,7285,1751712255,822704960,base_link,-0.12510709464550018,0.2328130304813385,-0.02422644942998886,0.009390409375107508,0.034908676089360845,-0.06930029881531354
2025/07/05/17:44:15.942584,7286,1751712255,938712640,base_link,-0.1271439492702484,0.2524498999118805,-0.022064710035920143,-0.0042082098096368195,0.08860580156761688,-0.09851252749367163
2025/07/05/17:44:16.026285,7287,1751712256,22718272,base_link,-0.12849673628807068,0.2615521252155304,-0.015332934446632862,-0.017514457047113394,0.03866219718672726,-0.10624472283448934
2025/07/05/17:44:16.123812,7288,1751712256,119725440,base_link,-0.12692101299762726,0.26305460929870605,-0.01980699971318245,-0.020350625795787395,-0.021492581627958647,-0.10896982205889617
2025/07/05/17:44:16.225437,7289,1751712256,222732864,base_link,-0.1240747720003128,0.2783817946910858,-0.024817757308483124,-0.012200742438216762,-0.0655727465487003,-0.10917639392901493
2025/07/05/17:44:16.322682,7290,1751712256,319740544,base_link,-0.11986229568719864,0.2752394676208496,-0.02325066551566124,0.000817570739439322,-0.06256585695650563,-0.10950229584416407
2025/07/05/17:44:16.462963,7291,1751712256,458753600,base_link,-0.10752358287572861,0.26338139176368713,-0.027331609278917313,0.00840129559113787,-0.03469026561353428,-0.10776044822655431
2025/07/05/17:44:16.584307,7292,1751712256,578759744,base_link,-0.09871029853820801,0.25288885831832886,-0.022716693580150604,-0.0014359354308911736,0.002603903721149034,-0.08834892351413082
2025/07/05/17:44:16.663511,7293,1751712256,659767680,base_link,-0.0968494862318039,0.2824273705482483,-0.026522265747189522,-0.005838112743973229,0.01841842190960523,-0.08251298923397447
2025/07/05/17:44:16.742894,7294,1751712256,738767680,base_link,-0.1159353256225586,0.3196467459201813,-0.024724191054701805,0.009070531451614156,0.038168145444353034,-0.07757879055958204
2025/07/05/17:44:16.827886,7295,1751712256,822775872,base_link,-0.12481067329645157,0.34493201971054077,-0.023013856261968613,0.02477284145059738,0.08273028226951586,-0.09598803394149025
2025/07/05/17:44:16.942858,7296,1751712256,938782528,base_link,-0.12762953341007233,0.40550991892814636,-0.023731904104351997,0.015499701547140034,0.0808521217758806,-0.11371495584201466
2025/07/05/17:44:17.062852,7297,1751712257,59794048,base_link,-0.13378095626831055,0.45766139030456543,-0.017802251502871513,0.005601806138493432,0.017259154332204808,-0.14754408797010968
2025/07/05/17:44:17.163638,7298,1751712257,159801728,base_link,-0.13533683121204376,0.48524031043052673,-0.028617799282073975,-0.004806501197170722,-0.0417048752436366,-0.16583578005238275
2025/07/05/17:44:17.226162,7299,1751712257,222801728,base_link,-0.1211046501994133,0.506405770778656,-0.0241264495998621,-0.009641064771454821,-0.07957158192905432,-0.16886199437106428
2025/07/05/17:44:17.323420,7300,1751712257,319808896,base_link,-0.13968981802463531,0.5290606021881104,-0.024901749566197395,-0.013818886755623887,-0.08894387905867353,-0.16981047890273732
2025/07/05/17:44:17.523525,7301,1751712257,519819904,base_link,-0.12886802852153778,0.5649272799491882,-0.02466753125190735,-0.021132780479826564,-0.03432364621403973,-0.18562837499717263
2025/07/05/17:44:17.625849,7302,1751712257,622826816,base_link,-0.11398310959339142,0.5758597254753113,-0.0188745204359293,-0.005461365390410387,0.021309141983090925,-0.19188660322157816
2025/07/05/17:44:17.723804,7303,1751712257,719833728,base_link,-0.11229151487350464,0.5741525888442993,-0.017925815656781197,0.0033289756346087714,0.019850489646408644,-0.1833311737527598
2025/07/05/17:44:17.805640,7304,1751712257,800841920,base_link,-0.10597159713506699,0.5566297769546509,-0.01796380802989006,0.0020583486225464664,0.02221083839595895,-0.17478354846171462
