time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2025/07/05/17:44:13.305084,7261,1751712253,278540352,base_link,0.04739217200733256,-0.04955308406723787,-0.8080883945083868,-0.5850569378724694,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",0.050090543925762177,0.00469380151480437,0.059499915689229965,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-1.4121576,0.1569064000000012,9.6889702,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
2025/07/05/17:44:13.403949,7262,1751712253,399548544,base_link,0.047501254327954275,-0.05054697968649939,-0.8094963250485459,-0.5830131502931496,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",0.009537645615637302,0.011190029792487627,0.03996887803077698,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-1.3925443,0.1961330000000012,9.6889702,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
2025/07/05/17:44:13.562872,7263,1751712253,558564160,base_link,0.04707315177501695,-0.05248613534063549,-0.8088288728707265,-0.5838023453101578,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",0.027201686054468155,0.00841787829995155,-0.021758118644356728,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-1.38273765,0.43149260000000117,9.6693569,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
2025/07/05/17:44:13.663821,7264,1751712253,659573888,base_link,0.04755659493633993,-0.05138077065008003,-0.8078938602629534,-0.5851545925948869,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",-0.017845118418335915,-0.005024480633437638,-0.03644620627164841,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-1.40235095,0.25497290000000117,9.60071035,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
2025/07/05/17:44:13.763057,7265,1751712253,758580032,base_link,0.04838305258871069,-0.04879793114439782,-0.8067777626273898,-0.5868453662321683,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",-0.048516929149627686,-0.017032090574502952,-0.04450508952140808,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-1.3533177,0.1961330000000012,9.6301303,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
2025/07/05/17:44:13.862941,7266,1751712253,858580032,base_link,0.04889889029382628,-0.04706069765370475,-0.8053219929666002,-0.5889402999529597,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",-0.032561492174863815,-0.014552284032106406,-0.0545208640396595,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-1.38273765,0.2157463000000012,9.6693569,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
2025/07/05/17:44:13.982094,7267,1751712253,978586944,base_link,0.04871701531655393,-0.047154322090830404,-0.8031965781016521,-0.5918432049560068,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",0.007523084059357643,-0.00038171769119799896,-0.06186039373278618,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-1.372931,0.1667130500000012,9.69877685,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
2025/07/05/17:44:14.062704,7268,1751712254,58592576,base_link,0.04862029396377315,-0.04805952174773448,-0.8016801711957305,-0.593830996577174,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",0.025448646396398544,0.008823568001389497,-0.06317910552024841,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-1.3337044,0.1863263500000012,9.69877685,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
2025/07/05/17:44:14.162239,7269,1751712254,158597184,base_link,0.047768274680306796,-0.049386722614431756,-0.7997448623783032,-0.5963952537227143,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",0.035455573350191116,0.005793916061520569,-0.06304968893527985,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-1.34351105,0.1569064000000012,9.65955025,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
2025/07/05/17:44:14.262722,7270,1751712254,258604864,base_link,0.04490496530300175,-0.051943982973188946,-0.7972327015101378,-0.5997544383886333,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)",0.0702476054430008,-0.014535050839185725,-0.07899649441242218,"(1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07, 0.0, 0.0, 0.0, 1.2184696791468346e-07)",-0.8825985000000001,0.2843928500000012,9.65955025,"(8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08, 0.0, 0.0, 0.0, 8.999999999999999e-08)"
