time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.airspeed,.groundspeed,.heading,.throttle,.altitude,.climb
2025/07/05/17:44:13.563090,7263,1751712253,562439009,,0.17900000512599945,0.15022486448287964,341,0.0,24.26999855041504,0.0031369077041745186
2025/07/05/17:44:13.664412,7264,1751712253,663706272,,0.16900001466274261,0.15478239953517914,341,0.0,24.260000228881836,-0.0013540539657697082
2025/07/05/17:44:13.763214,7265,1751712253,762379352,,0.16900001466274261,0.16206294298171997,341,0.0,24.260000228881836,-0.0005755441961809993
2025/07/05/17:44:13.863267,7266,1751712253,862097756,,0.19300000369548798,0.1653287261724472,342,0.0,24.260000228881836,0.0003092859114985913
2025/07/05/17:44:13.982354,7267,1751712253,981934363,,0.19300000369548798,0.17305079102516174,342,0.0,24.260000228881836,0.001978594111278653
2025/07/05/17:44:14.062771,7268,1751712254,62179687,,0.11800000816583633,0.17099282145500183,342,0.0,24.260000228881836,0.00734555721282959
2025/07/05/17:44:14.162432,7269,1751712254,162036539,,0.11800000816583633,0.20770221948623657,343,0.0,24.260000228881836,0.005166537128388882
2025/07/05/17:44:14.282619,7270,1751712254,282069645,,0.1990000158548355,0.2775741517543793,343,0.0,24.25,0.0002203968761023134
2025/07/05/17:44:14.364788,7271,1751712254,363940302,,0.1990000158548355,0.29274165630340576,344,0.0,24.25,0.0008514318615198135
2025/07/05/17:44:14.582444,7272,1751712254,581835914,,0.21300001442432404,0.2547163963317871,346,0.0,24.229999542236328,-0.0026722217444330454
2025/07/05/17:44:14.642921,7273,1751712254,642314763,,0.2880000174045563,0.25073546171188354,346,0.0,24.229999542236328,-0.005180518142879009
2025/07/05/17:44:14.742411,7274,1751712254,741999668,,0.2880000174045563,0.24908135831356049,347,0.0,24.219999313354492,-0.00653972988948226
2025/07/05/17:44:14.842613,7275,1751712254,842014117,,0.17900000512599945,0.24277542531490326,348,0.0,24.219999313354492,-0.007524826563894749
2025/07/05/17:44:14.942794,7276,1751712254,942053028,,0.17900000512599945,0.23680725693702698,348,0.0,24.209999084472656,-0.007590248249471188
2025/07/05/17:44:15.042743,7277,1751712255,41999756,,0.20100000500679016,0.2302241176366806,348,0.0,24.209999084472656,-0.010128688998520374
2025/07/05/17:44:15.142656,7278,1751712255,142123042,,0.20100000500679016,0.22243693470954895,349,0.0,24.209999084472656,-0.013673249632120132
2025/07/05/17:44:15.243782,7279,1751712255,243572748,,0.21700000762939453,0.21526657044887543,349,0.0,24.19999885559082,-0.017553215846419334
2025/07/05/17:44:15.344239,7280,1751712255,343378338,,0.21700000762939453,0.20892958343029022,349,0.0,24.19999885559082,-0.020524635910987854
2025/07/05/17:44:15.504103,7281,1751712255,503656968,,0.2410000115633011,0.20141112804412842,350,0.0,24.189998626708984,-0.021843908354640007
2025/07/05/17:44:15.606044,7282,1751712255,604896854,,0.2150000035762787,0.19639070332050323,350,0.0,24.189998626708984,-0.0204105693846941
2025/07/05/17:44:15.682933,7283,1751712255,682506531,,0.2150000035762787,0.20363596081733704,351,0.0,24.189998626708984,-0.025641504675149918
2025/07/05/17:44:15.782556,7284,1751712255,781967080,,0.2150000035762787,0.25166866183280945,351,0.0,24.189998626708984,-0.02546173334121704
2025/07/05/17:44:15.903846,7285,1751712255,903062412,,0.1850000023841858,0.28576338291168213,351,0.0,24.18000030517578,-0.01967690885066986
2025/07/05/17:44:16.004181,7286,1751712256,3672603,,0.26900002360343933,0.2866359055042267,352,0.0,24.18000030517578,-0.01724858209490776
2025/07/05/17:44:16.083757,7287,1751712256,83149355,,0.26900002360343933,0.2894531190395355,353,0.0,24.170000076293945,-0.014062663540244102
2025/07/05/17:44:16.205099,7288,1751712256,203562922,,0.23500001430511475,0.302329421043396,353,0.0,24.170000076293945,-0.021488090977072716
2025/07/05/17:44:16.262544,7289,1751712256,261999947,,0.23500001430511475,0.29996833205223083,354,0.0,24.170000076293945,-0.023637913167476654
2025/07/05/17:44:16.404376,7290,1751712256,403339148,,0.23500001430511475,0.29453665018081665,355,0.0,24.170000076293945,-0.02721383236348629
2025/07/05/17:44:16.544938,7291,1751712256,541898869,,0.28600001335144043,0.2759339511394501,355,0.0,24.170000076293945,-0.024214735254645348
2025/07/05/17:44:16.626368,7292,1751712256,625625847,,0.3800000250339508,0.2684808671474457,356,0.0,24.170000076293945,-0.03122001886367798
2025/07/05/17:44:16.705178,7293,1751712256,704509454,,0.3800000250339508,0.3211343288421631,356,0.0,24.170000076293945,-0.026314955204725266
2025/07/05/17:44:16.805513,7294,1751712256,804296983,,0.28200000524520874,0.36041224002838135,356,0.0,24.170000076293945,-0.02466513030230999
2025/07/05/17:44:16.883278,7295,1751712256,882661126,,0.28200000524520874,0.3892655074596405,357,0.0,24.170000076293945,-0.021294089034199715
2025/07/05/17:44:17.026179,7296,1751712257,25435933,,0.39500001072883606,0.4610711336135864,358,0.0,24.170000076293945,-0.02105209045112133
2025/07/05/17:44:17.124060,7297,1751712257,123358043,,0.39500001072883606,0.4931773543357849,359,0.0,24.15999984741211,-0.019600803032517433
2025/07/05/17:44:17.203634,7298,1751712257,203505442,,0.656000018119812,0.5156106948852539,0,0.0,24.15999984741211,-0.030522076413035393
2025/07/05/17:44:17.284113,7299,1751712257,282363441,,0.656000018119812,0.5375063419342041,0,0.0,24.149999618530273,-0.024141458794474602
2025/07/05/17:44:17.426398,7300,1751712257,425802018,,0.562000036239624,0.5614204406738281,2,0.0,24.149999618530273,-0.020637638866901398
2025/07/05/17:44:17.582619,7301,1751712257,581989713,,0.562000036239624,0.5790060758590698,4,0.0,24.149999618530273,-0.025527965277433395
2025/07/05/17:44:17.663754,7302,1751712257,663119789,,0.6440000534057617,0.5822354555130005,4,0.0,24.15999984741211,-0.024014560505747795
2025/07/05/17:44:17.763361,7303,1751712257,762065187,,0.6440000534057617,0.5757207274436951,5,0.0,24.15999984741211,-0.013207671232521534
