time,.x,.y,.z
2025/07/05/17:44:52.363818,-56.03723450023375,-17.53799999998673,0.0
2025/07/05/17:44:52.524616,-56.02590239929613,-17.53799999998673,0.0
2025/07/05/17:44:52.604686,-56.02590239929613,-17.53799999998673,0.0
2025/07/05/17:44:52.683728,-56.02590239929613,-17.53799999998673,0.0
2025/07/05/17:44:52.783397,-56.014570299968895,-17.53799999998673,0.0
2025/07/05/17:44:52.882214,-56.014570299968895,-17.54909999991927,0.0
2025/07/05/17:44:52.984408,-56.014570299968895,-17.54909999991927,0.0
2025/07/05/17:44:53.062362,-56.00323820064166,-17.54909999991927,0.0
2025/07/05/17:44:53.163154,-56.00323820064166,-17.54909999991927,0.0
2025/07/05/17:44:53.263491,-55.99190609970404,-17.54909999991927,0.0
2025/07/05/17:44:53.362607,-55.99190609970404,-17.54909999991927,0.0
2025/07/05/17:44:53.563337,-55.980574000376805,-17.54909999991927,0.0
2025/07/05/17:44:53.662194,-55.980574000376805,-17.54909999991927,0.0
2025/07/05/17:44:53.763068,-55.96924189943918,-17.54909999991927,0.0
2025/07/05/17:44:53.863862,-55.94657769917433,-17.5601999999504,0.0
2025/07/05/17:44:53.983026,-55.91258139958224,-17.571299999981527,0.0
2025/07/05/17:44:54.062676,-55.901249300255,-17.582399999914067,0.0
2025/07/05/17:44:54.163303,-55.88991719931738,-17.593499999945195,0.0
2025/07/05/17:44:54.262477,-55.87858509999015,-17.593499999945195,0.0
2025/07/05/17:44:54.343893,-55.867252999052525,-17.593499999945195,0.0
2025/07/05/17:44:54.505028,-55.85592089972529,-17.604599999976323,0.0
2025/07/05/17:44:54.626208,-55.84458880039806,-17.604599999976323,0.0
2025/07/05/17:44:54.703714,-55.84458880039806,-17.604599999976323,0.0
2025/07/05/17:44:54.804034,-55.84458880039806,-17.615699999908863,0.0
2025/07/05/17:44:54.905118,-55.84458880039806,-17.615699999908863,0.0
2025/07/05/17:44:55.004205,-55.833256699460435,-17.615699999908863,0.0
2025/07/05/17:44:55.084076,-55.833256699460435,-17.615699999908863,0.0
2025/07/05/17:44:55.184433,-55.833256699460435,-17.62679999993999,0.0
2025/07/05/17:44:55.263263,-55.833256699460435,-17.62679999993999,0.0
2025/07/05/17:44:55.363531,-55.8219246001332,-17.62679999993999,0.0
2025/07/05/17:44:55.562332,-55.8219246001332,-17.62679999993999,0.0
2025/07/05/17:44:55.664246,-55.8219246001332,-17.63789999997112,0.0
2025/07/05/17:44:55.784398,-55.81059249919558,-17.63789999997112,0.0
2025/07/05/17:44:55.862370,-55.799260399868345,-17.63789999997112,0.0
2025/07/05/17:44:55.983352,-55.799260399868345,-17.64899999990366,0.0
2025/07/05/17:44:56.062452,-55.78792830054111,-17.64899999990366,0.0
2025/07/05/17:44:56.163116,-55.78792830054111,-17.64899999990366,0.0
2025/07/05/17:44:56.263180,-55.78792830054111,-17.64899999990366,0.0
2025/07/05/17:44:56.362610,-55.77659619960349,-17.64899999990366,0.0
2025/07/05/17:44:56.583640,-55.765264100276255,-17.63789999997112,0.0
2025/07/05/17:44:56.662107,-55.765264100276255,-17.63789999997112,0.0
2025/07/05/17:44:56.763381,-55.765264100276255,-17.63789999997112,0.0
2025/07/05/17:44:56.863429,-55.765264100276255,-17.63789999997112,0.0
2025/07/05/17:44:56.983531,-55.765264100276255,-17.63789999997112,0.0
2025/07/05/17:44:57.061892,-55.765264100276255,-17.62679999993999,0.0
2025/07/05/17:44:57.163546,-55.765264100276255,-17.62679999993999,0.0
2025/07/05/17:44:57.262173,-55.765264100276255,-17.62679999993999,0.0
2025/07/05/17:44:57.362276,-55.765264100276255,-17.62679999993999,0.0
2025/07/05/17:44:57.504426,-55.765264100276255,-17.62679999993999,0.0
2025/07/05/17:44:57.642545,-55.77659619960349,-17.62679999993999,0.0
2025/07/05/17:44:57.743280,-55.77659619960349,-17.62679999993999,0.0
2025/07/05/17:44:57.845464,-55.77659619960349,-17.62679999993999,0.0
2025/07/05/17:44:57.941902,-55.77659619960349,-17.62679999993999,0.0
2025/07/05/17:44:58.042990,-55.77659619960349,-17.62679999993999,0.0
2025/07/05/17:44:58.143866,-55.77659619960349,-17.62679999993999,0.0
2025/07/05/17:44:58.241733,-55.78792830054111,-17.615699999908863,0.0
2025/07/05/17:44:58.341945,-55.78792830054111,-17.604599999976323,0.0
2025/07/05/17:44:58.523375,-55.78792830054111,-17.593499999945195,0.0
2025/07/05/17:44:58.625881,-55.78792830054111,-17.571299999981527,0.0
2025/07/05/17:44:58.723052,-55.78792830054111,-17.54909999991927,0.0
2025/07/05/17:44:58.842668,-55.78792830054111,-17.526899999955603,0.0
2025/07/05/17:44:58.963347,-55.78792830054111,-17.493599999960807,0.0
2025/07/05/17:44:59.062444,-55.78792830054111,-17.47139999999714,0.0
2025/07/05/17:44:59.162259,-55.77659619960349,-17.449199999934883,0.0
2025/07/05/17:44:59.265007,-55.765264100276255,-17.426999999971216,0.0
2025/07/05/17:44:59.362102,-55.75393199933863,-17.40479999990896,0.0
2025/07/05/17:44:59.564934,-55.71993569974654,-17.349299999950496,0.0
2025/07/05/17:44:59.662436,-55.70860360041931,-17.327099999986828,0.0
2025/07/05/17:44:59.762268,-55.69727149948169,-17.293799999992032,0.0
2025/07/05/17:44:59.843043,-55.69727149948169,-17.260499999997236,0.0
2025/07/05/17:44:59.943797,-55.68593940015445,-17.227199999903853,0.0
2025/07/05/17:45:00.043465,-55.68593940015445,-17.193899999909057,0.0
2025/07/05/17:45:00.142263,-55.68593940015445,-17.14949999998172,0.0
2025/07/05/17:45:00.242634,-55.67460729921683,-17.105099999955797,0.0
2025/07/05/17:45:00.341759,-55.67460729921683,-17.071799999961,0.0
2025/07/05/17:45:00.503943,-55.6632751998896,-17.00519999997141,0.0
2025/07/05/17:45:00.626973,-55.6632751998896,-16.94969999991436,0.0
2025/07/05/17:45:00.702285,-55.65194310056236,-16.916399999919562,0.0
2025/07/05/17:45:00.805347,-55.64061099962474,-16.871999999992227,0.0
2025/07/05/17:45:00.903623,-55.62927890029751,-16.827599999966303,0.0
2025/07/05/17:45:01.026051,-55.617946799359885,-16.77209999990925,0.0
2025/07/05/17:45:01.105009,-55.60661470003265,-16.738799999914455,0.0
2025/07/05/17:45:01.182090,-55.59528259909503,-16.716599999950787,0.0
2025/07/05/17:45:01.262383,-55.57261840044056,-16.68329999995599,0.0
2025/07/05/17:45:01.363772,-55.549954200175705,-16.638899999930068,0.0
2025/07/05/17:45:01.523206,-55.50462579964599,-16.583399999971604,0.0
2025/07/05/17:45:01.625731,-55.48196159938114,-16.53899999994568,0.0
2025/07/05/17:45:01.722214,-55.45929739911628,-16.505699999950885,0.0
2025/07/05/17:45:01.805393,-55.44796529978905,-16.483499999987217,0.0
2025/07/05/17:45:01.887159,-55.43663320046181,-16.45019999999242,0.0
2025/07/05/17:45:02.003611,-55.41396900019696,-16.39469999993537,0.0
2025/07/05/17:45:02.082402,-55.3913047999321,-16.361399999940573,0.0
2025/07/05/17:45:02.163478,-55.368640599667245,-16.339199999976906,0.0
2025/07/05/17:45:02.241867,-55.35730850034001,-16.30589999998211,0.0
2025/07/05/17:45:02.344259,-55.334644300075155,-16.261499999956186,0.0
2025/07/05/17:45:02.482648,-55.300648000483065,-16.194899999966594,0.0
2025/07/05/17:45:02.604441,-55.25531959995335,-16.139399999909543,0.0
2025/07/05/17:45:02.684929,-55.2326553996885,-16.106099999914747,0.0
2025/07/05/17:45:02.762804,-55.20999119942364,-16.07279999991995,0.0
2025/07/05/17:45:02.841550,-55.17599489983155,-16.039499999925155,0.0
2025/07/05/17:45:02.944068,-55.14199860023946,-15.99509999999782,0.0
2025/07/05/17:45:03.041978,-55.10800230064737,-15.961799999904436,0.0
2025/07/05/17:45:03.142093,-55.06267390011766,-15.9173999999771,0.0
2025/07/05/17:45:03.241810,-55.02867760052557,-15.872999999951176,0.0
2025/07/05/17:45:03.342217,-54.99468129932309,-15.83969999995638,0.0
2025/07/05/17:45:03.504384,-54.94935290040377,-15.784199999997917,0.0
2025/07/05/17:45:03.625694,-54.91535659920129,-15.739799999971993,0.0
2025/07/05/17:45:03.724349,-54.8813602996092,-15.706499999977197,0.0
2025/07/05/17:45:03.825789,-54.84736400001711,-15.673199999982401,0.0
2025/07/05/17:45:03.902694,-54.82469979975225,-15.650999999920145,0.0
2025/07/05/17:45:04.004329,-54.79070350016016,-15.60659999999281,0.0
2025/07/05/17:45:04.082446,-54.76803929989531,-15.573299999998014,0.0
2025/07/05/17:45:04.181809,-54.74537509963045,-15.52889999997209,0.0
2025/07/05/17:45:04.263123,-54.722710899365595,-15.495599999977294,0.0
2025/07/05/17:45:04.362673,-54.67738250044627,-15.45119999995137,0.0
2025/07/05/17:45:04.562806,-54.6093898996517,-15.362399999998111,0.0
2025/07/05/17:45:04.642197,-54.58672569938685,-15.340199999935855,0.0
2025/07/05/17:45:04.744108,-54.55272939979476,-15.30689999994106,0.0
2025/07/05/17:45:04.842761,-54.51873310020267,-15.273599999946263,0.0
2025/07/05/17:45:04.963269,-54.473404699672955,-15.240299999951468,0.0
2025/07/05/17:45:05.062385,-54.439408400080865,-15.206999999956672,0.0
2025/07/05/17:45:05.162417,-54.405412100488775,-15.184799999993004,0.0
2025/07/05/17:45:05.262225,-54.3714157992863,-15.162599999930748,0.0
2025/07/05/17:45:05.362594,-54.33741949969421,-15.14039999996708,0.0
2025/07/05/17:45:05.582045,-54.24676270024517,-15.084899999910029,0.0
2025/07/05/17:45:05.683640,-54.20143429971546,-15.051599999915233,0.0
2025/07/05/17:45:05.782297,-54.16743800012337,-15.040499999982693,0.0
2025/07/05/17:45:05.861785,-54.13344170053128,-15.018299999920437,0.0
2025/07/05/17:45:05.982159,-54.06544909973671,-14.996099999956769,0.0
2025/07/05/17:45:06.062734,-54.03145280014462,-14.984999999925641,0.0
2025/07/05/17:45:06.162847,-53.974792300287675,-14.962799999961973,0.0
2025/07/05/17:45:06.242413,-53.940795999085196,-14.951699999930845,0.0
2025/07/05/17:45:06.341913,-53.90679969949311,-14.929499999967177,0.0
2025/07/05/17:45:06.502982,-53.85013919963616,-14.896199999972382,0.0
2025/07/05/17:45:06.604000,-53.80481079910645,-14.873999999910126,0.0
2025/07/05/17:45:06.662710,-53.793478699779214,-14.862899999977586,0.0
2025/07/05/17:45:06.762412,-53.759482400187125,-14.82959999998279,0.0
2025/07/05/17:45:06.861864,-53.725486100595035,-14.807399999920534,0.0
2025/07/05/17:45:06.961951,-53.70282190033018,-14.785199999956866,0.0
2025/07/05/17:45:07.062610,-53.6688255991277,-14.75189999996207,0.0
2025/07/05/17:45:07.162303,-53.64616140047323,-14.718599999967275,0.0
2025/07/05/17:45:07.262321,-53.612165099270754,-14.696399999905019,0.0
2025/07/05/17:45:07.362251,-53.56683670035143,-14.663099999910223,0.0
2025/07/05/17:45:07.523111,-53.48751200022963,-14.618699999982887,0.0
2025/07/05/17:45:07.626051,-53.43085150037268,-14.585399999988091,0.0
2025/07/05/17:45:07.722813,-53.362858899578114,-14.552099999993295,0.0
2025/07/05/17:45:07.825266,-53.30619839972117,-14.52989999993104,0.0
2025/07/05/17:45:07.902282,-53.260869999191456,-14.507699999967372,0.0
2025/07/05/17:45:08.026350,-53.192877400007276,-14.485499999905116,0.0
2025/07/05/17:45:08.102068,-53.147548999477564,-14.463299999941448,0.0
2025/07/05/17:45:08.204302,-53.09088849962062,-14.429999999946652,0.0
2025/07/05/17:45:08.287426,-53.045560099090906,-14.396699999951856,0.0
2025/07/05/17:45:08.425961,-52.977567499906726,-14.330099999962265,0.0
2025/07/05/17:45:08.581640,-52.90957489911216,-14.263499999972673,0.0
2025/07/05/17:45:08.662047,-52.87557859952007,-14.230199999977877,0.0
2025/07/05/17:45:08.761929,-52.81891809966312,-14.196899999983081,0.0
2025/07/05/17:45:08.862287,-52.77358969913341,-14.174699999920826,0.0
2025/07/05/17:45:08.983497,-52.716929199276464,-14.14139999992603,0.0
2025/07/05/17:45:09.063841,-52.67160080035714,-14.13029999999349,0.0
2025/07/05/17:45:09.162109,-52.62627239982743,-14.119199999962362,0.0
2025/07/05/17:45:09.262603,-52.580943999297716,-14.108099999931234,0.0
2025/07/05/17:45:09.361883,-52.53561560037839,-14.074799999936438,0.0
2025/07/05/17:45:09.544560,-52.478955100521446,-14.019299999977974,0.0
2025/07/05/17:45:09.641910,-52.44495879931897,-13.985999999983179,0.0
2025/07/05/17:45:09.742255,-52.42229459905411,-13.952699999988383,0.0
2025/07/05/17:45:09.842180,-52.38829829946202,-13.919399999993587,0.0
2025/07/05/17:45:09.941825,-52.365634099197166,-13.897199999931331,0.0
2025/07/05/17:45:10.041471,-52.331637799605076,-13.886099999998791,0.0
2025/07/05/17:45:10.143283,-52.297641500012986,-13.874999999967663,0.0
2025/07/05/17:45:10.241896,-52.263645200420896,-13.852799999905407,0.0
2025/07/05/17:45:10.341837,-52.218316799891184,-13.841699999972867,0.0
2025/07/05/17:45:10.504277,-52.13899209976938,-13.819499999910612,0.0
2025/07/05/17:45:10.626226,-52.082331599912436,-13.797299999946944,0.0
2025/07/05/17:45:10.724168,-52.037003199382724,-13.786199999915816,0.0
2025/07/05/17:45:10.825471,-51.98034269952578,-13.775099999983276,0.0
2025/07/05/17:45:10.923905,-51.9123501003416,-13.763999999952148,0.0
2025/07/05/17:45:11.025340,-51.84435749954703,-13.75289999992102,0.0
2025/07/05/17:45:11.101681,-51.787696999690084,-13.74179999998848,0.0
2025/07/05/17:45:11.204694,-51.70837229956828,-13.730699999957352,0.0
2025/07/05/17:45:11.283482,-51.651711799711336,-13.708499999993684,0.0
2025/07/05/17:45:11.426232,-51.538390799997444,-13.675199999998888,0.0
2025/07/05/17:45:11.561937,-51.42506980028355,-13.641899999905505,0.0
2025/07/05/17:45:11.641555,-51.357077199488984,-13.630799999972965,0.0
2025/07/05/17:45:11.741670,-51.255088299102326,-13.608599999910709,0.0
2025/07/05/17:45:11.841881,-51.16443149965329,-13.58639999994704,0.0
2025/07/05/17:45:11.942620,-51.06244259926663,-13.575299999915913,0.0
2025/07/05/17:45:12.040581,-50.971785799817596,-13.553099999952245,0.0
2025/07/05/17:45:12.123971,-50.892461099695794,-13.553099999952245,0.0
2025/07/05/17:45:12.225583,-50.790472199309136,-13.530899999988577,0.0
2025/07/05/17:45:12.303628,-50.711147499187334,-13.508699999926321,0.0
2025/07/05/17:45:12.444549,-50.575162299208586,-13.44209999993673,0.0
2025/07/05/17:45:12.583354,-50.461841299494694,-13.35329999998347,0.0
2025/07/05/17:45:12.660974,-50.38251659937289,-13.308899999957546,0.0
2025/07/05/17:45:12.740669,-50.30319189925109,-13.253399999999083,0.0
2025/07/05/17:45:12.842169,-50.212535099802054,-13.197899999942031,0.0
2025/07/05/17:45:12.941731,-50.12187830035302,-13.142399999983567,0.0
2025/07/05/17:45:13.042926,-50.03122149929359,-13.086899999926516,0.0
2025/07/05/17:45:13.142034,-49.94056469984456,-13.04249999999918,0.0
2025/07/05/17:45:13.241644,-49.84990790039552,-13.009199999905796,0.0
2025/07/05/17:45:13.340581,-49.7592510993361,-12.975899999911,0.0
2025/07/05/17:45:13.462348,-49.645930099622205,-12.942599999916204,0.0
2025/07/05/17:45:13.603825,-49.50994489964346,-12.909299999921409,0.0
2025/07/05/17:45:13.685358,-49.430620199521655,-12.88709999995774,0.0
2025/07/05/17:45:13.780740,-49.31729919980776,-12.864899999994073,0.0
2025/07/05/17:45:13.861872,-49.22664240035873,-12.842699999931817,0.0
2025/07/05/17:45:13.982763,-49.10198929970721,-12.820499999968149,0.0
2025/07/05/17:45:14.062595,-49.01133250025818,-12.809399999937021,0.0
2025/07/05/17:45:14.161978,-48.90934359987152,-12.809399999937021,0.0
2025/07/05/17:45:14.261369,-48.80735469948486,-12.798299999905893,0.0
2025/07/05/17:45:14.362118,-48.7053657990982,-12.798299999905893,0.0
2025/07/05/17:45:14.582482,-48.47872379967042,-12.798299999905893,0.0
2025/07/05/17:45:14.661559,-48.38806700022138,-12.798299999905893,0.0
2025/07/05/17:45:14.781795,-48.252081800242635,-12.809399999937021,0.0
2025/07/05/17:45:14.881301,-48.12742869959112,-12.820499999968149,0.0
2025/07/05/17:45:15.003860,-47.99144349961237,-12.831599999999277,0.0
2025/07/05/17:45:15.080509,-47.889454599225715,-12.842699999931817,0.0
2025/07/05/17:45:15.181275,-47.77613359951182,-12.864899999994073,0.0
2025/07/05/17:45:15.261219,-47.68547680006279,-12.875999999926613,0.0
2025/07/05/17:45:15.361147,-47.572155800348895,-12.898199999988869,0.0
2025/07/05/17:45:15.544029,-47.36817799957558,-12.942599999916204,0.0
2025/07/05/17:45:15.641271,-47.26618909918892,-12.975899999911,0.0
2025/07/05/17:45:15.724088,-47.175532299739885,-12.998099999973256,0.0
2025/07/05/17:45:15.826008,-47.06221130002599,-13.020299999936924,0.0
2025/07/05/17:45:15.901993,-46.98288659990419,-13.04249999999918,0.0
2025/07/05/17:45:16.025180,-46.84690139992544,-13.064699999962848,0.0
2025/07/05/17:45:16.103585,-46.75624460047641,-13.086899999926516,0.0
2025/07/05/17:45:16.183281,-46.66558779941698,-13.097999999957644,0.0
2025/07/05/17:45:16.261906,-46.57493099996795,-13.120199999921311,0.0
2025/07/05/17:45:16.362071,-46.47294209958129,-13.142399999983567,0.0
2025/07/05/17:45:16.562328,-46.246300100153505,-13.208999999973159,0.0
2025/07/05/17:45:16.662292,-46.13297910043961,-13.242299999967955,0.0
2025/07/05/17:45:16.782323,-45.996993900460865,-13.286699999993878,0.0
2025/07/05/17:45:16.861852,-45.90633709940144,-13.319999999988674,0.0
2025/07/05/17:45:16.982309,-45.77035189942269,-13.36439999991601,0.0
2025/07/05/17:45:17.061855,-45.69102719930089,-13.397699999910806,0.0
2025/07/05/17:45:17.161057,-45.577706199587,-13.419899999973062,0.0
2025/07/05/17:45:17.261662,-45.47571729920034,-13.453199999967858,0.0
2025/07/05/17:45:17.361167,-45.37372840042407,-13.475399999931525,0.0
2025/07/05/17:45:17.523329,-45.21507900018047,-13.497599999993781,0.0
2025/07/05/17:45:17.624860,-45.11309009979381,-13.51979999995745,0.0
2025/07/05/17:45:17.705202,-45.033765399672006,-13.530899999988577,0.0
2025/07/05/17:45:17.804354,-44.94310860022297,-13.553099999952245,0.0
2025/07/05/17:45:17.884737,-44.86378390010117,-13.564199999983373,0.0
2025/07/05/17:45:18.003964,-44.75046290038728,-13.597499999978169,0.0
2025/07/05/17:45:18.084231,-44.68247029959271,-13.619699999941837,0.0
2025/07/05/17:45:18.181100,-44.59181350014367,-13.66409999996776,0.0
2025/07/05/17:45:18.261156,-44.523820899349104,-13.697399999962556,0.0
2025/07/05/17:45:18.362306,-44.4444961992273,-13.74179999998848,0.0
2025/07/05/17:45:18.544626,-44.29717889992132,-13.841699999972867,0.0
2025/07/05/17:45:18.643333,-44.21785419979952,-13.897199999931331,0.0
2025/07/05/17:45:18.762119,-44.11586529941286,-13.941599999957255,0.0
2025/07/05/17:45:18.861442,-44.025208499963824,-13.985999999983179,0.0
2025/07/05/17:45:19.003685,-43.90055539931231,-14.041499999941642,0.0
2025/07/05/17:45:19.084907,-43.83256280012813,-14.06369999990531,0.0
2025/07/05/17:45:19.181544,-43.73057389974147,-14.096999999998694,0.0
2025/07/05/17:45:19.261635,-43.65124919961967,-14.119199999962362,0.0
2025/07/05/17:45:19.362637,-43.560592400170634,-14.152499999957158,0.0
2025/07/05/17:45:19.502797,-43.424607200191886,-14.207999999915621,0.0
2025/07/05/17:45:19.602517,-43.32261829980523,-14.241299999910417,0.0
2025/07/05/17:45:19.683104,-43.25462570062105,-14.296799999967469,0.0
2025/07/05/17:45:19.782430,-43.175301000499246,-14.352299999925933,0.0
2025/07/05/17:45:19.861705,-43.1186405006423,-14.407799999982984,0.0
2025/07/05/17:45:19.982952,-43.01665160025564,-14.474399999972576,0.0
2025/07/05/17:45:20.061448,-42.959991100398696,-14.52989999993104,0.0
2025/07/05/17:45:20.161139,-42.880666400276894,-14.596499999920631,0.0
2025/07/05/17:45:20.241395,-42.80134170015509,-14.651999999977683,0.0
2025/07/05/17:45:20.344040,-42.72201700003329,-14.707499999936147,0.0
2025/07/05/17:45:20.481730,-42.58603180005454,-14.796299999987994,0.0
2025/07/05/17:45:20.603375,-42.47271080034065,-14.873999999910126,0.0
2025/07/05/17:45:20.681753,-42.39338610021885,-14.896199999972382,0.0
2025/07/05/17:45:20.784699,-42.280065100504956,-14.940599999998305,0.0
2025/07/05/17:45:20.861970,-42.18940829944553,-14.973899999993101,0.0
2025/07/05/17:45:21.003484,-42.04209100013955,-15.040499999982693,0.0
2025/07/05/17:45:21.082398,-41.96276630001775,-15.073799999977489,0.0
2025/07/05/17:45:21.181178,-41.849445300303856,-15.095999999941156,0.0
2025/07/05/17:45:21.261222,-41.75878849924443,-15.107099999972284,0.0
2025/07/05/17:45:21.361549,-41.65679960046816,-15.129299999935952,0.0
2025/07/05/17:45:21.502425,-41.50948229955179,-15.173699999961876,0.0
2025/07/05/17:45:21.628909,-41.3961612998379,-15.206999999956672,0.0
2025/07/05/17:45:21.701520,-41.305504500388864,-15.240299999951468,0.0
2025/07/05/17:45:21.803254,-41.203515600002206,-15.273599999946263,0.0
2025/07/05/17:45:21.902231,-41.090194600288314,-15.317999999972187,0.0
2025/07/05/17:45:21.981333,-41.01086990016651,-15.340199999935855,0.0
2025/07/05/17:45:22.061966,-40.92021309910709,-15.384599999961779,0.0
2025/07/05/17:45:22.161303,-40.81822420033082,-15.428999999987703,0.0
2025/07/05/17:45:22.261615,-40.71623529994416,-15.484499999946166,0.0
2025/07/05/17:45:22.361976,-40.60291430023027,-15.551099999935758,0.0
2025/07/05/17:45:22.561718,-40.41026860039457,-15.684299999914941,0.0
2025/07/05/17:45:22.662312,-40.308279700007915,-15.76199999993566,0.0
2025/07/05/17:45:22.760653,-40.20629079962126,-15.83969999995638,0.0
2025/07/05/17:45:22.861964,-40.11563400017222,-15.9173999999771,0.0
2025/07/05/17:45:22.962419,-40.01364509978556,-15.99509999999782,0.0
2025/07/05/17:45:23.060942,-39.92298830033653,-16.08389999995108,0.0
2025/07/05/17:45:23.163718,-39.8323314992771,-16.17269999990434,0.0
2025/07/05/17:45:23.261808,-39.74167469982807,-16.272599999987314,0.0
2025/07/05/17:45:23.361433,-39.662349999706265,-16.3724999999717,0.0
2025/07/05/17:45:23.582099,-39.46970429987057,-16.594499999904144,0.0
2025/07/05/17:45:23.663718,-39.401711699076,-16.68329999995599,0.0
2025/07/05/17:45:23.761078,-39.32238700056459,-16.78319999994038,0.0
2025/07/05/17:45:23.841387,-39.25439439977002,-16.871999999992227,0.0
2025/07/05/17:45:23.941401,-39.17506969964822,-16.982999999909154,0.0
2025/07/05/17:45:24.041191,-39.10707710046404,-17.09399999992467,0.0
2025/07/05/17:45:24.141535,-39.03908449966947,-17.204999999940185,0.0
2025/07/05/17:45:24.242826,-38.97109190048529,-17.327099999986828,0.0
2025/07/05/17:45:24.342825,-38.92576349995558,-17.438099999903756,0.0
2025/07/05/17:45:24.503201,-38.84643879983378,-17.615699999908863,0.0
2025/07/05/17:45:24.602870,-38.801110399304065,-17.726699999924378,0.0
2025/07/05/17:45:24.680709,-38.767114099711975,-17.826599999908765,0.0
2025/07/05/17:45:24.761173,-38.733117800119885,-17.92649999999174,0.0
2025/07/05/17:45:24.861391,-38.68778939959017,-18.048599999939796,0.0
2025/07/05/17:45:25.003488,-38.64246099906046,-18.215099999913775,0.0
2025/07/05/17:45:25.083398,-38.61979680040599,-18.31499999999675,0.0
2025/07/05/17:45:25.181549,-38.59713260014114,-18.448199999975934,0.0
2025/07/05/17:45:25.260828,-38.585800499203515,-18.54809999996032,0.0
2025/07/05/17:45:25.342451,-38.56313630054905,-18.64799999994471,0.0
2025/07/05/17:45:25.461252,-38.54047210028419,-18.814499999918688,0.0
2025/07/05/17:45:25.602412,-38.517807900019335,-18.992099999923795,0.0
2025/07/05/17:45:25.681308,-38.50647579908171,-19.10309999993931,0.0
2025/07/05/17:45:25.781167,-38.50647579908171,-19.236299999918494,0.0
2025/07/05/17:45:25.860621,-38.50647579908171,-19.33619999990288,0.0
2025/07/05/17:45:25.982339,-38.50647579908171,-19.502699999975448,0.0
2025/07/05/17:45:26.081308,-38.517807900019335,-19.63589999995463,0.0
2025/07/05/17:45:26.180253,-38.52913999934657,-19.769099999933815,0.0
2025/07/05/17:45:26.261450,-38.54047210028419,-19.868999999918202,0.0
2025/07/05/17:45:26.360806,-38.551804199611425,-20.002199999995973,0.0
2025/07/05/17:45:26.562705,-38.59713260014114,-20.257499999923212,0.0
2025/07/05/17:45:26.661486,-38.63112889973323,-20.390699999902395,0.0
2025/07/05/17:45:26.761220,-38.66512519932532,-20.523899999980166,0.0
2025/07/05/17:45:26.861784,-38.71045359985503,-20.64599999992822,0.0
2025/07/05/17:45:26.982309,-38.767114099711975,-20.790299999938533,0.0
2025/07/05/17:45:27.060602,-38.801110399304065,-20.87909999999038,0.0
2025/07/05/17:45:27.161963,-38.85777089916101,-21.001199999938436,0.0
2025/07/05/17:45:27.241147,-38.90309929969072,-21.089999999990283,0.0
2025/07/05/17:45:27.343234,-38.95975979954767,-21.21209999993834,0.0
2025/07/05/17:45:27.501733,-39.06174869993433,-21.389699999943446,0.0
2025/07/05/17:45:27.603250,-39.12974129911851,-21.50069999995896,0.0
2025/07/05/17:45:27.681002,-39.18640180058584,-21.57839999997968,0.0
2025/07/05/17:45:27.780937,-39.265726499097255,-21.689399999995196,0.0
2025/07/05/17:45:27.860123,-39.33371909989182,-21.767099999917328,0.0
2025/07/05/17:45:28.004101,-39.447040099605715,-21.91139999992764,0.0
2025/07/05/17:45:28.081839,-39.52636479972752,-21.97799999991723,0.0
2025/07/05/17:45:28.181164,-39.628353700114175,-22.05569999993795,0.0
2025/07/05/17:45:28.260241,-39.71901049956321,-22.111199999995,0.0
2025/07/05/17:45:28.361918,-39.82099939994987,-22.177799999984593,0.0
2025/07/05/17:45:28.522137,-40.00231300045833,-22.29989999993265,0.0
2025/07/05/17:45:28.624387,-40.1043018992346,-22.388699999984496,0.0
2025/07/05/17:45:28.702973,-40.1836265993564,-22.455299999974088,0.0
2025/07/05/17:45:28.781385,-40.2629512994782,-22.532999999994807,0.0
2025/07/05/17:45:28.860718,-40.31961179933515,-22.621799999948067,0.0
2025/07/05/17:45:28.960799,-40.39893649945695,-22.721699999932454,0.0
2025/07/05/17:45:29.060926,-40.47826119957875,-22.83269999994797,0.0
2025/07/05/17:45:29.161093,-40.54625380037332,-22.943699999963485,0.0
2025/07/05/17:45:29.261485,-40.62557850049512,-23.054699999979,0.0
2025/07/05/17:45:29.360823,-40.704903200616926,-23.165699999994516,0.0
2025/07/05/17:45:29.522510,-40.82955629965805,-23.321099999937367,0.0
2025/07/05/17:45:29.624495,-40.92021309910709,-23.409899999989214,0.0
2025/07/05/17:45:29.702159,-40.988205699901656,-23.487599999911346,0.0
2025/07/05/17:45:29.781699,-41.056198299085835,-23.565299999932066,0.0
2025/07/05/17:45:29.881112,-41.14685510014526,-23.642999999952785,0.0
2025/07/05/17:45:30.003328,-41.271508199186385,-23.742899999937173,0.0
2025/07/05/17:45:30.081409,-41.339500799980954,-23.798399999994224,0.0
2025/07/05/17:45:30.179703,-41.44148970036761,-23.876099999916356,0.0
2025/07/05/17:45:30.260477,-41.520814400489414,-23.931599999973407,0.0
2025/07/05/17:45:30.360893,-41.634135400203306,-23.998199999963,0.0
2025/07/05/17:45:30.502583,-41.804116899774144,-24.06479999995259,0.0
2025/07/05/17:45:30.624874,-41.951434199080126,-24.098099999947387,0.0
2025/07/05/17:45:30.721303,-42.07608729973164,-24.14249999997331,0.0
2025/07/05/17:45:30.825490,-42.200740400383154,-24.175799999968106,0.0
