time,.x,.y,.z
2025/07/05/17:44:32.864455,-57.29509759963457,-16.56119999990935,0.0
2025/07/05/17:44:32.983453,-57.29509759963457,-16.56119999990935,0.0
2025/07/05/17:44:33.063146,-57.28376550030734,-16.56119999990935,0.0
2025/07/05/17:44:33.163384,-57.27243339936972,-16.56119999990935,0.0
2025/07/05/17:44:33.243036,-57.27243339936972,-16.56119999990935,0.0
2025/07/05/17:44:33.344005,-57.26110130004248,-16.56119999990935,0.0
2025/07/05/17:44:33.504332,-57.24976919910486,-16.572299999940476,0.0
2025/07/05/17:44:33.604917,-57.23843709977763,-16.572299999940476,0.0
2025/07/05/17:44:33.683946,-57.22710500045039,-16.572299999940476,0.0
2025/07/05/17:44:33.783569,-57.22710500045039,-16.583399999971604,0.0
2025/07/05/17:44:33.864302,-57.21577289951277,-16.583399999971604,0.0
2025/07/05/17:44:33.983282,-57.20444080018554,-16.583399999971604,0.0
2025/07/05/17:44:34.063405,-57.193108699247915,-16.594499999904144,0.0
2025/07/05/17:44:34.163476,-57.193108699247915,-16.594499999904144,0.0
2025/07/05/17:44:34.243727,-57.18177659992068,-16.605599999935272,0.0
2025/07/05/17:44:34.344110,-57.17044450059345,-16.6166999999664,0.0
2025/07/05/17:44:34.505144,-57.159112399655825,-16.627799999997528,0.0
2025/07/05/17:44:34.627103,-57.14778030032859,-16.638899999930068,0.0
2025/07/05/17:44:34.725240,-57.14778030032859,-16.649999999961196,0.0
2025/07/05/17:44:34.844125,-57.13644819939097,-16.661099999992324,0.0
2025/07/05/17:44:34.924346,-57.125116100063735,-16.661099999992324,0.0
2025/07/05/17:44:35.027064,-57.125116100063735,-16.672199999924864,0.0
2025/07/05/17:44:35.104706,-57.11378399912611,-16.68329999995599,0.0
2025/07/05/17:44:35.183028,-57.10245189979888,-16.69439999998712,0.0
2025/07/05/17:44:35.263734,-57.10245189979888,-16.70549999991966,0.0
2025/07/05/17:44:35.363530,-57.091119800471645,-16.716599999950787,0.0
2025/07/05/17:44:35.543255,-57.06845560020679,-16.738799999914455,0.0
2025/07/05/17:44:35.643621,-57.05712349926917,-16.749899999945583,0.0
2025/07/05/17:44:35.743167,-57.04579139994193,-16.76099999997671,0.0
2025/07/05/17:44:35.843295,-57.04579139994193,-16.77209999990925,0.0
2025/07/05/17:44:35.944333,-57.0344593006147,-16.794299999971507,0.0
2025/07/05/17:44:36.043681,-57.02312719967708,-16.805399999904047,0.0
2025/07/05/17:44:36.143824,-57.01179510034984,-16.816499999935175,0.0
2025/07/05/17:44:36.243413,-57.01179510034984,-16.83869999999743,0.0
2025/07/05/17:44:36.343559,-57.00046299941222,-16.84979999992997,0.0
2025/07/05/17:44:36.504853,-56.98913090008499,-16.883099999924767,0.0
2025/07/05/17:44:36.626800,-56.977798799147365,-16.894199999955894,0.0
2025/07/05/17:44:36.703623,-56.96646669982013,-16.916399999919562,0.0
2025/07/05/17:44:36.804531,-56.96646669982013,-16.92749999995069,0.0
2025/07/05/17:44:36.904423,-56.943802499555275,-16.94969999991436,0.0
2025/07/05/17:44:37.026483,-56.93247040022804,-16.971899999976614,0.0
2025/07/05/17:44:37.125002,-56.92113829929042,-16.994099999940282,0.0
2025/07/05/17:44:37.227737,-56.92113829929042,-17.00519999997141,0.0
2025/07/05/17:44:37.305074,-56.909806199963185,-17.01629999990395,0.0
2025/07/05/17:44:37.404461,-56.89847410063595,-17.038499999966206,0.0
2025/07/05/17:44:37.563651,-56.88714199969833,-17.060699999929874,0.0
2025/07/05/17:44:37.643110,-56.88714199969833,-17.071799999961,0.0
2025/07/05/17:44:37.742970,-56.875809900371095,-17.09399999992467,0.0
2025/07/05/17:44:37.842938,-56.875809900371095,-17.105099999955797,0.0
2025/07/05/17:44:37.965497,-56.86447779943347,-17.127299999919465,0.0
2025/07/05/17:44:38.063087,-56.86447779943347,-17.138399999950593,0.0
2025/07/05/17:44:38.164143,-56.85314570010624,-17.14949999998172,0.0
2025/07/05/17:44:38.263613,-56.85314570010624,-17.17169999994539,0.0
2025/07/05/17:44:38.363153,-56.84181359916862,-17.182799999976517,0.0
2025/07/05/17:44:38.563842,-56.84181359916862,-17.216099999971313,0.0
2025/07/05/17:44:38.663698,-56.83048149984138,-17.227199999903853,0.0
2025/07/05/17:44:38.763513,-56.83048149984138,-17.23829999993498,0.0
2025/07/05/17:44:38.843516,-56.81914940051415,-17.24939999996611,0.0
2025/07/05/17:44:38.943034,-56.81914940051415,-17.260499999997236,0.0
2025/07/05/17:44:39.043426,-56.80781729957653,-17.271599999929776,0.0
2025/07/05/17:44:39.143603,-56.80781729957653,-17.282699999960904,0.0
2025/07/05/17:44:39.243586,-56.79648520024929,-17.293799999992032,0.0
2025/07/05/17:44:39.364195,-56.79648520024929,-17.304899999924572,0.0
2025/07/05/17:44:39.542653,-56.78515309931167,-17.327099999986828,0.0
2025/07/05/17:44:39.643378,-56.78515309931167,-17.327099999986828,0.0
2025/07/05/17:44:39.724646,-56.77382099998444,-17.338199999919368,0.0
2025/07/05/17:44:39.826681,-56.77382099998444,-17.349299999950496,0.0
2025/07/05/17:44:39.903998,-56.762488899046815,-17.349299999950496,0.0
2025/07/05/17:44:40.025919,-56.762488899046815,-17.360399999981624,0.0
2025/07/05/17:44:40.124502,-56.75115679971958,-17.371499999914164,0.0
2025/07/05/17:44:40.227635,-56.75115679971958,-17.371499999914164,0.0
2025/07/05/17:44:40.303903,-56.73982470039235,-17.371499999914164,0.0
2025/07/05/17:44:40.404948,-56.73982470039235,-17.382599999945292,0.0
2025/07/05/17:44:40.563548,-56.728492599454725,-17.382599999945292,0.0
2025/07/05/17:44:40.663242,-56.71716050012749,-17.382599999945292,0.0
2025/07/05/17:44:40.763617,-56.71716050012749,-17.39369999997642,0.0
2025/07/05/17:44:40.862899,-56.70582839918987,-17.39369999997642,0.0
2025/07/05/17:44:40.983634,-56.694496299862635,-17.39369999997642,0.0
2025/07/05/17:44:41.063104,-56.6831642005354,-17.40479999990896,0.0
2025/07/05/17:44:41.164002,-56.6831642005354,-17.40479999990896,0.0
2025/07/05/17:44:41.243593,-56.67183209959778,-17.40479999990896,0.0
2025/07/05/17:44:41.343774,-56.660500000270545,-17.40479999990896,0.0
2025/07/05/17:44:41.524549,-56.64916789933292,-17.415899999940088,0.0
2025/07/05/17:44:41.626356,-56.63783580000569,-17.426999999971216,0.0
2025/07/05/17:44:41.704134,-56.63783580000569,-17.426999999971216,0.0
2025/07/05/17:44:41.783657,-56.62650369906807,-17.438099999903756,0.0
2025/07/05/17:44:41.863237,-56.61517159974083,-17.438099999903756,0.0
2025/07/05/17:44:41.983068,-56.6038395004136,-17.449199999934883,0.0
2025/07/05/17:44:42.063683,-56.6038395004136,-17.449199999934883,0.0
2025/07/05/17:44:42.163036,-56.59250739947598,-17.46029999996601,0.0
2025/07/05/17:44:42.263508,-56.58117530014874,-17.47139999999714,0.0
2025/07/05/17:44:42.363759,-56.58117530014874,-17.47139999999714,0.0
2025/07/05/17:44:42.504471,-56.56984319921112,-17.48249999992968,0.0
2025/07/05/17:44:42.625093,-56.55851109988389,-17.493599999960807,0.0
2025/07/05/17:44:42.704079,-56.54717900055665,-17.504699999991935,0.0
2025/07/05/17:44:42.781973,-56.54717900055665,-17.515799999924475,0.0
2025/07/05/17:44:42.863691,-56.53584689961903,-17.526899999955603,0.0
2025/07/05/17:44:42.963255,-56.5245148002918,-17.53799999998673,0.0
2025/07/05/17:44:43.063499,-56.513182699354175,-17.53799999998673,0.0
2025/07/05/17:44:43.163370,-56.50185060002694,-17.54909999991927,0.0
2025/07/05/17:44:43.262925,-56.49051849908932,-17.5601999999504,0.0
2025/07/05/17:44:43.364372,-56.479186399762085,-17.571299999981527,0.0
2025/07/05/17:44:43.564172,-56.46785430043485,-17.593499999945195,0.0
2025/07/05/17:44:43.664378,-56.45652219949723,-17.604599999976323,0.0
2025/07/05/17:44:43.763047,-56.445190100169995,-17.604599999976323,0.0
2025/07/05/17:44:43.863781,-56.445190100169995,-17.615699999908863,0.0
2025/07/05/17:44:43.983651,-56.43385799923237,-17.63789999997112,0.0
2025/07/05/17:44:44.063995,-56.42252589990514,-17.63789999997112,0.0
2025/07/05/17:44:44.162457,-56.411193800577905,-17.64899999990366,0.0
2025/07/05/17:44:44.263857,-56.411193800577905,-17.660099999934786,0.0
2025/07/05/17:44:44.426608,-56.39986169964028,-17.671199999965914,0.0
2025/07/05/17:44:44.582709,-56.38852960031305,-17.682299999997042,0.0
2025/07/05/17:44:44.663360,-56.37719749937543,-17.682299999997042,0.0
2025/07/05/17:44:44.763742,-56.36586540004819,-17.693399999929582,0.0
2025/07/05/17:44:44.843570,-56.36586540004819,-17.693399999929582,0.0
2025/07/05/17:44:44.942954,-56.35453329911057,-17.693399999929582,0.0
2025/07/05/17:44:45.043416,-56.34320119978334,-17.70449999996071,0.0
2025/07/05/17:44:45.143141,-56.34320119978334,-17.70449999996071,0.0
2025/07/05/17:44:45.243796,-56.3318691004561,-17.70449999996071,0.0
2025/07/05/17:44:45.342660,-56.32053699951848,-17.70449999996071,0.0
2025/07/05/17:44:45.505059,-56.32053699951848,-17.715599999991838,0.0
2025/07/05/17:44:45.626365,-56.30920490019125,-17.715599999991838,0.0
2025/07/05/17:44:45.704832,-56.297872799253625,-17.715599999991838,0.0
2025/07/05/17:44:45.783906,-56.297872799253625,-17.715599999991838,0.0
2025/07/05/17:44:45.863417,-56.297872799253625,-17.715599999991838,0.0
2025/07/05/17:44:45.983774,-56.28654069992639,-17.726699999924378,0.0
2025/07/05/17:44:46.064343,-56.28654069992639,-17.715599999991838,0.0
2025/07/05/17:44:46.164033,-56.27520860059916,-17.715599999991838,0.0
2025/07/05/17:44:46.263211,-56.27520860059916,-17.715599999991838,0.0
2025/07/05/17:44:46.362878,-56.263876499661535,-17.715599999991838,0.0
2025/07/05/17:44:46.562694,-56.263876499661535,-17.715599999991838,0.0
2025/07/05/17:44:46.663622,-56.2525444003343,-17.70449999996071,0.0
2025/07/05/17:44:46.763901,-56.2525444003343,-17.70449999996071,0.0
2025/07/05/17:44:46.862886,-56.24121229939668,-17.70449999996071,0.0
2025/07/05/17:44:46.983437,-56.24121229939668,-17.70449999996071,0.0
2025/07/05/17:44:47.083556,-56.24121229939668,-17.693399999929582,0.0
2025/07/05/17:44:47.184655,-56.24121229939668,-17.693399999929582,0.0
2025/07/05/17:44:47.263174,-56.229880200069445,-17.682299999997042,0.0
2025/07/05/17:44:47.363464,-56.229880200069445,-17.682299999997042,0.0
2025/07/05/17:44:47.524956,-56.229880200069445,-17.660099999934786,0.0
2025/07/05/17:44:47.643629,-56.229880200069445,-17.660099999934786,0.0
2025/07/05/17:44:47.743313,-56.229880200069445,-17.64899999990366,0.0
2025/07/05/17:44:47.842933,-56.229880200069445,-17.63789999997112,0.0
2025/07/05/17:44:47.943003,-56.21854809913182,-17.63789999997112,0.0
2025/07/05/17:44:48.063571,-56.21854809913182,-17.62679999993999,0.0
2025/07/05/17:44:48.164030,-56.21854809913182,-17.615699999908863,0.0
2025/07/05/17:44:48.263081,-56.21854809913182,-17.604599999976323,0.0
2025/07/05/17:44:48.363989,-56.21854809913182,-17.604599999976323,0.0
2025/07/05/17:44:48.543138,-56.20721599980459,-17.593499999945195,0.0
2025/07/05/17:44:48.642918,-56.195883900477355,-17.582399999914067,0.0
2025/07/05/17:44:48.743018,-56.195883900477355,-17.571299999981527,0.0
2025/07/05/17:44:48.843056,-56.195883900477355,-17.571299999981527,0.0
2025/07/05/17:44:48.943380,-56.18455179953973,-17.5601999999504,0.0
2025/07/05/17:44:49.026430,-56.18455179953973,-17.5601999999504,0.0
2025/07/05/17:44:49.123527,-56.18455179953973,-17.54909999991927,0.0
2025/07/05/17:44:49.204538,-56.1732197002125,-17.54909999991927,0.0
2025/07/05/17:44:49.284281,-56.1732197002125,-17.54909999991927,0.0
2025/07/05/17:44:49.404922,-56.1732197002125,-17.53799999998673,0.0
2025/07/05/17:44:49.562448,-56.16188759927488,-17.53799999998673,0.0
2025/07/05/17:44:49.663419,-56.16188759927488,-17.526899999955603,0.0
2025/07/05/17:44:49.762321,-56.15055549994764,-17.526899999955603,0.0
2025/07/05/17:44:49.862495,-56.15055549994764,-17.526899999955603,0.0
2025/07/05/17:44:49.983552,-56.15055549994764,-17.515799999924475,0.0
2025/07/05/17:44:50.063430,-56.15055549994764,-17.515799999924475,0.0
2025/07/05/17:44:50.162365,-56.15055549994764,-17.515799999924475,0.0
2025/07/05/17:44:50.262349,-56.13922340062041,-17.504699999991935,0.0
2025/07/05/17:44:50.362740,-56.13922340062041,-17.504699999991935,0.0
2025/07/05/17:44:50.542959,-56.12789129968279,-17.504699999991935,0.0
2025/07/05/17:44:50.642637,-56.12789129968279,-17.504699999991935,0.0
2025/07/05/17:44:50.743409,-56.12789129968279,-17.504699999991935,0.0
2025/07/05/17:44:50.843271,-56.11655920035555,-17.504699999991935,0.0
2025/07/05/17:44:50.944094,-56.11655920035555,-17.504699999991935,0.0
2025/07/05/17:44:51.063476,-56.10522709941793,-17.504699999991935,0.0
2025/07/05/17:44:51.163387,-56.10522709941793,-17.515799999924475,0.0
2025/07/05/17:44:51.242341,-56.0938950000907,-17.515799999924475,0.0
2025/07/05/17:44:51.342304,-56.082562899153075,-17.515799999924475,0.0
2025/07/05/17:44:51.504962,-56.07123079982584,-17.515799999924475,0.0
2025/07/05/17:44:51.605650,-56.07123079982584,-17.526899999955603,0.0
2025/07/05/17:44:51.683700,-56.07123079982584,-17.526899999955603,0.0
2025/07/05/17:44:51.763717,-56.05989870049861,-17.526899999955603,0.0
2025/07/05/17:44:51.863402,-56.05989870049861,-17.526899999955603,0.0
2025/07/05/17:44:52.004523,-56.05989870049861,-17.526899999955603,0.0
2025/07/05/17:44:52.084665,-56.048566599560985,-17.526899999955603,0.0
2025/07/05/17:44:52.184001,-56.048566599560985,-17.526899999955603,0.0
2025/07/05/17:44:52.262449,-56.03723450023375,-17.53799999998673,0.0
