time,.data
2025/07/05/17:44:13.305090,-3.696
2025/07/05/17:44:13.404077,-3.695
2025/07/05/17:44:13.563034,-3.698
2025/07/05/17:44:13.663775,-3.7
2025/07/05/17:44:13.763125,-3.701
2025/07/05/17:44:13.862967,-3.701
2025/07/05/17:44:13.982223,-3.702
2025/07/05/17:44:14.062642,-3.704
2025/07/05/17:44:14.162356,-3.706
2025/07/05/17:44:14.262687,-3.711
2025/07/05/17:44:14.363034,-3.715
2025/07/05/17:44:14.563004,-3.729
2025/07/05/17:44:14.642838,-3.735
2025/07/05/17:44:14.742367,-3.741
2025/07/05/17:44:14.842281,-3.747
2025/07/05/17:44:14.942577,-3.751
2025/07/05/17:44:15.042640,-3.755
2025/07/05/17:44:15.142535,-3.759
2025/07/05/17:44:15.243629,-3.762
2025/07/05/17:44:15.343508,-3.765
2025/07/05/17:44:15.503643,-3.771
2025/07/05/17:44:15.605862,-3.773
2025/07/05/17:44:15.682870,-3.774
2025/07/05/17:44:15.782382,-3.779
2025/07/05/17:44:15.903593,-3.784
2025/07/05/17:44:16.004099,-3.788
2025/07/05/17:44:16.083645,-3.792
2025/07/05/17:44:16.182583,-3.795
2025/07/05/17:44:16.262409,-3.795
2025/07/05/17:44:16.362951,-3.795
2025/07/05/17:44:16.544447,-3.793
2025/07/05/17:44:16.626185,-3.792
2025/07/05/17:44:16.704362,-3.791
2025/07/05/17:44:16.805384,-3.79
2025/07/05/17:44:16.883180,-3.792
2025/07/05/17:44:17.025988,-3.798
2025/07/05/17:44:17.123976,-3.803
2025/07/05/17:44:17.203551,-3.807
2025/07/05/17:44:17.283840,-3.81
2025/07/05/17:44:17.426274,-3.814
2025/07/05/17:44:17.582467,-3.811
2025/07/05/17:44:17.663683,-3.809
2025/07/05/17:44:17.762871,-3.807
2025/07/05/17:44:17.862870,-3.805
2025/07/05/17:44:17.984003,-3.803
2025/07/05/17:44:18.062638,-3.801
2025/07/05/17:44:18.162888,-3.797
2025/07/05/17:44:18.242546,-3.794
2025/07/05/17:44:18.341978,-3.792
2025/07/05/17:44:18.503848,-3.788
2025/07/05/17:44:18.628419,-3.782
2025/07/05/17:44:18.704725,-3.778
2025/07/05/17:44:18.784271,-3.773
2025/07/05/17:44:18.862448,-3.772
2025/07/05/17:44:18.982522,-3.771
2025/07/05/17:44:19.062651,-3.772
2025/07/05/17:44:19.163322,-3.774
2025/07/05/17:44:19.263494,-3.774
2025/07/05/17:44:19.362934,-3.772
2025/07/05/17:44:19.562537,-3.764
2025/07/05/17:44:19.643001,-3.765
2025/07/05/17:44:19.742182,-3.767
2025/07/05/17:44:19.842331,-3.771
2025/07/05/17:44:19.962919,-3.776
2025/07/05/17:44:20.062934,-3.778
2025/07/05/17:44:20.162813,-3.78
2025/07/05/17:44:20.262906,-3.779
2025/07/05/17:44:20.363653,-3.776
2025/07/05/17:44:20.562967,-3.774
2025/07/05/17:44:20.663375,-3.775
2025/07/05/17:44:20.762863,-3.775
2025/07/05/17:44:20.862557,-3.777
2025/07/05/17:44:20.982017,-3.78
2025/07/05/17:44:21.062738,-3.779
2025/07/05/17:44:21.163161,-3.776
2025/07/05/17:44:21.262514,-3.773
2025/07/05/17:44:21.362630,-3.769
2025/07/05/17:44:21.542607,-3.763
2025/07/05/17:44:21.643219,-3.763
2025/07/05/17:44:21.723001,-3.765
2025/07/05/17:44:21.826078,-3.768
2025/07/05/17:44:21.943264,-3.771
2025/07/05/17:44:22.044344,-3.771
2025/07/05/17:44:22.141833,-3.77
2025/07/05/17:44:22.243126,-3.771
2025/07/05/17:44:22.341938,-3.772
2025/07/05/17:44:22.503596,-3.775
2025/07/05/17:44:22.625938,-3.777
2025/07/05/17:44:22.704496,-3.779
2025/07/05/17:44:22.782488,-3.781
2025/07/05/17:44:22.862257,-3.781
2025/07/05/17:44:22.983173,-3.783
2025/07/05/17:44:23.062214,-3.786
2025/07/05/17:44:23.162854,-3.789
2025/07/05/17:44:23.262712,-3.793
2025/07/05/17:44:23.362239,-3.793
2025/07/05/17:44:23.523649,-3.794
2025/07/05/17:44:23.642081,-3.792
2025/07/05/17:44:23.743590,-3.788
2025/07/05/17:44:23.825523,-3.785
2025/07/05/17:44:23.903724,-3.782
2025/07/05/17:44:24.026079,-3.777
2025/07/05/17:44:24.102997,-3.776
2025/07/05/17:44:24.204152,-3.775
2025/07/05/17:44:24.284253,-3.774
2025/07/05/17:44:24.382346,-3.771
2025/07/05/17:44:24.582404,-3.766
2025/07/05/17:44:24.662790,-3.762
2025/07/05/17:44:24.762861,-3.761
2025/07/05/17:44:24.863317,-3.759
2025/07/05/17:44:25.003788,-3.756
2025/07/05/17:44:25.084022,-3.754
2025/07/05/17:44:25.181898,-3.752
2025/07/05/17:44:25.262240,-3.751
2025/07/05/17:44:25.362843,-3.75
2025/07/05/17:44:25.543135,-3.754
2025/07/05/17:44:25.643695,-3.754
2025/07/05/17:44:25.742579,-3.751
2025/07/05/17:44:25.841762,-3.746
2025/07/05/17:44:25.923052,-3.742
2025/07/05/17:44:26.042063,-3.738
2025/07/05/17:44:26.144809,-3.734
