time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
2025/07/05/17:44:13.305167,7261,1751712253,299540352,base_link,0.0,0.0
2025/07/05/17:44:13.404467,7262,1751712253,400548544,base_link,0.0,0.0
2025/07/05/17:44:13.583022,7263,1751712253,578564160,base_link,0.0,0.0
2025/07/05/17:44:13.684252,7264,1751712253,678573888,base_link,0.0,0.0
2025/07/05/17:44:13.783041,7265,1751712253,779580032,base_link,0.0,0.0
2025/07/05/17:44:13.882402,7266,1751712253,879580032,base_link,0.0,0.0
2025/07/05/17:44:14.004502,7267,1751712254,586944,base_link,0.0,0.0
2025/07/05/17:44:14.082581,7268,1751712254,78592576,base_link,0.0,0.0
2025/07/05/17:44:14.182594,7269,1751712254,178597184,base_link,0.0,0.0
2025/07/05/17:44:14.304055,7270,1751712254,299604864,base_link,0.0,0.0
2025/07/05/17:44:14.427696,7271,1751712254,422609728,base_link,0.0,0.0
2025/07/05/17:44:14.582569,7272,1751712254,578623808,base_link,0.0,0.0
2025/07/05/17:44:14.662790,7273,1751712254,659629696,base_link,0.0,0.0
2025/07/05/17:44:14.763139,7274,1751712254,758636352,base_link,0.0,0.0
2025/07/05/17:44:14.863094,7275,1751712254,859642496,base_link,0.0,0.0
2025/07/05/17:44:14.963446,7276,1751712254,959649152,base_link,0.0,0.0
2025/07/05/17:44:15.062726,7277,1751712255,58655296,base_link,0.0,0.0
2025/07/05/17:44:15.164075,7278,1751712255,159661184,base_link,0.0,0.0
2025/07/05/17:44:15.262504,7279,1751712255,258667328,base_link,0.0,0.0
2025/07/05/17:44:15.362641,7280,1751712255,358673216,base_link,0.0,0.0
2025/07/05/17:44:15.523965,7281,1751712255,519683200,base_link,0.0,0.0
2025/07/05/17:44:15.605956,7282,1751712255,600688320,base_link,0.0,0.0
2025/07/05/17:44:15.702745,7283,1751712255,699696768,base_link,0.0,0.0
2025/07/05/17:44:15.803858,7284,1751712255,799704960,base_link,0.0,0.0
2025/07/05/17:44:15.923378,7285,1751712255,919712640,base_link,0.0,0.0
2025/07/05/17:44:16.004525,7286,1751712256,718272,base_link,0.0,0.0
2025/07/05/17:44:16.103239,7287,1751712256,99725440,base_link,0.0,0.0
2025/07/05/17:44:16.205788,7288,1751712256,200732864,base_link,0.0,0.0
2025/07/05/17:44:16.282121,7289,1751712256,278740544,base_link,0.0,0.0
2025/07/05/17:44:16.404554,7290,1751712256,400746688,base_link,0.0,0.0
2025/07/05/17:44:16.562737,7291,1751712256,558759744,base_link,0.0,0.0
2025/07/05/17:44:16.626579,7292,1751712256,622759744,base_link,0.0,0.0
2025/07/05/17:44:16.723873,7293,1751712256,719767680,base_link,0.0,0.0
2025/07/05/17:44:16.805880,7294,1751712256,800775872,base_link,0.0,0.0
2025/07/05/17:44:16.922836,7295,1751712256,919782528,base_link,0.0,0.0
2025/07/05/17:44:17.044736,7296,1751712257,38787904,base_link,0.0,0.0
2025/07/05/17:44:17.144030,7297,1751712257,138794048,base_link,0.0,0.0
2025/07/05/17:44:17.226020,7298,1751712257,221801728,base_link,0.0,0.0
2025/07/05/17:44:17.302978,7299,1751712257,299808896,base_link,0.0,0.0
2025/07/05/17:44:17.483305,7300,1751712257,478819904,base_link,0.0,0.0
2025/07/05/17:44:17.604471,7301,1751712257,600826816,base_link,0.0,0.0
2025/07/05/17:44:17.682837,7302,1751712257,679833728,base_link,0.0,0.0
2025/07/05/17:44:17.783055,7303,1751712257,778841920,base_link,0.0,0.0
2025/07/05/17:44:17.882647,7304,1751712257,879847808,base_link,0.0,0.0
2025/07/05/17:44:18.004035,7305,1751712258,852928,base_link,0.0,0.0
2025/07/05/17:44:18.084272,7306,1751712258,78858048,base_link,0.0,0.0
2025/07/05/17:44:18.183500,7307,1751712258,178863936,base_link,0.0,0.0
2025/07/05/17:44:18.263329,7308,1751712258,259870592,base_link,0.0,0.0
2025/07/05/17:44:18.362287,7309,1751712258,358876224,base_link,0.0,0.0
2025/07/05/17:44:18.542835,7310,1751712258,538883904,base_link,0.0,0.0
2025/07/05/17:44:18.629333,7311,1751712258,622889792,base_link,0.0,0.0
2025/07/05/17:44:18.723914,7312,1751712258,719897984,base_link,0.0,0.0
2025/07/05/17:44:18.807007,7313,1751712258,800904384,base_link,0.0,0.0
2025/07/05/17:44:18.904048,7314,1751712258,900910272,base_link,0.0,0.0
2025/07/05/17:44:19.006119,7315,1751712259,916672,base_link,0.0,0.0
2025/07/05/17:44:19.082374,7316,1751712259,79922048,base_link,0.0,0.0
2025/07/05/17:44:19.204890,7317,1751712259,200930752,base_link,0.0,0.0
2025/07/05/17:44:19.283016,7318,1751712259,278937920,base_link,0.0,0.0
2025/07/05/17:44:19.405912,7319,1751712259,400944320,base_link,0.0,0.0
2025/07/05/17:44:19.582422,7320,1751712259,578957888,base_link,0.0,0.0
2025/07/05/17:44:19.662835,7321,1751712259,659963520,base_link,0.0,0.0
2025/07/05/17:44:19.762420,7322,1751712259,758968640,base_link,0.0,0.0
2025/07/05/17:44:19.863611,7323,1751712259,858974272,base_link,0.0,0.0
2025/07/05/17:44:19.983299,7324,1751712259,978982976,base_link,0.0,0.0
2025/07/05/17:44:20.103814,7325,1751712260,99991936,base_link,0.0,0.0
2025/07/05/17:44:20.182819,7326,1751712260,179000384,base_link,0.0,0.0
2025/07/05/17:44:20.283409,7327,1751712260,279009088,base_link,0.0,0.0
2025/07/05/17:44:20.424742,7328,1751712260,420014976,base_link,0.0,0.0
2025/07/05/17:44:20.583314,7329,1751712260,580028800,base_link,0.0,0.0
2025/07/05/17:44:20.682679,7330,1751712260,680037248,base_link,0.0,0.0
2025/07/05/17:44:20.783468,7331,1751712260,779043136,base_link,0.0,0.0
2025/07/05/17:44:20.882868,7332,1751712260,880051072,base_link,0.0,0.0
2025/07/05/17:44:21.004740,7333,1751712261,1057216,base_link,0.0,0.0
2025/07/05/17:44:21.083572,7334,1751712261,79062592,base_link,0.0,0.0
2025/07/05/17:44:21.183208,7335,1751712261,180068736,base_link,0.0,0.0
2025/07/05/17:44:21.283158,7336,1751712261,279074880,base_link,0.0,0.0
