time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
2025/07/05/17:44:13.305198,7261,1751712253,299540352,base_link,101081.72607421875,0.0
2025/07/05/17:44:13.404444,7262,1751712253,400548544,base_link,101081.65893554688,0.0
2025/07/05/17:44:13.583008,7263,1751712253,578564160,base_link,101079.63256835938,0.0
2025/07/05/17:44:13.684242,7264,1751712253,678573888,base_link,101079.07104492188,0.0
2025/07/05/17:44:13.783007,7265,1751712253,779580032,base_link,101079.36401367188,0.0
2025/07/05/17:44:13.882399,7266,1751712253,879580032,base_link,101080.82885742188,0.0
2025/07/05/17:44:14.004413,7267,1751712254,586944,base_link,101079.89501953125,0.0
2025/07/05/17:44:14.082571,7268,1751712254,78592576,base_link,101079.89501953125,0.0
2025/07/05/17:44:14.182580,7269,1751712254,178597184,base_link,101081.85424804688,0.0
2025/07/05/17:44:14.304047,7270,1751712254,299604864,base_link,101081.90307617188,0.0
2025/07/05/17:44:14.427637,7271,1751712254,422609728,base_link,101081.39038085938,0.0
2025/07/05/17:44:14.582563,7272,1751712254,578623808,base_link,101079.80346679688,0.0
2025/07/05/17:44:14.662763,7273,1751712254,659629696,base_link,101078.30200195312,0.0
2025/07/05/17:44:14.763127,7274,1751712254,758636352,base_link,101081.31103515625,0.0
2025/07/05/17:44:14.863098,7275,1751712254,859642496,base_link,101078.02124023438,0.0
2025/07/05/17:44:14.963439,7276,1751712254,959649152,base_link,101081.16455078125,0.0
2025/07/05/17:44:15.062706,7277,1751712255,58655296,base_link,101078.79638671875,0.0
2025/07/05/17:44:15.164052,7278,1751712255,159661184,base_link,101079.99877929688,0.0
2025/07/05/17:44:15.262493,7279,1751712255,258667328,base_link,101080.11474609375,0.0
2025/07/05/17:44:15.362580,7280,1751712255,358673216,base_link,101080.38940429688,0.0
2025/07/05/17:44:15.523945,7281,1751712255,519683200,base_link,101080.91430664062,0.0
2025/07/05/17:44:15.605919,7282,1751712255,600688320,base_link,101082.97729492188,0.0
2025/07/05/17:44:15.702747,7283,1751712255,699696768,base_link,101078.6376953125,0.0
2025/07/05/17:44:15.803829,7284,1751712255,799704960,base_link,101081.5673828125,0.0
2025/07/05/17:44:15.923365,7285,1751712255,919712640,base_link,101079.80346679688,0.0
2025/07/05/17:44:16.004513,7286,1751712256,718272,base_link,101079.47998046875,0.0
2025/07/05/17:44:16.103234,7287,1751712256,99725440,base_link,101077.71606445312,0.0
2025/07/05/17:44:16.205745,7288,1751712256,200732864,base_link,101081.03637695312,0.0
2025/07/05/17:44:16.282114,7289,1751712256,278740544,base_link,101081.03637695312,0.0
2025/07/05/17:44:16.404505,7290,1751712256,400746688,base_link,101078.97338867188,0.0
2025/07/05/17:44:16.562731,7291,1751712256,558759744,base_link,101081.01196289062,0.0
2025/07/05/17:44:16.626549,7292,1751712256,622759744,base_link,101079.7607421875,0.0
2025/07/05/17:44:16.723868,7293,1751712256,719767680,base_link,101081.82373046875,0.0
2025/07/05/17:44:16.805874,7294,1751712256,800775872,base_link,101082.87353515625,0.0
2025/07/05/17:44:16.922829,7295,1751712256,919782528,base_link,101082.85522460938,0.0
2025/07/05/17:44:17.044725,7296,1751712257,38787904,base_link,101081.36596679688,0.0
2025/07/05/17:44:17.144007,7297,1751712257,138794048,base_link,101081.5673828125,0.0
2025/07/05/17:44:17.226006,7298,1751712257,221801728,base_link,101081.30493164062,0.0
2025/07/05/17:44:17.302964,7299,1751712257,299808896,base_link,101080.28564453125,0.0
2025/07/05/17:44:17.483142,7300,1751712257,478819904,base_link,101077.63671875,0.0
2025/07/05/17:44:17.604452,7301,1751712257,600826816,base_link,101080.09033203125,0.0
2025/07/05/17:44:17.682822,7302,1751712257,679833728,base_link,101080.09033203125,0.0
2025/07/05/17:44:17.783049,7303,1751712257,778841920,base_link,101082.70874023438,0.0
2025/07/05/17:44:17.882635,7304,1751712257,879847808,base_link,101079.70581054688,0.0
2025/07/05/17:44:18.004001,7305,1751712258,852928,base_link,101079.8095703125,0.0
2025/07/05/17:44:18.084269,7306,1751712258,78858048,base_link,101079.8095703125,0.0
2025/07/05/17:44:18.183492,7307,1751712258,178863936,base_link,101080.13916015625,0.0
2025/07/05/17:44:18.263302,7308,1751712258,259870592,base_link,101082.33642578125,0.0
2025/07/05/17:44:18.362271,7309,1751712258,358876224,base_link,101079.8828125,0.0
2025/07/05/17:44:18.542819,7310,1751712258,538883904,base_link,101079.41284179688,0.0
2025/07/05/17:44:18.629324,7311,1751712258,622889792,base_link,101078.6376953125,0.0
2025/07/05/17:44:18.723891,7312,1751712258,719897984,base_link,101081.15234375,0.0
2025/07/05/17:44:18.806932,7313,1751712258,800904384,base_link,101080.90209960938,0.0
2025/07/05/17:44:18.904017,7314,1751712258,900910272,base_link,101081.8115234375,0.0
2025/07/05/17:44:19.006106,7315,1751712259,916672,base_link,101081.55517578125,0.0
2025/07/05/17:44:19.082350,7316,1751712259,79922048,base_link,101081.55517578125,0.0
2025/07/05/17:44:19.204864,7317,1751712259,200930752,base_link,101079.0771484375,0.0
2025/07/05/17:44:19.282987,7318,1751712259,278937920,base_link,101079.0771484375,0.0
2025/07/05/17:44:19.405877,7319,1751712259,400944320,base_link,101079.8583984375,0.0
2025/07/05/17:44:19.582399,7320,1751712259,578957888,base_link,101083.3740234375,0.0
2025/07/05/17:44:19.662812,7321,1751712259,659963520,base_link,101080.70678710938,0.0
2025/07/05/17:44:19.762412,7322,1751712259,758968640,base_link,101083.349609375,0.0
2025/07/05/17:44:19.863565,7323,1751712259,858974272,base_link,101080.95703125,0.0
2025/07/05/17:44:19.983288,7324,1751712259,978982976,base_link,101081.67724609375,0.0
2025/07/05/17:44:20.103756,7325,1751712260,99991936,base_link,101080.13916015625,0.0
2025/07/05/17:44:20.182809,7326,1751712260,179000384,base_link,101080.13916015625,0.0
2025/07/05/17:44:20.283396,7327,1751712260,279009088,base_link,101079.30297851562,0.0
2025/07/05/17:44:20.424731,7328,1751712260,420014976,base_link,101082.35473632812,0.0
2025/07/05/17:44:20.583300,7329,1751712260,580028800,base_link,101081.4208984375,0.0
2025/07/05/17:44:20.682638,7330,1751712260,680037248,base_link,101080.49926757812,0.0
2025/07/05/17:44:20.783451,7331,1751712260,779043136,base_link,101081.45751953125,0.0
2025/07/05/17:44:20.882761,7332,1751712260,880051072,base_link,101080.74951171875,0.0
2025/07/05/17:44:21.004732,7333,1751712261,1057216,base_link,101080.62133789062,0.0
2025/07/05/17:44:21.083544,7334,1751712261,79062592,base_link,101080.62133789062,0.0
2025/07/05/17:44:21.183185,7335,1751712261,180068736,base_link,101079.833984375,0.0
2025/07/05/17:44:21.283134,7336,1751712261,279074880,base_link,101079.86450195312,0.0
2025/07/05/17:44:21.382240,7337,1751712261,379081280,base_link,101079.10766601562,0.0
2025/07/05/17:44:21.563056,7338,1751712261,560097664,base_link,101081.95190429688,0.0
2025/07/05/17:44:21.663665,7339,1751712261,660103808,base_link,101081.82373046875,0.0
2025/07/05/17:44:21.742419,7340,1751712261,739103808,base_link,101081.90307617188,0.0
2025/07/05/17:44:21.842771,7341,1751712261,839109952,base_link,101080.38940429688,0.0
2025/07/05/17:44:21.962473,7342,1751712261,959121472,base_link,101079.0283203125,0.0
2025/07/05/17:44:22.063052,7343,1751712262,59128128,base_link,101080.3466796875,0.0
2025/07/05/17:44:22.162475,7344,1751712262,159134272,base_link,101080.35888671875,0.0
2025/07/05/17:44:22.263950,7345,1751712262,259140672,base_link,101079.02221679688,0.0
2025/07/05/17:44:22.362505,7346,1751712262,360146560,base_link,101080.87768554688,0.0
2025/07/05/17:44:22.545411,7347,1751712262,539153472,base_link,101081.84814453125,0.0
2025/07/05/17:44:22.626341,7348,1751712262,623159616,base_link,101081.82373046875,0.0
2025/07/05/17:44:22.722878,7349,1751712262,720166016,base_link,101080.23071289062,0.0
2025/07/05/17:44:22.805954,7350,1751712262,801172416,base_link,101082.28759765625,0.0
2025/07/05/17:44:22.881954,7351,1751712262,879177536,base_link,101082.28759765625,0.0
2025/07/05/17:44:23.004704,7352,1751712263,1184448,base_link,101081.396484375,0.0
2025/07/05/17:44:23.082745,7353,1751712263,79191872,base_link,101081.396484375,0.0
2025/07/05/17:44:23.182736,7354,1751712263,179197760,base_link,101080.60913085938,0.0
2025/07/05/17:44:23.303412,7355,1751712263,300203904,base_link,101081.51245117188,0.0
2025/07/05/17:44:23.426159,7356,1751712263,423208512,base_link,101079.7607421875,0.0
2025/07/05/17:44:23.562769,7357,1751712263,559220032,base_link,101079.52880859375,0.0
2025/07/05/17:44:23.662632,7358,1751712263,660225152,base_link,101079.638671875,0.0
2025/07/05/17:44:23.762790,7359,1751712263,759230528,base_link,101080.65185546875,0.0
2025/07/05/17:44:23.842034,7360,1751712263,839230528,base_link,101078.32641601562,0.0
2025/07/05/17:44:23.942677,7361,1751712263,939236160,base_link,101080.31005859375,0.0
2025/07/05/17:44:24.026473,7362,1751712264,23243072,base_link,101079.9560546875,0.0
