time,.server_id,.seq_num,.type,.markers,.poses,.erases
2025/07/05/17:47:32.629302,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629309,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629318,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629327,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629331,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629338,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629345,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629354,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629362,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629369,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629375,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629379,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629389,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629393,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629398,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629409,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629414,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629425,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629433,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629440,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629447,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629452,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629468,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629479,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629489,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629494,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629502,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629519,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629523,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629538,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629544,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629553,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629560,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629576,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629584,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629592,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629596,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629603,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629611,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629616,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629625,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629629,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629640,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629650,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629656,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629663,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629670,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629675,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629680,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629687,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.629699,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:32.713409,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:33.225348,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:33.705753,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:34.220526,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:34.729255,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:35.209200,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:35.737713,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:36.201528,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:36.721336,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:37.227220,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:47:37.730919,/waypoint_nav_plugin,7,0,[],[],[]
