time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.time_ref.secs,.time_ref.nsecs,.source
2025/07/05/17:44:25.584300,7377,1751712265,582312934,,1751712265,360349000,fcu
2025/07/05/17:44:25.663021,7378,1751712265,662233797,,1751712265,441421000,fcu
2025/07/05/17:44:25.783801,7379,1751712265,782349522,,1751712265,560522000,fcu
2025/07/05/17:44:25.862858,7380,1751712265,862233714,,1751712265,641335000,fcu
2025/07/05/17:44:25.943783,7381,1751712265,942842609,,1751712265,720911000,fcu
2025/07/05/17:44:26.062387,7382,1751712266,61826636,,1751712265,840885000,fcu
2025/07/05/17:44:26.162392,7383,1751712266,161918628,,1751712265,941151000,fcu
2025/07/05/17:44:26.283622,7384,1751712266,282384927,,1751712266,60390000,fcu
2025/07/05/17:44:26.362282,7385,1751712266,361627942,,1751712266,141000000,fcu
2025/07/05/17:44:26.523073,7386,1751712266,522383007,,1751712266,301691000,fcu
2025/07/05/17:44:26.604534,7387,1751712266,603890527,,1751712266,382237000,fcu
2025/07/05/17:44:26.704313,7388,1751712266,703134590,,1751712266,481464000,fcu
2025/07/05/17:44:26.782657,7389,1751712266,782016159,,1751712266,560895000,fcu
2025/07/05/17:44:26.903812,7390,1751712266,902461563,,1751712266,681771000,fcu
2025/07/05/17:44:27.004493,7391,1751712267,3902827,,1751712266,782360000,fcu
2025/07/05/17:44:27.103773,7392,1751712267,103212812,,1751712266,881513000,fcu
2025/07/05/17:44:27.204880,7393,1751712267,203414308,,1751712266,982050000,fcu
2025/07/05/17:44:27.303617,7394,1751712267,302781453,,1751712267,81700000,fcu
2025/07/05/17:44:27.382854,7395,1751712267,382346648,,1751712267,160818000,fcu
2025/07/05/17:44:27.562397,7396,1751712267,561912200,,1751712267,341147000,fcu
2025/07/05/17:44:27.663195,7397,1751712267,662937281,,1751712267,441388000,fcu
2025/07/05/17:44:27.785367,7398,1751712267,782646985,,1751712267,560468000,fcu
2025/07/05/17:44:27.903922,7399,1751712267,903518100,,1751712267,681706000,fcu
2025/07/05/17:44:28.004327,7400,1751712268,3502206,,1751712267,782267000,fcu
2025/07/05/17:44:28.102982,7401,1751712268,102311203,,1751712267,881669000,fcu
2025/07/05/17:44:28.204678,7402,1751712268,203435761,,1751712267,982195000,fcu
2025/07/05/17:44:28.282675,7403,1751712268,282002018,,1751712268,60744000,fcu
2025/07/05/17:44:28.404896,7404,1751712268,404215502,,1751712268,182747000,fcu
2025/07/05/17:44:28.582622,7405,1751712268,582013736,,1751712268,361133000,fcu
2025/07/05/17:44:28.705232,7406,1751712268,703262489,,1751712268,481497000,fcu
2025/07/05/17:44:28.804078,7407,1751712268,803589844,,1751712268,582151000,fcu
2025/07/05/17:44:28.882116,7408,1751712268,881312175,,1751712268,660506000,fcu
2025/07/05/17:44:28.983717,7409,1751712268,982834225,,1751712268,760923000,fcu
2025/07/05/17:44:29.062619,7410,1751712269,62012574,,1751712268,841332000,fcu
2025/07/05/17:44:29.162357,7411,1751712269,161769453,,1751712268,941130000,fcu
2025/07/05/17:44:29.262664,7412,1751712269,261996398,,1751712269,41472000,fcu
2025/07/05/17:44:29.362219,7413,1751712269,361809587,,1751712269,141084000,fcu
2025/07/05/17:44:29.542739,7414,1751712269,542138115,,1751712269,320846000,fcu
2025/07/05/17:44:29.644856,7415,1751712269,643199064,,1751712269,420488000,fcu
2025/07/05/17:44:29.722839,7416,1751712269,722103465,,1751712269,501695000,fcu
2025/07/05/17:44:29.804322,7417,1751712269,803459615,,1751712269,582322000,fcu
2025/07/05/17:44:29.905447,7418,1751712269,904002928,,1751712269,681815000,fcu
2025/07/05/17:44:30.004436,7419,1751712270,4182733,,1751712269,782437000,fcu
2025/07/05/17:44:30.103757,7420,1751712270,103347848,,1751712269,881671000,fcu
2025/07/05/17:44:30.205422,7421,1751712270,203594686,,1751712269,982221000,fcu
2025/07/05/17:44:30.304877,7422,1751712270,303349557,,1751712270,81726000,fcu
2025/07/05/17:44:30.383518,7423,1751712270,382759326,,1751712270,160632000,fcu
2025/07/05/17:44:30.562743,7424,1751712270,562301330,,1751712270,340729000,fcu
2025/07/05/17:44:30.645218,7425,1751712270,644564273,,1751712270,423759000,fcu
2025/07/05/17:44:30.742972,7426,1751712270,742226437,,1751712270,520673000,fcu
2025/07/05/17:44:30.845372,7427,1751712270,844517150,,1751712270,623801000,fcu
2025/07/05/17:44:30.984523,7428,1751712270,982401948,,1751712270,760369000,fcu
2025/07/05/17:44:31.083612,7429,1751712271,82415610,,1751712270,860692000,fcu
2025/07/05/17:44:31.182696,7430,1751712271,182261218,,1751712270,960673000,fcu
2025/07/05/17:44:31.282899,7431,1751712271,281987045,,1751712271,60387000,fcu
2025/07/05/17:44:31.404100,7432,1751712271,403232725,,1751712271,182011000,fcu
2025/07/05/17:44:31.542828,7433,1751712271,542264001,,1751712271,320359000,fcu
2025/07/05/17:44:31.625465,7434,1751712271,624903406,,1751712271,404197000,fcu
2025/07/05/17:44:31.704159,7435,1751712271,703399113,,1751712271,481969000,fcu
2025/07/05/17:44:31.804649,7436,1751712271,804335780,,1751712271,582507000,fcu
2025/07/05/17:44:31.882099,7437,1751712271,881497589,,1751712271,661192000,fcu
2025/07/05/17:44:32.003105,7438,1751712272,2546684,,1751712271,782201000,fcu
2025/07/05/17:44:32.102223,7439,1751712272,101977308,,1751712271,881436000,fcu
2025/07/05/17:44:32.181653,7440,1751712272,181211963,,1751712271,960816000,fcu
2025/07/05/17:44:32.302610,7441,1751712272,302044202,,1751712272,81475000,fcu
2025/07/05/17:44:32.423417,7442,1751712272,423035849,,1751712272,202109000,fcu
2025/07/05/17:44:32.604235,7443,1751712272,603158167,,1751712272,382190000,fcu
2025/07/05/17:44:32.703458,7444,1751712272,702411753,,1751712272,481743000,fcu
2025/07/05/17:44:32.805269,7445,1751712272,804789509,,1751712272,582713000,fcu
2025/07/05/17:44:32.902844,7446,1751712272,902202744,,1751712272,681901000,fcu
2025/07/05/17:44:33.004407,7447,1751712273,4037222,,1751712272,782740000,fcu
2025/07/05/17:44:33.081925,7448,1751712273,81228966,,1751712272,860671000,fcu
2025/07/05/17:44:33.182277,7449,1751712273,181895981,,1751712272,961149000,fcu
2025/07/05/17:44:33.282695,7450,1751712273,282185674,,1751712273,60755000,fcu
2025/07/05/17:44:33.383396,7451,1751712273,382332627,,1751712273,160393000,fcu
2025/07/05/17:44:33.542039,7452,1751712273,541295789,,1751712273,320386000,fcu
2025/07/05/17:44:33.625290,7453,1751712273,624670282,,1751712273,403981000,fcu
2025/07/05/17:44:33.723190,7454,1751712273,722365298,,1751712273,501182000,fcu
2025/07/05/17:44:33.804053,7455,1751712273,803248788,,1751712273,582403000,fcu
2025/07/05/17:44:33.903712,7456,1751712273,902774571,,1751712273,682025000,fcu
2025/07/05/17:44:34.004330,7457,1751712274,4085673,,1751712273,782678000,fcu
2025/07/05/17:44:34.103251,7458,1751712274,102489625,,1751712273,881718000,fcu
2025/07/05/17:44:34.203654,7459,1751712274,203046617,,1751712273,982131000,fcu
2025/07/05/17:44:34.262193,7460,1751712274,261470632,,1751712274,41120000,fcu
2025/07/05/17:44:34.403695,7461,1751712274,402953913,,1751712274,181761000,fcu
2025/07/05/17:44:34.541711,7462,1751712274,541267402,,1751712274,320526000,fcu
2025/07/05/17:44:34.641867,7463,1751712274,641375474,,1751712274,420659000,fcu
2025/07/05/17:44:34.762864,7464,1751712274,762248942,,1751712274,540735000,fcu
2025/07/05/17:44:34.862054,7465,1751712274,861225733,,1751712274,640674000,fcu
2025/07/05/17:44:34.941955,7466,1751712274,941189074,,1751712274,720806000,fcu
2025/07/05/17:44:35.041932,7467,1751712275,40997528,,1751712274,820761000,fcu
2025/07/05/17:44:35.122885,7468,1751712275,122263979,,1751712274,901407000,fcu
2025/07/05/17:44:35.203824,7469,1751712275,203336833,,1751712274,982695000,fcu
2025/07/05/17:44:35.302935,7470,1751712275,302239613,,1751712275,81537000,fcu
2025/07/05/17:44:35.425939,7471,1751712275,425343264,,1751712275,204742000,fcu
2025/07/05/17:44:35.582119,7472,1751712275,581251992,,1751712275,360329000,fcu
2025/07/05/17:44:35.662644,7473,1751712275,662037622,,1751712275,441420000,fcu
2025/07/05/17:44:35.762204,7474,1751712275,761993323,,1751712275,541304000,fcu
2025/07/05/17:44:35.881700,7475,1751712275,881240406,,1751712275,660404000,fcu
2025/07/05/17:44:35.962273,7476,1751712275,961367708,,1751712275,740927000,fcu
2025/07/05/17:44:36.062002,7477,1751712276,61489165,,1751712275,841039000,fcu
2025/07/05/17:44:36.182025,7478,1751712276,181320680,,1751712275,960346000,fcu
2025/07/05/17:44:36.262388,7479,1751712276,261959366,,1751712276,41122000,fcu
2025/07/05/17:44:36.362082,7480,1751712276,361534864,,1751712276,141093000,fcu
2025/07/05/17:44:36.541776,7481,1751712276,541191303,,1751712276,320788000,fcu
2025/07/05/17:44:36.641498,7482,1751712276,641027948,,1751712276,420510000,fcu
2025/07/05/17:44:36.722803,7483,1751712276,722295124,,1751712276,501528000,fcu
2025/07/05/17:44:36.825140,7484,1751712276,824490935,,1751712276,604013000,fcu
2025/07/05/17:44:36.923291,7485,1751712276,922148771,,1751712276,701717000,fcu
2025/07/05/17:44:37.041610,7486,1751712277,40991062,,1751712276,820681000,fcu
2025/07/05/17:44:37.141837,7487,1751712277,141136164,,1751712276,920911000,fcu
2025/07/05/17:44:37.241441,7488,1751712277,240919888,,1751712277,20392000,fcu
2025/07/05/17:44:37.341598,7489,1751712277,340998978,,1751712277,120244000,fcu
2025/07/05/17:44:37.462217,7490,1751712277,461336563,,1751712277,241101000,fcu
2025/07/05/17:44:37.582067,7491,1751712277,581222462,,1751712277,360801000,fcu
2025/07/05/17:44:37.662397,7492,1751712277,661958358,,1751712277,441677000,fcu
2025/07/05/17:44:37.762230,7493,1751712277,762008469,,1751712277,541298000,fcu
2025/07/05/17:44:37.881996,7494,1751712277,881252556,,1751712277,660281000,fcu
2025/07/05/17:44:38.003424,7495,1751712278,2645707,,1751712277,781783000,fcu
2025/07/05/17:44:38.102611,7496,1751712278,102049796,,1751712277,881407000,fcu
2025/07/05/17:44:38.182033,7497,1751712278,181195002,,1751712277,960814000,fcu
2025/07/05/17:44:38.303248,7498,1751712278,302151716,,1751712278,81977000,fcu
2025/07/05/17:44:38.425744,7499,1751712278,425287924,,1751712278,204522000,fcu
2025/07/05/17:44:38.603453,7500,1751712278,602678782,,1751712278,381766000,fcu
2025/07/05/17:44:38.702923,7501,1751712278,702152616,,1751712278,481425000,fcu
2025/07/05/17:44:38.781662,7502,1751712278,781354794,,1751712278,560946000,fcu
2025/07/05/17:44:38.881717,7503,1751712278,881094710,,1751712278,660351000,fcu
2025/07/05/17:44:38.981526,7504,1751712278,981172435,,1751712278,760558000,fcu
2025/07/05/17:44:39.062012,7505,1751712279,61887679,,1751712278,841102000,fcu
2025/07/05/17:44:39.181718,7506,1751712279,181164644,,1751712278,960588000,fcu
2025/07/05/17:44:39.281453,7507,1751712279,281089717,,1751712279,60869000,fcu
2025/07/05/17:44:39.441960,7508,1751712279,441211726,,1751712279,220420000,fcu
2025/07/05/17:44:39.562034,7509,1751712279,561876745,,1751712279,341152000,fcu
2025/07/05/17:44:39.662230,7510,1751712279,661328064,,1751712279,440885000,fcu
2025/07/05/17:44:39.741485,7511,1751712279,740988368,,1751712279,520871000,fcu
2025/07/05/17:44:39.841528,7512,1751712279,841290422,,1751712279,620902000,fcu
2025/07/05/17:44:39.922272,7513,1751712279,921803361,,1751712279,701676000,fcu
2025/07/05/17:44:40.041276,7514,1751712280,40860995,,1751712279,820680000,fcu
2025/07/05/17:44:40.141872,7515,1751712280,141298415,,1751712279,921028000,fcu
2025/07/05/17:44:40.241626,7516,1751712280,241272741,,1751712280,20412000,fcu
2025/07/05/17:44:40.323114,7517,1751712280,322468198,,1751712280,101702000,fcu
2025/07/05/17:44:40.461936,7518,1751712280,461139989,,1751712280,240676000,fcu
2025/07/05/17:44:40.603915,7519,1751712280,603223196,,1751712280,382267000,fcu
2025/07/05/17:44:40.702702,7520,1751712280,702225278,,1751712280,481489000,fcu
2025/07/05/17:44:40.803767,7521,1751712280,802772497,,1751712280,582010000,fcu
2025/07/05/17:44:40.923027,7522,1751712280,922314171,,1751712280,701328000,fcu
2025/07/05/17:44:41.003436,7523,1751712281,3274562,,1751712280,782312000,fcu
2025/07/05/17:44:41.102940,7524,1751712281,102135870,,1751712280,881734000,fcu
2025/07/05/17:44:41.182147,7525,1751712281,181881376,,1751712280,961143000,fcu
2025/07/05/17:44:41.282004,7526,1751712281,281337151,,1751712281,60395000,fcu
2025/07/05/17:44:41.425858,7527,1751712281,425207325,,1751712281,203923000,fcu
2025/07/05/17:44:41.541484,7528,1751712281,541080053,,1751712281,320991000,fcu
2025/07/05/17:44:41.641662,7529,1751712281,641137501,,1751712281,420501000,fcu
2025/07/05/17:44:41.722574,7530,1751712281,721969339,,1751712281,501618000,fcu
2025/07/05/17:44:41.803424,7531,1751712281,803027146,,1751712281,582510000,fcu
2025/07/05/17:44:41.902597,7532,1751712281,902138438,,1751712281,681467000,fcu
2025/07/05/17:44:42.003863,7533,1751712282,3115734,,1751712281,782499000,fcu
2025/07/05/17:44:42.081651,7534,1751712282,81056685,,1751712281,860899000,fcu
2025/07/05/17:44:42.181521,7535,1751712282,180979609,,1751712281,960662000,fcu
2025/07/05/17:44:42.302606,7536,1751712282,302171814,,1751712282,81381000,fcu
2025/07/05/17:44:42.381751,7537,1751712282,381072357,,1751712282,160669000,fcu
2025/07/05/17:44:42.541862,7538,1751712282,541236114,,1751712282,320980000,fcu
2025/07/05/17:44:42.641448,7539,1751712282,641142993,,1751712282,420424000,fcu
2025/07/05/17:44:42.722212,7540,1751712282,721653671,,1751712282,501338000,fcu
2025/07/05/17:44:42.803947,7541,1751712282,803137712,,1751712282,582397000,fcu
2025/07/05/17:44:42.903361,7542,1751712282,902421220,,1751712282,682182000,fcu
2025/07/05/17:44:42.981776,7543,1751712282,981214023,,1751712282,761152000,fcu
2025/07/05/17:44:43.102462,7544,1751712283,101846268,,1751712282,881509000,fcu
2025/07/05/17:44:43.203900,7545,1751712283,202639274,,1751712282,982219000,fcu
2025/07/05/17:44:43.283813,7546,1751712283,282352152,,1751712283,61142000,fcu
2025/07/05/17:44:43.404112,7547,1751712283,403600151,,1751712283,182675000,fcu
2025/07/05/17:44:43.582058,7548,1751712283,581212330,,1751712283,360981000,fcu
2025/07/05/17:44:43.702694,7549,1751712283,702218782,,1751712283,481622000,fcu
2025/07/05/17:44:43.803493,7550,1751712283,802824715,,1751712283,582282000,fcu
2025/07/05/17:44:43.881872,7551,1751712283,881107012,,1751712283,661092000,fcu
2025/07/05/17:44:44.003817,7552,1751712284,2983908,,1751712283,782428000,fcu
2025/07/05/17:44:44.102336,7553,1751712284,101845017,,1751712283,881448000,fcu
2025/07/05/17:44:44.181624,7554,1751712284,181003853,,1751712283,961126000,fcu
2025/07/05/17:44:44.302615,7555,1751712284,301889340,,1751712284,81959000,fcu
2025/07/05/17:44:44.481970,7556,1751712284,481464425,,1751712284,260675000,fcu
2025/07/05/17:44:44.602954,7557,1751712284,602141124,,1751712284,382198000,fcu
2025/07/05/17:44:44.703445,7558,1751712284,702321696,,1751712284,481675000,fcu
2025/07/05/17:44:44.782167,7559,1751712284,781924989,,1751712284,561376000,fcu
2025/07/05/17:44:44.881754,7560,1751712284,881322731,,1751712284,660480000,fcu
2025/07/05/17:44:44.961914,7561,1751712284,961047424,,1751712284,740887000,fcu
2025/07/05/17:44:45.061591,7562,1751712285,61023727,,1751712284,840812000,fcu
2025/07/05/17:44:45.181952,7563,1751712285,181311114,,1751712284,960408000,fcu
2025/07/05/17:44:45.281723,7564,1751712285,281163052,,1751712285,60500000,fcu
2025/07/05/17:44:45.361916,7565,1751712285,360957131,,1751712285,141267000,fcu
2025/07/05/17:44:45.541990,7566,1751712285,541336693,,1751712285,320791000,fcu
2025/07/05/17:44:45.641314,7567,1751712285,640900285,,1751712285,420357000,fcu
2025/07/05/17:44:45.721784,7568,1751712285,721341910,,1751712285,501364000,fcu
2025/07/05/17:44:45.803322,7569,1751712285,802953633,,1751712285,582256000,fcu
2025/07/05/17:44:45.902708,7570,1751712285,902154663,,1751712285,682041000,fcu
2025/07/05/17:44:46.003495,7571,1751712286,3145463,,1751712285,782671000,fcu
2025/07/05/17:44:46.103296,7572,1751712286,102447585,,1751712285,881730000,fcu
2025/07/05/17:44:46.203774,7573,1751712286,202821304,,1751712285,982353000,fcu
2025/07/05/17:44:46.281751,7574,1751712286,281057817,,1751712286,61146000,fcu
2025/07/05/17:44:46.403418,7575,1751712286,403237976,,1751712286,182397000,fcu
2025/07/05/17:44:46.581733,7576,1751712286,581012524,,1751712286,361143000,fcu
2025/07/05/17:44:46.702270,7577,1751712286,701641583,,1751712286,481474000,fcu
2025/07/05/17:44:46.803793,7578,1751712286,802680526,,1751712286,582434000,fcu
2025/07/05/17:44:46.922738,7579,1751712286,922316826,,1751712286,701157000,fcu
2025/07/05/17:44:47.003613,7580,1751712287,3429516,,1751712286,782518000,fcu
2025/07/05/17:44:47.102544,7581,1751712287,102095084,,1751712286,882027000,fcu
2025/07/05/17:44:47.203574,7582,1751712287,203104910,,1751712286,982758000,fcu
2025/07/05/17:44:47.302766,7583,1751712287,302179537,,1751712287,81703000,fcu
2025/07/05/17:44:47.425161,7584,1751712287,424754441,,1751712287,204379000,fcu
2025/07/05/17:44:47.561660,7585,1751712287,561373308,,1751712287,340807000,fcu
2025/07/05/17:44:47.661938,7586,1751712287,661821993,,1751712287,441439000,fcu
2025/07/05/17:44:47.761470,7587,1751712287,761085363,,1751712287,540892000,fcu
2025/07/05/17:44:47.881836,7588,1751712287,881317995,,1751712287,660680000,fcu
2025/07/05/17:44:47.961860,7589,1751712287,961249728,,1751712287,741140000,fcu
2025/07/05/17:44:48.081998,7590,1751712288,81660930,,1751712287,861244000,fcu
2025/07/05/17:44:48.203221,7591,1751712288,202272551,,1751712287,982297000,fcu
2025/07/05/17:44:48.302446,7592,1751712288,301900411,,1751712288,81766000,fcu
