time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2025/07/05/17:44:47.581937,7585,1751712287,581105280,base_link,0.03158587367301052,0.005622414335506255,0.018417593348670457,0.009179326705634594,-0.001933976076543331,0.0017905745189636948
2025/07/05/17:44:47.702825,7586,1751712287,701108608,base_link,0.033371076031107214,0.007167128560868017,0.01990496195395086,0.007372367195785046,-0.0028331950306892395,0.0010332392994314436
2025/07/05/17:44:47.781780,7587,1751712287,780108608,base_link,0.03355606160676911,0.007561591211261553,0.021644991102773264,-0.005712494254112244,-0.0005646592471748593,-0.0016175820492208004
2025/07/05/17:44:47.902877,7588,1751712287,901108608,base_link,0.035273848049732985,0.01038947077566954,0.022384605214995898,-0.01749856024980545,0.0019539839122444387,-0.003686443436890841
2025/07/05/17:44:48.002965,7589,1751712288,2108608,base_link,0.03716834517286556,0.01301820540619451,0.020508413902616474,-0.011298474855720997,0.00235681002959609,-0.002833472797647119
2025/07/05/17:44:48.102615,7590,1751712288,102111168,base_link,0.039950926298238106,0.01476288609323254,0.019119674884221317,0.008503086864948273,0.000864326488226652,-0.0010887858225032687
2025/07/05/17:44:48.203341,7591,1751712288,202114752,base_link,0.0420368856239646,0.015456942685182034,0.01779531159586112,0.011318899691104889,0.0012330505996942518,-0.0020426856353878975
2025/07/05/17:44:48.302490,7592,1751712288,302118080,base_link,0.04328145854319628,0.016910196465522446,0.01643601156494351,0.006430342793464661,0.0002630786038935181,-0.0025520925410091877
2025/07/05/17:44:48.445081,7593,1751712288,443121408,base_link,0.04481034173151359,0.017197210479297786,0.016164616732391644,0.005948257632553577,-0.002077822806313634,-0.001278191106393933
2025/07/05/17:44:48.603082,7594,1751712288,602125248,base_link,0.04611756559514874,0.014124590512812077,0.017819074379074217,-0.00458410382270813,-0.0005085847806185488,-0.003264426253736019
2025/07/05/17:44:48.681898,7595,1751712288,681125248,base_link,0.046925660115148295,0.015082557032010674,0.017287168817110066,-0.017868248745799065,0.0020757825113832946,-0.00519840233027935
2025/07/05/17:44:48.781870,7596,1751712288,781125248,base_link,0.048720253670063426,0.016629342588573952,0.016632688285891265,-0.012676657177507877,0.001955479383468627,-0.0061348602175712585
2025/07/05/17:44:48.902705,7597,1751712288,902125248,base_link,0.04957152563000351,0.017931677038629714,0.015863200292344663,0.004864752292633057,-0.0003618123009800916,-0.004158990923315287
2025/07/05/17:44:48.981669,7598,1751712288,980129088,base_link,0.05039376922284922,0.019077811494348815,0.014994951392824717,0.009034176357090473,0.00010502897202968562,-0.002857288345694542
2025/07/05/17:44:49.041186,7599,1751712289,41129088,base_link,0.04983529746815414,0.020504585758852487,0.0145065148329938,0.003950979560613632,-0.00017162575386464636,-0.0033373134210705757
2025/07/05/17:44:49.161808,7600,1751712289,160132672,base_link,0.05021683795284118,0.022128609834723582,0.013082384360726462,0.004516567103564739,0.0005184877663850779,-0.004405127838253975
2025/07/05/17:44:49.225677,7601,1751712289,224132672,base_link,0.05054626702178235,0.021530732658634547,0.012423227776835643,0.009890115819871426,0.0002624187618494028,-0.004960451740771532
2025/07/05/17:44:49.321871,7602,1751712289,321132672,base_link,0.05104810890676409,0.019823028051168437,0.013063451938932928,0.009406928904354572,0.0010246378369629377,-0.004925791174173355
2025/07/05/17:44:49.522828,7603,1751712289,521135744,base_link,0.05073998286735954,0.021301242360358845,0.01404548474073615,-0.008816293440759182,0.0006587931420654051,-0.005780620966106653
2025/07/05/17:44:49.602434,7604,1751712289,602135744,base_link,0.05078671531961915,0.021605688898515,0.013440293895220088,-0.003069855272769928,-0.00380449346266687,-0.006579392123967408
2025/07/05/17:44:49.702742,7605,1751712289,702135744,base_link,0.04835522115038361,0.020508703583841707,0.01464765239230912,0.009180357679724693,-0.003180325264111162,-0.005533430725336075
2025/07/05/17:44:49.803663,7606,1751712289,802135744,base_link,0.045795244008619285,0.021764323051191876,0.01602223203810066,0.0017907340079545975,0.001403654692694544,-0.0066209034994244576
2025/07/05/17:44:49.941912,7607,1751712289,940135744,base_link,0.04484859157689441,0.02456427277614971,0.01788969494690043,-0.009696116670966148,0.003915623761713504,-0.008299006149172783
2025/07/05/17:44:50.024843,7608,1751712290,24135744,base_link,0.04536142831478968,0.025260749321195503,0.01746240999537992,0.0004266025498509407,0.0018843337893486014,-0.007799106650054455
2025/07/05/17:44:50.121962,7609,1751712290,121135744,base_link,0.04501778911599001,0.025138448896076446,0.017500793460802574,0.0082843704149127,0.00030669732950627733,-0.005843873601406813
2025/07/05/17:44:50.204459,7610,1751712290,202135744,base_link,0.04475234621252658,0.02631222954062121,0.017272573455223726,0.0037413351237773895,-0.0010084782261401421,-0.005981131456792355
2025/07/05/17:44:50.302688,7611,1751712290,302135744,base_link,0.044410724788057396,0.026594012673809,0.017679115752727886,3.162119537591934e-05,-0.002718406729400159,-0.006677830591797829
2025/07/05/17:44:50.481979,7612,1751712290,480135744,base_link,0.04290391094446759,0.024744858815202934,0.01989325739750042,0.007478824816644192,-0.00398020911961794,-0.006817617919296025
2025/07/05/17:44:50.602626,7613,1751712290,602139328,base_link,0.04160241584889764,0.02296817552602564,0.021878778485026756,0.0012691309675574303,0.004568283911794423,-0.008151235058903694
2025/07/05/17:44:50.702688,7614,1751712290,701139328,base_link,0.03879904547979368,0.021452273673173306,0.021431315621985254,-0.011481529101729393,0.004128806293010711,-0.010368903167545795
2025/07/05/17:44:50.781762,7615,1751712290,781139328,base_link,0.03684329768703218,0.020736623553341698,0.021983443566864012,-0.0062659140676259995,-0.0007304348982870592,-0.010279410518705845
2025/07/05/17:44:50.902565,7616,1751712290,901139328,base_link,0.03415829293334025,0.01705930418208148,0.02385686947842096,0.0038529932498931885,-0.003045832738280297,-0.008736876770853996
2025/07/05/17:44:51.002815,7617,1751712291,2139328,base_link,0.03244073673201861,0.016496120735752642,0.02461471861013749,0.0024354122579097748,-0.0018495696131140005,-0.008212459273636341
2025/07/05/17:44:51.121921,7618,1751712291,121139328,base_link,0.02864939949044734,0.012792216763077915,0.025272705533256255,0.00047249719500541687,-0.0020006205886602415,-0.008989592082798481
2025/07/05/17:44:51.203038,7619,1751712291,202139328,base_link,0.026662193275293258,0.010695382893258044,0.02498233039574538,0.007172975689172745,-0.0026687649078667173,-0.007887288928031921
2025/07/05/17:44:51.281813,7620,1751712291,281139328,base_link,0.024639260477483653,0.007799420225800983,0.02560517674753931,0.008057674393057823,-0.00022145034745335674,-0.007749756798148155
2025/07/05/17:44:51.381864,7621,1751712291,381139328,base_link,0.02409322295823081,0.0050144338692834555,0.025040398840916495,-0.0021022139117121696,0.004211094696074723,-0.010425941087305546
2025/07/05/17:44:51.541614,7622,1751712291,541139328,base_link,0.021757040684197773,0.0015872610613712024,0.023456276698500422,-0.005033453926444054,0.001817592885345219,-0.013221103698015213
2025/07/05/17:44:51.625361,7623,1751712291,624139328,base_link,0.01976416432981636,-2.4049871339841967e-05,0.02282436824893469,0.007686975412070751,-0.0030134774278849376,-0.010556944645941257
2025/07/05/17:44:51.722774,7624,1751712291,721139328,base_link,0.017001685006807873,-0.0011179751365009588,0.022609662970429805,0.012372179888188839,-0.0033192834816873082,-0.008783585391938686
