time,.layout.dim,.layout.data_offset,.data
2025/07/05/17:44:14.366765,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.563729,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.564079,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.565072,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.643687,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.645223,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.645330,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.743659,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.744859,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.744868,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.843780,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.844186,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.844939,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.943306,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.944090,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:14.944812,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.043940,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.044163,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.044376,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.143140,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.143552,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.144075,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.244255,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.244811,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.244859,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.345462,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.345482,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.345898,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.505481,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.505506,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.506239,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.606711,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.606861,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.607230,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.683981,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.684719,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.684916,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.783647,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.784351,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.784632,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.904541,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.905886,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:15.905944,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.005077,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.005553,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.006315,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.084539,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.085457,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.086997,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.184637,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.184778,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.185035,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.263195,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.263699,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.264463,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.364267,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.364517,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.364810,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.545177,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.545778,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.546591,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.627227,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.627513,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.627882,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.705782,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.705899,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.706396,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.806222,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.806405,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.806413,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.886427,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.886764,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:16.887487,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.027385,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.027870,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.028259,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.124624,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.124755,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.124824,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.205558,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.207195,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.207211,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.286462,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.287502,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.287726,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.426832,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.427017,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.427511,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.584402,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.584629,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.584903,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.664112,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.664283,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.664993,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.763987,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.764116,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.764356,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.864113,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.864868,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.865422,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.984857,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.985238,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:17.986443,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.064565,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.064585,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.064975,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.164526,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.164541,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.165258,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.243354,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.244192,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.245431,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.342954,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.343761,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.344911,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.504978,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.505155,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.505756,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.631504,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.631512,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.632179,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.705842,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.705997,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.706251,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.786022,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.787627,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.787800,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.863460,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.864886,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.864904,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.983307,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.984972,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:18.985114,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.064123,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.064571,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.065183,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.163764,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.164549,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.165800,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.264930,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.265111,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.265633,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.364673,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.365025,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.365869,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.564688,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.564710,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.564723,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.643746,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.644072,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.644458,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.742759,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.742989,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.743430,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.844327,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.844335,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.844340,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.964067,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.964639,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:19.965766,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.063621,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.064685,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.065491,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.164419,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.164637,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.165589,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.264032,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.264635,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.265006,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.364337,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.364639,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.365387,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.564240,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.564621,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.565082,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.663895,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.664273,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.665348,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.763784,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.764315,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.765124,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.863647,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.863662,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.863779,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.983907,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.985762,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:20.988306,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.063956,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.064437,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.065082,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.163981,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.163990,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.164675,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.263546,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.264163,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.264175,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.363239,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.364029,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.364040,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.543600,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.544194,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.544908,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.644409,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.644909,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.645631,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.724610,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.725443,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.727104,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.827220,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.828060,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.829010,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.944695,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.944715,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:21.945740,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.045406,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.045498,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.046118,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.142255,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.142423,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.142742,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.245202,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.245986,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.246168,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.342377,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.342645,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.342925,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.504473,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.505744,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.505771,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.626819,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.627275,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.627574,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.705007,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.705446,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.705451,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.785013,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.785711,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.785783,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.863446,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.863972,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.864089,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.984211,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.984808,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:22.985734,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.063502,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.064211,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.065133,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.163918,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.165134,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.165147,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.263316,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.264085,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.264190,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.363226,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.364155,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.364670,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.524871,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.525682,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.526252,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.643097,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.643275,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.644706,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.745070,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
2025/07/05/17:44:23.745194,[],0,"(-7.28604, 112.794951, -7.287745, 112.797922)"
