time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.status.status,.status.service,.latitude,.longitude,.altitude,.position_covariance,.position_covariance_type
2025/07/05/17:44:13.305102,6717,1751712253,278540352,base_link,0,1,-7.2870828,112.7959234,53.52515113789228,"(1.6205289999999997, 0.0, 0.0, 0.0, 1.6205289999999997, 0.0, 0.0, 0.0, 3.048516)",2
2025/07/05/17:44:13.403988,6718,1751712253,399548544,base_link,0,1,-7.2870827,112.7959233,53.525151079490755,"(1.6205289999999997, 0.0, 0.0, 0.0, 1.6205289999999997, 0.0, 0.0, 0.0, 3.048516)",2
2025/07/05/17:44:13.563015,6719,1751712253,558564160,base_link,0,1,-7.2870824,112.7959231,53.525151216496496,"(1.6307289999999999, 0.0, 0.0, 0.0, 1.6307289999999999, 0.0, 0.0, 0.0, 3.0590010000000003)",2
2025/07/05/17:44:13.663751,6720,1751712253,659573888,base_link,0,1,-7.2870823,112.795923,53.51515115809512,"(1.6307289999999999, 0.0, 0.0, 0.0, 1.6307289999999999, 0.0, 0.0, 0.0, 3.0590010000000003)",2
2025/07/05/17:44:13.763085,6721,1751712253,758580032,base_link,0,1,-7.2870822,112.7959229,53.51515109969377,"(1.640961, 0.0, 0.0, 0.0, 1.640961, 0.0, 0.0, 0.0, 3.0660009999999995)",2
2025/07/05/17:44:13.862952,6722,1751712253,858580032,base_link,0,1,-7.287082,112.7959227,53.51515098289117,"(1.653796, 0.0, 0.0, 0.0, 1.653796, 0.0, 0.0, 0.0, 3.0660009999999995)",2
2025/07/05/17:44:13.982126,6723,1751712253,978586944,base_link,0,1,-7.2870819,112.7959226,53.5151509244899,"(1.653796, 0.0, 0.0, 0.0, 1.653796, 0.0, 0.0, 0.0, 3.0660009999999995)",2
2025/07/05/17:44:14.062564,6724,1751712254,58592576,base_link,0,1,-7.2870818,112.7959225,53.515150866088604,"(1.6641000000000001, 0.0, 0.0, 0.0, 1.6641000000000001, 0.0, 0.0, 0.0, 3.0800249999999996)",2
2025/07/05/17:44:14.162307,6725,1751712254,158597184,base_link,0,1,-7.2870816,112.7959223,53.51515074928609,"(1.6641000000000001, 0.0, 0.0, 0.0, 1.6641000000000001, 0.0, 0.0, 0.0, 3.0800249999999996)",2
2025/07/05/17:44:14.262576,6726,1751712254,259604864,base_link,0,1,-7.2870815,112.7959222,53.50515069088493,"(1.6641000000000001, 0.0, 0.0, 0.0, 1.6641000000000001, 0.0, 0.0, 0.0, 3.0800249999999996)",2
