time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.remote_timestamp_ns,.observed_offset_ns,.estimated_offset_ns,.round_trip_time_ms
2025/07/05/17:44:17.063022,7793,1751712257,62295242,,2630775232000,1751709626284189974,1751709626281794048,5.743261814117432
2025/07/05/17:44:17.163734,7794,1751712257,163069163,,2630875084000,1751709626284709398,1751709626281801728,6.545865058898926
2025/07/05/17:44:17.262224,7795,1751712257,261977870,,2630974727000,1751709626284547982,1751709626281808896,5.4011149406433105
2025/07/05/17:44:17.362367,7796,1751712257,361951688,,2631075472000,1751709626283793438,1751709626281813760,5.367207050323486
2025/07/05/17:44:17.462230,7797,1751712257,461952561,,2631175035000,1751709626284193663,1751709626281819904,5.444994926452637
2025/07/05/17:44:17.562237,7798,1751712257,561907023,,2631274806000,1751709626284455317,1751709626281826816,5.285436153411865
2025/07/05/17:44:17.663750,7799,1751712257,662995813,,2631375473000,1751709626284343161,1751709626281833728,6.3555521965026855
2025/07/05/17:44:17.763251,7800,1751712257,761926364,,2631474460000,1751709626284799942,1751709626281841920,5.32818078994751
2025/07/05/17:44:17.863019,7801,1751712257,862256239,,2631575360000,1751709626284064050,1751709626281847808,5.659751892089844
2025/07/05/17:44:17.962457,7802,1751712257,962136831,,2631675450000,1751709626283876644,1751709626281852928,5.615898132324219
2025/07/05/17:44:18.062307,7803,1751712258,61659920,,2631775282000,1751709626283831971,1751709626281858048,5.082887172698975
2025/07/05/17:44:18.163075,7804,1751712258,162225611,,2631875271000,1751709626284142410,1751709626281863936,5.619181156158447
2025/07/05/17:44:18.263366,7805,1751712258,262384091,,2631975118000,1751709626284334712,1751709626281870592,5.857359886169434
2025/07/05/17:44:18.362164,7806,1751712258,361720368,,2632075069000,1751709626284057945,1751709626281876224,5.182472229003906
2025/07/05/17:44:18.463485,7807,1751712258,463026387,,2632175124000,1751709626284692246,1751709626281883904,6.415399074554443
2025/07/05/17:44:18.562992,7808,1751712258,562286880,,2632275305000,1751709626284137131,1751709626281889792,5.684843063354492
2025/07/05/17:44:18.665200,7809,1751712258,663293182,,2632375081000,1751709626284840985,1751709626281897984,6.725768089294434
2025/07/05/17:44:18.762467,7810,1751712258,762087665,,2632475111000,1751709626284227844,1751709626281904384,5.491728782653809
2025/07/05/17:44:18.862593,7811,1751712258,861639424,,2632575101000,1751709626284039144,1751709626281910272,4.993917942047119
2025/07/05/17:44:18.962571,7812,1751712258,962170009,,2632675114000,1751709626284228257,1751709626281916672,5.650597095489502
2025/07/05/17:44:19.062630,7813,1751712259,62063683,,2632775468000,1751709626283849521,1751709626281922048,5.487390041351318
2025/07/05/17:44:19.163239,7814,1751712259,162267855,,2632874497000,1751709626284936077,1751709626281930752,5.664729118347168
2025/07/05/17:44:19.263396,7815,1751712259,262479683,,2632975121000,1751709626284428431,1751709626281937920,5.834709167480469
2025/07/05/17:44:19.362846,7816,1751712259,362298861,,2633075265000,1751709626284259897,1751709626281944320,5.542972087860107
2025/07/05/17:44:19.462501,7817,1751712259,462026030,,2633175127000,1751709626284197261,1751709626281950464,5.399933815002441
2025/07/05/17:44:19.562703,7818,1751712259,561680459,,2633274570000,1751709626284651098,1751709626281957888,4.913577079772949
2025/07/05/17:44:19.662689,7819,1751712259,662080000,,2633375281000,1751709626284056939,1751709626281963520,5.480792999267578
2025/07/05/17:44:19.762287,7820,1751712259,761686258,,2633475301000,1751709626283862801,1751709626281968640,5.039915084838867
2025/07/05/17:44:19.863744,7821,1751712259,861716632,,2633575108000,1751709626284056023,1751709626281974272,5.088817119598389
2025/07/05/17:44:19.963198,7822,1751712259,962259166,,2633674468000,1751709626285024067,1751709626281982976,5.5295209884643555
2025/07/05/17:44:20.063174,7823,1751712260,62309171,,2633774462000,1751709626285021928,1751709626281991936,5.645701885223389
2025/07/05/17:44:20.162719,7824,1751712260,162318390,,2633874601000,1751709626284909945,1751709626282000384,5.610029220581055
2025/07/05/17:44:20.262997,7825,1751712260,262291204,,2633974495000,1751709626284939051,1751709626282009088,5.709175109863281
2025/07/05/17:44:20.363876,7826,1751712260,362249135,,2634075462000,1751709626284013475,1751709626282014976,5.542490005493164
2025/07/05/17:44:20.463677,7827,1751712260,462349307,,2634174826000,1751709626284661017,1751709626282022656,5.69886589050293
2025/07/05/17:44:20.562766,7828,1751712260,562260694,,2634275315000,1751709626284181953,1751709626282028800,5.522665977478027
2025/07/05/17:44:20.663482,7829,1751712260,662293831,,2634374467000,1751709626284975824,1751709626282037248,5.697082042694092
2025/07/05/17:44:20.762728,7830,1751712260,762294378,,2634475365000,1751709626284126527,1751709626282043136,5.600222110748291
2025/07/05/17:44:20.862390,7831,1751712260,862131360,,2634574574000,1751709626284792813,1751709626282051072,5.52488899230957
2025/07/05/17:44:20.962593,7832,1751712260,962248271,,2634675276000,1751709626284207976,1751709626282057216,5.523693084716797
2025/07/05/17:44:21.062511,7833,1751712261,62123214,,2634775452000,1751709626283963523,1751709626282062592,5.4098310470581055
2025/07/05/17:44:21.162683,7834,1751712261,162101301,,2634875303000,1751709626284101842,1751709626282068736,5.388062953948975
2025/07/05/17:44:21.262331,7835,1751712261,261952844,,2634975271000,1751709626284070113,1751709626282074880,5.217881202697754
2025/07/05/17:44:21.362487,7836,1751712261,362051264,,2635075121000,1751709626284167229,1751709626282081280,5.521111011505127
2025/07/05/17:44:21.463537,7837,1751712261,463024865,,2635174460000,1751709626285350908,1751709626282091264,6.423281192779541
2025/07/05/17:44:21.562882,7838,1751712261,562205012,,2635275235000,1751709626284167639,1751709626282097664,5.599122047424316
2025/07/05/17:44:21.662670,7839,1751712261,661811709,,2635375042000,1751709626284096377,1751709626282103808,5.339134216308594
2025/07/05/17:44:21.763558,7840,1751712261,762251053,,2635475232000,1751709626284205880,1751709626282109952,5.612296104431152
2025/07/05/17:44:21.863327,7841,1751712261,862268620,,2635575121000,1751709626284267867,1751709626282116352,5.754415035247803
2025/07/05/17:44:21.962345,7842,1751712261,961741978,,2635675325000,1751709626283836492,1751709626282121472,5.156135082244873
2025/07/05/17:44:22.063081,7843,1751712262,62240507,,2635775031000,1751709626284386297,1751709626282128128,5.641686916351318
2025/07/05/17:44:22.162576,7844,1751712262,161666899,,2635875037000,1751709626284156226,1751709626282134272,4.942584991455078
2025/07/05/17:44:22.263621,7845,1751712262,261920355,,2635975005000,1751709626284239991,1751709626282140672,5.31322717666626
2025/07/05/17:44:22.362473,7846,1751712262,362107956,,2636075222000,1751709626284133529,1751709626282146560,5.500985145568848
2025/07/05/17:44:22.462747,7847,1751712262,462129341,,2636175105000,1751709626284321842,1751709626282153472,5.399950981140137
2025/07/05/17:44:22.562695,7848,1751712262,562152372,,2636275247000,1751709626284135636,1751709626282159616,5.535367012023926
2025/07/05/17:44:22.662593,7849,1751712262,662193262,,2636375300000,1751709626284158892,1751709626282166016,5.461572170257568
2025/07/05/17:44:22.762416,7850,1751712262,761986965,,2636475081000,1751709626284209837,1751709626282172416,5.383511066436768
2025/07/05/17:44:22.862088,7851,1751712262,861545303,,2636575285000,1751709626283734301,1751709626282177536,5.043605804443359
2025/07/05/17:44:22.962489,7852,1751712262,962131511,,2636675018000,1751709626284405671,1751709626282184448,5.411444187164307
2025/07/05/17:44:23.062389,7853,1751712263,61603338,,2636774559000,1751709626284564375,1751709626282191872,4.9548659324646
2025/07/05/17:44:23.162695,7854,1751712263,162280810,,2636875339000,1751709626284085631,1751709626282197760,5.706470012664795
2025/07/05/17:44:23.262701,7855,1751712263,262300179,,2636975303000,1751709626284168780,1751709626282203904,5.652984142303467
2025/07/05/17:44:23.362342,7856,1751712263,361661058,,2637075453000,1751709626283670160,1751709626282208512,5.071046829223633
2025/07/05/17:44:23.463063,7857,1751712263,462104596,,2637175321000,1751709626284041728,1751709626282214144,5.4664459228515625
2025/07/05/17:44:23.562650,7858,1751712263,562241881,,2637275284000,1751709626284103255,1751709626282220032,5.703811168670654
2025/07/05/17:44:23.662397,7859,1751712263,662071557,,2637375449000,1751709626283863028,1751709626282225152,5.514819145202637
2025/07/05/17:44:23.762804,7860,1751712263,761971071,,2637475300000,1751709626283948440,1751709626282230528,5.440968036651611
2025/07/05/17:44:23.862760,7861,1751712263,862211940,,2637575366000,1751709626284047885,1751709626282236160,5.592604160308838
2025/07/05/17:44:23.962743,7862,1751712263,962173349,,2637675007000,1751709626284385268,1751709626282243072,5.5481648445129395
2025/07/05/17:44:24.062395,7863,1751712264,62052083,,2637775283000,1751709626284065780,1751709626282249216,5.402490139007568
2025/07/05/17:44:24.162555,7864,1751712264,162062996,,2637875091000,1751709626284264696,1751709626282255872,5.403364181518555
2025/07/05/17:44:24.262563,7865,1751712264,262025862,,2637974829000,1751709626284444223,1751709626282263040,5.500568866729736
2025/07/05/17:44:24.362443,7866,1751712264,362046082,,2638074781000,1751709626284563452,1751709626282270464,5.398525238037109
2025/07/05/17:44:24.462353,7867,1751712264,461963065,,2638175114000,1751709626284180350,1751709626282276864,5.332902908325195
2025/07/05/17:44:24.562735,7868,1751712264,562238370,,2638274499000,1751709626284950882,1751709626282285312,5.571997165679932
2025/07/05/17:44:24.662677,7869,1751712264,662036453,,2638375471000,1751709626283843456,1751709626282290432,5.439425945281982
2025/07/05/17:44:24.763031,7870,1751712264,762173091,,2638475121000,1751709626284259005,1751709626282296832,5.5812788009643555
2025/07/05/17:44:24.863455,7871,1751712264,862171067,,2638575113000,1751709626284263254,1751709626282303232,5.584906101226807
2025/07/05/17:44:24.962612,7872,1751712264,962176147,,2638674944000,1751709626284466154,1751709626282310144,5.526902198791504
2025/07/05/17:44:25.061574,7873,1751712265,61151156,,2638774520000,1751709626284351915,1751709626282316800,4.553834915161133
2025/07/05/17:44:25.162463,7874,1751712265,162102719,,2638874587000,1751709626284808071,1751709626282324736,5.410575866699219
2025/07/05/17:44:25.261989,7875,1751712265,261484261,,2638975303000,1751709626283750665,1751709626282329600,4.856386184692383
2025/07/05/17:44:25.362723,7876,1751712265,362291442,,2639075462000,1751709626283974103,1751709626282335232,5.7056660652160645
2025/07/05/17:44:25.463179,7877,1751712265,462229756,,2639175118000,1751709626284302916,1751709626282341888,5.612430095672607
2025/07/05/17:44:25.561811,7878,1751712265,561353348,,2639275095000,1751709626283839805,1751709626282347264,4.83247184753418
2025/07/05/17:44:25.663037,7879,1751712265,662133722,,2639375275000,1751709626284079271,1751709626282353408,5.553757190704346
2025/07/05/17:44:25.762290,7880,1751712265,761543400,,2639475459000,1751709626283607371,1751709626282358016,4.948674201965332
2025/07/05/17:44:25.862724,7881,1751712265,862085317,,2639575310000,1751709626284024907,1751709626282363648,5.49600076675415
2025/07/05/17:44:25.962274,7882,1751712265,962050138,,2639675450000,1751709626283873683,1751709626282368768,5.447987079620361
2025/07/05/17:44:26.062248,7883,1751712266,61652902,,2639775145000,1751709626283976102,1751709626282374144,5.058016777038574
2025/07/05/17:44:26.162362,7884,1751712266,161540740,,2639875244000,1751709626283777238,1751709626282379008,5.033864974975586
2025/07/05/17:44:26.263216,7885,1751712266,262314423,,2639975306000,1751709626284140124,1751709626282384896,5.731828212738037
2025/07/05/17:44:26.362311,7886,1751712266,361537675,,2640075386000,1751709626283693128,1751709626282389504,4.911509990692139
2025/07/05/17:44:26.462618,7887,1751712266,462236097,,2640175469000,1751709626283934780,1751709626282394880,5.660131931304932
2025/07/05/17:44:26.561373,7888,1751712266,561018191,,2640275097000,1751709626283732614,1751709626282399744,4.373126029968262
2025/07/05/17:44:26.662568,7889,1751712266,661880001,,2640375301000,1751709626283904845,1751709626282405120,5.342826843261719
2025/07/05/17:44:26.763368,7890,1751712266,762238478,,2640474552000,1751709626284913925,1751709626282413312,5.540538787841797
2025/07/05/17:44:26.863068,7891,1751712266,862270942,,2640574603000,1751709626284871820,1751709626282421504,5.587226867675781
2025/07/05/17:44:26.962743,7892,1751712266,962152140,,2640675277000,1751709626284147817,1751709626282427392,5.449781894683838
2025/07/05/17:44:27.063022,7893,1751712267,62138066,,2640775458000,1751709626283921543,1751709626282433024,5.511981010437012
2025/07/05/17:44:27.182908,7894,1751712267,181991355,,2640895273000,1751709626274093180,1751709626282433024,25.238210678100586
2025/07/05/17:44:27.263223,7895,1751712267,262311375,,2640975233000,1751709626284279374,1751709626282439680,5.593000888824463
2025/07/05/17:44:27.362476,7896,1751712267,362094879,,2641075270000,1751709626284142749,1751709626282445824,5.358755111694336
2025/07/05/17:44:27.462754,7897,1751712267,462174039,,2641174565000,1751709626284877956,1751709626282454016,5.457087993621826
2025/07/05/17:44:27.562359,7898,1751712267,561576445,,2641275357000,1751709626283731850,1751709626282458880,4.970277786254883
2025/07/05/17:44:27.662681,7899,1751712267,662049055,,2641375467000,1751709626283834529,1751709626282464000,5.490044116973877
2025/07/05/17:44:27.762503,7900,1751712267,762083099,,2641475031000,1751709626284371428,1751709626282470656,5.357461929321289
2025/07/05/17:44:27.862701,7901,1751712267,862255007,,2641575296000,1751709626284121444,1751709626282476544,5.669068813323975
2025/07/05/17:44:27.962821,7902,1751712267,962286199,,2641675238000,1751709626284211575,1751709626282482688,5.667130947113037
2025/07/05/17:44:28.062757,7903,1751712268,62282006,,2641775294000,1751709626284172926,1751709626282488832,5.624786853790283
2025/07/05/17:44:28.182868,7904,1751712268,182223288,,2641895118000,1751709626274366546,1751709626282488832,25.472192764282227
2025/07/05/17:44:28.262248,7905,1751712268,261514670,,2641975467000,1751709626283650222,1751709626282493440,4.789316177368164
2025/07/05/17:44:28.362615,7906,1751712268,362142417,,2642075463000,1751709626283976586,1751709626282498816,5.399896144866943
2025/07/05/17:44:28.462949,7907,1751712268,462168879,,2642174518000,1751709626284864923,1751709626282507008,5.566964149475098
2025/07/05/17:44:28.582622,7908,1751712268,581493303,,2642295216000,1751709626273899961,1751709626282507008,24.75013542175293
2025/07/05/17:44:28.683015,7909,1751712268,682113623,,2642395292000,1751709626274123883,1751709626282507008,25.388805389404297
2025/07/05/17:44:28.782675,7910,1751712268,782135259,,2642495301000,1751709626274115136,1751709626282507008,25.434030532836914
2025/07/05/17:44:28.862146,7911,1751712268,861326949,,2642575108000,1751709626283919832,1751709626282512384,4.593379974365234
2025/07/05/17:44:28.963122,7912,1751712268,962191877,,2642675086000,1751709626284363464,1751709626282519040,5.480134963989258
2025/07/05/17:44:29.062445,7913,1751712269,61642475,,2642775295000,1751709626283822655,1751709626282524160,5.044794082641602
2025/07/05/17:44:29.184247,7914,1751712269,182761457,,2642895464000,1751709626274184963,1751709626282524160,26.211811065673828
2025/07/05/17:44:29.262674,7915,1751712269,261904601,,2642975467000,1751709626283787063,1751709626282529024,5.295783996582031
2025/07/05/17:44:29.362220,7916,1751712269,361439222,,2643075306000,1751709626283678561,1751709626282533632,4.905145168304443
2025/07/05/17:44:29.462379,7917,1751712269,462077475,,2643175245000,1751709626284161342,1751709626282539776,5.33768892288208
2025/07/05/17:44:29.563019,7918,1751712269,562333875,,2643275297000,1751709626284139588,1751709626282545664,5.789906024932861
2025/07/05/17:44:29.662906,7919,1751712269,662234863,,2643375042000,1751709626284324180,1751709626282552320,5.732725143432617
2025/07/05/17:44:29.761480,7920,1751712269,761142929,,2643475114000,1751709626283760914,1751709626282557184,4.530776023864746
2025/07/05/17:44:29.882486,7921,1751712269,881764687,,2643594921000,1751709626274269519,1751709626282557184,25.141767501831055
2025/07/05/17:44:29.962588,7922,1751712269,962143331,,2643675289000,1751709626284123369,1751709626282563072,5.456937789916992
2025/07/05/17:44:30.062488,7923,1751712270,62119304,,2643775471000,1751709626283865022,1751709626282568192,5.56154203414917
2025/07/05/17:44:30.182614,7924,1751712270,181847793,,2643894459000,1751709626274765037,1751709626282568192,25.237836837768555
2025/07/05/17:44:30.282902,7925,1751712270,282229803,,2643995109000,1751709626274339620,1751709626282568192,25.554662704467773
2025/07/05/17:44:30.362704,7926,1751712270,361877440,,2644075466000,1751709626283840080,1751709626282573312,5.137697219848633
2025/07/05/17:44:30.462741,7927,1751712270,462238806,,2644174939000,1751709626284544622,1751709626282580480,5.50428581237793
2025/07/05/17:44:30.562794,7928,1751712270,562274274,,2644275004000,1751709626284435509,1751709626282587392,5.664090156555176
2025/07/05/17:44:30.663145,7929,1751712270,662323824,,2644375016000,1751709626284420385,1751709626282594304,5.769813060760498
2025/07/05/17:44:30.762466,7930,1751712270,762062471,,2644475017000,1751709626284311323,1751709626282600704,5.464270114898682
2025/07/05/17:44:30.861930,7931,1751712270,861430382,,2644574838000,1751709626284168917,1751709626282606848,4.84138822555542
2025/07/05/17:44:30.962896,7932,1751712270,962304862,,2644675082000,1751709626284367678,1751709626282613504,5.705412864685059
2025/07/05/17:44:31.083660,7933,1751712271,82330977,,2644795460000,1751709626273978371,1751709626282613504,25.76842498779297
2025/07/05/17:44:31.162328,7934,1751712271,161499119,,2644875295000,1751709626283745416,1751709626282618112,4.912890911102295
2025/07/05/17:44:31.263523,7935,1751712271,261970586,,2644975434000,1751709626283865818,1751709626282622976,5.336778163909912
2025/07/05/17:44:31.363366,7936,1751712271,362246700,,2645075355000,1751709626284063194,1751709626282628352,5.6522979736328125
2025/07/05/17:44:31.462825,7937,1751712271,462028149,,2645175293000,1751709626284003363,1751709626282633728,5.455121994018555
2025/07/05/17:44:31.563221,7938,1751712271,562270700,,2645275145000,1751709626284299971,1751709626282639872,5.64488410949707
2025/07/05/17:44:31.682951,7939,1751712271,682444789,,2645394783000,1751709626274807865,1751709626282639872,25.703205108642578
2025/07/05/17:44:31.783988,7940,1751712271,783170834,,2645494718000,1751709626275208015,1751709626282639872,26.465179443359375
2025/07/05/17:44:31.881829,7941,1751712271,881321830,,2645595269000,1751709626273702205,1751709626282639872,24.696367263793945
2025/07/05/17:44:31.962588,7942,1751712271,962083257,,2645675015000,1751709626284324308,1751709626282646528,5.483127117156982
2025/07/05/17:44:32.062711,7943,1751712272,62009923,,2645775448000,1751709626283889228,1751709626282651648,5.340487957000732
2025/07/05/17:44:32.161789,7944,1751712272,161072170,,2645875450000,1751709626283427174,1751709626282655488,4.382258892059326
2025/07/05/17:44:32.262836,7945,1751712272,262285286,,2645975498000,1751709626284008449,1751709626282661120,5.551681041717529
2025/07/05/17:44:32.362973,7946,1751712272,362116550,,2646075472000,1751709626283919528,1751709626282666496,5.444478988647461
2025/07/05/17:44:32.462738,7947,1751712272,462226704,,2646174866000,1751709626284542879,1751709626282673664,5.629946231842041
2025/07/05/17:44:32.563093,7948,1751712272,562271284,,2646275462000,1751709626284035589,1751709626282679296,5.5425238609313965
2025/07/05/17:44:32.682783,7949,1751712272,682332269,,2646395469000,1751709626274035303,1751709626282679296,25.650737762451172
2025/07/05/17:44:32.761605,7950,1751712272,761187993,,2646475469000,1751709626283427480,1751709626282683136,4.577960968017578
2025/07/05/17:44:32.881787,7951,1751712272,881205827,,2646595306000,1751709626273637426,1751709626282683136,24.52131462097168
2025/07/05/17:44:32.961692,7952,1751712272,961227449,,2646675323000,1751709626283637232,1751709626282687488,4.528726100921631
2025/07/05/17:44:33.062326,7953,1751712273,61283844,,2646775295000,1751709626283673638,1751709626282692096,4.6255598068237305
2025/07/05/17:44:33.182115,7954,1751712273,181362425,,2646895319000,1751709626273621567,1751709626282692096,24.840072631835938
2025/07/05/17:44:33.261862,7955,1751712273,261270550,,2646975228000,1751709626283743759,1751709626282696960,4.592057228088379
2025/07/05/17:44:33.362237,7956,1751712273,361270351,,2647075120000,1751709626283804826,1751709626282701824,4.686225891113281
2025/07/05/17:44:33.462676,7957,1751712273,462250381,,2647175452000,1751709626283960821,1751709626282706944,5.66947078704834
2025/07/05/17:44:33.562771,7958,1751712273,562281432,,2647275454000,1751709626284058398,1751709626282712320,5.533294200897217
2025/07/05/17:44:33.683128,7959,1751712273,682328645,,2647394832000,1751709626274650799,1751709626282712320,25.688047409057617
2025/07/05/17:44:33.761725,7960,1751712273,761223603,,2647475112000,1751709626283797369,1751709626282716928,4.622796058654785
2025/07/05/17:44:33.882471,7961,1751712273,882075747,,2647595114000,1751709626274273381,1751709626282716928,25.37356185913086
2025/07/05/17:44:33.961730,7962,1751712273,961229643,,2647674801000,1751709626284152700,1751709626282722816,4.547073841094971
2025/07/05/17:44:34.061847,7963,1751712274,61242462,,2647775346000,1751709626283637236,1751709626282726912,4.513560771942139
2025/07/05/17:44:34.183036,7964,1751712274,182269037,,2647895292000,1751709626274201637,1751709626282726912,25.547269821166992
2025/07/05/17:44:34.262060,7965,1751712274,261285261,,2647975034000,1751709626283867309,1751709626282731776,4.762319087982178
2025/07/05/17:44:34.363080,7966,1751712274,362325967,,2648075091000,1751709626284325383,1751709626282738176,5.814111232757568
2025/07/05/17:44:34.462466,7967,1751712274,462083176,,2648174920000,1751709626284427590,1751709626282744832,5.465489864349365
2025/07/05/17:44:34.563000,7968,1751712274,562299403,,2648275100000,1751709626284382781,1751709626282751232,5.627501964569092
2025/07/05/17:44:34.663188,7969,1751712274,662301016,,2648375243000,1751709626284267480,1751709626282757376,5.576037883758545
2025/07/05/17:44:34.762908,7970,1751712274,762230289,,2648475245000,1751709626284195087,1751709626282763520,5.575112819671631
2025/07/05/17:44:34.862077,7971,1751712274,861141777,,2648574931000,1751709626283971330,1751709626282768896,4.475008964538574
2025/07/05/17:44:34.961858,7972,1751712274,961143937,,2648674882000,1751709626284061600,1751709626282774528,4.395853042602539
2025/07/05/17:44:35.062013,7973,1751712275,61162471,,2648775121000,1751709626283721622,1751709626282779136,4.634974002838135
2025/07/05/17:44:35.161546,7974,1751712275,161143483,,2648874824000,1751709626284051820,1751709626282784768,4.530601978302002
2025/07/05/17:44:35.282019,7975,1751712275,281266812,,2648995299000,1751709626273670161,1751709626282784768,24.591331481933594
2025/07/05/17:44:35.362003,7976,1751712275,361203061,,2649075447000,1751709626283481378,1751709626282788608,4.544467926025391
2025/07/05/17:44:35.461656,7977,1751712275,461146276,,2649175120000,1751709626283711773,1751709626282792960,4.624165058135986
2025/07/05/17:44:35.562106,7978,1751712275,561266847,,2649275277000,1751709626283653561,1751709626282797312,4.666959762573242
2025/07/05/17:44:35.662611,7979,1751712275,661705833,,2649375171000,1751709626283971829,1751709626282802432,5.120607852935791
2025/07/05/17:44:35.762069,7980,1751712275,761231256,,2649475107000,1751709626283806624,1751709626282807040,4.630386829376221
2025/07/05/17:44:35.862091,7981,1751712275,861244746,,2649575469000,1751709626283446784,1751709626282810624,4.65315580368042
2025/07/05/17:44:35.982889,7982,1751712275,982233975,,2649694534000,1751709626274842727,1751709626282810624,25.710535049438477
2025/07/05/17:44:36.061969,7983,1751712276,61231709,,2649775033000,1751709626283839937,1751709626282815488,4.7124481201171875
2025/07/05/17:44:36.161807,7984,1751712276,161314969,,2649875303000,1751709626283656515,1751709626282819840,4.706276893615723
2025/07/05/17:44:36.262377,7985,1751712276,261303589,,2649975054000,1751709626283863004,1751709626282824704,4.767495155334473
2025/07/05/17:44:36.362053,7986,1751712276,361301806,,2650075112000,1751709626283801665,1751709626282829312,4.771659851074219
2025/07/05/17:44:36.461615,7987,1751712276,461152875,,2650175014000,1751709626283910595,1751709626282834432,4.451266765594482
2025/07/05/17:44:36.562487,7988,1751712276,562035759,,2650275307000,1751709626284066598,1751709626282840064,5.31790018081665
2025/07/05/17:44:36.662935,7989,1751712276,662232428,,2650375301000,1751709626284107694,1751709626282845696,5.641613960266113
2025/07/05/17:44:36.761785,7990,1751712276,761218455,,2650475298000,1751709626283667924,1751709626282850048,4.500188827514648
