time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fix_type,.lat,.lon,.alt,.eph,.epv,.vel,.cog,.satellites_visible,.alt_ellipsoid,.h_acc,.v_acc,.vel_acc,.hdg_acc,.yaw,.dgps_numch,.dgps_age
2025/07/05/17:44:13.305199,7262,1751712253,173540352,/wgs84,4,-72870829,1127959232,18760,56,86,21,32210,22,36089,1273,1746,513,0,0,255,4294967295
2025/07/05/17:44:13.462795,7263,1751712253,373556736,/wgs84,4,-72870826,1127959230,18780,56,86,17,32210,22,36110,1277,1749,455,0,0,255,4294967295
2025/07/05/17:44:13.582973,7264,1751712253,373564160,/wgs84,4,-72870826,1127959230,18780,56,86,17,32210,22,36110,1277,1749,455,0,0,255,4294967295
2025/07/05/17:44:13.684204,7265,1751712253,573573888,/wgs84,4,-72870822,1127959227,18790,56,86,16,32210,22,36119,1281,1751,473,0,0,255,4294967295
2025/07/05/17:44:13.804053,7266,1751712253,773580032,/wgs84,4,-72870819,1127959223,18830,56,86,19,32210,22,36159,1286,1751,484,0,0,255,4294967295
2025/07/05/17:44:13.882544,7267,1751712253,773580032,/wgs84,4,-72870819,1127959223,18830,56,86,19,32210,22,36159,1286,1751,484,0,0,255,4294967295
2025/07/05/17:44:14.004401,7268,1751712253,973586944,/wgs84,4,-72870817,1127959220,18810,56,86,11,32210,22,36139,1290,1755,432,0,0,255,4294967295
2025/07/05/17:44:14.082511,7269,1751712253,973592576,/wgs84,4,-72870817,1127959220,18810,56,86,11,32210,22,36139,1290,1755,432,0,0,255,4294967295
2025/07/05/17:44:14.182540,7270,1751712253,973597184,/wgs84,4,-72870817,1127959220,18810,56,86,11,32210,22,36139,1290,1755,432,0,0,255,4294967295
2025/07/05/17:44:14.304172,7271,1751712254,173604864,/wgs84,4,-72870814,1127959217,18800,56,86,19,32210,22,36129,1293,1761,409,0,0,255,4294967295
2025/07/05/17:44:14.427652,7272,1751712254,373609728,/wgs84,4,-72870809,1127959215,18770,56,86,21,32210,22,36099,1296,1767,393,0,0,255,4294967295
2025/07/05/17:44:14.583292,7273,1751712254,373623808,/wgs84,4,-72870809,1127959215,18770,56,86,21,32210,22,36099,1296,1767,393,0,0,255,4294967295
2025/07/05/17:44:14.663031,7274,1751712254,573629696,/wgs84,4,-72870805,1127959213,18730,56,86,28,32210,22,36059,1297,1772,372,0,0,255,4294967295
2025/07/05/17:44:14.763072,7275,1751712254,573636352,/wgs84,4,-72870805,1127959213,18730,56,86,28,32210,22,36059,1297,1772,372,0,0,255,4294967295
2025/07/05/17:44:14.863028,7276,1751712254,773642496,/wgs84,4,-72870802,1127959210,18610,56,86,17,32210,22,35939,1288,1761,265,0,0,255,4294967295
2025/07/05/17:44:14.963336,7277,1751712254,773649152,/wgs84,4,-72870802,1127959210,18610,56,86,17,32210,22,35939,1288,1761,265,0,0,255,4294967295
2025/07/05/17:44:15.062678,7278,1751712254,973655296,/wgs84,4,-72870797,1127959208,18570,56,86,20,32210,22,35899,1282,1760,294,0,0,255,4294967295
2025/07/05/17:44:15.163988,7279,1751712254,973661184,/wgs84,4,-72870797,1127959208,18570,56,86,20,32210,22,35899,1282,1760,294,0,0,255,4294967295
2025/07/05/17:44:15.262491,7280,1751712255,173667328,/wgs84,4,-72870793,1127959205,18540,56,86,21,32210,22,35869,1279,1760,320,0,0,255,4294967295
2025/07/05/17:44:15.362519,7281,1751712255,173673216,/wgs84,4,-72870793,1127959205,18540,56,86,21,32210,22,35869,1279,1760,320,0,0,255,4294967295
2025/07/05/17:44:15.523897,7282,1751712255,373683200,/wgs84,4,-72870788,1127959202,18550,56,86,24,32210,22,35879,1279,1763,348,0,0,255,4294967295
2025/07/05/17:44:15.628272,7283,1751712255,573688320,/wgs84,4,-72870785,1127959200,18540,56,86,21,32210,22,35869,1280,1766,445,0,0,255,4294967295
2025/07/05/17:44:15.702755,7284,1751712255,573696768,/wgs84,4,-72870785,1127959200,18540,56,86,21,32210,22,35869,1280,1766,445,0,0,255,4294967295
2025/07/05/17:44:15.803752,7285,1751712255,773704960,/wgs84,4,-72870782,1127959198,18490,56,86,18,32210,22,35819,1278,1765,316,0,0,255,4294967295
2025/07/05/17:44:15.923342,7286,1751712255,773712640,/wgs84,4,-72870782,1127959198,18490,56,86,18,32210,22,35819,1278,1765,316,0,0,255,4294967295
2025/07/05/17:44:16.026009,7287,1751712255,973718272,/wgs84,4,-72870778,1127959197,18440,56,86,26,32210,22,35769,1273,1755,301,0,0,255,4294967295
2025/07/05/17:44:16.103275,7288,1751712255,973725440,/wgs84,4,-72870778,1127959197,18440,56,86,26,32210,22,35769,1273,1755,301,0,0,255,4294967295
2025/07/05/17:44:16.205690,7289,1751712256,173732864,/wgs84,4,-72870774,1127959197,18420,56,86,23,32210,22,35749,1268,1745,347,0,0,255,4294967295
2025/07/05/17:44:16.282637,7290,1751712256,173740544,/wgs84,4,-72870774,1127959197,18420,56,86,23,32210,22,35749,1268,1745,347,0,0,255,4294967295
2025/07/05/17:44:16.404767,7291,1751712256,173746688,/wgs84,4,-72870774,1127959197,18420,56,86,23,32210,22,35749,1268,1745,347,0,0,255,4294967295
2025/07/05/17:44:16.562721,7292,1751712256,373759744,/wgs84,4,-72870771,1127959198,18400,56,86,28,32210,22,35729,1266,1745,354,0,0,255,4294967295
2025/07/05/17:44:16.643487,7293,1751712256,573759744,/wgs84,4,-72870765,1127959196,18390,57,89,38,32210,21,35719,1265,1746,385,0,0,255,4294967295
2025/07/05/17:44:16.723855,7294,1751712256,573767680,/wgs84,4,-72870765,1127959196,18390,57,89,38,32210,21,35719,1265,1746,385,0,0,255,4294967295
2025/07/05/17:44:16.827851,7295,1751712256,773775872,/wgs84,4,-72870759,1127959195,18390,57,89,28,32210,21,35719,1263,1746,300,0,0,255,4294967295
2025/07/05/17:44:16.922904,7296,1751712256,773782528,/wgs84,4,-72870759,1127959195,18390,57,89,28,32210,21,35719,1263,1746,300,0,0,255,4294967295
2025/07/05/17:44:17.044680,7297,1751712256,973787904,/wgs84,4,-72870754,1127959195,18340,57,89,39,32210,21,35669,1263,1746,358,0,0,255,4294967295
2025/07/05/17:44:17.143957,7298,1751712256,973794048,/wgs84,4,-72870754,1127959195,18340,57,89,39,32210,21,35669,1263,1746,358,0,0,255,4294967295
2025/07/05/17:44:17.225963,7299,1751712257,173801728,/wgs84,4,-72870745,1127959193,18360,57,89,65,33283,21,35689,1263,1742,394,0,0,255,4294967295
2025/07/05/17:44:17.303015,7300,1751712257,173808896,/wgs84,4,-72870745,1127959193,18360,57,89,65,33283,21,35689,1263,1742,394,0,0,255,4294967295
2025/07/05/17:44:17.483297,7301,1751712257,373819904,/wgs84,4,-72870736,1127959192,18360,57,89,56,33776,21,35689,1263,1740,387,0,0,255,4294967295
2025/07/05/17:44:17.604695,7302,1751712257,573826816,/wgs84,4,-72870726,1127959189,18380,57,89,64,33164,21,35709,1262,1743,385,0,0,255,4294967295
2025/07/05/17:44:17.704316,7303,1751712257,573833728,/wgs84,4,-72870726,1127959189,18380,57,89,64,33164,21,35709,1262,1743,385,0,0,255,4294967295
2025/07/05/17:44:17.783021,7304,1751712257,573841920,/wgs84,4,-72870726,1127959189,18380,57,89,64,33164,21,35709,1262,1743,385,0,0,255,4294967295
2025/07/05/17:44:17.904171,7305,1751712257,773847808,/wgs84,4,-72870716,1127959187,18400,56,86,76,34677,22,35729,1261,1744,366,0,0,255,4294967295
2025/07/05/17:44:18.004683,7306,1751712257,973852928,/wgs84,4,-72870709,1127959186,18330,56,86,43,33636,22,35659,1257,1743,400,0,0,255,4294967295
2025/07/05/17:44:18.084209,7307,1751712257,973858048,/wgs84,4,-72870709,1127959186,18330,56,86,43,33636,22,35659,1257,1743,400,0,0,255,4294967295
2025/07/05/17:44:18.183641,7308,1751712257,973863936,/wgs84,4,-72870709,1127959186,18330,56,86,43,33636,22,35659,1257,1743,400,0,0,255,4294967295
2025/07/05/17:44:18.263237,7309,1751712258,173870592,/wgs84,4,-72870701,1127959183,18330,56,86,63,33765,22,35659,1256,1746,377,0,0,255,4294967295
2025/07/05/17:44:18.362387,7310,1751712258,173876224,/wgs84,4,-72870701,1127959183,18330,56,86,63,33765,22,35659,1256,1746,377,0,0,255,4294967295
2025/07/05/17:44:18.542887,7311,1751712258,373883904,/wgs84,4,-72870692,1127959181,18340,56,86,51,33971,22,35669,1256,1748,348,0,0,255,4294967295
2025/07/05/17:44:18.641616,7312,1751712258,573889792,/wgs84,4,-72870684,1127959181,18320,56,86,46,33971,22,35649,1257,1750,353,0,0,255,4294967295
2025/07/05/17:44:18.723875,7313,1751712258,573897984,/wgs84,4,-72870684,1127959181,18320,56,86,46,33971,22,35649,1257,1750,353,0,0,255,4294967295
2025/07/05/17:44:18.806852,7314,1751712258,773904384,/wgs84,4,-72870676,1127959181,18300,56,86,43,34119,22,35630,1257,1754,376,0,0,255,4294967295
2025/07/05/17:44:18.904163,7315,1751712258,773910272,/wgs84,4,-72870676,1127959181,18300,56,86,43,34119,22,35630,1257,1754,376,0,0,255,4294967295
2025/07/05/17:44:19.006042,7316,1751712258,973916672,/wgs84,4,-72870668,1127959179,18280,56,86,50,34957,22,35609,1255,1756,357,0,0,255,4294967295
2025/07/05/17:44:19.103073,7317,1751712258,973922048,/wgs84,4,-72870668,1127959179,18280,56,86,50,34957,22,35609,1255,1756,357,0,0,255,4294967295
2025/07/05/17:44:19.205239,7318,1751712259,173930752,/wgs84,4,-72870661,1127959180,18240,56,86,38,35082,22,35569,1249,1756,327,0,0,255,4294967295
2025/07/05/17:44:19.283148,7319,1751712259,173937920,/wgs84,4,-72870661,1127959180,18240,56,86,38,35082,22,35569,1249,1756,327,0,0,255,4294967295
2025/07/05/17:44:19.406172,7320,1751712259,375944320,/wgs84,4,-72870653,1127959180,18210,57,89,47,35215,21,35539,1246,1759,345,0,0,255,4294967295
2025/07/05/17:44:19.582367,7321,1751712259,375957888,/wgs84,4,-72870653,1127959180,18210,57,89,47,35215,21,35539,1246,1759,345,0,0,255,4294967295
2025/07/05/17:44:19.662767,7322,1751712259,575963520,/wgs84,4,-72870644,1127959181,18200,57,89,42,35343,21,35529,1242,1760,293,0,0,255,4294967295
2025/07/05/17:44:19.762391,7323,1751712259,575968640,/wgs84,4,-72870644,1127959181,18200,57,89,42,35343,21,35529,1242,1760,293,0,0,255,4294967295
2025/07/05/17:44:19.863447,7324,1751712259,775974272,/wgs84,4,-72870639,1127959183,18170,57,89,28,35343,21,35499,1234,1757,292,0,0,255,4294967295
2025/07/05/17:44:20.004735,7325,1751712259,975982976,/wgs84,4,-72870633,1127959185,18190,57,89,49,35481,21,35519,1226,1754,291,0,0,255,4294967295
2025/07/05/17:44:20.103962,7326,1751712259,975991936,/wgs84,4,-72870633,1127959185,18190,57,89,49,35481,21,35519,1226,1754,291,0,0,255,4294967295
2025/07/05/17:44:20.205148,7327,1751712260,176000384,/wgs84,4,-72870628,1127959185,18160,56,86,29,35326,22,35489,1214,1751,300,0,0,255,4294967295
2025/07/05/17:44:20.283325,7328,1751712260,176009088,/wgs84,4,-72870628,1127959185,18160,56,86,29,35326,22,35489,1214,1751,300,0,0,255,4294967295
2025/07/05/17:44:20.424872,7329,1751712260,376014976,/wgs84,4,-72870622,1127959186,18160,56,86,40,35719,22,35489,1208,1755,330,0,0,255,4294967295
2025/07/05/17:44:20.583252,7330,1751712260,376028800,/wgs84,4,-72870622,1127959186,18160,56,86,40,35719,22,35489,1208,1755,330,0,0,255,4294967295
2025/07/05/17:44:20.703919,7331,1751712260,575037248,/wgs84,4,-72870616,1127959187,18140,56,86,37,35392,22,35469,1205,1762,359,0,0,255,4294967295
2025/07/05/17:44:20.783382,7332,1751712260,575043136,/wgs84,4,-72870616,1127959187,18140,56,86,37,35392,22,35469,1205,1762,359,0,0,255,4294967295
2025/07/05/17:44:20.904203,7333,1751712260,775051072,/wgs84,4,-72870612,1127959190,18130,56,86,30,35392,22,35459,1200,1769,327,0,0,255,4294967295
2025/07/05/17:44:21.004691,7334,1751712260,975057216,/wgs84,4,-72870607,1127959191,18120,56,86,40,35129,22,35449,1195,1776,331,0,0,255,4294967295
2025/07/05/17:44:21.083511,7335,1751712260,975062592,/wgs84,4,-72870607,1127959191,18120,56,86,40,35129,22,35449,1195,1776,331,0,0,255,4294967295
2025/07/05/17:44:21.205678,7336,1751712261,175068736,/wgs84,4,-72870601,1127959192,18170,56,86,29,35129,22,35500,1194,1784,371,0,0,255,4294967295
2025/07/05/17:44:21.303941,7337,1751712261,175074880,/wgs84,4,-72870601,1127959192,18170,56,86,29,35129,22,35500,1194,1784,371,0,0,255,4294967295
2025/07/05/17:44:21.382425,7338,1751712261,175081280,/wgs84,4,-72870601,1127959192,18170,56,86,29,35129,22,35500,1194,1784,371,0,0,255,4294967295
2025/07/05/17:44:21.562997,7339,1751712261,375097664,/wgs84,4,-72870596,1127959193,18200,57,89,37,35073,21,35529,1193,1788,380,0,0,255,4294967295
2025/07/05/17:44:21.663716,7340,1751712261,575103808,/wgs84,4,-72870590,1127959195,18170,57,89,28,35073,21,35499,1192,1792,346,0,0,255,4294967295
2025/07/05/17:44:21.742380,7341,1751712261,575103808,/wgs84,4,-72870590,1127959195,18170,57,89,28,35073,21,35499,1192,1792,346,0,0,255,4294967295
2025/07/05/17:44:21.843139,7342,1751712261,775109952,/wgs84,4,-72870584,1127959198,18190,57,89,36,35073,21,35519,1190,1796,364,0,0,255,4294967295
2025/07/05/17:44:21.962435,7343,1751712261,775121472,/wgs84,4,-72870584,1127959198,18190,57,89,36,35073,21,35519,1190,1796,364,0,0,255,4294967295
2025/07/05/17:44:22.062946,7344,1751712261,975128128,/wgs84,4,-72870578,1127959200,18250,56,86,22,35073,22,35579,1188,1798,283,0,0,255,4294967295
2025/07/05/17:44:22.162453,7345,1751712261,975134272,/wgs84,4,-72870578,1127959200,18250,56,86,22,35073,22,35579,1188,1798,283,0,0,255,4294967295
2025/07/05/17:44:22.263818,7346,1751712262,175140672,/wgs84,4,-72870574,1127959207,18300,56,86,32,35073,22,35629,1183,1798,329,0,0,255,4294967295
2025/07/05/17:44:22.404974,7347,1751712262,375146560,/wgs84,4,-72870568,1127959213,18280,56,86,31,35073,22,35609,1181,1799,354,0,0,255,4294967295
2025/07/05/17:44:22.545325,7348,1751712262,375153472,/wgs84,4,-72870568,1127959213,18280,56,86,31,35073,22,35609,1181,1799,354,0,0,255,4294967295
2025/07/05/17:44:22.644019,7349,1751712262,575159616,/wgs84,4,-72870563,1127959216,18300,56,86,27,35073,22,35629,1179,1799,333,0,0,255,4294967295
2025/07/05/17:44:22.722982,7350,1751712262,575166016,/wgs84,4,-72870563,1127959216,18300,56,86,27,35073,22,35629,1179,1799,333,0,0,255,4294967295
2025/07/05/17:44:22.805916,7351,1751712262,775172416,/wgs84,4,-72870560,1127959218,18380,56,86,14,35073,22,35709,1177,1791,307,0,0,255,4294967295
2025/07/05/17:44:22.881920,7352,1751712262,775177536,/wgs84,4,-72870560,1127959218,18380,56,86,14,35073,22,35709,1177,1791,307,0,0,255,4294967295
2025/07/05/17:44:23.004826,7353,1751712262,975184448,/wgs84,4,-72870557,1127959221,18370,56,86,29,35073,22,35699,1173,1788,323,0,0,255,4294967295
2025/07/05/17:44:23.082690,7354,1751712262,975191872,/wgs84,4,-72870557,1127959221,18370,56,86,29,35073,22,35699,1173,1788,323,0,0,255,4294967295
2025/07/05/17:44:23.182652,7355,1751712262,975197760,/wgs84,4,-72870557,1127959221,18370,56,86,29,35073,22,35699,1173,1788,323,0,0,255,4294967295
2025/07/05/17:44:23.303478,7356,1751712263,175203904,/wgs84,4,-72870555,1127959225,18330,56,86,22,35073,22,35660,1161,1780,249,0,0,255,4294967295
2025/07/05/17:44:23.426430,7357,1751712263,375208512,/wgs84,4,-72870550,1127959227,18340,56,86,37,35701,22,35669,1155,1781,333,0,0,255,4294967295
2025/07/05/17:44:23.562759,7358,1751712263,375220032,/wgs84,4,-72870550,1127959227,18340,56,86,37,35701,22,35669,1155,1781,333,0,0,255,4294967295
2025/07/05/17:44:23.662601,7359,1751712263,575225152,/wgs84,4,-72870543,1127959228,18360,56,86,37,35701,22,35689,1156,1787,390,0,0,255,4294967295
2025/07/05/17:44:23.762756,7360,1751712263,575230528,/wgs84,4,-72870543,1127959228,18360,56,86,37,35701,22,35689,1156,1787,390,0,0,255,4294967295
2025/07/05/17:44:23.842140,7361,1751712263,775230528,/wgs84,4,-72870537,1127959229,18360,56,86,30,35701,22,35690,1157,1787,400,0,0,255,4294967295
2025/07/05/17:44:23.943368,7362,1751712263,775236160,/wgs84,4,-72870537,1127959229,18360,56,86,30,35701,22,35690,1157,1787,400,0,0,255,4294967295
2025/07/05/17:44:24.041798,7363,1751712263,975243072,/wgs84,4,-72870532,1127959232,18380,56,86,32,35701,22,35709,1158,1786,362,0,0,255,4294967295
2025/07/05/17:44:24.123085,7364,1751712263,975249216,/wgs84,4,-72870532,1127959232,18380,56,86,32,35701,22,35709,1158,1786,362,0,0,255,4294967295
2025/07/05/17:44:24.226497,7365,1751712264,175255872,/wgs84,4,-72870526,1127959235,18380,56,86,34,35701,22,35709,1161,1786,425,0,0,255,4294967295
2025/07/05/17:44:24.310519,7366,1751712264,175263040,/wgs84,4,-72870526,1127959235,18380,56,86,34,35701,22,35709,1161,1786,425,0,0,255,4294967295
2025/07/05/17:44:24.445544,7367,1751712264,375270464,/wgs84,4,-72870521,1127959238,18460,56,86,22,35701,22,35790,1164,1778,380,0,0,255,4294967295
2025/07/05/17:44:24.604405,7368,1751712264,575285312,/wgs84,4,-72870517,1127959240,18480,56,86,23,35701,22,35809,1166,1777,347,0,0,255,4294967295
2025/07/05/17:44:24.683886,7369,1751712264,575290432,/wgs84,4,-72870517,1127959240,18480,56,86,23,35701,22,35809,1166,1777,347,0,0,255,4294967295
2025/07/05/17:44:24.804632,7370,1751712264,775296832,/wgs84,4,-72870511,1127959243,18520,56,86,30,35701,22,35850,1167,1782,361,0,0,255,4294967295
2025/07/05/17:44:24.904577,7371,1751712264,775303232,/wgs84,4,-72870511,1127959243,18520,56,86,30,35701,22,35850,1167,1782,361,0,0,255,4294967295
2025/07/05/17:44:25.025934,7372,1751712264,975310144,/wgs84,4,-72870506,1127959246,18560,56,86,28,35701,22,35889,1170,1789,332,0,0,255,4294967295
2025/07/05/17:44:25.107872,7373,1751712264,975316800,/wgs84,4,-72870506,1127959246,18560,56,86,28,35701,22,35889,1170,1789,332,0,0,255,4294967295
2025/07/05/17:44:25.204875,7374,1751712265,175324736,/wgs84,4,-72870503,1127959248,18590,56,86,16,35701,22,35919,1172,1790,307,0,0,255,4294967295
2025/07/05/17:44:25.281802,7375,1751712265,175329600,/wgs84,4,-72870503,1127959248,18590,56,86,16,35701,22,35919,1172,1790,307,0,0,255,4294967295
2025/07/05/17:44:25.404978,7376,1751712265,375335232,/wgs84,4,-72870499,1127959250,18690,56,86,27,35701,22,36019,1174,1785,389,0,0,255,4294967295
2025/07/05/17:44:25.562198,7377,1751712265,375347264,/wgs84,4,-72870499,1127959250,18690,56,86,27,35701,22,36019,1174,1785,389,0,0,255,4294967295
2025/07/05/17:44:25.662875,7378,1751712265,575353408,/wgs84,4,-72870495,1127959252,18810,56,86,15,35701,22,36139,1177,1776,299,0,0,255,4294967295
2025/07/05/17:44:25.762334,7379,1751712265,575358016,/wgs84,4,-72870495,1127959252,18810,56,86,15,35701,22,36139,1177,1776,299,0,0,255,4294967295
2025/07/05/17:44:25.862847,7380,1751712265,775363648,/wgs84,4,-72870492,1127959254,18880,56,86,24,35701,22,36210,1179,1771,324,0,0,255,4294967295
2025/07/05/17:44:25.943748,7381,1751712265,775363648,/wgs84,4,-72870492,1127959254,18880,56,86,24,35701,22,36210,1179,1771,324,0,0,255,4294967295
2025/07/05/17:44:26.062334,7382,1751712265,975374144,/wgs84,4,-72870488,1127959256,18940,56,86,24,35701,22,36270,1182,1773,379,0,0,255,4294967295
2025/07/05/17:44:26.162290,7383,1751712265,975379008,/wgs84,4,-72870488,1127959256,18940,56,86,24,35701,22,36270,1182,1773,379,0,0,255,4294967295
2025/07/05/17:44:26.263108,7384,1751712266,175384896,/wgs84,4,-72870484,1127959258,18990,56,86,23,35701,22,36319,1185,1776,321,0,0,255,4294967295
2025/07/05/17:44:26.362205,7385,1751712266,175389504,/wgs84,4,-72870484,1127959258,18990,56,86,23,35701,22,36319,1185,1776,321,0,0,255,4294967295
2025/07/05/17:44:26.522994,7386,1751712266,375394880,/wgs84,4,-72870480,1127959261,19030,56,86,30,35701,22,36359,1189,1784,355,0,0,255,4294967295
2025/07/05/17:44:26.604449,7387,1751712266,575399744,/wgs84,4,-72870477,1127959264,19080,56,86,13,35701,22,36409,1192,1792,335,0,0,255,4294967295
2025/07/05/17:44:26.682880,7388,1751712266,575405120,/wgs84,4,-72870477,1127959264,19080,56,86,13,35701,22,36409,1192,1792,335,0,0,255,4294967295
2025/07/05/17:44:26.782637,7389,1751712266,575413312,/wgs84,4,-72870477,1127959264,19080,56,86,13,35701,22,36409,1192,1792,335,0,0,255,4294967295
2025/07/05/17:44:26.903767,7390,1751712266,775421504,/wgs84,4,-72870474,1127959267,19110,56,86,27,35701,22,36439,1196,1798,384,0,0,255,4294967295
2025/07/05/17:44:27.004454,7391,1751712266,975427392,/wgs84,4,-72870470,1127959269,19140,56,86,17,35701,22,36469,1198,1801,340,0,0,255,4294967295
2025/07/05/17:44:27.084211,7392,1751712266,975433024,/wgs84,4,-72870470,1127959269,19140,56,86,17,35701,22,36469,1198,1801,340,0,0,255,4294967295
2025/07/05/17:44:27.183126,7393,1751712266,975433024,/wgs84,4,-72870470,1127959269,19140,56,86,17,35701,22,36469,1198,1801,340,0,0,255,4294967295
2025/07/05/17:44:27.303544,7394,1751712267,175439680,/wgs84,4,-72870468,1127959270,19170,56,86,15,35701,22,36499,1199,1807,388,0,0,255,4294967295
2025/07/05/17:44:27.382842,7395,1751712267,175445824,/wgs84,4,-72870468,1127959270,19170,56,86,15,35701,22,36499,1199,1807,388,0,0,255,4294967295
2025/07/05/17:44:27.562385,7396,1751712267,375458880,/wgs84,4,-72870465,1127959272,19220,56,86,25,35701,22,36549,1201,1814,349,0,0,255,4294967295
2025/07/05/17:44:27.662753,7397,1751712267,575464000,/wgs84,4,-72870462,1127959276,19250,56,86,20,35701,22,36580,1203,1822,316,0,0,255,4294967295
2025/07/05/17:44:27.785327,7398,1751712267,575470656,/wgs84,4,-72870462,1127959276,19250,56,86,20,35701,22,36580,1203,1822,316,0,0,255,4294967295
2025/07/05/17:44:27.903909,7399,1751712267,775476544,/wgs84,4,-72870460,1127959277,19310,56,86,17,35701,22,36639,1206,1827,411,0,0,255,4294967295
2025/07/05/17:44:27.983306,7400,1751712267,775482688,/wgs84,4,-72870460,1127959277,19310,56,86,17,35701,22,36639,1206,1827,411,0,0,255,4294967295
2025/07/05/17:44:28.102923,7401,1751712267,975488832,/wgs84,4,-72870457,1127959277,19370,56,86,23,35701,22,36699,1209,1831,401,0,0,255,4294967295
2025/07/05/17:44:28.204535,7402,1751712268,175488832,/wgs84,4,-72870455,1127959278,19420,56,86,17,35701,22,36749,1211,1832,290,0,0,255,4294967295
2025/07/05/17:44:28.282612,7403,1751712268,175493440,/wgs84,4,-72870455,1127959278,19420,56,86,17,35701,22,36749,1211,1832,290,0,0,255,4294967295
2025/07/05/17:44:28.404861,7404,1751712268,375498816,/wgs84,4,-72870453,1127959279,19520,56,86,14,35701,22,36849,1212,1828,371,0,0,255,4294967295
2025/07/05/17:44:28.582479,7405,1751712268,375507008,/wgs84,4,-72870453,1127959279,19520,56,86,14,35701,22,36849,1212,1828,371,0,0,255,4294967295
2025/07/05/17:44:28.683093,7406,1751712268,575507008,/wgs84,4,-72870452,1127959278,19630,56,86,13,35701,22,36959,1212,1821,315,0,0,255,4294967295
2025/07/05/17:44:28.804066,7407,1751712268,775507008,/wgs84,4,-72870450,1127959279,19770,56,86,13,35701,22,37099,1212,1814,284,0,0,255,4294967295
2025/07/05/17:44:28.882056,7408,1751712268,775512384,/wgs84,4,-72870450,1127959279,19770,56,86,13,35701,22,37099,1212,1814,284,0,0,255,4294967295
2025/07/05/17:44:28.983619,7409,1751712268,775519040,/wgs84,4,-72870450,1127959279,19770,56,86,13,35701,22,37099,1212,1814,284,0,0,255,4294967295
2025/07/05/17:44:29.062539,7410,1751712268,975524160,/wgs84,4,-72870448,1127959280,19800,56,86,17,35701,22,37130,1211,1809,253,0,0,255,4294967295
2025/07/05/17:44:29.162345,7411,1751712268,975524160,/wgs84,4,-72870448,1127959280,19800,56,86,17,35701,22,37130,1211,1809,253,0,0,255,4294967295
2025/07/05/17:44:29.262591,7412,1751712269,175529024,/wgs84,4,-72870447,1127959283,19840,56,86,12,35701,22,37170,1210,1809,266,0,0,255,4294967295
2025/07/05/17:44:29.362127,7413,1751712269,175533632,/wgs84,4,-72870447,1127959283,19840,56,86,12,35701,22,37170,1210,1809,266,0,0,255,4294967295
2025/07/05/17:44:29.542659,7414,1751712269,375539776,/wgs84,4,-72870444,1127959284,19840,56,86,16,35701,22,37169,1209,1813,264,0,0,255,4294967295
2025/07/05/17:44:29.644816,7415,1751712269,575545664,/wgs84,4,-72870442,1127959286,19840,56,86,13,35701,22,37169,1208,1817,343,0,0,255,4294967295
2025/07/05/17:44:29.722730,7416,1751712269,575552320,/wgs84,4,-72870442,1127959286,19840,56,86,13,35701,22,37169,1208,1817,343,0,0,255,4294967295
2025/07/05/17:44:29.804266,7417,1751712269,775557184,/wgs84,4,-72870439,1127959287,19850,59,92,21,35701,21,37179,1208,1822,327,0,0,255,4294967295
2025/07/05/17:44:29.905354,7418,1751712269,775557184,/wgs84,4,-72870439,1127959287,19850,59,92,21,35701,21,37179,1208,1822,327,0,0,255,4294967295
2025/07/05/17:44:30.004344,7419,1751712269,975563072,/wgs84,4,-72870436,1127959289,19890,59,92,11,35701,21,37219,1210,1830,299,0,0,255,4294967295
2025/07/05/17:44:30.082225,7420,1751712269,975568192,/wgs84,4,-72870436,1127959289,19890,59,92,11,35701,21,37219,1210,1830,299,0,0,255,4294967295
2025/07/05/17:44:30.205353,7421,1751712270,175568192,/wgs84,4,-72870434,1127959290,19990,60,97,11,35701,20,37319,1211,1837,302,0,0,255,4294967295
2025/07/05/17:44:30.304633,7422,1751712270,175568192,/wgs84,4,-72870434,1127959290,19990,60,97,11,35701,20,37319,1211,1837,302,0,0,255,4294967295
2025/07/05/17:44:30.383415,7423,1751712270,175573312,/wgs84,4,-72870434,1127959290,19990,60,97,11,35701,20,37319,1211,1837,302,0,0,255,4294967295
2025/07/05/17:44:30.542426,7424,1751712270,375580480,/wgs84,4,-72870433,1127959291,20060,60,97,11,35701,20,37389,1212,1842,344,0,0,255,4294967295
2025/07/05/17:44:30.645188,7425,1751712270,575587392,/wgs84,4,-72870431,1127959294,20050,59,92,14,35701,21,37380,1214,1849,274,0,0,255,4294967295
2025/07/05/17:44:30.742961,7426,1751712270,575594304,/wgs84,4,-72870431,1127959294,20050,59,92,14,35701,21,37380,1214,1849,274,0,0,255,4294967295
2025/07/05/17:44:30.845239,7427,1751712270,775600704,/wgs84,4,-72870427,1127959295,20120,59,92,20,35701,21,37450,1216,1851,303,0,0,255,4294967295
2025/07/05/17:44:30.963030,7428,1751712270,775613504,/wgs84,4,-72870427,1127959295,20120,59,92,20,35701,21,37450,1216,1851,303,0,0,255,4294967295
2025/07/05/17:44:31.063057,7429,1751712270,975613504,/wgs84,4,-72870424,1127959297,20160,59,92,14,35701,21,37489,1218,1850,340,0,0,255,4294967295
2025/07/05/17:44:31.162381,7430,1751712270,975618112,/wgs84,4,-72870424,1127959297,20160,59,92,14,35701,21,37489,1218,1850,340,0,0,255,4294967295
