time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.temperature,.variance
2025/07/05/17:44:17.044696,7296,1751712257,38787904,base_link,68.45,0.0
2025/07/05/17:44:17.143998,7297,1751712257,138794048,base_link,68.45,0.0
2025/07/05/17:44:17.225996,7298,1751712257,221801728,base_link,68.45,0.0
2025/07/05/17:44:17.302952,7299,1751712257,299808896,base_link,68.45,0.0
2025/07/05/17:44:17.483090,7300,1751712257,478819904,base_link,68.45,0.0
2025/07/05/17:44:17.604362,7301,1751712257,600826816,base_link,68.46,0.0
2025/07/05/17:44:17.682811,7302,1751712257,679833728,base_link,68.46,0.0
2025/07/05/17:44:17.783028,7303,1751712257,778841920,base_link,68.46,0.0
2025/07/05/17:44:17.882605,7304,1751712257,879847808,base_link,68.46,0.0
2025/07/05/17:44:18.003992,7305,1751712258,852928,base_link,68.46,0.0
2025/07/05/17:44:18.084260,7306,1751712258,78858048,base_link,68.46,0.0
2025/07/05/17:44:18.183471,7307,1751712258,178863936,base_link,68.45,0.0
2025/07/05/17:44:18.263281,7308,1751712258,259870592,base_link,68.45,0.0
2025/07/05/17:44:18.362211,7309,1751712258,358876224,base_link,68.45,0.0
2025/07/05/17:44:18.542786,7310,1751712258,538883904,base_link,68.46,0.0
2025/07/05/17:44:18.629303,7311,1751712258,622889792,base_link,68.46,0.0
2025/07/05/17:44:18.723885,7312,1751712258,719897984,base_link,68.46,0.0
2025/07/05/17:44:18.806880,7313,1751712258,800904384,base_link,68.46,0.0
2025/07/05/17:44:18.904004,7314,1751712258,900910272,base_link,68.46,0.0
2025/07/05/17:44:19.006059,7315,1751712259,916672,base_link,68.46,0.0
2025/07/05/17:44:19.082341,7316,1751712259,79922048,base_link,68.46,0.0
2025/07/05/17:44:19.204846,7317,1751712259,200930752,base_link,68.46,0.0
2025/07/05/17:44:19.282964,7318,1751712259,278937920,base_link,68.46,0.0
2025/07/05/17:44:19.405804,7319,1751712259,400944320,base_link,68.46,0.0
2025/07/05/17:44:19.582376,7320,1751712259,578957888,base_link,68.46,0.0
2025/07/05/17:44:19.662800,7321,1751712259,659963520,base_link,68.46,0.0
2025/07/05/17:44:19.762403,7322,1751712259,758968640,base_link,68.46,0.0
2025/07/05/17:44:19.863556,7323,1751712259,858974272,base_link,68.46,0.0
2025/07/05/17:44:19.983273,7324,1751712259,978982976,base_link,68.46,0.0
2025/07/05/17:44:20.103688,7325,1751712260,99991936,base_link,68.46,0.0
2025/07/05/17:44:20.182797,7326,1751712260,179000384,base_link,68.46,0.0
2025/07/05/17:44:20.283352,7327,1751712260,279009088,base_link,68.46,0.0
2025/07/05/17:44:20.424689,7328,1751712260,420014976,base_link,68.46,0.0
2025/07/05/17:44:20.583276,7329,1751712260,580028800,base_link,68.46,0.0
2025/07/05/17:44:20.682614,7330,1751712260,680037248,base_link,68.46,0.0
2025/07/05/17:44:20.783417,7331,1751712260,779043136,base_link,68.47,0.0
2025/07/05/17:44:20.882734,7332,1751712260,880051072,base_link,68.47,0.0
2025/07/05/17:44:21.004728,7333,1751712261,1057216,base_link,68.46,0.0
2025/07/05/17:44:21.083533,7334,1751712261,79062592,base_link,68.46,0.0
2025/07/05/17:44:21.183177,7335,1751712261,180068736,base_link,68.46,0.0
2025/07/05/17:44:21.283092,7336,1751712261,279074880,base_link,68.46,0.0
2025/07/05/17:44:21.382215,7337,1751712261,379081280,base_link,68.46,0.0
2025/07/05/17:44:21.563019,7338,1751712261,560097664,base_link,68.47,0.0
2025/07/05/17:44:21.662781,7339,1751712261,660103808,base_link,68.46,0.0
2025/07/05/17:44:21.742407,7340,1751712261,739103808,base_link,68.46,0.0
2025/07/05/17:44:21.842616,7341,1751712261,839109952,base_link,68.47,0.0
2025/07/05/17:44:21.962457,7342,1751712261,959121472,base_link,68.46,0.0
2025/07/05/17:44:22.062957,7343,1751712262,59128128,base_link,68.47,0.0
2025/07/05/17:44:22.162464,7344,1751712262,159134272,base_link,68.47,0.0
2025/07/05/17:44:22.263895,7345,1751712262,259140672,base_link,68.47,0.0
2025/07/05/17:44:22.362477,7346,1751712262,360146560,base_link,68.47,0.0
2025/07/05/17:44:22.545377,7347,1751712262,539153472,base_link,68.47,0.0
2025/07/05/17:44:22.626307,7348,1751712262,623159616,base_link,68.47,0.0
2025/07/05/17:44:22.722867,7349,1751712262,720166016,base_link,68.47,0.0
2025/07/05/17:44:22.805938,7350,1751712262,801172416,base_link,68.47,0.0
2025/07/05/17:44:22.881940,7351,1751712262,879177536,base_link,68.47,0.0
2025/07/05/17:44:23.004682,7352,1751712263,1184448,base_link,68.47,0.0
2025/07/05/17:44:23.082721,7353,1751712263,79191872,base_link,68.47,0.0
2025/07/05/17:44:23.182711,7354,1751712263,179197760,base_link,68.47,0.0
2025/07/05/17:44:23.303382,7355,1751712263,300203904,base_link,68.47,0.0
2025/07/05/17:44:23.426058,7356,1751712263,423208512,base_link,68.47,0.0
2025/07/05/17:44:23.562766,7357,1751712263,559220032,base_link,68.47,0.0
2025/07/05/17:44:23.662610,7358,1751712263,660225152,base_link,68.47,0.0
2025/07/05/17:44:23.762765,7359,1751712263,759230528,base_link,68.47,0.0
2025/07/05/17:44:23.842017,7360,1751712263,839230528,base_link,68.47,0.0
2025/07/05/17:44:23.942662,7361,1751712263,939236160,base_link,68.47,0.0
2025/07/05/17:44:24.026443,7362,1751712264,23243072,base_link,68.47,0.0
2025/07/05/17:44:24.122975,7363,1751712264,120249216,base_link,68.47,0.0
2025/07/05/17:44:24.225481,7364,1751712264,223255872,base_link,68.47,0.0
2025/07/05/17:44:24.310001,7365,1751712264,300263040,base_link,68.47,0.0
2025/07/05/17:44:24.445321,7366,1751712264,443270464,base_link,68.47,0.0
2025/07/05/17:44:24.604275,7367,1751712264,601285312,base_link,68.47,0.0
2025/07/05/17:44:24.683671,7368,1751712264,679290432,base_link,68.47,0.0
2025/07/05/17:44:24.782848,7369,1751712264,779296832,base_link,68.47,0.0
2025/07/05/17:44:24.904098,7370,1751712264,900303232,base_link,68.48,0.0
2025/07/05/17:44:25.025945,7371,1751712265,22310144,base_link,68.47,0.0
2025/07/05/17:44:25.107916,7372,1751712265,101316800,base_link,68.48,0.0
2025/07/05/17:44:25.204693,7373,1751712265,201324736,base_link,68.48,0.0
2025/07/05/17:44:25.281644,7374,1751712265,279329600,base_link,68.48,0.0
2025/07/05/17:44:25.404297,7375,1751712265,401335232,base_link,68.48,0.0
2025/07/05/17:44:25.561876,7376,1751712265,560347264,base_link,68.47,0.0
2025/07/05/17:44:25.662883,7377,1751712265,660353408,base_link,68.47,0.0
2025/07/05/17:44:25.762216,7378,1751712265,759358016,base_link,68.48,0.0
2025/07/05/17:44:25.862617,7379,1751712265,859363648,base_link,68.48,0.0
2025/07/05/17:44:25.943090,7380,1751712265,939363648,base_link,68.47,0.0
2025/07/05/17:44:26.062342,7381,1751712266,59374144,base_link,68.48,0.0
2025/07/05/17:44:26.162331,7382,1751712266,159379008,base_link,68.47,0.0
2025/07/05/17:44:26.263121,7383,1751712266,260384896,base_link,68.47,0.0
2025/07/05/17:44:26.362234,7384,1751712266,359389504,base_link,68.48,0.0
2025/07/05/17:44:26.522911,7385,1751712266,520394880,base_link,68.48,0.0
2025/07/05/17:44:26.604323,7386,1751712266,601399744,base_link,68.48,0.0
2025/07/05/17:44:26.682697,7387,1751712266,680405120,base_link,68.48,0.0
2025/07/05/17:44:26.782473,7388,1751712266,779413312,base_link,68.48,0.0
2025/07/05/17:44:26.903523,7389,1751712266,900421504,base_link,68.48,0.0
2025/07/05/17:44:27.004339,7390,1751712267,1427392,base_link,68.48,0.0
2025/07/05/17:44:27.084105,7391,1751712267,79433024,base_link,68.48,0.0
2025/07/05/17:44:27.182978,7392,1751712267,180433024,base_link,68.48,0.0
2025/07/05/17:44:27.282628,7393,1751712267,280439680,base_link,68.48,0.0
2025/07/05/17:44:27.382743,7394,1751712267,379445824,base_link,68.48,0.0
2025/07/05/17:44:27.562301,7395,1751712267,559458880,base_link,68.48,0.0
2025/07/05/17:44:27.662615,7396,1751712267,660464000,base_link,68.48,0.0
2025/07/05/17:44:27.762666,7397,1751712267,760470656,base_link,68.48,0.0
2025/07/05/17:44:27.862766,7398,1751712267,860476544,base_link,68.48,0.0
2025/07/05/17:44:27.983164,7399,1751712267,979482688,base_link,68.48,0.0
2025/07/05/17:44:28.102683,7400,1751712268,100488832,base_link,68.48,0.0
2025/07/05/17:44:28.182892,7401,1751712268,180488832,base_link,68.48,0.0
2025/07/05/17:44:28.282457,7402,1751712268,279493440,base_link,68.48,0.0
2025/07/05/17:44:28.404291,7403,1751712268,401498816,base_link,68.48,0.0
2025/07/05/17:44:28.582499,7404,1751712268,579507008,base_link,68.48,0.0
2025/07/05/17:44:28.682930,7405,1751712268,680507008,base_link,68.49,0.0
2025/07/05/17:44:28.782750,7406,1751712268,780507008,base_link,68.49,0.0
2025/07/05/17:44:28.882064,7407,1751712268,879512384,base_link,68.48,0.0
2025/07/05/17:44:28.983643,7408,1751712268,979519040,base_link,68.49,0.0
2025/07/05/17:44:29.062560,7409,1751712269,60524160,base_link,68.48,0.0
2025/07/05/17:44:29.162332,7410,1751712269,159524160,base_link,68.48,0.0
2025/07/05/17:44:29.262603,7411,1751712269,260529024,base_link,68.48,0.0
2025/07/05/17:44:29.362152,7412,1751712269,359533632,base_link,68.49,0.0
2025/07/05/17:44:29.542702,7413,1751712269,539539776,base_link,68.49,0.0
2025/07/05/17:44:29.644329,7414,1751712269,639545664,base_link,68.48,0.0
2025/07/05/17:44:29.722824,7415,1751712269,720552320,base_link,68.49,0.0
2025/07/05/17:44:29.803963,7416,1751712269,801557184,base_link,68.49,0.0
2025/07/05/17:44:29.905152,7417,1751712269,900557184,base_link,68.49,0.0
2025/07/05/17:44:30.004050,7418,1751712270,1563072,base_link,68.49,0.0
2025/07/05/17:44:30.082049,7419,1751712270,79568192,base_link,68.49,0.0
2025/07/05/17:44:30.182682,7420,1751712270,180568192,base_link,68.49,0.0
2025/07/05/17:44:30.304667,7421,1751712270,300568192,base_link,68.49,0.0
2025/07/05/17:44:30.383221,7422,1751712270,379573312,base_link,68.49,0.0
2025/07/05/17:44:30.541791,7423,1751712270,539580480,base_link,68.49,0.0
2025/07/05/17:44:30.645156,7424,1751712270,642587392,base_link,68.49,0.0
2025/07/05/17:44:30.742767,7425,1751712270,739594304,base_link,68.49,0.0
2025/07/05/17:44:30.845276,7426,1751712270,842600704,base_link,68.49,0.0
2025/07/05/17:44:30.962903,7427,1751712270,959613504,base_link,68.49,0.0
2025/07/05/17:44:31.063071,7428,1751712271,59613504,base_link,68.49,0.0
2025/07/05/17:44:31.162246,7429,1751712271,160618112,base_link,68.49,0.0
2025/07/05/17:44:31.266496,7430,1751712271,259622976,base_link,68.49,0.0
2025/07/05/17:44:31.363214,7431,1751712271,359628352,base_link,68.49,0.0
2025/07/05/17:44:31.523136,7432,1751712271,520633728,base_link,68.49,0.0
2025/07/05/17:44:31.604376,7433,1751712271,601639872,base_link,68.49,0.0
2025/07/05/17:44:31.703975,7434,1751712271,700639872,base_link,68.49,0.0
2025/07/05/17:44:31.804278,7435,1751712271,801639872,base_link,68.49,0.0
2025/07/05/17:44:31.882036,7436,1751712271,879639872,base_link,68.49,0.0
2025/07/05/17:44:32.003060,7437,1751712272,646528,base_link,68.49,0.0
2025/07/05/17:44:32.081939,7438,1751712272,79651648,base_link,68.49,0.0
2025/07/05/17:44:32.181624,7439,1751712272,179655488,base_link,68.49,0.0
2025/07/05/17:44:32.282207,7440,1751712272,279661120,base_link,68.49,0.0
2025/07/05/17:44:32.423057,7441,1751712272,420666496,base_link,68.49,0.0
2025/07/05/17:44:32.604174,7442,1751712272,600679296,base_link,68.5,0.0
2025/07/05/17:44:32.703000,7443,1751712272,700679296,base_link,68.5,0.0
2025/07/05/17:44:32.805156,7444,1751712272,801683136,base_link,68.49,0.0
2025/07/05/17:44:32.882009,7445,1751712272,880683136,base_link,68.49,0.0
2025/07/05/17:44:33.003888,7446,1751712273,1687488,base_link,68.5,0.0
2025/07/05/17:44:33.081828,7447,1751712273,79692096,base_link,68.5,0.0
2025/07/05/17:44:33.182128,7448,1751712273,179692096,base_link,68.5,0.0
2025/07/05/17:44:33.261940,7449,1751712273,260696960,base_link,68.5,0.0
2025/07/05/17:44:33.362030,7450,1751712273,360701824,base_link,68.5,0.0
2025/07/05/17:44:33.522991,7451,1751712273,521706944,base_link,68.5,0.0
2025/07/05/17:44:33.604522,7452,1751712273,601712320,base_link,68.5,0.0
2025/07/05/17:44:33.703120,7453,1751712273,701712320,base_link,68.5,0.0
2025/07/05/17:44:33.804002,7454,1751712273,801716928,base_link,68.5,0.0
2025/07/05/17:44:33.903687,7455,1751712273,900716928,base_link,68.5,0.0
2025/07/05/17:44:34.003765,7456,1751712274,1722816,base_link,68.5,0.0
2025/07/05/17:44:34.081829,7457,1751712274,79726912,base_link,68.5,0.0
2025/07/05/17:44:34.182986,7458,1751712274,180726912,base_link,68.5,0.0
2025/07/05/17:44:34.262156,7459,1751712274,259731776,base_link,68.5,0.0
2025/07/05/17:44:34.363012,7460,1751712274,359738176,base_link,68.5,0.0
2025/07/05/17:44:34.522737,7461,1751712274,520744832,base_link,68.5,0.0
2025/07/05/17:44:34.641729,7462,1751712274,639751232,base_link,68.5,0.0
2025/07/05/17:44:34.741768,7463,1751712274,739757376,base_link,68.5,0.0
2025/07/05/17:44:34.861944,7464,1751712274,859768896,base_link,68.5,0.0
2025/07/05/17:44:34.941777,7465,1751712274,939768896,base_link,68.5,0.0
2025/07/05/17:44:35.041882,7466,1751712275,39774528,base_link,68.5,0.0
2025/07/05/17:44:35.103855,7467,1751712275,101779136,base_link,68.5,0.0
2025/07/05/17:44:35.203692,7468,1751712275,201784768,base_link,68.5,0.0
2025/07/05/17:44:35.282104,7469,1751712275,280784768,base_link,68.5,0.0
2025/07/05/17:44:35.425891,7470,1751712275,423788608,base_link,68.5,0.0
2025/07/05/17:44:35.562052,7471,1751712275,559797312,base_link,68.5,0.0
2025/07/05/17:44:35.662561,7472,1751712275,660802432,base_link,68.5,0.0
2025/07/05/17:44:35.761942,7473,1751712275,760807040,base_link,68.5,0.0
2025/07/05/17:44:35.862045,7474,1751712275,860810624,base_link,68.5,0.0
2025/07/05/17:44:35.962195,7475,1751712275,959810624,base_link,68.5,0.0
2025/07/05/17:44:36.061891,7476,1751712276,59815488,base_link,68.5,0.0
2025/07/05/17:44:36.161827,7477,1751712276,160819840,base_link,68.51,0.0
2025/07/05/17:44:36.262296,7478,1751712276,259824704,base_link,68.5,0.0
2025/07/05/17:44:36.361998,7479,1751712276,359829312,base_link,68.5,0.0
2025/07/05/17:44:36.541716,7480,1751712276,539834432,base_link,68.51,0.0
2025/07/05/17:44:36.625787,7481,1751712276,623840064,base_link,68.5,0.0
2025/07/05/17:44:36.722647,7482,1751712276,720845696,base_link,68.51,0.0
2025/07/05/17:44:36.804245,7483,1751712276,801850048,base_link,68.51,0.0
2025/07/05/17:44:36.923241,7484,1751712276,920850048,base_link,68.51,0.0
2025/07/05/17:44:37.041563,7485,1751712277,39854400,base_link,68.51,0.0
2025/07/05/17:44:37.141761,7486,1751712277,139858752,base_link,68.51,0.0
2025/07/05/17:44:37.225823,7487,1751712277,223862592,base_link,68.51,0.0
2025/07/05/17:44:37.323021,7488,1751712277,320867712,base_link,68.51,0.0
2025/07/05/17:44:37.462194,7489,1751712277,459875904,base_link,68.51,0.0
2025/07/05/17:44:37.581981,7490,1751712277,579879744,base_link,68.51,0.0
2025/07/05/17:44:37.662274,7491,1751712277,660884096,base_link,68.51,0.0
2025/07/05/17:44:37.761925,7492,1751712277,760888448,base_link,68.51,0.0
2025/07/05/17:44:37.862056,7493,1751712277,859893312,base_link,68.51,0.0
2025/07/05/17:44:37.982103,7494,1751712277,980898432,base_link,68.51,0.0
2025/07/05/17:44:38.081842,7495,1751712278,80898432,base_link,68.51,0.0
2025/07/05/17:44:38.181954,7496,1751712278,179902528,base_link,68.51,0.0
2025/07/05/17:44:38.303195,7497,1751712278,300906624,base_link,68.51,0.0
2025/07/05/17:44:38.425610,7498,1751712278,423906624,base_link,68.51,0.0
2025/07/05/17:44:38.581984,7499,1751712278,579910464,base_link,68.51,0.0
2025/07/05/17:44:38.682944,7500,1751712278,680910464,base_link,68.51,0.0
2025/07/05/17:44:38.781388,7501,1751712278,779914304,base_link,68.51,0.0
2025/07/05/17:44:38.861898,7502,1751712278,859918912,base_link,68.51,0.0
2025/07/05/17:44:38.961735,7503,1751712278,960923520,base_link,68.51,0.0
2025/07/05/17:44:39.061698,7504,1751712279,59928640,base_link,68.51,0.0
2025/07/05/17:44:39.181656,7505,1751712279,179933504,base_link,68.51,0.0
2025/07/05/17:44:39.261554,7506,1751712279,260937856,base_link,68.51,0.0
2025/07/05/17:44:39.381732,7507,1751712279,379942208,base_link,68.51,0.0
2025/07/05/17:44:39.561736,7508,1751712279,559950400,base_link,68.52,0.0
2025/07/05/17:44:39.662088,7509,1751712279,659954496,base_link,68.51,0.0
2025/07/05/17:44:39.741427,7510,1751712279,739954496,base_link,68.51,0.0
2025/07/05/17:44:39.841341,7511,1751712279,839954496,base_link,68.51,0.0
2025/07/05/17:44:39.922208,7512,1751712279,920954496,base_link,68.51,0.0
2025/07/05/17:44:40.041014,7513,1751712280,39954496,base_link,68.51,0.0
2025/07/05/17:44:40.141550,7514,1751712280,139959104,base_link,68.51,0.0
2025/07/05/17:44:40.225709,7515,1751712280,223963200,base_link,68.52,0.0
2025/07/05/17:44:40.322991,7516,1751712280,320968064,base_link,68.52,0.0
2025/07/05/17:44:40.461885,7517,1751712280,459972672,base_link,68.52,0.0
2025/07/05/17:44:40.582364,7518,1751712280,579976256,base_link,68.51,0.0
2025/07/05/17:44:40.682328,7519,1751712280,680976256,base_link,68.52,0.0
2025/07/05/17:44:40.781973,7520,1751712280,779979840,base_link,68.52,0.0
2025/07/05/17:44:40.881768,7521,1751712280,879983424,base_link,68.52,0.0
2025/07/05/17:44:41.003090,7522,1751712281,1987520,base_link,68.52,0.0
2025/07/05/17:44:41.102840,7523,1751712281,100987520,base_link,68.52,0.0
2025/07/05/17:44:41.182009,7524,1751712281,179987520,base_link,68.52,0.0
2025/07/05/17:44:41.261678,7525,1751712281,260991360,base_link,68.52,0.0
2025/07/05/17:44:41.361597,7526,1751712281,359994944,base_link,68.52,0.0
2025/07/05/17:44:41.541365,7527,1751712281,539994944,base_link,68.52,0.0
2025/07/05/17:44:41.641489,7528,1751712281,639999808,base_link,68.52,0.0
2025/07/05/17:44:41.722422,7529,1751712281,721005440,base_link,68.52,0.0
2025/07/05/17:44:41.803320,7530,1751712281,802010048,base_link,68.52,0.0
2025/07/05/17:44:41.881514,7531,1751712281,880013632,base_link,68.52,0.0
2025/07/05/17:44:42.003711,7532,1751712282,2013632,base_link,68.52,0.0
2025/07/05/17:44:42.081611,7533,1751712282,80013632,base_link,68.52,0.0
2025/07/05/17:44:42.181430,7534,1751712282,180017984,base_link,68.52,0.0
2025/07/05/17:44:42.281818,7535,1751712282,280021568,base_link,68.52,0.0
2025/07/05/17:44:42.381711,7536,1751712282,380026176,base_link,68.52,0.0
2025/07/05/17:44:42.541821,7537,1751712282,540026176,base_link,68.52,0.0
2025/07/05/17:44:42.624973,7538,1751712282,624030528,base_link,68.52,0.0
2025/07/05/17:44:42.722098,7539,1751712282,721030528,base_link,68.52,0.0
2025/07/05/17:44:42.803900,7540,1751712282,802030528,base_link,68.52,0.0
2025/07/05/17:44:42.902977,7541,1751712282,901030528,base_link,68.52,0.0
2025/07/05/17:44:42.981526,7542,1751712282,980030528,base_link,68.52,0.0
2025/07/05/17:44:43.081816,7543,1751712283,80034112,base_link,68.52,0.0
2025/07/05/17:44:43.182232,7544,1751712283,181034112,base_link,68.52,0.0
2025/07/05/17:44:43.283206,7545,1751712283,280034112,base_link,68.53,0.0
2025/07/05/17:44:43.403947,7546,1751712283,402034112,base_link,68.53,0.0
2025/07/05/17:44:43.581944,7547,1751712283,580039488,base_link,68.52,0.0
2025/07/05/17:44:43.681902,7548,1751712283,681044608,base_link,68.52,0.0
2025/07/05/17:44:43.781755,7549,1751712283,781044608,base_link,68.53,0.0
2025/07/05/17:44:43.881819,7550,1751712283,880044608,base_link,68.53,0.0
2025/07/05/17:44:44.003682,7551,1751712284,2048192,base_link,68.52,0.0
2025/07/05/17:44:44.102042,7552,1751712284,101051264,base_link,68.53,0.0
2025/07/05/17:44:44.181458,7553,1751712284,180051264,base_link,68.53,0.0
2025/07/05/17:44:44.302499,7554,1751712284,301054592,base_link,68.53,0.0
2025/07/05/17:44:44.425839,7555,1751712284,425054592,base_link,68.53,0.0
2025/07/05/17:44:44.602819,7556,1751712284,601057920,base_link,68.53,0.0
2025/07/05/17:44:44.703411,7557,1751712284,701057920,base_link,68.53,0.0
2025/07/05/17:44:44.782021,7558,1751712284,781057920,base_link,68.53,0.0
2025/07/05/17:44:44.861657,7559,1751712284,861062016,base_link,68.53,0.0
2025/07/05/17:44:44.961836,7560,1751712284,960065344,base_link,68.53,0.0
2025/07/05/17:44:45.061566,7561,1751712285,60069184,base_link,68.53,0.0
2025/07/05/17:44:45.161829,7562,1751712285,161073024,base_link,68.53,0.0
2025/07/05/17:44:45.262140,7563,1751712285,260077632,base_link,68.53,0.0
2025/07/05/17:44:45.361816,7564,1751712285,360081472,base_link,68.52,0.0
2025/07/05/17:44:45.522606,7565,1751712285,521086848,base_link,68.53,0.0
2025/07/05/17:44:45.625652,7566,1751712285,624086848,base_link,68.53,0.0
2025/07/05/17:44:45.721669,7567,1751712285,721086848,base_link,68.53,0.0
2025/07/05/17:44:45.802800,7568,1751712285,802086848,base_link,68.53,0.0
2025/07/05/17:44:45.902495,7569,1751712285,901086848,base_link,68.53,0.0
2025/07/05/17:44:46.003220,7570,1751712286,2086848,base_link,68.53,0.0
2025/07/05/17:44:46.081678,7571,1751712286,81090432,base_link,68.53,0.0
2025/07/05/17:44:46.181737,7572,1751712286,181090432,base_link,68.53,0.0
2025/07/05/17:44:46.281640,7573,1751712286,280090432,base_link,68.53,0.0
2025/07/05/17:44:46.402808,7574,1751712286,402094272,base_link,68.53,0.0
2025/07/05/17:44:46.581654,7575,1751712286,580098112,base_link,68.53,0.0
2025/07/05/17:44:46.682323,7576,1751712286,682098112,base_link,68.53,0.0
2025/07/05/17:44:46.781765,7577,1751712286,781098112,base_link,68.54,0.0
2025/07/05/17:44:46.881164,7578,1751712286,880101952,base_link,68.53,0.0
2025/07/05/17:44:47.003264,7579,1751712287,2101952,base_link,68.54,0.0
2025/07/05/17:44:47.102238,7580,1751712287,101105280,base_link,68.53,0.0
2025/07/05/17:44:47.203330,7581,1751712287,202105280,base_link,68.53,0.0
2025/07/05/17:44:47.281596,7582,1751712287,281105280,base_link,68.53,0.0
2025/07/05/17:44:47.424904,7583,1751712287,424105280,base_link,68.54,0.0
2025/07/05/17:44:47.561387,7584,1751712287,560105280,base_link,68.54,0.0
2025/07/05/17:44:47.661706,7585,1751712287,661108608,base_link,68.54,0.0
2025/07/05/17:44:47.761182,7586,1751712287,760108608,base_link,68.54,0.0
2025/07/05/17:44:47.861834,7587,1751712287,860108608,base_link,68.54,0.0
2025/07/05/17:44:47.961781,7588,1751712287,960108608,base_link,68.54,0.0
2025/07/05/17:44:48.081882,7589,1751712288,80111168,base_link,68.54,0.0
2025/07/05/17:44:48.181549,7590,1751712288,181114752,base_link,68.54,0.0
2025/07/05/17:44:48.282039,7591,1751712288,281118080,base_link,68.53,0.0
2025/07/05/17:44:48.381366,7592,1751712288,380121408,base_link,68.54,0.0
2025/07/05/17:44:48.561286,7593,1751712288,560125248,base_link,68.54,0.0
2025/07/05/17:44:48.661138,7594,1751712288,660125248,base_link,68.54,0.0
2025/07/05/17:44:48.761852,7595,1751712288,760125248,base_link,68.54,0.0
2025/07/05/17:44:48.862012,7596,1751712288,860125248,base_link,68.54,0.0
2025/07/05/17:44:48.962314,7597,1751712288,961129088,base_link,68.54,0.0
2025/07/05/17:44:49.025433,7598,1751712289,24129088,base_link,68.54,0.0
2025/07/05/17:44:49.141432,7599,1751712289,140132672,base_link,68.54,0.0
2025/07/05/17:44:49.225336,7600,1751712289,224132672,base_link,68.54,0.0
2025/07/05/17:44:49.302124,7601,1751712289,301132672,base_link,68.54,0.0
2025/07/05/17:44:49.403704,7602,1751712289,402132672,base_link,68.54,0.0
2025/07/05/17:44:49.581427,7603,1751712289,580135744,base_link,68.54,0.0
2025/07/05/17:44:49.682365,7604,1751712289,681135744,base_link,68.54,0.0
2025/07/05/17:44:49.782016,7605,1751712289,781135744,base_link,68.54,0.0
2025/07/05/17:44:49.881968,7606,1751712289,880135744,base_link,68.54,0.0
2025/07/05/17:44:50.003461,7607,1751712290,2135744,base_link,68.54,0.0
