time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
2025/07/05/17:49:30.951026,10277,1751712570,960147008,base_link,101074.73754882812,0.0
2025/07/05/17:49:31.051671,10278,1751712571,60147008,base_link,101075.67138671875,0.0
2025/07/05/17:49:31.150925,10279,1751712571,160147008,base_link,101077.55737304688,0.0
2025/07/05/17:49:31.250969,10280,1751712571,260147008,base_link,101076.62353515625,0.0
2025/07/05/17:49:31.350849,10281,1751712571,360147008,base_link,101074.17602539062,0.0
2025/07/05/17:49:31.511968,10282,1751712571,521147008,base_link,101074.98168945312,0.0
2025/07/05/17:49:31.612035,10283,1751712571,621147008,base_link,101074.93286132812,0.0
2025/07/05/17:49:31.692974,10284,1751712571,702147008,base_link,101076.48315429688,0.0
2025/07/05/17:49:31.792993,10285,1751712571,802147008,base_link,101075.14038085938,0.0
2025/07/05/17:49:31.871583,10286,1751712571,880147008,base_link,101075.14038085938,0.0
2025/07/05/17:49:31.992253,10287,1751712572,2147008,base_link,101074.08447265625,0.0
2025/07/05/17:49:32.071601,10288,1751712572,80147008,base_link,101074.08447265625,0.0
2025/07/05/17:49:32.171874,10289,1751712572,180147008,base_link,101076.01928710938,0.0
2025/07/05/17:49:32.272355,10290,1751712572,281147008,base_link,101075.39672851562,0.0
2025/07/05/17:49:32.412918,10291,1751712572,422147008,base_link,101074.72534179688,0.0
2025/07/05/17:49:32.531211,10292,1751712572,541147008,base_link,101075.06713867188,0.0
2025/07/05/17:49:32.652855,10293,1751712572,660147008,base_link,101074.12109375,0.0
2025/07/05/17:49:32.751282,10294,1751712572,760147008,base_link,101076.65405273438,0.0
2025/07/05/17:49:32.834661,10295,1751712572,844147008,base_link,101075.42114257812,0.0
2025/07/05/17:49:32.953106,10296,1751712572,960147008,base_link,101076.57470703125,0.0
2025/07/05/17:49:33.053162,10297,1751712573,60147008,base_link,101076.85546875,0.0
2025/07/05/17:49:33.151660,10298,1751712573,160147008,base_link,101076.78833007812,0.0
2025/07/05/17:49:33.251596,10299,1751712573,260147008,base_link,101073.80981445312,0.0
2025/07/05/17:49:33.351241,10300,1751712573,360147008,base_link,101073.83422851562,0.0
2025/07/05/17:49:33.512920,10301,1751712573,522147008,base_link,101075.75073242188,0.0
2025/07/05/17:49:33.593255,10302,1751712573,602147008,base_link,101074.63989257812,0.0
2025/07/05/17:49:33.692128,10303,1751712573,701147008,base_link,101076.00708007812,0.0
