time,.server_id,.seq_num,.type,.markers,.poses,.erases
2025/07/05/17:49:55.211203,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:55.722386,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:56.215667,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:56.715621,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:57.225806,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:57.707892,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:58.221107,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:58.733055,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:59.220036,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:49:59.723348,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:00.210717,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:00.716341,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:01.226494,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:01.706982,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:02.220109,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:02.745905,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:03.216910,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:03.722806,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:04.202595,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:04.714960,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:05.225669,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:05.710853,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:06.219438,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:06.729542,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:07.209617,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:07.724324,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:08.214848,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:08.726396,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:09.228797,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:09.705421,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:10.224078,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:10.732249,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:11.215013,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:11.724505,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:12.209626,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:12.719234,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:13.230020,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:14.231560,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:14.707525,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:16.536750,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:16.536811,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:16.536851,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:16.536883,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:17.771217,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:17.771236,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:17.771248,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:20.074042,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:20.074072,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:20.074083,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:20.074224,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:21.074977,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:21.074992,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:21.576950,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:21.846167,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:22.325057,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:22.759714,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:23.216469,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:23.723879,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:24.413276,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:24.714731,/waypoint_nav_plugin,7,0,[],[],[]
2025/07/05/17:50:25.230124,/waypoint_nav_plugin,7,0,[],[],[]
