time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.twist.linear.x,.twist.linear.y,.twist.linear.z,.twist.angular.x,.twist.angular.y,.twist.angular.z
2025/07/05/17:49:30.951217,10278,1751712570,787147008,map,0.013801282564563894,-0.2696470370680403,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.051607,10279,1751712570,987147008,map,0.01277896533755916,-0.24967318247040762,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.151063,10280,1751712570,987147008,map,0.01277896533755916,-0.24967318247040762,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.250904,10281,1751712571,187147008,map,0.008689696429540228,-0.16977776407987719,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.350991,10282,1751712571,187147008,map,0.008689696429540228,-0.16977776407987719,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.531553,10283,1751712571,387147008,map,0.010734330883549694,-0.2097254732751424,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.611972,10284,1751712571,587147008,map,0.013290123951061526,-0.25966010976922393,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.692895,10285,1751712571,587147008,map,0.013290123951061526,-0.25966010976922393,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.792839,10286,1751712571,787147008,map,0.01277896533755916,-0.24967318247040762,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.871550,10287,1751712571,787147008,map,0.01277896533755916,-0.24967318247040762,0.0,0.0,0.0,0.0
2025/07/05/17:49:31.992999,10288,1751712571,787147008,map,0.01277896533755916,-0.24967318247040762,0.0,0.0,0.0,0.0
2025/07/05/17:49:32.071626,10289,1751712571,987147008,map,0.013801282564563894,-0.2696470370680403,0.0,0.0,0.0,0.0
2025/07/05/17:49:32.171633,10290,1751712571,987147008,map,0.013801282564563894,-0.2696470370680403,0.0,0.0,0.0,0.0
2025/07/05/17:49:32.291881,10291,1751712572,187147008,map,0.015334758405070991,-0.2996078189644891,0.0,0.0,0.0,0.0
2025/07/05/17:49:32.412996,10292,1751712572,387147008,map,0.015845917018573356,-0.30959474626330546,0.0,0.0,0.0,0.0
2025/07/05/17:49:32.531296,10293,1751712572,387147008,map,0.015845917018573356,-0.30959474626330546,0.0,0.0,0.0,0.0
