time,.data
2025/07/05/17:49:30.931215,-3.357
2025/07/05/17:49:31.031197,-3.356
2025/07/05/17:49:31.131618,-3.357
2025/07/05/17:49:31.233749,-3.358
2025/07/05/17:49:31.331678,-3.36
2025/07/05/17:49:31.492763,-3.36
2025/07/05/17:49:31.591694,-3.358
2025/07/05/17:49:31.672098,-3.357
2025/07/05/17:49:31.751867,-3.356
2025/07/05/17:49:31.851013,-3.357
2025/07/05/17:49:31.971918,-3.358
2025/07/05/17:49:32.051220,-3.357
2025/07/05/17:49:32.150915,-3.356
2025/07/05/17:49:32.251683,-3.357
2025/07/05/17:49:32.350548,-3.359
2025/07/05/17:49:32.512956,-3.363
2025/07/05/17:49:32.633332,-3.364
2025/07/05/17:49:32.731155,-3.364
2025/07/05/17:49:32.834278,-3.364
2025/07/05/17:49:32.931662,-3.365
2025/07/05/17:49:33.033573,-3.367
2025/07/05/17:49:33.131402,-3.368
2025/07/05/17:49:33.233646,-3.37
2025/07/05/17:49:33.331203,-3.37
2025/07/05/17:49:33.492727,-3.367
2025/07/05/17:49:33.592810,-3.364
2025/07/05/17:49:33.671625,-3.361
2025/07/05/17:49:33.771931,-3.356
2025/07/05/17:49:33.851250,-3.354
2025/07/05/17:49:33.951015,-3.353
2025/07/05/17:49:34.050893,-3.352
2025/07/05/17:49:34.151240,-3.351
2025/07/05/17:49:34.251164,-3.351
2025/07/05/17:49:34.351726,-3.35
2025/07/05/17:49:34.551842,-3.353
2025/07/05/17:49:34.651072,-3.353
2025/07/05/17:49:34.751142,-3.35
2025/07/05/17:49:34.851356,-3.348
2025/07/05/17:49:34.971858,-3.346
2025/07/05/17:49:35.051162,-3.344
2025/07/05/17:49:35.151112,-3.34
2025/07/05/17:49:35.251253,-3.333
2025/07/05/17:49:35.330792,-3.327
2025/07/05/17:49:35.471673,-3.318
2025/07/05/17:49:35.592113,-3.308
2025/07/05/17:49:35.671571,-3.3
2025/07/05/17:49:35.751196,-3.296
2025/07/05/17:49:35.850749,-3.291
2025/07/05/17:49:35.971998,-3.284
2025/07/05/17:49:36.050950,-3.279
2025/07/05/17:49:36.131022,-3.276
2025/07/05/17:49:36.231403,-3.274
2025/07/05/17:49:36.331159,-3.271
2025/07/05/17:49:36.492857,-3.262
2025/07/05/17:49:36.633690,-3.255
2025/07/05/17:49:36.711632,-3.247
2025/07/05/17:49:36.812291,-3.239
2025/07/05/17:49:36.892839,-3.233
2025/07/05/17:49:37.012100,-3.225
2025/07/05/17:49:37.111874,-3.22
2025/07/05/17:49:37.212130,-3.215
2025/07/05/17:49:37.292217,-3.208
2025/07/05/17:49:37.392779,-3.201
2025/07/05/17:49:37.550961,-3.187
2025/07/05/17:49:37.631130,-3.182
2025/07/05/17:49:37.730953,-3.176
2025/07/05/17:49:37.830943,-3.172
2025/07/05/17:49:37.951864,-3.172
2025/07/05/17:49:38.034043,-3.174
2025/07/05/17:49:38.131035,-3.178
2025/07/05/17:49:38.230898,-3.184
2025/07/05/17:49:38.330857,-3.191
2025/07/05/17:49:38.511905,-3.2
2025/07/05/17:49:38.614718,-3.204
2025/07/05/17:49:38.692128,-3.208
2025/07/05/17:49:38.792738,-3.212
2025/07/05/17:49:38.871722,-3.215
2025/07/05/17:49:38.992913,-3.22
2025/07/05/17:49:39.071865,-3.221
2025/07/05/17:49:39.171755,-3.221
2025/07/05/17:49:39.272240,-3.222
2025/07/05/17:49:39.371627,-3.223
2025/07/05/17:49:39.531166,-3.226
2025/07/05/17:49:39.633741,-3.228
2025/07/05/17:49:39.730890,-3.225
2025/07/05/17:49:39.833576,-3.223
2025/07/05/17:49:39.930954,-3.219
2025/07/05/17:49:40.033974,-3.216
2025/07/05/17:49:40.130645,-3.211
2025/07/05/17:49:40.233717,-3.209
2025/07/05/17:49:40.331024,-3.209
2025/07/05/17:49:40.511741,-3.206
2025/07/05/17:49:40.591919,-3.204
2025/07/05/17:49:40.672426,-3.201
2025/07/05/17:49:40.771888,-3.199
2025/07/05/17:49:40.871912,-3.197
2025/07/05/17:49:41.012479,-3.193
2025/07/05/17:49:41.092251,-3.186
2025/07/05/17:49:41.171666,-3.182
2025/07/05/17:49:41.251272,-3.177
2025/07/05/17:49:41.330696,-3.175
2025/07/05/17:49:41.470961,-3.177
2025/07/05/17:49:41.591858,-3.182
2025/07/05/17:49:41.671367,-3.182
2025/07/05/17:49:41.772645,-3.182
2025/07/05/17:49:41.871318,-3.181
2025/07/05/17:49:41.992814,-3.184
2025/07/05/17:49:42.092036,-3.191
2025/07/05/17:49:42.173609,-3.198
2025/07/05/17:49:42.251967,-3.204
2025/07/05/17:49:42.350931,-3.208
2025/07/05/17:49:42.531104,-3.216
2025/07/05/17:49:42.650438,-3.222
2025/07/05/17:49:42.750311,-3.226
2025/07/05/17:49:42.850665,-3.229
2025/07/05/17:49:42.970926,-3.234
2025/07/05/17:49:43.070661,-3.238
2025/07/05/17:49:43.172040,-3.244
2025/07/05/17:49:43.273036,-3.252
2025/07/05/17:49:43.350771,-3.26
2025/07/05/17:49:43.550439,-3.279
2025/07/05/17:49:43.650316,-3.284
2025/07/05/17:49:43.750414,-3.288
2025/07/05/17:49:43.850518,-3.294
2025/07/05/17:49:43.971199,-3.3
2025/07/05/17:49:44.051545,-3.304
2025/07/05/17:49:44.150560,-3.308
2025/07/05/17:49:44.250800,-3.312
2025/07/05/17:49:44.330751,-3.314
2025/07/05/17:49:44.470689,-3.318
2025/07/05/17:49:44.591713,-3.325
2025/07/05/17:49:44.670864,-3.326
2025/07/05/17:49:44.770878,-3.329
2025/07/05/17:49:44.852235,-3.33
2025/07/05/17:49:44.971312,-3.331
2025/07/05/17:49:45.051938,-3.331
2025/07/05/17:49:45.150537,-3.331
2025/07/05/17:49:45.250251,-3.331
2025/07/05/17:49:45.350628,-3.331
2025/07/05/17:49:45.530999,-3.332
2025/07/05/17:49:45.633632,-3.331
2025/07/05/17:49:45.730799,-3.332
2025/07/05/17:49:45.833700,-3.333
2025/07/05/17:49:45.930239,-3.339
2025/07/05/17:49:46.033472,-3.344
2025/07/05/17:49:46.131663,-3.351
2025/07/05/17:49:46.233876,-3.356
2025/07/05/17:49:46.331092,-3.361
2025/07/05/17:49:46.492639,-3.371
2025/07/05/17:49:46.614011,-3.38
2025/07/05/17:49:46.710963,-3.389
2025/07/05/17:49:46.791878,-3.395
2025/07/05/17:49:46.892772,-3.398
2025/07/05/17:49:46.991459,-3.398
2025/07/05/17:49:47.070905,-3.397
2025/07/05/17:49:47.173253,-3.398
2025/07/05/17:49:47.251353,-3.4
2025/07/05/17:49:47.350416,-3.405
2025/07/05/17:49:47.570761,-3.412
2025/07/05/17:49:47.650934,-3.414
2025/07/05/17:49:47.750140,-3.415
2025/07/05/17:49:47.851817,-3.415
2025/07/05/17:49:47.970665,-3.413
2025/07/05/17:49:48.070541,-3.412
2025/07/05/17:49:48.171664,-3.408
2025/07/05/17:49:48.251394,-3.405
2025/07/05/17:49:48.350391,-3.4
2025/07/05/17:49:48.530337,-3.396
2025/07/05/17:49:48.634300,-3.394
2025/07/05/17:49:48.730606,-3.39
2025/07/05/17:49:48.833651,-3.386
2025/07/05/17:49:48.930976,-3.385
2025/07/05/17:49:49.033811,-3.384
2025/07/05/17:49:49.132086,-3.382
2025/07/05/17:49:49.230372,-3.379
2025/07/05/17:49:49.330900,-3.377
2025/07/05/17:49:49.511729,-3.371
2025/07/05/17:49:49.611414,-3.366
2025/07/05/17:49:49.691940,-3.362
2025/07/05/17:49:49.791847,-3.36
2025/07/05/17:49:49.873219,-3.36
2025/07/05/17:49:49.991439,-3.359
2025/07/05/17:49:50.070228,-3.359
2025/07/05/17:49:50.171483,-3.356
2025/07/05/17:49:50.251407,-3.355
2025/07/05/17:49:50.330123,-3.353
2025/07/05/17:49:50.471775,-3.352
2025/07/05/17:49:50.591674,-3.351
2025/07/05/17:49:50.672191,-3.353
2025/07/05/17:49:50.771872,-3.357
2025/07/05/17:49:50.871812,-3.359
2025/07/05/17:49:50.992000,-3.359
2025/07/05/17:49:51.070621,-3.359
2025/07/05/17:49:51.172068,-3.356
2025/07/05/17:49:51.250348,-3.354
2025/07/05/17:49:51.330623,-3.353
2025/07/05/17:49:51.491699,-3.355
2025/07/05/17:49:51.633272,-3.36
2025/07/05/17:49:51.710748,-3.361
2025/07/05/17:49:51.813569,-3.363
2025/07/05/17:49:51.891633,-3.363
2025/07/05/17:49:51.991273,-3.363
2025/07/05/17:49:52.071840,-3.363
2025/07/05/17:49:52.171414,-3.36
2025/07/05/17:49:52.251760,-3.358
2025/07/05/17:49:52.350701,-3.356
2025/07/05/17:49:52.550823,-3.359
2025/07/05/17:49:52.650959,-3.362
2025/07/05/17:49:52.750270,-3.364
2025/07/05/17:49:52.850151,-3.365
2025/07/05/17:49:52.970787,-3.368
2025/07/05/17:49:53.072300,-3.371
2025/07/05/17:49:53.169929,-3.372
2025/07/05/17:49:53.250141,-3.371
2025/07/05/17:49:53.350059,-3.37
2025/07/05/17:49:53.550882,-3.363
2025/07/05/17:49:53.650450,-3.36
2025/07/05/17:49:53.750838,-3.359
2025/07/05/17:49:53.850059,-3.358
2025/07/05/17:49:53.971053,-3.356
2025/07/05/17:49:54.051632,-3.357
2025/07/05/17:49:54.150562,-3.359
2025/07/05/17:49:54.250324,-3.36
2025/07/05/17:49:54.329870,-3.361
2025/07/05/17:49:54.491366,-3.363
2025/07/05/17:49:54.591310,-3.367
2025/07/05/17:49:54.672159,-3.37
2025/07/05/17:49:54.771129,-3.371
2025/07/05/17:49:54.891486,-3.368
2025/07/05/17:49:55.011848,-3.366
2025/07/05/17:49:55.091174,-3.364
2025/07/05/17:49:55.171120,-3.363
2025/07/05/17:49:55.274318,-3.361
2025/07/05/17:49:55.391624,-3.358
2025/07/05/17:49:55.570299,-3.351
2025/07/05/17:49:55.651041,-3.346
2025/07/05/17:49:55.751142,-3.339
2025/07/05/17:49:55.849890,-3.335
2025/07/05/17:49:55.950473,-3.331
2025/07/05/17:49:56.050951,-3.327
2025/07/05/17:49:56.150453,-3.322
2025/07/05/17:49:56.250887,-3.315
2025/07/05/17:49:56.349761,-3.31
2025/07/05/17:49:56.511372,-3.298
2025/07/05/17:49:56.613658,-3.289
2025/07/05/17:49:56.691723,-3.279
2025/07/05/17:49:56.791874,-3.266
2025/07/05/17:49:56.873449,-3.252
2025/07/05/17:49:56.991689,-3.238
2025/07/05/17:49:57.071087,-3.226
2025/07/05/17:49:57.170361,-3.216
2025/07/05/17:49:57.271005,-3.207
2025/07/05/17:49:57.372595,-3.198
2025/07/05/17:49:57.551589,-3.184
2025/07/05/17:49:57.650229,-3.178
2025/07/05/17:49:57.750473,-3.171
2025/07/05/17:49:57.850148,-3.166
2025/07/05/17:49:57.950027,-3.159
2025/07/05/17:49:58.050191,-3.153
2025/07/05/17:49:58.130120,-3.149
2025/07/05/17:49:58.233169,-3.147
2025/07/05/17:49:58.313218,-3.147
2025/07/05/17:49:58.450560,-3.147
2025/07/05/17:49:58.570277,-3.143
2025/07/05/17:49:58.651050,-3.139
2025/07/05/17:49:58.749813,-3.134
2025/07/05/17:49:58.849819,-3.133
2025/07/05/17:49:58.970588,-3.137
2025/07/05/17:49:59.074112,-3.139
2025/07/05/17:49:59.170721,-3.139
2025/07/05/17:49:59.251779,-3.139
2025/07/05/17:49:59.349966,-3.139
2025/07/05/17:49:59.511248,-3.141
2025/07/05/17:49:59.611814,-3.142
2025/07/05/17:49:59.710461,-3.141
2025/07/05/17:49:59.811470,-3.138
2025/07/05/17:49:59.911542,-3.138
2025/07/05/17:50:00.034270,-3.142
2025/07/05/17:50:00.130430,-3.149
2025/07/05/17:50:00.233041,-3.154
2025/07/05/17:50:00.331283,-3.155
2025/07/05/17:50:00.491893,-3.152
2025/07/05/17:50:00.591573,-3.153
2025/07/05/17:50:00.670189,-3.152
2025/07/05/17:50:00.770133,-3.152
2025/07/05/17:50:00.850905,-3.15
2025/07/05/17:50:00.950726,-3.148
2025/07/05/17:50:01.049761,-3.149
2025/07/05/17:50:01.150176,-3.149
2025/07/05/17:50:01.250239,-3.153
2025/07/05/17:50:01.350492,-3.156
2025/07/05/17:50:01.550035,-3.16
2025/07/05/17:50:01.649944,-3.16
2025/07/05/17:50:01.729761,-3.162
2025/07/05/17:50:01.833719,-3.165
2025/07/05/17:50:01.950862,-3.169
2025/07/05/17:50:02.049760,-3.172
2025/07/05/17:50:02.150178,-3.172
2025/07/05/17:50:02.231496,-3.172
2025/07/05/17:50:02.329706,-3.171
2025/07/05/17:50:02.470687,-3.169
2025/07/05/17:50:02.611773,-3.166
2025/07/05/17:50:02.692380,-3.161
2025/07/05/17:50:02.791151,-3.155
2025/07/05/17:50:02.872545,-3.149
2025/07/05/17:50:02.971781,-3.145
2025/07/05/17:50:03.049980,-3.145
2025/07/05/17:50:03.151144,-3.143
2025/07/05/17:50:03.249957,-3.139
2025/07/05/17:50:03.349915,-3.136
2025/07/05/17:50:03.490971,-3.134
2025/07/05/17:50:03.632830,-3.135
2025/07/05/17:50:03.729813,-3.133
2025/07/05/17:50:03.832581,-3.131
2025/07/05/17:50:03.930014,-3.13
2025/07/05/17:50:04.032675,-3.13
2025/07/05/17:50:04.129774,-3.132
2025/07/05/17:50:04.233002,-3.135
2025/07/05/17:50:04.330991,-3.135
2025/07/05/17:50:04.491490,-3.135
2025/07/05/17:50:04.611202,-3.136
2025/07/05/17:50:04.711728,-3.135
2025/07/05/17:50:04.792731,-3.133
2025/07/05/17:50:04.871424,-3.131
2025/07/05/17:50:04.971303,-3.132
2025/07/05/17:50:05.070943,-3.133
2025/07/05/17:50:05.169764,-3.135
2025/07/05/17:50:05.270519,-3.136
2025/07/05/17:50:05.351274,-3.135
2025/07/05/17:50:05.550888,-3.131
2025/07/05/17:50:05.650549,-3.132
2025/07/05/17:50:05.770664,-3.134
2025/07/05/17:50:05.851252,-3.141
2025/07/05/17:50:05.970842,-3.147
2025/07/05/17:50:06.051697,-3.152
2025/07/05/17:50:06.129919,-3.157
2025/07/05/17:50:06.229939,-3.164
2025/07/05/17:50:06.329878,-3.173
2025/07/05/17:50:06.491630,-3.183
2025/07/05/17:50:06.591161,-3.189
2025/07/05/17:50:06.690878,-3.196
2025/07/05/17:50:06.790832,-3.202
2025/07/05/17:50:06.891833,-3.209
2025/07/05/17:50:06.990581,-3.213
2025/07/05/17:50:07.071009,-3.214
2025/07/05/17:50:07.170927,-3.213
2025/07/05/17:50:07.269910,-3.211
2025/07/05/17:50:07.391484,-3.209
2025/07/05/17:50:07.549966,-3.209
2025/07/05/17:50:07.649374,-3.208
2025/07/05/17:50:07.729359,-3.207
2025/07/05/17:50:07.833006,-3.206
2025/07/05/17:50:07.950711,-3.202
2025/07/05/17:50:08.049799,-3.202
2025/07/05/17:50:08.149667,-3.2
2025/07/05/17:50:08.249916,-3.199
2025/07/05/17:50:08.349323,-3.2
2025/07/05/17:50:08.549931,-3.197
2025/07/05/17:50:08.649328,-3.195
2025/07/05/17:50:08.749690,-3.192
2025/07/05/17:50:08.849445,-3.19
2025/07/05/17:50:08.969903,-3.189
2025/07/05/17:50:09.070080,-3.188
2025/07/05/17:50:09.172869,-3.187
2025/07/05/17:50:09.250703,-3.184
2025/07/05/17:50:09.349684,-3.183
2025/07/05/17:50:09.492180,-3.188
2025/07/05/17:50:09.632836,-3.195
2025/07/05/17:50:09.729874,-3.205
2025/07/05/17:50:09.832823,-3.215
2025/07/05/17:50:09.929800,-3.227
2025/07/05/17:50:10.030001,-3.237
2025/07/05/17:50:10.130712,-3.244
2025/07/05/17:50:10.232537,-3.246
2025/07/05/17:50:10.329859,-3.245
2025/07/05/17:50:10.491250,-3.242
2025/07/05/17:50:10.569629,-3.241
2025/07/05/17:50:10.670180,-3.239
2025/07/05/17:50:10.751313,-3.239
2025/07/05/17:50:10.849497,-3.238
2025/07/05/17:50:10.969820,-3.237
2025/07/05/17:50:11.051575,-3.234
2025/07/05/17:50:11.129589,-3.231
2025/07/05/17:50:11.232785,-3.23
2025/07/05/17:50:11.330012,-3.229
2025/07/05/17:50:11.510905,-3.229
2025/07/05/17:50:11.610830,-3.23
2025/07/05/17:50:11.691321,-3.232
2025/07/05/17:50:11.769325,-3.235
2025/07/05/17:50:11.849157,-3.235
2025/07/05/17:50:11.929398,-3.236
2025/07/05/17:50:12.033062,-3.239
2025/07/05/17:50:12.129904,-3.24
2025/07/05/17:50:12.232676,-3.24
2025/07/05/17:50:12.329892,-3.237
2025/07/05/17:50:12.491251,-3.238
2025/07/05/17:50:12.591346,-3.239
2025/07/05/17:50:12.669925,-3.237
2025/07/05/17:50:12.770066,-3.234
2025/07/05/17:50:12.890621,-3.231
2025/07/05/17:50:12.990691,-3.229
2025/07/05/17:50:13.070205,-3.225
2025/07/05/17:50:13.170820,-3.223
2025/07/05/17:50:13.250830,-3.222
2025/07/05/17:50:13.349792,-3.222
2025/07/05/17:50:13.550051,-3.219
2025/07/05/17:50:13.649715,-3.212
2025/07/05/17:50:13.749754,-3.206
2025/07/05/17:50:13.849835,-3.2
2025/07/05/17:50:13.969983,-3.194
2025/07/05/17:50:14.049479,-3.192
2025/07/05/17:50:14.149951,-3.189
2025/07/05/17:50:14.250083,-3.186
2025/07/05/17:50:14.349566,-3.181
2025/07/05/17:50:14.549879,-3.165
2025/07/05/17:50:14.649628,-3.159
2025/07/05/17:50:14.749932,-3.151
2025/07/05/17:50:14.849768,-3.145
2025/07/05/17:50:14.969311,-3.141
2025/07/05/17:50:15.049714,-3.136
2025/07/05/17:50:15.149982,-3.13
2025/07/05/17:50:15.249882,-3.122
2025/07/05/17:50:15.329696,-3.117
2025/07/05/17:50:15.490887,-3.112
2025/07/05/17:50:15.610631,-3.11
2025/07/05/17:50:15.690558,-3.106
2025/07/05/17:50:15.769801,-3.103
2025/07/05/17:50:15.891910,-3.101
2025/07/05/17:50:15.991005,-3.102
2025/07/05/17:50:16.069876,-3.101
2025/07/05/17:50:16.170024,-3.1
2025/07/05/17:50:16.249659,-3.098
2025/07/05/17:50:16.329511,-3.096
2025/07/05/17:50:16.491549,-3.094
2025/07/05/17:50:16.590943,-3.093
2025/07/05/17:50:16.669420,-3.092
2025/07/05/17:50:16.749629,-3.091
2025/07/05/17:50:16.849468,-3.092
2025/07/05/17:50:16.973174,-3.095
2025/07/05/17:50:17.049733,-3.096
2025/07/05/17:50:17.149861,-3.098
2025/07/05/17:50:17.249566,-3.098
2025/07/05/17:50:17.328942,-3.098
2025/07/05/17:50:17.470004,-3.095
2025/07/05/17:50:17.591249,-3.091
2025/07/05/17:50:17.670159,-3.089
2025/07/05/17:50:17.749728,-3.089
2025/07/05/17:50:17.850122,-3.091
2025/07/05/17:50:17.970068,-3.095
2025/07/05/17:50:18.049563,-3.097
2025/07/05/17:50:18.169889,-3.099
2025/07/05/17:50:18.249695,-3.098
2025/07/05/17:50:18.349749,-3.096
2025/07/05/17:50:18.529404,-3.095
2025/07/05/17:50:18.632740,-3.096
2025/07/05/17:50:18.729685,-3.095
2025/07/05/17:50:18.832378,-3.095
2025/07/05/17:50:18.929946,-3.095
2025/07/05/17:50:19.032186,-3.095
2025/07/05/17:50:19.129467,-3.093
2025/07/05/17:50:19.232823,-3.094
2025/07/05/17:50:19.332303,-3.095
2025/07/05/17:50:19.491282,-3.097
2025/07/05/17:50:19.610995,-3.096
2025/07/05/17:50:19.712148,-3.096
2025/07/05/17:50:19.790614,-3.095
2025/07/05/17:50:19.869694,-3.093
2025/07/05/17:50:20.011184,-3.089
2025/07/05/17:50:20.089895,-3.089
2025/07/05/17:50:20.169499,-3.088
2025/07/05/17:50:20.249624,-3.087
2025/07/05/17:50:20.349679,-3.086
2025/07/05/17:50:20.529654,-3.083
2025/07/05/17:50:20.610629,-3.081
2025/07/05/17:50:20.690396,-3.08
2025/07/05/17:50:20.770035,-3.079
2025/07/05/17:50:20.849447,-3.077
2025/07/05/17:50:20.969798,-3.076
2025/07/05/17:50:21.049674,-3.077
