time,.data
2025/07/05/17:50:21.151303,-3.074
2025/07/05/17:50:21.249612,-3.072
2025/07/05/17:50:21.350059,-3.068
2025/07/05/17:50:21.529703,-3.057
2025/07/05/17:50:21.632861,-3.053
2025/07/05/17:50:21.729511,-3.051
2025/07/05/17:50:21.832197,-3.05
2025/07/05/17:50:21.930013,-3.051
2025/07/05/17:50:22.032446,-3.051
2025/07/05/17:50:22.129498,-3.054
2025/07/05/17:50:22.232988,-3.057
2025/07/05/17:50:22.329292,-3.06
2025/07/05/17:50:22.490875,-3.065
2025/07/05/17:50:22.590885,-3.07
2025/07/05/17:50:22.669960,-3.075
2025/07/05/17:50:22.749893,-3.079
2025/07/05/17:50:22.852651,-3.083
2025/07/05/17:50:22.970047,-3.088
2025/07/05/17:50:23.051409,-3.091
2025/07/05/17:50:23.149201,-3.092
2025/07/05/17:50:23.249229,-3.093
2025/07/05/17:50:23.349352,-3.094
2025/07/05/17:50:23.549930,-3.093
2025/07/05/17:50:23.649245,-3.092
2025/07/05/17:50:23.749603,-3.091
2025/07/05/17:50:23.849341,-3.091
2025/07/05/17:50:23.969892,-3.089
2025/07/05/17:50:24.069878,-3.086
2025/07/05/17:50:24.169960,-3.085
2025/07/05/17:50:24.249259,-3.086
2025/07/05/17:50:24.329982,-3.086
2025/07/05/17:50:24.490187,-3.084
2025/07/05/17:50:24.632754,-3.081
2025/07/05/17:50:24.729240,-3.08
2025/07/05/17:50:24.832243,-3.079
2025/07/05/17:50:24.930580,-3.081
2025/07/05/17:50:25.035140,-3.082
2025/07/05/17:50:25.129127,-3.08
2025/07/05/17:50:25.232297,-3.079
2025/07/05/17:50:25.329433,-3.078
2025/07/05/17:50:25.490872,-3.077
2025/07/05/17:50:25.590845,-3.077
