time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.rssi,.channels
2025/07/05/17:50:15.491213,10700,1751712615,502147008,,255,()
2025/07/05/17:50:15.611442,10701,1751712615,622147008,,255,()
2025/07/05/17:50:15.691073,10702,1751712615,702147008,,255,()
2025/07/05/17:50:15.790923,10703,1751712615,801147008,,255,()
2025/07/05/17:50:15.910454,10704,1751712615,921147008,,255,()
2025/07/05/17:50:15.991469,10705,1751712616,2147008,,255,()
2025/07/05/17:50:16.090568,10706,1751712616,101147008,,255,()
2025/07/05/17:50:16.191231,10707,1751712616,202147008,,255,()
2025/07/05/17:50:16.249797,10708,1751712616,260147008,,255,()
2025/07/05/17:50:16.329784,10709,1751712616,340147008,,255,()
2025/07/05/17:50:16.491602,10710,1751712616,502147008,,255,()
2025/07/05/17:50:16.591165,10711,1751712616,602147008,,255,()
2025/07/05/17:50:16.691103,10712,1751712616,702147008,,255,()
2025/07/05/17:50:16.750065,10713,1751712616,761147008,,255,()
2025/07/05/17:50:16.849687,10714,1751712616,861147008,,255,()
2025/07/05/17:50:16.973540,10715,1751712616,981147008,,255,()
2025/07/05/17:50:17.049897,10716,1751712617,60147008,,255,()
2025/07/05/17:50:17.150054,10717,1751712617,160147008,,255,()
2025/07/05/17:50:17.249689,10718,1751712617,261147008,,255,()
2025/07/05/17:50:17.329004,10719,1751712617,341147008,,255,()
2025/07/05/17:50:17.510316,10720,1751712617,521147008,,255,()
2025/07/05/17:50:17.591633,10721,1751712617,602147008,,255,()
2025/07/05/17:50:17.670339,10722,1751712617,681147008,,255,()
2025/07/05/17:50:17.749841,10723,1751712617,761147008,,255,()
2025/07/05/17:50:17.869322,10724,1751712617,880147008,,255,()
2025/07/05/17:50:17.991101,10725,1751712618,2147008,,255,()
2025/07/05/17:50:18.049869,10726,1751712618,60147008,,255,()
2025/07/05/17:50:18.191422,10727,1751712618,202147008,,255,()
2025/07/05/17:50:18.249764,10728,1751712618,261147008,,255,()
2025/07/05/17:50:18.349884,10729,1751712618,361147008,,255,()
2025/07/05/17:50:18.529608,10730,1751712618,541147008,,255,()
2025/07/05/17:50:18.632880,10731,1751712618,644147008,,255,()
2025/07/05/17:50:18.750062,10732,1751712618,760147008,,255,()
2025/07/05/17:50:18.832735,10733,1751712618,843147008,,255,()
2025/07/05/17:50:18.949652,10734,1751712618,960147008,,255,()
2025/07/05/17:50:19.032565,10735,1751712619,43147008,,255,()
2025/07/05/17:50:19.129741,10736,1751712619,141147008,,255,()
2025/07/05/17:50:19.249760,10737,1751712619,260147008,,255,()
2025/07/05/17:50:19.332707,10738,1751712619,340147008,,255,()
2025/07/05/17:50:19.510446,10739,1751712619,522147008,,255,()
2025/07/05/17:50:19.632423,10740,1751712619,643147008,,255,()
2025/07/05/17:50:19.712193,10741,1751712619,722147008,,255,()
2025/07/05/17:50:19.791615,10742,1751712619,802147008,,255,()
2025/07/05/17:50:19.910383,10743,1751712619,921147008,,255,()
2025/07/05/17:50:20.011290,10744,1751712620,22147008,,255,()
2025/07/05/17:50:20.089952,10745,1751712620,102107072,,255,()
2025/07/05/17:50:20.169973,10746,1751712620,181107072,,255,()
2025/07/05/17:50:20.249738,10747,1751712620,261107072,,255,()
2025/07/05/17:50:20.349849,10748,1751712620,361107072,,255,()
2025/07/05/17:50:20.529895,10749,1751712620,540107072,,255,()
2025/07/05/17:50:20.610757,10750,1751712620,622107072,,255,()
2025/07/05/17:50:20.690459,10751,1751712620,702107072,,255,()
2025/07/05/17:50:20.790164,10752,1751712620,801107072,,255,()
2025/07/05/17:50:20.849672,10753,1751712620,861107072,,255,()
2025/07/05/17:50:20.990836,10754,1751712621,1107072,,255,()
2025/07/05/17:50:21.069240,10755,1751712621,80107072,,255,()
2025/07/05/17:50:21.169363,10756,1751712621,180107072,,255,()
2025/07/05/17:50:21.249745,10757,1751712621,261107072,,255,()
2025/07/05/17:50:21.370034,10758,1751712621,381107072,,255,()
2025/07/05/17:50:21.549551,10759,1751712621,560107072,,255,()
2025/07/05/17:50:21.649074,10760,1751712621,660107072,,255,()
2025/07/05/17:50:21.729696,10761,1751712621,741107072,,255,()
2025/07/05/17:50:21.832629,10762,1751712621,843107072,,255,()
2025/07/05/17:50:21.949369,10763,1751712621,960107072,,255,()
2025/07/05/17:50:22.032619,10764,1751712622,43107072,,255,()
2025/07/05/17:50:22.149468,10765,1751712622,160107072,,255,()
2025/07/05/17:50:22.249017,10766,1751712622,260107072,,255,()
2025/07/05/17:50:22.329502,10767,1751712622,341107072,,255,()
2025/07/05/17:50:22.510119,10768,1751712622,521107072,,255,()
2025/07/05/17:50:22.610347,10769,1751712622,621107072,,255,()
2025/07/05/17:50:22.670098,10770,1751712622,681107072,,255,()
2025/07/05/17:50:22.769356,10771,1751712622,780107072,,255,()
2025/07/05/17:50:22.852907,10772,1751712622,861107072,,255,()
2025/07/05/17:50:22.990934,10773,1751712623,2107072,,255,()
2025/07/05/17:50:23.052148,10774,1751712623,61107072,,255,()
2025/07/05/17:50:23.149271,10775,1751712623,161107072,,255,()
2025/07/05/17:50:23.249321,10776,1751712623,260107072,,255,()
2025/07/05/17:50:23.349512,10777,1751712623,361107072,,255,()
2025/07/05/17:50:23.569355,10778,1751712623,580107072,,255,()
2025/07/05/17:50:23.649338,10779,1751712623,661107072,,255,()
2025/07/05/17:50:23.749815,10780,1751712623,761107072,,255,()
2025/07/05/17:50:23.849584,10781,1751712623,861107072,,255,()
2025/07/05/17:50:23.990365,10782,1751712624,1107072,,255,()
2025/07/05/17:50:24.090340,10783,1751712624,101107072,,255,()
2025/07/05/17:50:24.190175,10784,1751712624,201107072,,255,()
2025/07/05/17:50:24.249618,10785,1751712624,260107072,,255,()
2025/07/05/17:50:24.349181,10786,1751712624,360107072,,255,()
2025/07/05/17:50:24.490458,10787,1751712624,502107072,,255,()
2025/07/05/17:50:24.651396,10788,1751712624,660107072,,255,()
2025/07/05/17:50:24.729324,10789,1751712624,741107072,,255,()
2025/07/05/17:50:24.832518,10790,1751712624,843107072,,255,()
2025/07/05/17:50:24.949397,10791,1751712624,960107072,,255,()
2025/07/05/17:50:25.035397,10792,1751712625,43107072,,255,()
2025/07/05/17:50:25.129437,10793,1751712625,141107072,,255,()
2025/07/05/17:50:25.232445,10794,1751712625,244107072,,255,()
2025/07/05/17:50:25.349887,10795,1751712625,360107072,,255,()
2025/07/05/17:50:25.510110,10796,1751712625,521107072,,255,()
2025/07/05/17:50:25.591198,10797,1751712625,602107072,,255,()
