time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.magnetic_field.x,.magnetic_field.y,.magnetic_field.z,.magnetic_field_covariance
2025/07/05/17:50:22.769447,10771,1751712622,781278072,base_link,-354000.0,115000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:22.871881,10772,1751712622,880853072,base_link,-355000.0,114000.00000000003,220000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:22.991032,10773,1751712623,2222072,base_link,-354000.0,114000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:23.052042,10774,1751712623,61337072,base_link,-354000.0,114000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:23.149278,10775,1751712623,161332072,base_link,-355000.0,115000.00000000003,223000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:23.270017,10776,1751712623,280723072,base_link,-355000.0,114000.00000000003,223000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:23.410254,10777,1751712623,421717072,base_link,-355000.0,113000.00000000003,221000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:23.569260,10778,1751712623,581029072,base_link,-355000.0,115000.00000000003,220000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:23.649348,10779,1751712623,661433072,base_link,-354000.0,116000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:23.749782,10780,1751712623,761309072,base_link,-353000.0,116000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:23.849564,10781,1751712623,861358072,base_link,-354000.0,114000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:23.990324,10782,1751712624,1951072,base_link,-355000.0,115000.00000000003,221000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:24.090269,10783,1751712624,101727072,base_link,-355000.0,115000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:24.189912,10784,1751712624,201585072,base_link,-356000.0,116000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:24.249571,10785,1751712624,261017072,base_link,-356000.0,116000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:24.349083,10786,1751712624,360551072,base_link,-356000.0,114000.00000000003,223000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:24.529508,10787,1751712624,540845072,base_link,-356000.0,112000.00000000003,222000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:24.651067,10788,1751712624,660864072,base_link,-356000.0,111000.00000000003,221000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:24.749772,10789,1751712624,760657072,base_link,-357000.0,112000.00000000003,220000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:24.832480,10790,1751712624,844123072,base_link,-346000.0,120000.00000000003,222999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:24.949376,10791,1751712624,960571072,base_link,-343000.0,123000.00000000003,225999.99999999997,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:25.035253,10792,1751712625,44120072,base_link,-352000.0,114000.00000000003,223000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:25.129422,10793,1751712625,141486072,base_link,-358000.0,108000.00000000003,221000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:25.232479,10794,1751712625,244158072,base_link,-345000.0,115000.00000000003,225000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:25.349818,10795,1751712625,360863072,base_link,-348000.0,109000.00000000003,226000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:25.510602,10796,1751712625,521733072,base_link,-343000.0,103000.00000000003,233000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
2025/07/05/17:50:25.591168,10797,1751712625,602673072,base_link,-359000.0,92000.00000000003,228000.0,"(-1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0)"
