time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.position.latitude,.position.longitude,.position.altitude
2025/07/05/17:49:30.923930,0,1751711487,710097610,earth,-7.2871207,112.7959331,54.99508523610028
