time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.sensors_present,.sensors_enabled,.sensors_health,.load,.voltage_battery,.current_battery,.battery_remaining,.drop_rate_comm,.errors_comm,.errors_count1,.errors_count2,.errors_count3,.errors_count4
2025/07/05/17:49:35.151244,10317,1751712575,150345946,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:35.251326,10318,1751712575,250561366,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:35.331230,10319,1751712575,330132139,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:35.471840,10320,1751712575,471364612,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:35.592191,10321,1751712575,591498563,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:35.671988,10322,1751712575,671095814,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:35.751251,10323,1751712575,750408828,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:35.851049,10324,1751712575,850306857,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:35.972047,10325,1751712575,971333458,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:36.051103,10326,1751712576,50482784,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:36.131099,10327,1751712576,130509390,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:36.231566,10328,1751712576,230514909,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:36.331237,10329,1751712576,330477014,,321969199,52461615,53510447,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:36.493028,10330,1751712576,492324126,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:36.633930,10331,1751712576,633515342,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:36.711859,10332,1751712576,711365556,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:36.812438,10333,1751712576,811889454,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:36.892896,10334,1751712576,892370471,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.012222,10335,1751712577,11540942,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.111953,10336,1751712577,111128301,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.212211,10337,1751712577,211346956,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.292387,10338,1751712577,291319378,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.392872,10339,1751712577,392276697,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.551041,10340,1751712577,550485641,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.631544,10341,1751712577,630360519,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.731030,10342,1751712577,730353711,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.831023,10343,1751712577,830440698,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:37.951984,10344,1751712577,951247418,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.034156,10345,1751712578,33525102,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.131095,10346,1751712578,130328925,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.231009,10347,1751712578,230413562,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.330938,10348,1751712578,330295068,,321969199,52461615,36733231,171,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.512010,10349,1751712578,511143778,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.614777,10350,1751712578,614191770,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.692203,10351,1751712578,691482879,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.793190,10352,1751712578,792096837,,321969199,52461615,36733231,171,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.872236,10353,1751712578,871513872,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:38.993262,10354,1751712578,991877185,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:39.071967,10355,1751712579,71219656,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:39.171973,10356,1751712579,171178274,,321969199,52461615,36733231,171,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:39.272300,10357,1751712579,271289858,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:39.371696,10358,1751712579,370772226,,321969199,52461615,36733231,169,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:39.531981,10359,1751712579,530447929,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:39.633782,10360,1751712579,633143923,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:39.731098,10361,1751712579,730354789,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:39.833674,10362,1751712579,833094356,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:39.930979,10363,1751712579,930444474,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:40.034023,10364,1751712580,33286026,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:40.130697,10365,1751712580,130227156,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:40.233754,10366,1751712580,233303350,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:40.331110,10367,1751712580,330445410,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:40.511849,10368,1751712580,511202259,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:40.593195,10369,1751712580,591506384,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:40.672592,10370,1751712580,671121139,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:40.773180,10371,1751712580,772936516,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:40.873502,10372,1751712580,871176455,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.012579,10373,1751712581,11275784,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.092400,10374,1751712581,91378712,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.173184,10375,1751712581,172334301,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.251841,10376,1751712581,250723984,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.330868,10377,1751712581,330181509,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.471183,10378,1751712581,470429551,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.592033,10379,1751712581,591228615,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.671633,10380,1751712581,671176220,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.774233,10381,1751712581,770288436,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.871669,10382,1751712581,871169059,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:41.992927,10383,1751712581,992236331,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:42.092081,10384,1751712582,91809686,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:42.173707,10385,1751712582,171034677,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:42.252110,10386,1751712582,250723386,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:42.350990,10387,1751712582,350301096,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:42.531157,10388,1751712582,530361816,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:42.650491,10389,1751712582,650160042,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:42.750374,10390,1751712582,750264017,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:42.850803,10391,1751712582,850191945,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:42.971020,10392,1751712582,970469879,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:43.070724,10393,1751712583,70190773,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:43.172167,10394,1751712583,171546631,,321969199,52461615,36733231,171,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:43.273389,10395,1751712583,270546414,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:43.350947,10396,1751712583,350334345,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:43.550508,10397,1751712583,550020643,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:43.650347,10398,1751712583,650108982,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:43.750457,10399,1751712583,750147563,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:43.850631,10400,1751712583,850165995,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:43.971318,10401,1751712583,971127951,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.051865,10402,1751712584,50908818,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.150620,10403,1751712584,150120572,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.250870,10404,1751712584,250167863,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.330850,10405,1751712584,330088737,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.470952,10406,1751712584,470518856,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.591816,10407,1751712584,591026813,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.670905,10408,1751712584,670340908,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.772213,10409,1751712584,771792700,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.852525,10410,1751712584,850802150,,321969199,52461615,36733231,181,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:44.971359,10411,1751712584,970430168,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:45.052101,10412,1751712585,50333958,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:45.150619,10413,1751712585,150227506,,321969199,52461615,36733231,171,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:45.250300,10414,1751712585,249987124,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:45.350723,10415,1751712585,350074753,,321969199,52461615,36733231,170,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:45.531096,10416,1751712585,530355725,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:45.633717,10417,1751712585,633458641,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:45.730946,10418,1751712585,730189800,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:45.833763,10419,1751712585,833076864,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:45.930304,10420,1751712585,929947963,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.033572,10421,1751712586,33029102,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.132012,10422,1751712586,131130780,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.233984,10423,1751712586,232993823,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.331176,10424,1751712586,330355329,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.492726,10425,1751712586,492318901,,321969199,52461615,53510447,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.614090,10426,1751712586,613654400,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.711451,10427,1751712586,710669143,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.792038,10428,1751712586,791169825,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.892933,10429,1751712586,892457634,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:46.991670,10430,1751712586,991003938,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:47.070941,10431,1751712587,70329948,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:47.173433,10432,1751712587,170198612,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:47.251507,10433,1751712587,250344174,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:47.350442,10434,1751712587,350156839,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:47.571104,10435,1751712587,570071082,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:47.651000,10436,1751712587,650419549,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:47.750199,10437,1751712587,749848800,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:47.851972,10438,1751712587,850219162,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:47.970894,10439,1751712587,970471301,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:48.073601,10440,1751712588,70939777,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:48.173149,10441,1751712588,170305737,,321969199,52461615,36733231,170,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:48.251554,10442,1751712588,250903322,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:48.350446,10443,1751712588,349983957,,321969199,52461615,36733231,169,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:48.530457,10444,1751712588,529921420,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:48.634412,10445,1751712588,632899005,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:48.730695,10446,1751712588,729931236,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:48.833759,10447,1751712588,832939595,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:48.931067,10448,1751712588,930419704,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.033872,10449,1751712589,32915570,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.132432,10450,1751712589,130790172,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.230442,10451,1751712589,230019439,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.331107,10452,1751712589,330045187,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.512645,10453,1751712589,512115478,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.611627,10454,1751712589,611136938,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.692125,10455,1751712589,691279089,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.791971,10456,1751712589,791204228,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.873346,10457,1751712589,870518243,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:49.991506,10458,1751712589,990699119,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.070308,10459,1751712590,70101535,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.171626,10460,1751712590,170829042,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.251492,10461,1751712590,250498459,,321969199,52461615,36733231,180,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.330190,10462,1751712590,329746209,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.472037,10463,1751712590,471605199,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.591711,10464,1751712590,591039667,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.672280,10465,1751712590,671253964,,321969199,52461615,36733231,179,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.772059,10466,1751712590,771940384,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.871850,10467,1751712590,871345774,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:50.992116,10468,1751712590,991283391,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.071549,10469,1751712591,71277027,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.172171,10470,1751712591,170072834,,321969199,52461615,36733231,171,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.250727,10471,1751712591,249991560,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.330690,10472,1751712591,330277947,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.492182,10473,1751712591,491235778,,321969199,52461615,36733231,177,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.633622,10474,1751712591,632776328,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.710891,10475,1751712591,710429927,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.813590,10476,1751712591,813368330,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.891667,10477,1751712591,891037424,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:51.991377,10478,1751712591,991019429,,321969199,52461615,36733231,171,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:52.071950,10479,1751712592,70459954,,321969199,52461615,36733231,175,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:52.171517,10480,1751712592,170319808,,321969199,52461615,36733231,170,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:52.252119,10481,1751712592,251193210,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:52.350854,10482,1751712592,350332417,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:52.550898,10483,1751712592,550232531,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:52.651033,10484,1751712592,650353848,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:52.750320,10485,1751712592,750049501,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:52.850212,10486,1751712592,849734925,,321969199,52461615,36733231,178,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:52.971045,10487,1751712592,970146497,,321969199,52461615,36733231,173,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:53.072605,10488,1751712593,72145552,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:53.170046,10489,1751712593,169700096,,321969199,52461615,36733231,170,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:53.250292,10490,1751712593,249441973,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:53.350090,10491,1751712593,349840578,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:53.550901,10492,1751712593,550366936,,321969199,52461615,36733231,171,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:53.650506,10493,1751712593,650125549,,321969199,52461615,36733231,174,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:53.750889,10494,1751712593,750290188,,321969199,52461615,36733231,171,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:53.850081,10495,1751712593,849668055,,321969199,52461615,36733231,176,0,-1,-1,0,0,0,0,0,0
2025/07/05/17:49:53.971153,10496,1751712593,970357256,,321969199,52461615,36733231,172,0,-1,-1,0,0,0,0,0,0
