time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.airspeed,.groundspeed,.heading,.throttle,.altitude,.climb
2025/07/05/17:49:32.931752,10296,1751712572,931526341,,0.3320000171661377,0.19066286087036133,154,0.0,24.600000381469727,-0.0010342259192839265
2025/07/05/17:49:33.033635,10297,1751712573,33181263,,0.2460000067949295,0.19255481660366058,154,0.0,24.600000381469727,-0.000902264378964901
2025/07/05/17:49:33.131492,10298,1751712573,130581561,,0.2460000067949295,0.1950850784778595,154,0.0,24.600000381469727,0.0007003856590017676
2025/07/05/17:49:33.234060,10299,1751712573,233441971,,0.19300000369548798,0.19552552700042725,153,0.0,24.59000015258789,-0.0012311707250773907
2025/07/05/17:49:33.331507,10300,1751712573,330593247,,0.19300000369548798,0.19539864361286163,153,0.0,24.59000015258789,-0.004539505112916231
2025/07/05/17:49:33.513021,10301,1751712573,512260520,,0.1990000158548355,0.3016221523284912,152,0.0,24.600000381469727,-0.009244176559150219
2025/07/05/17:49:33.592951,10302,1751712573,592396569,,0.35100001096725464,0.32728779315948486,151,0.0,24.600000381469727,0.000640050508081913
2025/07/05/17:49:33.671843,10303,1751712573,671194525,,0.35100001096725464,0.35435086488723755,151,0.0,24.600000381469727,0.0032695226836949587
2025/07/05/17:49:33.772054,10304,1751712573,771387049,,0.35100001096725464,0.39083385467529297,150,0.0,24.60999870300293,0.00673278421163559
2025/07/05/17:49:33.851401,10305,1751712573,850562965,,0.5130000114440918,0.4171764552593231,149,0.0,24.60999870300293,0.0034835711121559143
2025/07/05/17:49:33.951426,10306,1751712573,950823240,,0.5130000114440918,0.4557425379753113,148,0.0,24.60999870300293,0.003588061546906829
2025/07/05/17:49:34.051080,10307,1751712574,50631586,,0.38100001215934753,0.4901447296142578,146,0.0,24.60999870300293,0.004222576040774584
2025/07/05/17:49:34.151649,10308,1751712574,150553938,,0.38100001215934753,0.5244219899177551,145,0.0,24.60999870300293,0.008326943032443523
2025/07/05/17:49:34.251432,10309,1751712574,250932765,,0.5830000042915344,0.5558681488037109,144,0.0,24.60999870300293,0.008961551822721958
2025/07/05/17:49:34.392376,10310,1751712574,391453852,,0.5830000042915344,0.6031821370124817,142,0.0,24.60999870300293,0.002942972583696246
2025/07/05/17:49:34.552063,10311,1751712574,551387098,,0.5820000171661377,0.6495346426963806,140,0.0,24.60999870300293,0.0049598244950175285
2025/07/05/17:49:34.651206,10312,1751712574,650582796,,0.5820000171661377,0.6742003560066223,139,0.0,24.60999870300293,0.009954871609807014
2025/07/05/17:49:34.751267,10313,1751712574,750459554,,0.5820000171661377,0.6989778876304626,138,0.0,24.60999870300293,0.012178865261375904
2025/07/05/17:49:34.851610,10314,1751712574,850736526,,0.6980000138282776,0.7234612107276917,136,0.0,24.619998931884766,0.012777996249496937
2025/07/05/17:49:34.972027,10315,1751712574,971380964,,0.6980000138282776,0.7513675689697266,135,0.0,24.619998931884766,0.015459521673619747
2025/07/05/17:49:35.051486,10316,1751712575,50795638,,0.5450000166893005,0.7644230127334595,134,0.0,24.619998931884766,0.015630152076482773
2025/07/05/17:49:35.151257,10317,1751712575,150381899,,0.5450000166893005,0.7828637361526489,133,0.0,24.619998931884766,0.01587532088160515
2025/07/05/17:49:35.251364,10318,1751712575,250617675,,0.7940000295639038,0.8042756915092468,132,0.0,24.6299991607666,0.017530830577015877
2025/07/05/17:49:35.331308,10319,1751712575,330270042,,0.7940000295639038,0.8232966661453247,132,0.0,24.639999389648438,0.01482600998133421
2025/07/05/17:49:35.492514,10320,1751712575,492102607,,0.7630000114440918,0.8527334928512573,133,0.0,24.649999618530273,0.027703534811735153
2025/07/05/17:49:35.592237,10321,1751712575,591704081,,0.7630000114440918,0.8702732920646667,135,0.0,24.65999984741211,0.025426555424928665
2025/07/05/17:49:35.672020,10322,1751712575,671340106,,0.7890000343322754,0.8829717040061951,136,0.0,24.65999984741211,0.026447732001543045
2025/07/05/17:49:35.751292,10323,1751712575,750590847,,0.7890000343322754,0.8961735367774963,138,0.0,24.670000076293945,0.022148756310343742
2025/07/05/17:49:35.851059,10324,1751712575,850436117,,0.815000057220459,0.908656895160675,139,0.0,24.670000076293945,0.02702583186328411
2025/07/05/17:49:35.972080,10325,1751712575,971375424,,0.815000057220459,0.9165310859680176,141,0.0,24.68000030517578,0.029413994401693344
2025/07/05/17:49:36.051139,10326,1751712576,50544715,,0.7940000295639038,0.8985679149627686,141,0.0,24.689998626708984,0.03378788009285927
2025/07/05/17:49:36.131343,10327,1751712576,130661641,,0.7940000295639038,0.8959432244300842,141,0.0,24.689998626708984,0.03670511022210121
2025/07/05/17:49:36.231610,10328,1751712576,230750012,,0.9000000357627869,0.9087236523628235,140,0.0,24.689998626708984,0.03577115386724472
2025/07/05/17:49:36.331310,10329,1751712576,330520974,,0.9000000357627869,0.917905330657959,138,0.0,24.689998626708984,0.03617546707391739
2025/07/05/17:49:36.531583,10330,1751712576,530266755,,0.737000048160553,0.9423412680625916,135,0.0,24.69999885559082,0.031637635082006454
2025/07/05/17:49:36.633978,10331,1751712576,633567469,,0.968000054359436,0.9474769830703735,133,0.0,24.709999084472656,0.03616051748394966
2025/07/05/17:49:36.711940,10332,1751712576,711416833,,0.968000054359436,0.9552193284034729,132,0.0,24.719999313354492,0.040919288992881775
2025/07/05/17:49:36.812859,10333,1751712576,812006354,,1.0360000133514404,0.9640932083129883,130,0.0,24.729999542236328,0.046055492013692856
2025/07/05/17:49:36.892930,10334,1751712576,892490226,,1.0360000133514404,0.9706426858901978,129,0.0,24.729999542236328,0.045775897800922394
2025/07/05/17:49:37.012220,10335,1751712577,11593121,,0.987000048160553,0.9855875968933105,126,0.0,24.739999771118164,0.04722381755709648
2025/07/05/17:49:37.111992,10336,1751712577,111167898,,0.987000048160553,0.993961751461029,125,0.0,24.739999771118164,0.044247470796108246
2025/07/05/17:49:37.212292,10337,1751712577,211551557,,0.893000066280365,1.0008255243301392,123,0.0,24.75,0.0423925518989563
2025/07/05/17:49:37.292434,10338,1751712577,291524066,,0.893000066280365,1.0018198490142822,121,0.0,24.760000228881836,0.044815488159656525
2025/07/05/17:49:37.392881,10339,1751712577,392326573,,0.8960000276565552,1.0059208869934082,119,0.0,24.760000228881836,0.04587351158261299
2025/07/05/17:49:37.551236,10340,1751712577,550707109,,0.8960000276565552,1.0036861896514893,116,0.0,24.779998779296875,0.05594438686966896
2025/07/05/17:49:37.631567,10341,1751712577,630397980,,0.862000048160553,1.0016050338745117,115,0.0,24.779998779296875,0.05736589431762695
2025/07/05/17:49:37.731084,10342,1751712577,730390556,,0.862000048160553,0.9991063475608826,115,0.0,24.78999900817871,0.06796211004257202
2025/07/05/17:49:37.831163,10343,1751712577,830572208,,0.9820000529289246,0.9919822216033936,115,0.0,24.78999900817871,0.06294076889753342
2025/07/05/17:49:37.952008,10344,1751712577,951463642,,0.9820000529289246,0.9941184520721436,115,0.0,24.78999900817871,0.06425107270479202
2025/07/05/17:49:38.034165,10345,1751712578,33575562,,0.9220000505447388,0.9975173473358154,116,0.0,24.78999900817871,0.05953855440020561
2025/07/05/17:49:38.131204,10346,1751712578,130461925,,0.9220000505447388,0.9970892071723938,118,0.0,24.78999900817871,0.04822926968336105
2025/07/05/17:49:38.231088,10347,1751712578,230643961,,0.8060000538825989,0.993062436580658,120,0.0,24.779998779296875,0.043902285397052765
2025/07/05/17:49:38.330947,10348,1751712578,330339852,,0.8060000538825989,0.9908257126808167,121,0.0,24.76999855041504,0.046300310641527176
2025/07/05/17:49:38.512042,10349,1751712578,511350079,,0.9720000624656677,0.985173761844635,124,0.0,24.760000228881836,0.04522765800356865
2025/07/05/17:49:38.614795,10350,1751712578,614241556,,0.9910000562667847,0.9835708141326904,125,0.0,24.760000228881836,0.04349338635802269
2025/07/05/17:49:38.692278,10351,1751712578,691595417,,0.9910000562667847,0.9819263815879822,126,0.0,24.760000228881836,0.04258693754673004
2025/07/05/17:49:38.793160,10352,1751712578,792298652,,1.1400001049041748,0.9815788269042969,127,0.0,24.75,0.038598835468292236
2025/07/05/17:49:38.891532,10353,1751712578,891039232,,1.1400001049041748,0.9823485016822815,129,0.0,24.75,0.03247132897377014
2025/07/05/17:49:38.993287,10354,1751712578,991914714,,1.1400001049041748,0.9539286494255066,129,0.0,24.739999771118164,0.036355022341012955
2025/07/05/17:49:39.072021,10355,1751712579,71357558,,0.8470000624656677,0.9425979852676392,129,0.0,24.739999771118164,0.04177292063832283
2025/07/05/17:49:39.172021,10356,1751712579,171317679,,0.8470000624656677,0.936384379863739,127,0.0,24.739999771118164,0.044042281806468964
2025/07/05/17:49:39.272313,10357,1751712579,271349697,,0.8390000462532043,0.9318696856498718,126,0.0,24.739999771118164,0.03712235391139984
2025/07/05/17:49:39.371720,10358,1751712579,370845032,,0.8390000462532043,0.9323394298553467,124,0.0,24.739999771118164,0.03550932928919792
2025/07/05/17:49:39.531988,10359,1751712579,530499850,,1.193000078201294,0.9414688944816589,120,0.0,24.739999771118164,0.03162521496415138
2025/07/05/17:49:39.633826,10360,1751712579,633229721,,1.1740000247955322,0.9498385787010193,118,0.0,24.739999771118164,0.03268822282552719
2025/07/05/17:49:39.731102,10361,1751712579,730395601,,1.1740000247955322,0.9604519009590149,116,0.0,24.739999771118164,0.03100001811981201
2025/07/05/17:49:39.833855,10362,1751712579,833241498,,1.0190000534057617,0.9671168327331543,115,0.0,24.739999771118164,0.035098493099212646
2025/07/05/17:49:39.931037,10363,1751712579,930495796,,1.0190000534057617,0.9716297388076782,114,0.0,24.75,0.039024125784635544
2025/07/05/17:49:40.034063,10364,1751712580,33322114,,1.0820000171661377,0.9726526141166687,113,0.0,24.75,0.05002206936478615
2025/07/05/17:49:40.130773,10365,1751712580,130336192,,1.0820000171661377,0.9757664799690247,114,0.0,24.75,0.05494055151939392
2025/07/05/17:49:40.233762,10366,1751712580,233332193,,0.9900000691413879,0.9742180705070496,115,0.0,24.760000228881836,0.04000717028975487
2025/07/05/17:49:40.331119,10367,1751712580,330481198,,0.9900000691413879,0.9787436127662659,116,0.0,24.760000228881836,0.027929265052080154
2025/07/05/17:49:40.511888,10368,1751712580,511258459,,1.0440000295639038,0.9728023409843445,115,0.0,24.760000228881836,0.046385861933231354
2025/07/05/17:49:40.593225,10369,1751712580,591578565,,1.0440000295639038,0.9745556116104126,114,0.0,24.760000228881836,0.04056529700756073
2025/07/05/17:49:40.672616,10370,1751712580,671173274,,1.1730000972747803,0.976830244064331,113,0.0,24.760000228881836,0.04099271818995476
2025/07/05/17:49:40.792425,10371,1751712580,791635396,,1.1730000972747803,0.9815017580986023,110,0.0,24.76999855041504,0.03959651663899422
2025/07/05/17:49:40.912423,10372,1751712580,911099691,,1.0220000743865967,0.9877482056617737,108,0.0,24.76999855041504,0.03793018311262131
2025/07/05/17:49:41.012615,10373,1751712581,11331689,,0.9750000238418579,0.990473747253418,106,0.0,24.76999855041504,0.0386587530374527
2025/07/05/17:49:41.092797,10374,1751712581,91635578,,0.9750000238418579,0.9902045726776123,105,0.0,24.779998779296875,0.04992802441120148
2025/07/05/17:49:41.173230,10375,1751712581,172411113,,0.9750000238418579,0.9845200777053833,103,0.0,24.779998779296875,0.052576445043087006
2025/07/05/17:49:41.251898,10376,1751712581,250980496,,1.059000015258789,0.9796367287635803,102,0.0,24.78999900817871,0.053237155079841614
2025/07/05/17:49:41.330918,10377,1751712581,330220008,,1.059000015258789,0.9802027344703674,101,0.0,24.78999900817871,0.05049656704068184
2025/07/05/17:49:41.471380,10378,1751712581,470584630,,1.2020000219345093,0.9803099632263184,98,0.0,24.78999900817871,0.045520566403865814
2025/07/05/17:49:41.592133,10379,1751712581,591421239,,1.2020000219345093,0.9780306220054626,96,0.0,24.779998779296875,0.04705483466386795
2025/07/05/17:49:41.671641,10380,1751712581,671211234,,1.0760000944137573,0.9785483479499817,94,0.0,24.779998779296875,0.05159132555127144
2025/07/05/17:49:41.774307,10381,1751712581,770356716,,1.0760000944137573,0.9693317413330078,93,0.0,24.779998779296875,0.06062024086713791
2025/07/05/17:49:41.871701,10382,1751712581,871229129,,1.0720000267028809,0.9695405960083008,93,0.0,24.779998779296875,0.06315723806619644
2025/07/05/17:49:41.992938,10383,1751712581,992260677,,1.0720000267028809,0.97496497631073,94,0.0,24.779998779296875,0.05910278111696243
2025/07/05/17:49:42.092221,10384,1751712582,91877870,,1.1190000772476196,0.9849867820739746,95,0.0,24.76999855041504,0.04854857176542282
2025/07/05/17:49:42.173719,10385,1751712582,171127844,,1.1190000772476196,0.9888845086097717,97,0.0,24.76999855041504,0.03571623936295509
2025/07/05/17:49:42.252141,10386,1751712582,250796023,,0.9200000166893005,0.9926452040672302,98,0.0,24.760000228881836,0.03314995393157005
2025/07/05/17:49:42.351025,10387,1751712582,350333016,,0.9200000166893005,0.9937241673469543,100,0.0,24.760000228881836,0.028979970142245293
2025/07/05/17:49:42.551779,10388,1751712582,550514753,,0.9920000433921814,0.9796251654624939,100,0.0,24.75,0.03860032558441162
2025/07/05/17:49:42.650498,10389,1751712582,650177342,,0.9830000400543213,0.9745391607284546,99,0.0,24.739999771118164,0.03317189961671829
2025/07/05/17:49:42.771230,10390,1751712582,769982939,,0.9830000400543213,0.981229305267334,96,0.0,24.739999771118164,0.02869735285639763
2025/07/05/17:49:42.850822,10391,1751712582,850222253,,0.8190000653266907,0.9842513799667358,95,0.0,24.739999771118164,0.02384796552360058
2025/07/05/17:49:42.991969,10392,1751712582,991143909,,0.8190000653266907,0.987664520740509,93,0.0,24.729999542236328,0.03444807976484299
2025/07/05/17:49:43.070768,10393,1751712583,70362221,,1.0760000944137573,0.9896296262741089,94,0.0,24.729999542236328,0.04344676807522774
2025/07/05/17:49:43.172286,10394,1751712583,171820616,,1.0760000944137573,0.9896554946899414,95,0.0,24.719999313354492,0.030704040080308914
2025/07/05/17:49:43.273404,10395,1751712583,270635214,,1.0200001001358032,0.9893592000007629,96,0.0,24.709999084472656,0.015388607047498226
2025/07/05/17:49:43.351031,10396,1751712583,350459092,,1.0200001001358032,0.9862192273139954,98,0.0,24.69999885559082,0.004854325670748949
2025/07/05/17:49:43.550545,10397,1751712583,550068204,,1.0890001058578491,0.9842701554298401,101,0.0,24.689998626708984,0.009333576075732708
2025/07/05/17:49:43.650424,10398,1751712583,650177658,,0.9960000514984131,0.9742251634597778,102,0.0,24.68000030517578,0.022153928875923157
2025/07/05/17:49:43.750472,10399,1751712583,750175480,,0.9960000514984131,0.9646486639976501,101,0.0,24.68000030517578,0.018772777169942856
2025/07/05/17:49:43.850698,10400,1751712583,850280311,,0.9620000720024109,0.9637302160263062,100,0.0,24.670000076293945,0.017019208520650864
2025/07/05/17:49:43.971449,10401,1751712583,971298798,,0.9620000720024109,0.9624760150909424,97,0.0,24.65999984741211,0.004335368052124977
2025/07/05/17:49:44.052044,10402,1751712584,51123984,,1.1610000133514404,0.9712246060371399,96,0.0,24.65999984741211,0.0010048234835267067
2025/07/05/17:49:44.150643,10403,1751712584,150151091,,1.1610000133514404,0.9831764101982117,94,0.0,24.65999984741211,0.0022692596539855003
2025/07/05/17:49:44.250916,10404,1751712584,250250842,,1.1030000448226929,0.9954496622085571,93,0.0,24.649999618530273,0.015129245817661285
2025/07/05/17:49:44.330860,10405,1751712584,330152825,,1.1030000448226929,1.0033472776412964,93,0.0,24.649999618530273,0.013515831902623177
2025/07/05/17:49:44.511754,10406,1751712584,510901165,,1.0920000076293945,1.0126221179962158,95,0.0,24.639999389648438,0.00030748872086405754
2025/07/05/17:49:44.591820,10407,1751712584,591237090,,1.0920000076293945,1.0159640312194824,96,0.0,24.639999389648438,-0.00014692889817524701
2025/07/05/17:49:44.670909,10408,1751712584,670365730,,0.9930000305175781,1.0172793865203857,98,0.0,24.639999389648438,-0.006489780731499195
2025/07/05/17:49:44.772222,10409,1751712584,771889157,,0.9930000305175781,1.0175493955612183,99,0.0,24.639999389648438,-0.012063535861670971
2025/07/05/17:49:44.852563,10410,1751712584,850898707,,0.9720000624656677,1.0055768489837646,100,0.0,24.6299991607666,-0.005334591958671808
2025/07/05/17:49:44.991595,10411,1751712584,990904728,,0.9720000624656677,0.9938693046569824,99,0.0,24.6299991607666,0.009999915957450867
2025/07/05/17:49:45.053197,10412,1751712585,51703827,,1.2540000677108765,0.9992404580116272,98,0.0,24.6299991607666,0.0030926528852432966
2025/07/05/17:49:45.171186,10413,1751712585,170081824,,1.2540000677108765,1.0102323293685913,96,0.0,24.6299991607666,0.0022517736069858074
2025/07/05/17:49:45.250405,10414,1751712585,250074574,,1.1450001001358032,1.017459750175476,95,0.0,24.6299991607666,-0.0033979108557105064
2025/07/05/17:49:45.350731,10415,1751712585,350111336,,1.1450001001358032,1.02820885181427,93,0.0,24.6299991607666,-0.006416707765311003
2025/07/05/17:49:45.531130,10416,1751712585,530394524,,1.099000096321106,1.0498294830322266,91,0.0,24.6299991607666,0.007233809679746628
2025/07/05/17:49:45.633800,10417,1751712585,633568730,,1.0040000677108765,1.0512948036193848,92,0.0,24.6299991607666,0.005547384265810251
2025/07/05/17:49:45.730956,10418,1751712585,730236086,,1.0040000677108765,1.0501066446304321,93,0.0,24.6299991607666,-0.002920539351180196
2025/07/05/17:49:45.833800,10419,1751712585,833132355,,1.069000005722046,1.0561268329620361,95,0.0,24.6299991607666,-0.00946531631052494
2025/07/05/17:49:45.930321,10420,1751712585,929987736,,1.069000005722046,1.060247540473938,97,0.0,24.6299991607666,-0.018720194697380066
2025/07/05/17:49:46.033580,10421,1751712586,33064154,,1.0350000858306885,1.0644484758377075,98,0.0,24.619998931884766,-0.014901186339557171
2025/07/05/17:49:46.132047,10422,1751712586,131285384,,1.0350000858306885,1.061234712600708,100,0.0,24.60999870300293,-0.012706649489700794
2025/07/05/17:49:46.233990,10423,1751712586,233035243,,1.099000096321106,1.0497429370880127,100,0.0,24.60999870300293,-0.0007921471260488033
2025/07/05/17:49:46.331200,10424,1751712586,330392896,,1.099000096321106,1.0456864833831787,99,0.0,24.600000381469727,-0.002437704475596547
2025/07/05/17:49:46.513281,10425,1751712586,511625194,,1.215000033378601,1.058703899383545,96,0.0,24.59000015258789,-0.018881285563111305
2025/07/05/17:49:46.614272,10426,1751712586,613801406,,1.0850000381469727,1.0680204629898071,95,0.0,24.579999923706055,-0.02442067116498947
2025/07/05/17:49:46.711464,10427,1751712586,710733145,,1.0850000381469727,1.0781067609786987,92,0.0,24.579999923706055,-0.026234149932861328
2025/07/05/17:49:46.792128,10428,1751712586,791435936,,1.0850000381469727,1.08795166015625,91,0.0,24.56999969482422,-0.022673191502690315
2025/07/05/17:49:46.912376,10429,1751712586,911465669,,1.1170001029968262,1.0918512344360352,90,0.0,24.56999969482422,-0.017936047166585922
2025/07/05/17:49:46.991734,10430,1751712586,991199264,,1.1170001029968262,1.0950372219085693,90,0.0,24.56999969482422,-0.015358228236436844
2025/07/05/17:49:47.070956,10431,1751712587,70369303,,0.9810000658035278,1.0996302366256714,90,0.0,24.56999969482422,-0.013243220746517181
2025/07/05/17:49:47.173558,10432,1751712587,170266050,,0.9810000658035278,1.1006088256835938,91,0.0,24.56999969482422,-0.019670363515615463
2025/07/05/17:49:47.251601,10433,1751712587,250446068,,1.1380000114440918,1.1049693822860718,92,0.0,24.559999465942383,-0.027165288105607033
2025/07/05/17:49:47.350462,10434,1751712587,350208329,,1.1380000114440918,1.1129063367843628,93,0.0,24.559999465942383,-0.029059456661343575
2025/07/05/17:49:47.571157,10435,1751712587,570223930,,1.311000108718872,1.1561349630355835,97,0.0,24.549999237060547,-0.026181267574429512
2025/07/05/17:49:47.651128,10436,1751712587,650732318,,1.1370000839233398,1.1771223545074463,98,0.0,24.549999237060547,-0.028438277542591095
2025/07/05/17:49:47.750203,10437,1751712587,749872390,,1.1370000839233398,1.2029043436050415,99,0.0,24.549999237060547,-0.026088573038578033
2025/07/05/17:49:47.851989,10438,1751712587,850312331,,1.190000057220459,1.2271945476531982,101,0.0,24.549999237060547,-0.028911957517266273
2025/07/05/17:49:47.970922,10439,1751712587,970545561,,1.190000057220459,1.2630681991577148,103,0.0,24.549999237060547,-0.029545923694968224
2025/07/05/17:49:48.073613,10440,1751712588,71007098,,1.1510000228881836,1.2876396179199219,104,0.0,24.549999237060547,-0.030125057324767113
2025/07/05/17:49:48.173160,10441,1751712588,170367814,,1.1510000228881836,1.3142424821853638,105,0.0,24.559999465942383,-0.023044921457767487
2025/07/05/17:49:48.251548,10442,1751712588,251001805,,1.1700000762939453,1.323569655418396,106,0.0,24.559999465942383,-0.02515866979956627
2025/07/05/17:49:48.350451,10443,1751712588,350016512,,1.1700000762939453,1.3281259536743164,108,0.0,24.559999465942383,-0.018255624920129776
2025/07/05/17:49:48.530576,10444,1751712588,530051247,,1.2690000534057617,1.3612250089645386,109,0.0,24.56999969482422,-0.010039824061095715
2025/07/05/17:49:48.634418,10445,1751712588,633021030,,1.2970000505447388,1.3709261417388916,108,0.0,24.56999969482422,-0.005853783339262009
2025/07/05/17:49:48.730877,10446,1751712588,730075720,,1.2970000505447388,1.395223617553711,106,0.0,24.56999969482422,-0.014238961972296238
2025/07/05/17:49:48.833770,10447,1751712588,832976194,,1.3900001049041748,1.3983063697814941,104,0.0,24.579999923706055,-0.017031632363796234
2025/07/05/17:49:48.931071,10448,1751712588,930458324,,1.3900001049041748,1.419874906539917,101,0.0,24.579999923706055,-0.017949923872947693
2025/07/05/17:49:49.033880,10449,1751712589,32952412,,1.2980000972747803,1.4351688623428345,98,0.0,24.579999923706055,-0.022752773016691208
2025/07/05/17:49:49.132497,10450,1751712589,130848740,,1.2980000972747803,1.4525904655456543,96,0.0,24.579999923706055,-0.019830765202641487
2025/07/05/17:49:49.230763,10451,1751712589,230179907,,1.3250000476837158,1.4484442472457886,93,0.0,24.59000015258789,-0.01730937696993351
2025/07/05/17:49:49.331191,10452,1751712589,330182981,,1.3250000476837158,1.4440094232559204,91,0.0,24.59000015258789,-0.0137750543653965
2025/07/05/17:49:49.512949,10453,1751712589,512374660,,1.3230000734329224,1.4114594459533691,89,0.0,24.59000015258789,0.015194650739431381
2025/07/05/17:49:49.611723,10454,1751712589,611226271,,1.3280000686645508,1.4212753772735596,90,0.0,24.600000381469727,0.03121628612279892
2025/07/05/17:49:49.692164,10455,1751712589,691350440,,1.3280000686645508,1.4148930311203003,92,0.0,24.600000381469727,0.009764443151652813
2025/07/05/17:49:49.791981,10456,1751712589,791244134,,1.3280000686645508,1.4244624376296997,94,0.0,24.600000381469727,-0.016833264380693436
2025/07/05/17:49:49.873356,10457,1751712589,870605013,,1.3250000476837158,1.4347009658813477,97,0.0,24.600000381469727,-0.02646222524344921
2025/07/05/17:49:49.991672,10458,1751712589,990959761,,1.3250000476837158,1.4326095581054688,100,0.0,24.60999870300293,-0.020731106400489807
2025/07/05/17:49:50.070316,10459,1751712590,70143402,,1.3260000944137573,1.4209972620010376,102,0.0,24.60999870300293,-0.016722049564123154
2025/07/05/17:49:50.171640,10460,1751712590,170922492,,1.3260000944137573,1.4221347570419312,104,0.0,24.60999870300293,-0.0032340192701667547
2025/07/05/17:49:50.251634,10461,1751712590,250782050,,1.352000117301941,1.4195947647094727,106,0.0,24.60999870300293,-0.0007654736982658505
2025/07/05/17:49:50.330402,10462,1751712590,329916240,,1.352000117301941,1.4202914237976074,107,0.0,24.60999870300293,-0.0024727678392082453
2025/07/05/17:49:50.472071,10463,1751712590,471675978,,1.50600004196167,1.4161758422851562,107,0.0,24.60999870300293,0.018490228801965714
2025/07/05/17:49:50.591736,10464,1751712590,591231952,,1.50600004196167,1.4149248600006104,105,0.0,24.60999870300293,0.01969028078019619
2025/07/05/17:49:50.672289,10465,1751712590,671300232,,1.374000072479248,1.4329813718795776,103,0.0,24.60999870300293,0.0012360094115138054
2025/07/05/17:49:50.772160,10466,1751712590,772036262,,1.374000072479248,1.4436084032058716,101,0.0,24.60999870300293,-0.01649525575339794
2025/07/05/17:49:50.871864,10467,1751712590,871405518,,1.3200000524520874,1.447603702545166,98,0.0,24.60999870300293,-0.023529808968305588
2025/07/05/17:49:50.992109,10468,1751712590,991310576,,1.3200000524520874,1.449544906616211,95,0.0,24.60999870300293,-0.018207665532827377
2025/07/05/17:49:51.071566,10469,1751712591,71332879,,1.5810000896453857,1.4489781856536865,93,0.0,24.60999870300293,-0.012412144802510738
2025/07/05/17:49:51.172197,10470,1751712591,170122001,,1.5810000896453857,1.44618558883667,90,0.0,24.60999870300293,-0.009351532906293869
2025/07/05/17:49:51.250764,10471,1751712591,250061557,,1.309000015258789,1.4315236806869507,89,0.0,24.60999870300293,-0.008862415328621864
2025/07/05/17:49:51.330919,10472,1751712591,330400173,,1.309000015258789,1.4278638362884521,87,0.0,24.60999870300293,-0.010877955704927444
2025/07/05/17:49:51.492218,10473,1751712591,491441610,,1.468000054359436,1.410826325416565,83,0.0,24.60999870300293,-0.01703997142612934
2025/07/05/17:49:51.634050,10474,1751712591,632975451,,1.4640001058578491,1.4013279676437378,80,0.0,24.600000381469727,-0.02249753102660179
2025/07/05/17:49:51.710903,10475,1751712591,710488362,,1.4640001058578491,1.380162239074707,78,0.0,24.600000381469727,-0.01921849697828293
