time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.time_ref.secs,.time_ref.nsecs,.source
2025/07/05/17:49:34.192840,10309,1751712574,192202811,,1751712573,981930000,fcu
2025/07/05/17:49:34.271036,10310,1751712574,270582875,,1751712574,60915000,fcu
2025/07/05/17:49:34.451678,10311,1751712574,451186844,,1751712574,240429000,fcu
2025/07/05/17:49:34.572299,10312,1751712574,571963073,,1751712574,361474000,fcu
2025/07/05/17:49:34.692811,10313,1751712574,692212448,,1751712574,481374000,fcu
2025/07/05/17:49:34.772285,10314,1751712574,771508640,,1751712574,561150000,fcu
2025/07/05/17:49:34.913210,10315,1751712574,912194545,,1751712574,701393000,fcu
2025/07/05/17:49:34.992257,10316,1751712574,992025629,,1751712574,781989000,fcu
2025/07/05/17:49:35.093044,10317,1751712575,92216385,,1751712574,881442000,fcu
2025/07/05/17:49:35.171578,10318,1751712575,170868358,,1751712574,961144000,fcu
2025/07/05/17:49:35.271841,10319,1751712575,271143027,,1751712575,61359000,fcu
2025/07/05/17:49:35.351429,10320,1751712575,350335686,,1751712575,140792000,fcu
2025/07/05/17:49:35.531661,10321,1751712575,531176129,,1751712575,320369000,fcu
2025/07/05/17:49:35.612109,10322,1751712575,611364353,,1751712575,402181000,fcu
2025/07/05/17:49:35.692321,10323,1751712575,691426676,,1751712575,481821000,fcu
2025/07/05/17:49:35.771039,10324,1751712575,770842742,,1751712575,561249000,fcu
2025/07/05/17:49:35.892920,10325,1751712575,892248610,,1751712575,681521000,fcu
2025/07/05/17:49:35.992254,10326,1751712575,991928661,,1751712575,782012000,fcu
2025/07/05/17:49:36.071571,10327,1751712576,71089694,,1751712575,861157000,fcu
2025/07/05/17:49:36.171560,10328,1751712576,171250118,,1751712575,960644000,fcu
2025/07/05/17:49:36.252029,10329,1751712576,251219351,,1751712576,40740000,fcu
2025/07/05/17:49:36.351223,10330,1751712576,350633018,,1751712576,140775000,fcu
2025/07/05/17:49:36.551959,10331,1751712576,551192939,,1751712576,340427000,fcu
2025/07/05/17:49:36.650885,10332,1751712576,650299580,,1751712576,440812000,fcu
2025/07/05/17:49:36.730925,10333,1751712576,730363877,,1751712576,520492000,fcu
2025/07/05/17:49:36.833711,10334,1751712576,833267061,,1751712576,623415000,fcu
2025/07/05/17:49:36.931427,10335,1751712576,931044748,,1751712576,721074000,fcu
2025/07/05/17:49:37.034087,10336,1751712577,33287904,,1751712576,823834000,fcu
2025/07/05/17:49:37.151928,10337,1751712577,151147053,,1751712576,940458000,fcu
2025/07/05/17:49:37.233617,10338,1751712577,233182513,,1751712577,23669000,fcu
2025/07/05/17:49:37.311879,10339,1751712577,311134334,,1751712577,101436000,fcu
2025/07/05/17:49:37.451315,10340,1751712577,450510975,,1751712577,240612000,fcu
2025/07/05/17:49:37.571206,10341,1751712577,570733858,,1751712577,360749000,fcu
2025/07/05/17:49:37.671799,10342,1751712577,671423364,,1751712577,461103000,fcu
2025/07/05/17:49:37.751394,10343,1751712577,750429731,,1751712577,540763000,fcu
2025/07/05/17:49:37.851067,10344,1751712577,850552918,,1751712577,640815000,fcu
2025/07/05/17:49:37.992061,10345,1751712577,991567185,,1751712577,781919000,fcu
2025/07/05/17:49:38.050868,10346,1751712578,50227645,,1751712577,840435000,fcu
2025/07/05/17:49:38.151096,10347,1751712578,150414904,,1751712577,940766000,fcu
2025/07/05/17:49:38.271682,10348,1751712578,271189422,,1751712578,60564000,fcu
2025/07/05/17:49:38.351258,10349,1751712578,350521430,,1751712578,141149000,fcu
2025/07/05/17:49:38.530870,10350,1751712578,530217690,,1751712578,320805000,fcu
2025/07/05/17:49:38.630778,10351,1751712578,630369707,,1751712578,420396000,fcu
2025/07/05/17:49:38.711989,10352,1751712578,711421854,,1751712578,501666000,fcu
2025/07/05/17:49:38.814458,10353,1751712578,813893221,,1751712578,604139000,fcu
2025/07/05/17:49:38.892250,10354,1751712578,891948784,,1751712578,681944000,fcu
2025/07/05/17:49:39.011467,10355,1751712579,10967500,,1751712578,801497000,fcu
2025/07/05/17:49:39.092308,10356,1751712579,92091997,,1751712578,882209000,fcu
2025/07/05/17:49:39.192700,10357,1751712579,192217731,,1751712578,982336000,fcu
2025/07/05/17:49:39.291912,10358,1751712579,291836702,,1751712579,82214000,fcu
2025/07/05/17:49:39.433988,10359,1751712579,433389471,,1751712579,223981000,fcu
2025/07/05/17:49:39.572224,10360,1751712579,571117281,,1751712579,361289000,fcu
2025/07/05/17:49:39.651939,10361,1751712579,651621021,,1751712579,441073000,fcu
2025/07/05/17:49:39.771666,10362,1751712579,770140426,,1751712579,560503000,fcu
2025/07/05/17:49:39.851351,10363,1751712579,851022470,,1751712579,640679000,fcu
2025/07/05/17:49:39.951467,10364,1751712579,951165702,,1751712579,741037000,fcu
2025/07/05/17:49:40.053808,10365,1751712580,52207668,,1751712579,841095000,fcu
2025/07/05/17:49:40.152974,10366,1751712580,151920589,,1751712579,940902000,fcu
2025/07/05/17:49:40.272706,10367,1751712580,271324543,,1751712580,60456000,fcu
2025/07/05/17:49:40.392845,10368,1751712580,392119172,,1751712580,181501000,fcu
2025/07/05/17:49:40.530779,10369,1751712580,530271718,,1751712580,320656000,fcu
2025/07/05/17:49:40.611498,10370,1751712580,611311826,,1751712580,401894000,fcu
2025/07/05/17:49:40.693163,10371,1751712580,692333457,,1751712580,482145000,fcu
2025/07/05/17:49:40.792564,10372,1751712580,791946408,,1751712580,582444000,fcu
2025/07/05/17:49:40.931194,10373,1751712580,930380941,,1751712580,720718000,fcu
2025/07/05/17:49:41.033587,10374,1751712581,33159123,,1751712580,823482000,fcu
2025/07/05/17:49:41.111715,10375,1751712581,110808179,,1751712580,901489000,fcu
2025/07/05/17:49:41.192270,10376,1751712581,191770377,,1751712580,982313000,fcu
2025/07/05/17:49:41.272990,10377,1751712581,271795723,,1751712581,61156000,fcu
2025/07/05/17:49:41.353727,10378,1751712581,351150711,,1751712581,140521000,fcu
2025/07/05/17:49:41.512099,10379,1751712581,511450334,,1751712581,301778000,fcu
2025/07/05/17:49:41.612421,10380,1751712581,611875193,,1751712581,402018000,fcu
2025/07/05/17:49:41.711953,10381,1751712581,711122172,,1751712581,501089000,fcu
2025/07/05/17:49:41.811729,10382,1751712581,811179958,,1751712581,601772000,fcu
2025/07/05/17:49:41.891807,10383,1751712581,891217610,,1751712581,681925000,fcu
2025/07/05/17:49:42.013182,10384,1751712582,12762150,,1751712581,802336000,fcu
2025/07/05/17:49:42.111965,10385,1751712582,111231383,,1751712581,901312000,fcu
2025/07/05/17:49:42.191753,10386,1751712582,191289586,,1751712581,981962000,fcu
2025/07/05/17:49:42.272053,10387,1751712582,271136554,,1751712582,61206000,fcu
2025/07/05/17:49:42.371707,10388,1751712582,371059970,,1751712582,161297000,fcu
2025/07/05/17:49:42.571275,10389,1751712582,570849288,,1751712582,361135000,fcu
2025/07/05/17:49:42.671626,10390,1751712582,671127970,,1751712582,461313000,fcu
2025/07/05/17:49:42.791262,10391,1751712582,790979869,,1751712582,581685000,fcu
2025/07/05/17:49:42.891801,10392,1751712582,891153920,,1751712582,682036000,fcu
2025/07/05/17:49:43.012007,10393,1751712583,11363834,,1751712582,801921000,fcu
2025/07/05/17:49:43.092306,10394,1751712583,92031935,,1751712582,882204000,fcu
2025/07/05/17:49:43.212448,10395,1751712583,211563053,,1751712583,1747000,fcu
2025/07/05/17:49:43.292437,10396,1751712583,292044303,,1751712583,82035000,fcu
2025/07/05/17:49:43.391961,10397,1751712583,391860156,,1751712583,182256000,fcu
2025/07/05/17:49:43.571957,10398,1751712583,570700512,,1751712583,360887000,fcu
2025/07/05/17:49:43.691496,10399,1751712583,691024202,,1751712583,481459000,fcu
2025/07/05/17:49:43.791807,10400,1751712583,791079874,,1751712583,581691000,fcu
2025/07/05/17:49:43.912031,10401,1751712583,911203224,,1751712583,701419000,fcu
2025/07/05/17:49:43.992976,10402,1751712583,991911062,,1751712583,782495000,fcu
2025/07/05/17:49:44.092824,10403,1751712584,92163196,,1751712583,881711000,fcu
2025/07/05/17:49:44.191524,10404,1751712584,191062945,,1751712583,981964000,fcu
2025/07/05/17:49:44.272174,10405,1751712584,271383121,,1751712584,60827000,fcu
2025/07/05/17:49:44.351743,10406,1751712584,350582130,,1751712584,140613000,fcu
2025/07/05/17:49:44.530872,10407,1751712584,530299073,,1751712584,320391000,fcu
2025/07/05/17:49:44.612309,10408,1751712584,611861467,,1751712584,402268000,fcu
2025/07/05/17:49:44.691497,10409,1751712584,691316438,,1751712584,482014000,fcu
2025/07/05/17:49:44.792403,10410,1751712584,791981501,,1751712584,581933000,fcu
2025/07/05/17:49:44.876982,10411,1751712584,871191775,,1751712584,661088000,fcu
2025/07/05/17:49:44.992492,10412,1751712584,992054146,,1751712584,782197000,fcu
2025/07/05/17:49:45.071643,10413,1751712585,70243315,,1751712584,860983000,fcu
2025/07/05/17:49:45.191850,10414,1751712585,191079430,,1751712584,981741000,fcu
2025/07/05/17:49:45.271860,10415,1751712585,271000686,,1751712585,61081000,fcu
2025/07/05/17:49:45.434191,10416,1751712585,433094686,,1751712585,223477000,fcu
2025/07/05/17:49:45.571182,10417,1751712585,570072002,,1751712585,360841000,fcu
2025/07/05/17:49:45.651731,10418,1751712585,651172709,,1751712585,441092000,fcu
2025/07/05/17:49:45.770895,10419,1751712585,770418663,,1751712585,560460000,fcu
2025/07/05/17:49:45.853027,10420,1751712585,851126736,,1751712585,640670000,fcu
2025/07/05/17:49:45.950906,10421,1751712585,950289376,,1751712585,740847000,fcu
2025/07/05/17:49:46.052579,10422,1751712586,51037731,,1751712585,841150000,fcu
2025/07/05/17:49:46.151091,10423,1751712586,150605118,,1751712585,940798000,fcu
2025/07/05/17:49:46.252984,10424,1751712586,251193912,,1751712586,40768000,fcu
2025/07/05/17:49:46.392136,10425,1751712586,391432578,,1751712586,182034000,fcu
2025/07/05/17:49:46.531173,10426,1751712586,530439823,,1751712586,320852000,fcu
2025/07/05/17:49:46.630612,10427,1751712586,630142764,,1751712586,420776000,fcu
2025/07/05/17:49:46.731393,10428,1751712586,731034088,,1751712586,520866000,fcu
2025/07/05/17:49:46.812596,10429,1751712586,811695572,,1751712586,602221000,fcu
2025/07/05/17:49:46.931228,10430,1751712586,930299453,,1751712586,720407000,fcu
2025/07/05/17:49:47.012493,10431,1751712587,11542656,,1751712586,802162000,fcu
2025/07/05/17:49:47.091997,10432,1751712587,91860770,,1751712586,882229000,fcu
2025/07/05/17:49:47.191839,10433,1751712587,191591860,,1751712586,982010000,fcu
2025/07/05/17:49:47.273051,10434,1751712587,272838339,,1751712587,61307000,fcu
2025/07/05/17:49:47.412766,10435,1751712587,411922192,,1751712587,202530000,fcu
2025/07/05/17:49:47.591810,10436,1751712587,591181643,,1751712587,382160000,fcu
2025/07/05/17:49:47.671009,10437,1751712587,670844676,,1751712587,461431000,fcu
2025/07/05/17:49:47.770983,10438,1751712587,770779699,,1751712587,561172000,fcu
2025/07/05/17:49:47.871420,10439,1751712587,871107549,,1751712587,661152000,fcu
2025/07/05/17:49:47.992066,10440,1751712587,991922304,,1751712587,782305000,fcu
2025/07/05/17:49:48.091958,10441,1751712588,91409978,,1751712587,881942000,fcu
2025/07/05/17:49:48.192039,10442,1751712588,191286190,,1751712587,982210000,fcu
2025/07/05/17:49:48.291922,10443,1751712588,291020444,,1751712588,81425000,fcu
2025/07/05/17:49:48.371588,10444,1751712588,370809676,,1751712588,161328000,fcu
2025/07/05/17:49:48.553281,10445,1751712588,551393553,,1751712588,341272000,fcu
2025/07/05/17:49:48.652034,10446,1751712588,651302474,,1751712588,441004000,fcu
2025/07/05/17:49:48.771113,10447,1751712588,770101649,,1751712588,560515000,fcu
2025/07/05/17:49:48.852772,10448,1751712588,851055653,,1751712588,640665000,fcu
2025/07/05/17:49:48.971277,10449,1751712588,970558863,,1751712588,760524000,fcu
2025/07/05/17:49:49.052653,10450,1751712589,51237968,,1751712588,840783000,fcu
2025/07/05/17:49:49.150804,10451,1751712589,150075761,,1751712588,940906000,fcu
2025/07/05/17:49:49.252848,10452,1751712589,251405917,,1751712589,40955000,fcu
2025/07/05/17:49:49.392025,10453,1751712589,391181623,,1751712589,181466000,fcu
2025/07/05/17:49:49.530762,10454,1751712589,530012282,,1751712589,320813000,fcu
2025/07/05/17:49:49.633619,10455,1751712589,632897995,,1751712589,423707000,fcu
2025/07/05/17:49:49.713518,10456,1751712589,711532562,,1751712589,501404000,fcu
2025/07/05/17:49:49.812877,10457,1751712589,812174736,,1751712589,602194000,fcu
2025/07/05/17:49:49.912100,10458,1751712589,911258357,,1751712589,702182000,fcu
2025/07/05/17:49:50.012292,10459,1751712590,11552650,,1751712589,802311000,fcu
2025/07/05/17:49:50.111604,10460,1751712590,111076235,,1751712589,901118000,fcu
2025/07/05/17:49:50.192062,10461,1751712590,191172176,,1751712589,982020000,fcu
2025/07/05/17:49:50.272982,10462,1751712590,270553258,,1751712590,61087000,fcu
2025/07/05/17:49:50.352356,10463,1751712590,350693805,,1751712590,140607000,fcu
2025/07/05/17:49:50.530751,10464,1751712590,530299467,,1751712590,320415000,fcu
2025/07/05/17:49:50.612199,10465,1751712590,611574721,,1751712590,402302000,fcu
2025/07/05/17:49:50.691466,10466,1751712590,690950878,,1751712590,482165000,fcu
2025/07/05/17:49:50.811822,10467,1751712590,811149947,,1751712590,601659000,fcu
2025/07/05/17:49:50.891526,10468,1751712590,890917655,,1751712590,682019000,fcu
2025/07/05/17:49:51.012643,10469,1751712591,12015709,,1751712590,801496000,fcu
2025/07/05/17:49:51.111990,10470,1751712591,111189377,,1751712590,901125000,fcu
2025/07/05/17:49:51.191682,10471,1751712591,191098441,,1751712590,981922000,fcu
2025/07/05/17:49:51.270855,10472,1751712591,269775269,,1751712591,61060000,fcu
2025/07/05/17:49:51.351859,10473,1751712591,350230674,,1751712591,141131000,fcu
2025/07/05/17:49:51.530745,10474,1751712591,530065159,,1751712591,321076000,fcu
2025/07/05/17:49:51.652321,10475,1751712591,650862693,,1751712591,440810000,fcu
2025/07/05/17:49:51.730345,10476,1751712591,729783946,,1751712591,520750000,fcu
2025/07/05/17:49:51.830186,10477,1751712591,829559353,,1751712591,620435000,fcu
2025/07/05/17:49:51.912893,10478,1751712591,912145577,,1751712591,701732000,fcu
2025/07/05/17:49:52.011669,10479,1751712592,10979336,,1751712591,801909000,fcu
2025/07/05/17:49:52.092066,10480,1751712592,91213442,,1751712591,881986000,fcu
2025/07/05/17:49:52.191474,10481,1751712592,190943721,,1751712591,982225000,fcu
2025/07/05/17:49:52.273051,10482,1751712592,270334956,,1751712592,61261000,fcu
2025/07/05/17:49:52.450513,10483,1751712592,450090665,,1751712592,240340000,fcu
2025/07/05/17:49:52.570541,10484,1751712592,570112166,,1751712592,361104000,fcu
2025/07/05/17:49:52.691716,10485,1751712592,691117441,,1751712592,481429000,fcu
2025/07/05/17:49:52.791860,10486,1751712592,791182984,,1751712592,581461000,fcu
2025/07/05/17:49:52.870332,10487,1751712592,869790136,,1751712592,661305000,fcu
2025/07/05/17:49:52.991902,10488,1751712592,991083933,,1751712592,782242000,fcu
2025/07/05/17:49:53.112032,10489,1751712593,111193604,,1751712592,901164000,fcu
2025/07/05/17:49:53.192044,10490,1751712593,191372543,,1751712592,982329000,fcu
2025/07/05/17:49:53.291696,10491,1751712593,291135924,,1751712593,81454000,fcu
2025/07/05/17:49:53.416672,10492,1751712593,413724646,,1751712593,204402000,fcu
2025/07/05/17:49:53.591424,10493,1751712593,590820102,,1751712593,381522000,fcu
2025/07/05/17:49:53.671772,10494,1751712593,671061977,,1751712593,461452000,fcu
2025/07/05/17:49:53.791416,10495,1751712593,791029751,,1751712593,581969000,fcu
2025/07/05/17:49:53.891301,10496,1751712593,890931646,,1751712593,681446000,fcu
2025/07/05/17:49:53.992249,10497,1751712593,991919680,,1751712593,782449000,fcu
2025/07/05/17:49:54.071492,10498,1751712594,69904632,,1751712593,861153000,fcu
2025/07/05/17:49:54.191584,10499,1751712594,191229621,,1751712593,981974000,fcu
2025/07/05/17:49:54.271082,10500,1751712594,270235924,,1751712594,61104000,fcu
2025/07/05/17:49:54.351257,10501,1751712594,350755863,,1751712594,140758000,fcu
2025/07/05/17:49:54.510863,10502,1751712594,510577487,,1751712594,301686000,fcu
2025/07/05/17:49:54.612198,10503,1751712594,611407540,,1751712594,401760000,fcu
2025/07/05/17:49:54.691518,10504,1751712594,691105242,,1751712594,482002000,fcu
2025/07/05/17:49:54.791723,10505,1751712594,791133256,,1751712594,582230000,fcu
2025/07/05/17:49:54.911543,10506,1751712594,910861163,,1751712594,701666000,fcu
2025/07/05/17:49:55.033293,10507,1751712595,32468648,,1751712594,823282000,fcu
2025/07/05/17:49:55.111368,10508,1751712595,110113534,,1751712594,901302000,fcu
2025/07/05/17:49:55.191326,10509,1751712595,190739961,,1751712594,982211000,fcu
2025/07/05/17:49:55.311360,10510,1751712595,310569325,,1751712595,101332000,fcu
2025/07/05/17:49:55.451068,10511,1751712595,450093357,,1751712595,241175000,fcu
2025/07/05/17:49:55.592295,10512,1751712595,591933701,,1751712595,382391000,fcu
2025/07/05/17:49:55.670331,10513,1751712595,670000119,,1751712595,461357000,fcu
2025/07/05/17:49:55.791847,10514,1751712595,791138559,,1751712595,581941000,fcu
2025/07/05/17:49:55.870736,10515,1751712595,869837668,,1751712595,661126000,fcu
2025/07/05/17:49:55.991817,10516,1751712595,991291436,,1751712595,782020000,fcu
2025/07/05/17:49:56.091338,10517,1751712596,90760332,,1751712595,881738000,fcu
2025/07/05/17:49:56.171602,10518,1751712596,170252507,,1751712595,961094000,fcu
2025/07/05/17:49:56.291923,10519,1751712596,291097130,,1751712596,81668000,fcu
2025/07/05/17:49:56.412333,10520,1751712596,411234388,,1751712596,202196000,fcu
2025/07/05/17:49:56.530307,10521,1751712596,529701733,,1751712596,320861000,fcu
2025/07/05/17:49:56.630470,10522,1751712596,629753991,,1751712596,420425000,fcu
2025/07/05/17:49:56.712406,10523,1751712596,711218664,,1751712596,501183000,fcu
2025/07/05/17:49:56.814155,10524,1751712596,813345021,,1751712596,604187000,fcu
2025/07/05/17:49:56.931223,10525,1751712596,930214705,,1751712596,720396000,fcu
2025/07/05/17:49:57.014419,10526,1751712597,13215602,,1751712596,804023000,fcu
2025/07/05/17:49:57.110817,10527,1751712597,110130581,,1751712596,901154000,fcu
2025/07/05/17:49:57.211771,10528,1751712597,211223198,,1751712597,1730000,fcu
2025/07/05/17:49:57.311107,10529,1751712597,310234996,,1751712597,101240000,fcu
2025/07/05/17:49:57.434103,10530,1751712597,433344523,,1751712597,223818000,fcu
2025/07/05/17:49:57.591249,10531,1751712597,590982249,,1751712597,381420000,fcu
2025/07/05/17:49:57.671349,10532,1751712597,670903382,,1751712597,461312000,fcu
2025/07/05/17:49:57.791437,10533,1751712597,791119074,,1751712597,581747000,fcu
2025/07/05/17:49:57.891180,10534,1751712597,890654332,,1751712597,681985000,fcu
2025/07/05/17:49:57.970376,10535,1751712597,969887508,,1751712597,761068000,fcu
2025/07/05/17:49:58.070266,10536,1751712598,70078714,,1751712597,860883000,fcu
2025/07/05/17:49:58.150279,10537,1751712598,149739257,,1751712597,940700000,fcu
2025/07/05/17:49:58.252598,10538,1751712598,250764436,,1751712598,40738000,fcu
2025/07/05/17:49:58.330205,10539,1751712598,329500763,,1751712598,120891000,fcu
2025/07/05/17:49:58.511626,10540,1751712598,511079592,,1751712598,301303000,fcu
2025/07/05/17:49:58.591488,10541,1751712598,590958163,,1751712598,382149000,fcu
2025/07/05/17:49:58.670946,10542,1751712598,670813722,,1751712598,461401000,fcu
2025/07/05/17:49:58.791591,10543,1751712598,791042511,,1751712598,581667000,fcu
2025/07/05/17:49:58.870767,10544,1751712598,869990162,,1751712598,660663000,fcu
2025/07/05/17:49:58.991563,10545,1751712598,991218227,,1751712598,782183000,fcu
2025/07/05/17:49:59.110779,10546,1751712599,110117660,,1751712598,901133000,fcu
2025/07/05/17:49:59.191435,10547,1751712599,190895481,,1751712598,981978000,fcu
2025/07/05/17:49:59.293336,10548,1751712599,291388696,,1751712599,81453000,fcu
2025/07/05/17:49:59.412463,10549,1751712599,411294846,,1751712599,202267000,fcu
2025/07/05/17:49:59.530732,10550,1751712599,530301357,,1751712599,321193000,fcu
2025/07/05/17:49:59.633356,10551,1751712599,633070869,,1751712599,423939000,fcu
2025/07/05/17:49:59.730173,10552,1751712599,730003279,,1751712599,520769000,fcu
2025/07/05/17:49:59.833024,10553,1751712599,832510564,,1751712599,623704000,fcu
2025/07/05/17:49:59.951312,10554,1751712599,950322893,,1751712599,740327000,fcu
2025/07/05/17:50:00.050935,10555,1751712600,50098664,,1751712599,841058000,fcu
2025/07/05/17:50:00.171421,10556,1751712600,170460386,,1751712599,960776000,fcu
2025/07/05/17:50:00.252870,10557,1751712600,251452261,,1751712600,40501000,fcu
2025/07/05/17:50:00.371162,10558,1751712600,370594813,,1751712600,160655000,fcu
2025/07/05/17:50:00.530266,10559,1751712600,529603288,,1751712600,320814000,fcu
2025/07/05/17:50:00.612709,10560,1751712600,611884447,,1751712600,401509000,fcu
2025/07/05/17:50:00.712168,10561,1751712600,711216096,,1751712600,501100000,fcu
2025/07/05/17:50:00.791940,10562,1751712600,791280918,,1751712600,582218000,fcu
2025/07/05/17:50:00.892295,10563,1751712600,891235731,,1751712600,681941000,fcu
2025/07/05/17:50:00.991441,10564,1751712600,991088901,,1751712600,781704000,fcu
2025/07/05/17:50:01.070213,10565,1751712601,69849398,,1751712600,861116000,fcu
2025/07/05/17:50:01.191288,10566,1751712601,190553334,,1751712600,981494000,fcu
2025/07/05/17:50:01.270973,10567,1751712601,269566682,,1751712601,61068000,fcu
2025/07/05/17:50:01.450333,10568,1751712601,450023110,,1751712601,240463000,fcu
2025/07/05/17:50:01.571341,10569,1751712601,570913986,,1751712601,361151000,fcu
2025/07/05/17:50:01.670965,10570,1751712601,670249980,,1751712601,461393000,fcu
2025/07/05/17:50:01.751451,10571,1751712601,750729455,,1751712601,540803000,fcu
2025/07/05/17:50:01.850975,10572,1751712601,850413635,,1751712601,641132000,fcu
2025/07/05/17:50:01.991102,10573,1751712601,990451364,,1751712601,781509000,fcu
2025/07/05/17:50:02.069949,10574,1751712602,69455385,,1751712601,860892000,fcu
2025/07/05/17:50:02.169946,10575,1751712602,169815282,,1751712601,960915000,fcu
2025/07/05/17:50:02.271649,10576,1751712602,270960138,,1751712602,60563000,fcu
2025/07/05/17:50:02.351665,10577,1751712602,351063104,,1751712602,140980000,fcu
2025/07/05/17:50:02.530210,10578,1751712602,529595439,,1751712602,320720000,fcu
2025/07/05/17:50:02.633754,10579,1751712602,632174950,,1751712602,423432000,fcu
2025/07/05/17:50:02.712491,10580,1751712602,711857832,,1751712602,501752000,fcu
2025/07/05/17:50:02.811841,10581,1751712602,811121587,,1751712602,601695000,fcu
2025/07/05/17:50:02.891979,10582,1751712602,891620315,,1751712602,681967000,fcu
2025/07/05/17:50:02.992499,10583,1751712602,992022102,,1751712602,782515000,fcu
2025/07/05/17:50:03.091587,10584,1751712603,91007169,,1751712602,881700000,fcu
2025/07/05/17:50:03.191819,10585,1751712603,191292935,,1751712602,981505000,fcu
2025/07/05/17:50:03.271553,10586,1751712603,270087136,,1751712603,61292000,fcu
2025/07/05/17:50:03.370194,10587,1751712603,369465657,,1751712603,161096000,fcu
2025/07/05/17:50:03.551824,10588,1751712603,550464764,,1751712603,340488000,fcu
2025/07/05/17:50:03.651569,10589,1751712603,649525099,,1751712603,441104000,fcu
2025/07/05/17:50:03.771025,10590,1751712603,770256698,,1751712603,560786000,fcu
2025/07/05/17:50:03.851695,10591,1751712603,850618749,,1751712603,640672000,fcu
2025/07/05/17:50:03.950412,10592,1751712603,949756263,,1751712603,740983000,fcu
2025/07/05/17:50:04.052403,10593,1751712604,51734615,,1751712603,840916000,fcu
2025/07/05/17:50:04.151532,10594,1751712604,150260501,,1751712603,940795000,fcu
2025/07/05/17:50:04.252427,10595,1751712604,250307195,,1751712604,40757000,fcu
2025/07/05/17:50:04.391795,10596,1751712604,391101456,,1751712604,181497000,fcu
2025/07/05/17:50:04.530616,10597,1751712604,530184778,,1751712604,320834000,fcu
2025/07/05/17:50:04.632766,10598,1751712604,632517824,,1751712604,423492000,fcu
2025/07/05/17:50:04.729689,10599,1751712604,729200794,,1751712604,520795000,fcu
2025/07/05/17:50:04.811300,10600,1751712604,810242764,,1751712604,601698000,fcu
2025/07/05/17:50:04.911613,10601,1751712604,910370602,,1751712604,701733000,fcu
2025/07/05/17:50:04.991411,10602,1751712604,990938925,,1751712604,782288000,fcu
2025/07/05/17:50:05.111157,10603,1751712605,110367100,,1751712604,901327000,fcu
2025/07/05/17:50:05.212233,10604,1751712605,210918457,,1751712605,1923000,fcu
2025/07/05/17:50:05.291289,10605,1751712605,290371217,,1751712605,81722000,fcu
2025/07/05/17:50:05.414239,10606,1751712605,413392490,,1751712605,204490000,fcu
2025/07/05/17:50:05.591511,10607,1751712605,590983402,,1751712605,382195000,fcu
2025/07/05/17:50:05.690640,10608,1751712605,690290361,,1751712605,481931000,fcu
2025/07/05/17:50:05.791744,10609,1751712605,791104496,,1751712605,582467000,fcu
