time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.voltage,.temperature,.current,.charge,.capacity,.design_capacity,.percentage,.power_supply_status,.power_supply_health,.power_supply_technology,.present,.cell_voltage,.cell_temperature,.location,.serial_number
2025/07/05/17:49:32.051268,20577,1751712572,50792438,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:32.092809,20578,1751712572,92339448,,11.833000183105469,0.0,-0.25999999046325684,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.833000183105469,)",(),id1,
2025/07/05/17:49:32.150984,20579,1751712572,150569170,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:32.215664,20580,1751712572,214461185,,11.833000183105469,0.0,-0.25,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.833000183105469,)",(),id1,
2025/07/05/17:49:32.251725,20581,1751712572,251143903,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:32.311595,20582,1751712572,311111721,,11.833000183105469,0.0,-0.25999999046325684,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.833000183105469,)",(),id1,
2025/07/05/17:49:32.350581,20583,1751712572,350293922,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:32.471872,20584,1751712572,471280343,,11.832000732421875,0.0,-0.26999998092651367,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.832000732421875,)",(),id1,
2025/07/05/17:49:32.513076,20585,1751712572,512259247,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:32.572986,20586,1751712572,571527457,,11.833000183105469,0.0,-0.25999999046325684,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.833000183105469,)",(),id1,
2025/07/05/17:49:32.633401,20587,1751712572,633262691,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:32.691775,20588,1751712572,691183822,,11.834000587463379,0.0,-0.26999998092651367,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.834000587463379,)",(),id1,
2025/07/05/17:49:32.731211,20589,1751712572,730573913,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:32.792463,20590,1751712572,792041781,,11.833000183105469,0.0,-0.25999999046325684,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.833000183105469,)",(),id1,
2025/07/05/17:49:32.834495,20591,1751712572,833462162,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:32.892793,20592,1751712572,892257055,,11.834000587463379,0.0,-0.25999999046325684,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.834000587463379,)",(),id1,
2025/07/05/17:49:32.931738,20593,1751712572,931496979,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:32.992575,20594,1751712572,992198463,,11.833000183105469,0.0,-0.25999999046325684,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.833000183105469,)",(),id1,
2025/07/05/17:49:33.033622,20595,1751712573,33153357,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:33.091693,20596,1751712573,91072524,,11.833000183105469,0.0,-0.25999999046325684,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.833000183105469,)",(),id1,
2025/07/05/17:49:33.131477,20597,1751712573,130506414,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:33.192921,20598,1751712573,192278051,,11.833000183105469,0.0,-0.25999999046325684,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.833000183105469,)",(),id1,
2025/07/05/17:49:33.234016,20599,1751712573,233408325,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:33.292808,20600,1751712573,292328349,,11.833000183105469,0.0,-0.25999999046325684,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.833000183105469,)",(),id1,
2025/07/05/17:49:33.331318,20601,1751712573,330517974,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:33.434594,20602,1751712573,434182853,,11.750000953674316,0.0,-4.319999694824219,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.750000953674316,)",(),id1,
2025/07/05/17:49:33.492833,20603,1751712573,492537518,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:33.551579,20604,1751712573,551354678,,11.695000648498535,0.0,-8.079999923706055,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.695000648498535,)",(),id1,
2025/07/05/17:49:33.592914,20605,1751712573,592349788,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:33.630785,20606,1751712573,630227210,,11.702000617980957,0.0,-7.440000057220459,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.702000617980957,)",(),id1,
2025/07/05/17:49:33.671834,20607,1751712573,671068119,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:33.712759,20608,1751712573,712350726,,11.71500015258789,0.0,-6.849999904632568,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.71500015258789,)",(),id1,
2025/07/05/17:49:33.772017,20609,1751712573,771258490,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:33.812631,20610,1751712573,811912615,,11.714000701904297,0.0,-6.569999694824219,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.714000701904297,)",(),id1,
2025/07/05/17:49:33.851381,20611,1751712573,850507937,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:33.912860,20612,1751712573,912342303,,11.717000961303711,0.0,-6.659999847412109,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.717000961303711,)",(),id1,
2025/07/05/17:49:33.951386,20613,1751712573,950779138,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:34.011542,20614,1751712574,11013778,,11.7160005569458,0.0,-6.639999866485596,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.7160005569458,)",(),id1,
2025/07/05/17:49:34.050922,20615,1751712574,50496794,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:34.111616,20616,1751712574,111112532,,11.717000961303711,0.0,-6.599999904632568,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.717000961303711,)",(),id1,
2025/07/05/17:49:34.151621,20617,1751712574,150498853,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:34.212875,20618,1751712574,212196031,,11.7160005569458,0.0,-6.460000038146973,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.7160005569458,)",(),id1,
2025/07/05/17:49:34.251211,20619,1751712574,250675762,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:34.292872,20620,1751712574,292219731,,11.7160005569458,0.0,-6.460000038146973,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.7160005569458,)",(),id1,
2025/07/05/17:49:34.352189,20621,1751712574,351181725,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:34.513092,20622,1751712574,512413651,,11.722000122070312,0.0,-6.079999923706055,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.722000122070312,)",(),id1,
2025/07/05/17:49:34.551982,20623,1751712574,551260491,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:34.612735,20624,1751712574,612172742,,11.720000267028809,0.0,-6.099999904632568,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.720000267028809,)",(),id1,
2025/07/05/17:49:34.651139,20625,1751712574,650411455,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:34.711627,20626,1751712574,711007695,,11.723000526428223,0.0,-6.079999923706055,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.723000526428223,)",(),id1,
2025/07/05/17:49:34.751204,20627,1751712574,750426404,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:34.793117,20628,1751712574,792294893,,11.723000526428223,0.0,-6.079999923706055,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.723000526428223,)",(),id1,
2025/07/05/17:49:34.851551,20629,1751712574,850500475,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:34.931469,20630,1751712574,931034951,,11.717000961303711,0.0,-6.150000095367432,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.717000961303711,)",(),id1,
2025/07/05/17:49:34.971959,20631,1751712574,971180972,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.012784,20632,1751712575,12687829,,11.604000091552734,0.0,-5.859999656677246,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.604000091552734,)",(),id1,
2025/07/05/17:49:35.051217,20633,1751712575,50606574,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.111505,20634,1751712575,111123254,,11.550000190734863,0.0,-5.829999923706055,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.550000190734863,)",(),id1,
2025/07/05/17:49:35.151200,20635,1751712575,150350960,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.212805,20636,1751712575,212427848,,11.690000534057617,0.0,-6.190000057220459,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.690000534057617,)",(),id1,
2025/07/05/17:49:35.251312,20637,1751712575,250568667,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.292545,20638,1751712575,292300867,,11.690000534057617,0.0,-6.190000057220459,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.690000534057617,)",(),id1,
2025/07/05/17:49:35.331220,20639,1751712575,330137535,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.412899,20640,1751712575,412330443,,11.584000587463379,0.0,-6.0,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.584000587463379,)",(),id1,
2025/07/05/17:49:35.471827,20641,1751712575,471436731,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.551893,20642,1751712575,551202543,,11.604000091552734,0.0,-5.989999771118164,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.604000091552734,)",(),id1,
2025/07/05/17:49:35.592174,20643,1751712575,591504260,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.634494,20644,1751712575,634153495,,11.640000343322754,0.0,-6.019999980926514,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.640000343322754,)",(),id1,
2025/07/05/17:49:35.671992,20645,1751712575,671101689,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.711906,20646,1751712575,711232147,,11.682000160217285,0.0,-6.019999980926514,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.682000160217285,)",(),id1,
2025/07/05/17:49:35.751242,20647,1751712575,750415981,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.812648,20648,1751712575,812245816,,11.682000160217285,0.0,-6.009999752044678,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.682000160217285,)",(),id1,
2025/07/05/17:49:35.850995,20649,1751712575,850396582,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:35.931485,20650,1751712575,931037714,,11.527000427246094,0.0,-5.589999675750732,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.527000427246094,)",(),id1,
2025/07/05/17:49:35.972050,20651,1751712575,971338728,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.012920,20652,1751712576,12266835,,11.595000267028809,0.0,-5.609999656677246,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.595000267028809,)",(),id1,
2025/07/05/17:49:36.051092,20653,1751712576,50489305,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.092779,20654,1751712576,92433632,,11.595000267028809,0.0,-5.609999656677246,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.595000267028809,)",(),id1,
2025/07/05/17:49:36.131090,20655,1751712576,130516112,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.192825,20656,1751712576,192219384,,11.634000778198242,0.0,-4.900000095367432,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.634000778198242,)",(),id1,
2025/07/05/17:49:36.231553,20657,1751712576,230521526,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.292788,20658,1751712576,292275480,,11.68600082397461,0.0,-5.019999980926514,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.68600082397461,)",(),id1,
2025/07/05/17:49:36.331199,20659,1751712576,330484033,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.434620,20660,1751712576,434204020,,11.691000938415527,0.0,-6.029999732971191,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.691000938415527,)",(),id1,
2025/07/05/17:49:36.493121,20661,1751712576,492328826,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.571858,20662,1751712576,571122195,,11.695000648498535,0.0,-6.170000076293945,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.695000648498535,)",(),id1,
2025/07/05/17:49:36.633922,20663,1751712576,633521496,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.672124,20664,1751712576,671406039,,11.695000648498535,0.0,-6.170000076293945,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.695000648498535,)",(),id1,
2025/07/05/17:49:36.711779,20665,1751712576,711371593,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.751760,20666,1751712576,751312405,,11.699000358581543,0.0,-6.109999656677246,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.699000358581543,)",(),id1,
2025/07/05/17:49:36.812360,20667,1751712576,811897348,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.850691,20668,1751712576,850243765,,11.705000877380371,0.0,-5.960000038146973,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.705000877380371,)",(),id1,
2025/07/05/17:49:36.892865,20669,1751712576,892377719,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:36.971761,20670,1751712576,971181047,,11.697000503540039,0.0,-5.920000076293945,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.697000503540039,)",(),id1,
2025/07/05/17:49:37.012196,20671,1751712577,11547975,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.071023,20672,1751712577,70666636,,11.695000648498535,0.0,-6.159999847412109,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.695000648498535,)",(),id1,
2025/07/05/17:49:37.111957,20673,1751712577,111133652,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.171854,20674,1751712577,171278062,,11.702000617980957,0.0,-5.960000038146973,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.702000617980957,)",(),id1,
2025/07/05/17:49:37.212203,20675,1751712577,211352565,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.251682,20676,1751712577,251222360,,11.702000617980957,0.0,-6.059999942779541,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.702000617980957,)",(),id1,
2025/07/05/17:49:37.292377,20677,1751712577,291324352,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.331692,20678,1751712577,331189507,,11.702000617980957,0.0,-6.049999713897705,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.702000617980957,)",(),id1,
2025/07/05/17:49:37.392862,20679,1751712577,392283422,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.511872,20680,1751712577,511359998,,11.688000679016113,0.0,-5.87999963760376,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.688000679016113,)",(),id1,
2025/07/05/17:49:37.551023,20681,1751712577,550491128,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.592961,20682,1751712577,592318640,,11.688000679016113,0.0,-5.87999963760376,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.688000679016113,)",(),id1,
2025/07/05/17:49:37.631527,20683,1751712577,630365844,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.692782,20684,1751712577,692276143,,11.510000228881836,0.0,-5.659999847412109,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.510000228881836,)",(),id1,
2025/07/05/17:49:37.731010,20685,1751712577,730359243,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.792234,20686,1751712577,792143262,,11.607000350952148,0.0,-5.789999961853027,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.607000350952148,)",(),id1,
2025/07/05/17:49:37.831012,20687,1751712577,830445758,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.871741,20688,1751712577,871313672,,11.610000610351562,0.0,-5.579999923706055,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.610000610351562,)",(),id1,
2025/07/05/17:49:37.951963,20689,1751712577,951407632,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:37.992240,20690,1751712577,991860020,,11.636000633239746,0.0,-5.519999980926514,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.636000633239746,)",(),id1,
2025/07/05/17:49:38.034146,20691,1751712578,33531778,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:38.071791,20692,1751712578,71447603,,11.61500072479248,0.0,-5.440000057220459,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.61500072479248,)",(),id1,
2025/07/05/17:49:38.131085,20693,1751712578,130335808,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:38.171090,20694,1751712578,170785300,,11.624000549316406,0.0,-5.559999942779541,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.624000549316406,)",(),id1,
2025/07/05/17:49:38.230996,20695,1751712578,230419239,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:38.291785,20696,1751712578,291069935,,11.648000717163086,0.0,-5.599999904632568,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.648000717163086,)",(),id1,
2025/07/05/17:49:38.330922,20697,1751712578,330300387,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:38.412955,20698,1751712578,412278683,,11.695000648498535,0.0,-5.71999979019165,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.695000648498535,)",(),id1,
2025/07/05/17:49:38.511978,20699,1751712578,511149692,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:38.570950,20700,1751712578,570420773,,11.707000732421875,0.0,-5.71999979019165,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.707000732421875,)",(),id1,
2025/07/05/17:49:38.614756,20701,1751712578,614199264,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:38.651690,20702,1751712578,651269225,,11.708000183105469,0.0,-5.779999732971191,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.708000183105469,)",(),id1,
2025/07/05/17:49:38.692195,20703,1751712578,691490384,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:38.730940,20704,1751712578,730281975,,11.711000442504883,0.0,-5.679999828338623,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.711000442504883,)",(),id1,
2025/07/05/17:49:38.793135,20705,1751712578,792102205,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:38.830610,20706,1751712578,830198982,,11.687000274658203,0.0,-5.690000057220459,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.687000274658203,)",(),id1,
2025/07/05/17:49:38.872230,20707,1751712578,871521603,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:38.950571,20708,1751712578,950146726,,11.499000549316406,0.0,-5.259999752044678,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.499000549316406,)",(),id1,
2025/07/05/17:49:38.993253,20709,1751712578,991882591,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:39.033668,20710,1751712579,33174884,,11.640000343322754,0.0,-4.849999904632568,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.640000343322754,)",(),id1,
2025/07/05/17:49:39.071947,20711,1751712579,71224765,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:39.131112,20712,1751712579,130338415,,11.645000457763672,0.0,-5.130000114440918,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.645000457763672,)",(),id1,
2025/07/05/17:49:39.171959,20713,1751712579,171183448,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:39.215854,20714,1751712579,215363547,,11.680000305175781,0.0,-5.690000057220459,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.680000305175781,)",(),id1,
2025/07/05/17:49:39.272286,20715,1751712579,271300177,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
2025/07/05/17:49:39.330081,20716,1751712579,329920718,,11.682000160217285,0.0,-5.659999847412109,nan,nan,nan,0.7099999785423279,2,0,0,True,"(11.682000160217285,)",(),id1,
2025/07/05/17:49:39.371690,20717,1751712579,370785219,,0.0,0.0,0.009999999776482582,nan,nan,nan,-0.009999999776482582,2,0,0,True,(),(),,
