time,.data
2025/07/05/17:49:30.951266,21
2025/07/05/17:49:31.051608,21
2025/07/05/17:49:31.151151,21
2025/07/05/17:49:31.250901,21
2025/07/05/17:49:31.350998,21
2025/07/05/17:49:31.531576,21
2025/07/05/17:49:31.611995,21
2025/07/05/17:49:31.692923,21
2025/07/05/17:49:31.792853,21
2025/07/05/17:49:31.871540,21
2025/07/05/17:49:31.992997,21
2025/07/05/17:49:32.071629,21
2025/07/05/17:49:32.171645,21
2025/07/05/17:49:32.291888,21
2025/07/05/17:49:32.413005,21
2025/07/05/17:49:32.531298,21
2025/07/05/17:49:32.652917,21
2025/07/05/17:49:32.751376,21
2025/07/05/17:49:32.853752,21
2025/07/05/17:49:32.952994,21
2025/07/05/17:49:33.053381,22
2025/07/05/17:49:33.151723,22
2025/07/05/17:49:33.251166,22
2025/07/05/17:49:33.351166,22
2025/07/05/17:49:33.531633,22
2025/07/05/17:49:33.615085,22
2025/07/05/17:49:33.692290,22
2025/07/05/17:49:33.792400,22
2025/07/05/17:49:33.892134,22
2025/07/05/17:49:33.971390,22
2025/07/05/17:49:34.072342,21
2025/07/05/17:49:34.192737,21
2025/07/05/17:49:34.271002,21
2025/07/05/17:49:34.392415,21
2025/07/05/17:49:34.572262,22
2025/07/05/17:49:34.671885,22
2025/07/05/17:49:34.772244,22
2025/07/05/17:49:34.872213,22
2025/07/05/17:49:34.992203,22
2025/07/05/17:49:35.071721,22
2025/07/05/17:49:35.171460,22
2025/07/05/17:49:35.271792,21
2025/07/05/17:49:35.351119,21
2025/07/05/17:49:35.512095,20
2025/07/05/17:49:35.611991,21
2025/07/05/17:49:35.692124,21
2025/07/05/17:49:35.770956,21
2025/07/05/17:49:35.871830,22
2025/07/05/17:49:35.992200,22
2025/07/05/17:49:36.071528,22
2025/07/05/17:49:36.171514,22
2025/07/05/17:49:36.251891,21
2025/07/05/17:49:36.351142,21
2025/07/05/17:49:36.551903,21
2025/07/05/17:49:36.650795,22
2025/07/05/17:49:36.730866,22
2025/07/05/17:49:36.833677,22
2025/07/05/17:49:36.912088,22
2025/07/05/17:49:37.033865,22
2025/07/05/17:49:37.131057,22
2025/07/05/17:49:37.233557,20
2025/07/05/17:49:37.311841,20
2025/07/05/17:49:37.451196,20
2025/07/05/17:49:37.571118,20
2025/07/05/17:49:37.671639,20
2025/07/05/17:49:37.751304,20
2025/07/05/17:49:37.851037,20
2025/07/05/17:49:37.971185,20
2025/07/05/17:49:38.050773,20
2025/07/05/17:49:38.151046,20
2025/07/05/17:49:38.251554,19
2025/07/05/17:49:38.351106,19
2025/07/05/17:49:38.530843,19
2025/07/05/17:49:38.630760,20
2025/07/05/17:49:38.711891,20
2025/07/05/17:49:38.814367,20
2025/07/05/17:49:38.892200,20
2025/07/05/17:49:39.011418,20
2025/07/05/17:49:39.092227,20
2025/07/05/17:49:39.192656,20
2025/07/05/17:49:39.291896,20
2025/07/05/17:49:39.433829,20
2025/07/05/17:49:39.551485,20
2025/07/05/17:49:39.651906,21
2025/07/05/17:49:39.751443,21
2025/07/05/17:49:39.851311,21
2025/07/05/17:49:39.951425,21
2025/07/05/17:49:40.053771,21
2025/07/05/17:49:40.152787,21
2025/07/05/17:49:40.252794,21
2025/07/05/17:49:40.392733,21
2025/07/05/17:49:40.530718,21
2025/07/05/17:49:40.611441,21
2025/07/05/17:49:40.692957,21
2025/07/05/17:49:40.792530,21
2025/07/05/17:49:40.931138,21
2025/07/05/17:49:41.033557,21
2025/07/05/17:49:41.111642,21
2025/07/05/17:49:41.192248,21
2025/07/05/17:49:41.272667,21
2025/07/05/17:49:41.353498,21
2025/07/05/17:49:41.512083,21
2025/07/05/17:49:41.612391,21
2025/07/05/17:49:41.692125,21
2025/07/05/17:49:41.792147,21
2025/07/05/17:49:41.891779,21
