time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fluid_pressure,.variance
2025/07/05/17:49:30.951042,10277,1751712570,960147008,base_link,0.0,0.0
2025/07/05/17:49:31.051675,10278,1751712571,60147008,base_link,0.0,0.0
2025/07/05/17:49:31.150943,10279,1751712571,160147008,base_link,0.0,0.0
2025/07/05/17:49:31.250982,10280,1751712571,260147008,base_link,0.0,0.0
2025/07/05/17:49:31.350887,10281,1751712571,360147008,base_link,0.0,0.0
2025/07/05/17:49:31.511984,10282,1751712571,521147008,base_link,0.0,0.0
2025/07/05/17:49:31.612042,10283,1751712571,621147008,base_link,0.0,0.0
2025/07/05/17:49:31.692976,10284,1751712571,702147008,base_link,0.0,0.0
2025/07/05/17:49:31.792999,10285,1751712571,802147008,base_link,0.0,0.0
2025/07/05/17:49:31.871594,10286,1751712571,880147008,base_link,0.0,0.0
2025/07/05/17:49:31.992266,10287,1751712572,2147008,base_link,0.0,0.0
2025/07/05/17:49:32.071611,10288,1751712572,80147008,base_link,0.0,0.0
2025/07/05/17:49:32.171896,10289,1751712572,180147008,base_link,0.0,0.0
2025/07/05/17:49:32.272381,10290,1751712572,281147008,base_link,0.0,0.0
2025/07/05/17:49:32.413043,10291,1751712572,422147008,base_link,0.0,0.0
2025/07/05/17:49:32.531207,10292,1751712572,541147008,base_link,0.0,0.0
2025/07/05/17:49:32.652876,10293,1751712572,660147008,base_link,0.0,0.0
2025/07/05/17:49:32.751288,10294,1751712572,760147008,base_link,0.0,0.0
2025/07/05/17:49:32.834666,10295,1751712572,844147008,base_link,0.0,0.0
2025/07/05/17:49:32.953124,10296,1751712572,960147008,base_link,0.0,0.0
2025/07/05/17:49:33.053326,10297,1751712573,60147008,base_link,0.0,0.0
2025/07/05/17:49:33.151660,10298,1751712573,160147008,base_link,0.0,0.0
2025/07/05/17:49:33.251647,10299,1751712573,260147008,base_link,0.0,0.0
2025/07/05/17:49:33.351288,10300,1751712573,360147008,base_link,0.0,0.0
2025/07/05/17:49:33.512961,10301,1751712573,522147008,base_link,0.0,0.0
2025/07/05/17:49:33.593261,10302,1751712573,602147008,base_link,0.0,0.0
2025/07/05/17:49:33.692182,10303,1751712573,701147008,base_link,0.0,0.0
2025/07/05/17:49:33.792204,10304,1751712573,801147008,base_link,0.0,0.0
2025/07/05/17:49:33.892092,10305,1751712573,901147008,base_link,0.0,0.0
2025/07/05/17:49:33.971464,10306,1751712573,980147008,base_link,0.0,0.0
2025/07/05/17:49:34.072248,10307,1751712574,81147008,base_link,0.0,0.0
2025/07/05/17:49:34.192832,10308,1751712574,201147008,base_link,0.0,0.0
2025/07/05/17:49:34.270931,10309,1751712574,280147008,base_link,0.0,0.0
2025/07/05/17:49:34.392251,10310,1751712574,402147008,base_link,0.0,0.0
2025/07/05/17:49:34.571691,10311,1751712574,581147008,base_link,0.0,0.0
2025/07/05/17:49:34.671738,10312,1751712574,680147008,base_link,0.0,0.0
