time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.channels
2025/07/05/17:49:48.833724,10447,1751712588,843973008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:48.931012,10448,1751712588,941393008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.033854,10449,1751712589,44006008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.132282,10450,1751712589,141091008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.230752,10451,1751712589,241144008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.331169,10452,1751712589,341112008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.512938,10453,1751712589,522248008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.611699,10454,1751712589,622401008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.692058,10455,1751712589,702245008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.791927,10456,1751712589,802541008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.911741,10457,1751712589,921665008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:49.991615,10458,1751712590,2156008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.091221,10459,1751712590,101675008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.171528,10460,1751712590,181544008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.251584,10461,1751712590,261101008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.330375,10462,1751712590,340851008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.511252,10463,1751712590,521608008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.591774,10464,1751712590,602318008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.691407,10465,1751712590,701642008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.772184,10466,1751712590,781471008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.891517,10467,1751712590,901668008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:50.992068,10468,1751712591,2492008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.091321,10469,1751712591,101673008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.172110,10470,1751712591,181320008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.250586,10471,1751712591,261037008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.330857,10472,1751712591,341543008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.492207,10473,1751712591,502414008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.634015,10474,1751712591,643980008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.710860,10475,1751712591,721902008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.813639,10476,1751712591,824689008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.891703,10477,1751712591,902458008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:51.991573,10478,1751712592,2432008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:52.071918,10479,1751712592,81504008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:52.191330,10480,1751712592,201707008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:52.252031,10481,1751712592,261194008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:52.391489,10482,1751712592,401772008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:52.550940,10483,1751712592,561364008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:52.651076,10484,1751712592,661369008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:52.750476,10485,1751712592,761042008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:52.850187,10486,1751712592,861149008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:52.991446,10487,1751712593,1718008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:53.091559,10488,1751712593,101924008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:53.170654,10489,1751712593,181379008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:53.250324,10490,1751712593,261115008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:53.350202,10491,1751712593,361040008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:53.570218,10492,1751712593,580753008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:53.650490,10493,1751712593,661431008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:53.750945,10494,1751712593,761206008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:53.850109,10495,1751712593,861039008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:53.971175,10496,1751712593,981625008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:54.052555,10497,1751712594,61129008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:54.171164,10498,1751712594,180904008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:54.250386,10499,1751712594,261020008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:54.330065,10500,1751712594,340988008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:54.491662,10501,1751712594,502317008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:54.591427,10502,1751712594,602463008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:54.672211,10503,1751712594,681536008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:54.771380,10504,1751712594,781510008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:54.891588,10505,1751712594,902480008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.012046,10506,1751712595,22474008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.091887,10507,1751712595,101970008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.171191,10508,1751712595,181342008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.291284,10509,1751712595,301950008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.391768,10510,1751712595,402218008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.570394,10511,1751712595,581401008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.651127,10512,1751712595,661349008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.751205,10513,1751712595,761341008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.850110,10514,1751712595,861129008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:55.971295,10515,1751712595,980866008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.050971,10516,1751712596,61041008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.150591,10517,1751712596,161018008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.271167,10518,1751712596,280928008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.349932,10519,1751712596,361186008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.511583,10520,1751712596,522213008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.613701,10521,1751712596,624668008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.691841,10522,1751712596,702515008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.792073,10523,1751712596,802603008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.891238,10524,1751712596,901747008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:56.991775,10525,1751712597,2579008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:57.091034,10526,1751712597,101705008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:57.191126,10527,1751712597,201669008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:57.291270,10528,1751712597,301757008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:57.372685,10529,1751712597,381272008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:57.552295,10530,1751712597,561294008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:57.650279,10531,1751712597,661323008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:57.770011,10532,1751712597,781021008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:57.850235,10533,1751712597,861029008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:57.950221,10534,1751712597,961268008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.050228,10535,1751712598,61051008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.130250,10536,1751712598,140996008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.233376,10537,1751712598,244168008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.313276,10538,1751712598,321756008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.450723,10539,1751712598,461386008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.570411,10540,1751712598,581399008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.651074,10541,1751712598,661370008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.749869,10542,1751712598,761043008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.849864,10543,1751712598,860800008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:58.970781,10544,1751712598,981357008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:59.090958,10545,1751712599,101599008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:59.171149,10546,1751712599,181399008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:59.251849,10547,1751712599,261081008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:59.350122,10548,1751712599,361033008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:59.511438,10549,1751712599,522194008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:59.611855,10550,1751712599,622326008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:59.710516,10551,1751712599,721798008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:59.811486,10552,1751712599,822661008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:49:59.911697,10553,1751712599,921984008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.049442,10554,1751712600,60550008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.130459,10555,1751712600,141185008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.233203,10556,1751712600,243910008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.331305,10557,1751712600,341323008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.510956,10558,1751712600,521771008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.591755,10559,1751712600,602412008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.671971,10560,1751712600,681551008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.771226,10561,1751712600,781366008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.851801,10562,1751712600,861022008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:00.950816,10563,1751712600,961283008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:01.049880,10564,1751712601,61152008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:01.150440,10565,1751712601,161315008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:01.250340,10566,1751712601,261033008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:01.350584,10567,1751712601,361358008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:01.550113,10568,1751712601,561004008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:01.650042,10569,1751712601,661306008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:01.729811,10570,1751712601,741145008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:01.850203,10571,1751712601,860615008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:01.971448,10572,1751712601,981177008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.049845,10573,1751712602,60893008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.150220,10574,1751712602,161015008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.231575,10575,1751712602,241369008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.329768,10576,1751712602,341356008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.471025,10577,1751712602,481652008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.611858,10578,1751712602,622582008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.692409,10579,1751712602,702273008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.791283,10580,1751712602,802608008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.873641,10581,1751712602,881314008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:02.992076,10582,1751712603,2259008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:03.050111,10583,1751712603,61152008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:03.170585,10584,1751712603,180949008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:03.249991,10585,1751712603,261133008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:03.349951,10586,1751712603,361040008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:03.491311,10587,1751712603,502236008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:03.633224,10588,1751712603,644189008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:03.730174,10589,1751712603,741142008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:03.832763,10590,1751712603,843756008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:03.930122,10591,1751712603,941292008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.032818,10592,1751712604,43682008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.130222,10593,1751712604,141234008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.233124,10594,1751712604,244017008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.331151,10595,1751712604,341373008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.510758,10596,1751712604,521677008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.611419,10597,1751712604,622493008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.711753,10598,1751712604,721946008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.792850,10599,1751712604,802432008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.871543,10600,1751712604,881381008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:04.971332,10601,1751712604,981704008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:05.090820,10602,1751712605,101950008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:05.169822,10603,1751712605,181373008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:05.270994,10604,1751712605,281362008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:05.351707,10605,1751712605,361001008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:05.569581,10606,1751712605,580753008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:05.671035,10607,1751712605,681385008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:05.791526,10608,1751712605,802205008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:05.872591,10609,1751712605,881060008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:05.970958,10610,1751712605,981759008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:06.052400,10611,1751712606,60916008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:06.130006,10612,1751712606,141029008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:06.230169,10613,1751712606,241032008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:06.329980,10614,1751712606,341121008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:06.491906,10615,1751712606,502486008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
2025/07/05/17:50:06.591526,10616,1751712606,602458008,,"(1500, 0, 1500, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0)"
