time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.fix_type,.lat,.lon,.alt,.eph,.epv,.vel,.cog,.satellites_visible,.alt_ellipsoid,.h_acc,.v_acc,.vel_acc,.hdg_acc,.yaw,.dgps_numch,.dgps_age
2025/07/05/17:49:48.553186,10445,1751712588,387147008,/wgs84,3,-72871877,1127960495,21190,62,104,126,9687,20,38519,1190,1771,380,0,0,255,4294967295
2025/07/05/17:49:48.651997,10446,1751712588,587147008,/wgs84,3,-72871881,1127960517,21190,62,104,129,10029,20,38519,1189,1770,372,0,0,255,4294967295
2025/07/05/17:49:48.751380,10447,1751712588,587147008,/wgs84,3,-72871881,1127960517,21190,62,104,129,10029,20,38519,1189,1770,372,0,0,255,4294967295
2025/07/05/17:49:48.852567,10448,1751712588,787147008,/wgs84,3,-72871889,1127960540,21130,58,90,139,10608,21,38459,1187,1775,369,0,0,255,4294967295
2025/07/05/17:49:48.950979,10449,1751712588,787147008,/wgs84,3,-72871889,1127960540,21130,58,90,139,10608,21,38459,1187,1775,369,0,0,255,4294967295
2025/07/05/17:49:49.052622,10450,1751712588,987147008,/wgs84,3,-72871895,1127960564,21150,60,99,129,10400,21,38479,1185,1779,350,0,0,255,4294967295
2025/07/05/17:49:49.150706,10451,1751712588,987147008,/wgs84,3,-72871895,1127960564,21150,60,99,129,10400,21,38479,1185,1779,350,0,0,255,4294967295
2025/07/05/17:49:49.252693,10452,1751712589,187147008,/wgs84,3,-72871901,1127960586,21180,60,99,132,10542,21,38510,1182,1781,356,0,0,255,4294967295
2025/07/05/17:49:49.351079,10453,1751712589,187147008,/wgs84,3,-72871901,1127960586,21180,60,99,132,10542,21,38510,1182,1781,356,0,0,255,4294967295
2025/07/05/17:49:49.530568,10454,1751712589,387147008,/wgs84,3,-72871907,1127960609,21140,58,90,132,10422,21,38469,1181,1784,384,0,0,255,4294967295
2025/07/05/17:49:49.633511,10455,1751712589,587147008,/wgs84,3,-72871910,1127960633,21110,62,104,132,9752,20,38439,1179,1785,341,0,0,255,4294967295
2025/07/05/17:49:49.713429,10456,1751712589,587147008,/wgs84,3,-72871910,1127960633,21110,62,104,132,9752,20,38439,1179,1785,341,0,0,255,4294967295
2025/07/05/17:49:49.812731,10457,1751712589,787147008,/wgs84,3,-72871908,1127960656,21130,60,99,132,9057,21,38459,1176,1784,316,0,0,255,4294967295
2025/07/05/17:49:49.912038,10458,1751712589,787147008,/wgs84,3,-72871908,1127960656,21130,60,99,132,9057,21,38459,1176,1784,316,0,0,255,4294967295
2025/07/05/17:49:50.012282,10459,1751712589,987147008,/wgs84,3,-72871906,1127960679,21070,60,99,132,8900,21,38399,1176,1786,384,0,0,255,4294967295
2025/07/05/17:49:50.091298,10460,1751712589,987147008,/wgs84,3,-72871906,1127960679,21070,60,99,132,8900,21,38399,1176,1786,384,0,0,255,4294967295
2025/07/05/17:49:50.192045,10461,1751712589,987147008,/wgs84,3,-72871906,1127960679,21070,60,99,132,8900,21,38399,1176,1786,384,0,0,255,4294967295
2025/07/05/17:49:50.272848,10462,1751712590,187147008,/wgs84,3,-72871906,1127960704,21060,60,99,135,9179,21,38389,1178,1794,398,0,0,255,4294967295
2025/07/05/17:49:50.352327,10463,1751712590,187147008,/wgs84,3,-72871906,1127960704,21060,60,99,135,9179,21,38389,1178,1794,398,0,0,255,4294967295
2025/07/05/17:49:50.511561,10464,1751712590,387147008,/wgs84,3,-72871909,1127960730,21080,60,99,150,9647,21,38409,1178,1796,372,0,0,255,4294967295
2025/07/05/17:49:50.612187,10465,1751712590,587147008,/wgs84,3,-72871914,1127960756,21010,60,99,137,10020,21,38339,1175,1798,329,0,0,255,4294967295
2025/07/05/17:49:50.691455,10466,1751712590,587147008,/wgs84,3,-72871914,1127960756,21010,60,99,137,10020,21,38339,1175,1798,329,0,0,255,4294967295
2025/07/05/17:49:50.792126,10467,1751712590,587147008,/wgs84,3,-72871914,1127960756,21010,60,99,137,10020,21,38339,1175,1798,329,0,0,255,4294967295
2025/07/05/17:49:50.891450,10468,1751712590,787147008,/wgs84,3,-72871921,1127960778,21010,60,99,132,10845,21,38339,1171,1804,347,0,0,255,4294967295
2025/07/05/17:49:51.012521,10469,1751712590,987147008,/wgs84,3,-72871933,1127960799,20920,60,99,158,11154,21,38249,1169,1807,357,0,0,255,4294967295
2025/07/05/17:49:51.091506,10470,1751712590,987147008,/wgs84,3,-72871933,1127960799,20920,60,99,158,11154,21,38249,1169,1807,357,0,0,255,4294967295
2025/07/05/17:49:51.191675,10471,1751712590,987147008,/wgs84,3,-72871933,1127960799,20920,60,99,158,11154,21,38249,1169,1807,357,0,0,255,4294967295
2025/07/05/17:49:51.270714,10472,1751712591,187147008,/wgs84,3,-72871941,1127960824,20960,60,99,130,10895,21,38290,1170,1814,395,0,0,255,4294967295
2025/07/05/17:49:51.351707,10473,1751712591,187147008,/wgs84,3,-72871941,1127960824,20960,60,99,130,10895,21,38290,1170,1814,395,0,0,255,4294967295
2025/07/05/17:49:51.530615,10474,1751712591,387147008,/wgs84,3,-72871946,1127960848,20910,60,99,146,10240,21,38239,1172,1818,401,0,0,255,4294967295
2025/07/05/17:49:51.652247,10475,1751712591,587147008,/wgs84,3,-72871946,1127960875,20960,60,99,146,9671,21,38289,1174,1821,387,0,0,255,4294967295
2025/07/05/17:49:51.730296,10476,1751712591,587147008,/wgs84,3,-72871946,1127960875,20960,60,99,146,9671,21,38289,1174,1821,387,0,0,255,4294967295
2025/07/05/17:49:51.830130,10477,1751712591,787147008,/wgs84,3,-72871944,1127960899,20990,60,99,129,9233,21,38319,1173,1821,366,0,0,255,4294967295
2025/07/05/17:49:51.912821,10478,1751712591,787147008,/wgs84,3,-72871944,1127960899,20990,60,99,129,9233,21,38319,1173,1821,366,0,0,255,4294967295
2025/07/05/17:49:52.011654,10479,1751712591,987147008,/wgs84,3,-72871942,1127960924,21010,60,99,135,9086,21,38339,1174,1823,390,0,0,255,4294967295
2025/07/05/17:49:52.092056,10480,1751712591,987147008,/wgs84,3,-72871942,1127960924,21010,60,99,135,9086,21,38339,1174,1823,390,0,0,255,4294967295
2025/07/05/17:49:52.191474,10481,1751712591,987147008,/wgs84,3,-72871942,1127960924,21010,60,99,135,9086,21,38339,1174,1823,390,0,0,255,4294967295
2025/07/05/17:49:52.273041,10482,1751712592,187147008,/wgs84,3,-72871938,1127960949,21030,60,99,137,8636,21,38359,1177,1826,403,0,0,255,4294967295
2025/07/05/17:49:52.391591,10483,1751712592,187147008,/wgs84,3,-72871938,1127960949,21030,60,99,137,8636,21,38359,1177,1826,403,0,0,255,4294967295
2025/07/05/17:49:52.570463,10484,1751712592,387147008,/wgs84,3,-72871933,1127960972,21020,60,99,126,8267,21,38350,1180,1828,384,0,0,255,4294967295
2025/07/05/17:49:52.672191,10485,1751712592,587147008,/wgs84,3,-72871928,1127960996,21020,56,87,148,8061,22,38350,1183,1830,394,0,0,255,4294967295
2025/07/05/17:49:52.791850,10486,1751712592,587147008,/wgs84,3,-72871928,1127960996,21020,56,87,148,8061,22,38350,1183,1830,394,0,0,255,4294967295
2025/07/05/17:49:52.870258,10487,1751712592,787147008,/wgs84,3,-72871920,1127961020,21050,58,90,129,7748,21,38380,1186,1833,381,0,0,255,4294967295
2025/07/05/17:49:52.991894,10488,1751712592,787147008,/wgs84,3,-72871920,1127961020,21050,58,90,129,7748,21,38380,1186,1833,381,0,0,255,4294967295
2025/07/05/17:49:53.091724,10489,1751712592,987147008,/wgs84,3,-72871911,1127961043,21100,58,90,138,7347,21,38430,1190,1836,382,0,0,255,4294967295
2025/07/05/17:49:53.192024,10490,1751712592,987147008,/wgs84,3,-72871911,1127961043,21100,58,90,138,7347,21,38430,1190,1836,382,0,0,255,4294967295
2025/07/05/17:49:53.272859,10491,1751712593,187147008,/wgs84,3,-72871902,1127961064,21120,56,87,125,7104,22,38450,1194,1839,360,0,0,255,4294967295
2025/07/05/17:49:53.416013,10492,1751712593,387147008,/wgs84,3,-72871891,1127961083,21140,56,87,133,6275,22,38470,1197,1842,321,0,0,255,4294967295
2025/07/05/17:49:53.591378,10493,1751712593,387147008,/wgs84,3,-72871891,1127961083,21140,56,87,133,6275,22,38470,1197,1842,321,0,0,255,4294967295
2025/07/05/17:49:53.671717,10494,1751712593,587147008,/wgs84,3,-72871877,1127961102,21170,56,87,133,5995,22,38500,1200,1844,319,0,0,255,4294967295
2025/07/05/17:49:53.771879,10495,1751712593,587147008,/wgs84,3,-72871877,1127961102,21170,56,87,133,5995,22,38500,1200,1844,319,0,0,255,4294967295
2025/07/05/17:49:53.872226,10496,1751712593,787147008,/wgs84,3,-72871864,1127961118,21160,60,99,116,5632,21,38489,1202,1846,317,0,0,255,4294967295
2025/07/05/17:49:53.992232,10497,1751712593,987147008,/wgs84,3,-72871849,1127961133,21160,60,99,131,5142,21,38490,1202,1843,292,0,0,255,4294967295
2025/07/05/17:49:54.071301,10498,1751712593,987147008,/wgs84,3,-72871849,1127961133,21160,60,99,131,5142,21,38490,1202,1843,292,0,0,255,4294967295
2025/07/05/17:49:54.191574,10499,1751712593,987147008,/wgs84,3,-72871849,1127961133,21160,60,99,131,5142,21,38490,1202,1843,292,0,0,255,4294967295
2025/07/05/17:49:54.270839,10500,1751712594,187147008,/wgs84,3,-72871831,1127961149,21150,62,104,132,4907,20,38479,1201,1845,295,0,0,255,4294967295
2025/07/05/17:49:54.351232,10501,1751712594,187147008,/wgs84,3,-72871831,1127961149,21150,62,104,132,4907,20,38479,1201,1845,295,0,0,255,4294967295
2025/07/05/17:49:54.510734,10502,1751712594,387147008,/wgs84,3,-72871810,1127961163,21220,60,99,136,4261,21,38549,1201,1846,275,0,0,255,4294967295
2025/07/05/17:49:54.612124,10503,1751712594,587147008,/wgs84,3,-72871789,1127961176,21280,60,99,126,4090,21,38609,1202,1850,261,0,0,255,4294967295
2025/07/05/17:49:54.691473,10504,1751712594,587147008,/wgs84,3,-72871789,1127961176,21280,60,99,126,4090,21,38609,1202,1850,261,0,0,255,4294967295
2025/07/05/17:49:54.791714,10505,1751712594,587147008,/wgs84,3,-72871789,1127961176,21280,60,99,126,4090,21,38609,1202,1850,261,0,0,255,4294967295
2025/07/05/17:49:54.911529,10506,1751712594,787147008,/wgs84,3,-72871771,1127961189,21280,60,99,122,3794,21,38610,1202,1855,265,0,0,255,4294967295
2025/07/05/17:49:55.033286,10507,1751712594,987147008,/wgs84,3,-72871750,1127961200,21370,60,99,121,3384,21,38700,1202,1859,278,0,0,255,4294967295
2025/07/05/17:49:55.111178,10508,1751712594,987147008,/wgs84,3,-72871750,1127961200,21370,60,99,121,3384,21,38700,1202,1859,278,0,0,255,4294967295
2025/07/05/17:49:55.191314,10509,1751712594,987147008,/wgs84,3,-72871750,1127961200,21370,60,99,121,3384,21,38700,1202,1859,278,0,0,255,4294967295
2025/07/05/17:49:55.291744,10510,1751712595,187147008,/wgs84,3,-72871728,1127961210,21430,60,99,126,2713,21,38759,1200,1862,289,0,0,255,4294967295
2025/07/05/17:49:55.451011,10511,1751712595,387147008,/wgs84,3,-72871707,1127961218,21440,60,99,117,2397,21,38770,1197,1859,281,0,0,255,4294967295
2025/07/05/17:49:55.592291,10512,1751712595,387147008,/wgs84,3,-72871707,1127961218,21440,60,99,117,2397,21,38770,1197,1859,281,0,0,255,4294967295
2025/07/05/17:49:55.670305,10513,1751712595,587147008,/wgs84,3,-72871684,1127961222,21520,60,99,130,1896,21,38850,1197,1856,288,0,0,255,4294967295
2025/07/05/17:49:55.791835,10514,1751712595,587147008,/wgs84,3,-72871684,1127961222,21520,60,99,130,1896,21,38850,1197,1856,288,0,0,255,4294967295
2025/07/05/17:49:55.870745,10515,1751712595,787147008,/wgs84,3,-72871659,1127961227,21550,60,99,132,1650,21,38880,1200,1859,277,0,0,255,4294967295
2025/07/05/17:49:55.991808,10516,1751712595,987147008,/wgs84,3,-72871636,1127961231,21580,60,99,124,1418,21,38910,1200,1861,268,0,0,255,4294967295
2025/07/05/17:49:56.091313,10517,1751712595,987147008,/wgs84,3,-72871636,1127961231,21580,60,99,124,1418,21,38910,1200,1861,268,0,0,255,4294967295
2025/07/05/17:49:56.171508,10518,1751712595,987147008,/wgs84,3,-72871636,1127961231,21580,60,99,124,1418,21,38910,1200,1861,268,0,0,255,4294967295
2025/07/05/17:49:56.271731,10519,1751712596,187147008,/wgs84,3,-72871610,1127961232,21700,60,99,143,380,21,39029,1200,1866,350,0,0,255,4294967295
2025/07/05/17:49:56.412265,10520,1751712596,387147008,/wgs84,3,-72871584,1127961227,21810,60,99,134,35605,21,39140,1201,1870,372,0,0,255,4294967295
2025/07/05/17:49:56.530262,10521,1751712596,387147008,/wgs84,3,-72871584,1127961227,21810,60,99,134,35605,21,39140,1201,1870,372,0,0,255,4294967295
2025/07/05/17:49:56.630425,10522,1751712596,587147008,/wgs84,3,-72871558,1127961222,21900,60,99,129,35402,21,39230,1201,1870,323,0,0,255,4294967295
2025/07/05/17:49:56.712329,10523,1751712596,587147008,/wgs84,3,-72871558,1127961222,21900,60,99,129,35402,21,39230,1201,1870,323,0,0,255,4294967295
2025/07/05/17:49:56.814125,10524,1751712596,787147008,/wgs84,3,-72871532,1127961218,21980,60,99,136,35038,21,39310,1198,1867,315,0,0,255,4294967295
2025/07/05/17:49:56.891454,10525,1751712596,787147008,/wgs84,3,-72871532,1127961218,21980,60,99,136,35038,21,39310,1198,1867,315,0,0,255,4294967295
2025/07/05/17:49:57.014410,10526,1751712596,987147008,/wgs84,3,-72871508,1127961213,22060,60,99,132,34768,21,39389,1196,1869,326,0,0,255,4294967295
2025/07/05/17:49:57.091223,10527,1751712596,987147008,/wgs84,3,-72871508,1127961213,22060,60,99,132,34768,21,39389,1196,1869,326,0,0,255,4294967295
2025/07/05/17:49:57.191405,10528,1751712596,987147008,/wgs84,3,-72871508,1127961213,22060,60,99,132,34768,21,39389,1196,1869,326,0,0,255,4294967295
2025/07/05/17:49:57.311097,10529,1751712597,187147008,/wgs84,3,-72871483,1127961207,22140,60,99,127,34404,21,39470,1195,1871,333,0,0,255,4294967295
2025/07/05/17:49:57.434035,10530,1751712597,387147008,/wgs84,3,-72871462,1127961203,22130,60,99,132,34199,21,39460,1191,1870,296,0,0,255,4294967295
2025/07/05/17:49:57.591236,10531,1751712597,387147008,/wgs84,3,-72871462,1127961203,22130,60,99,132,34199,21,39460,1191,1870,296,0,0,255,4294967295
2025/07/05/17:49:57.671154,10532,1751712597,587147008,/wgs84,3,-72871439,1127961194,22170,60,99,135,33688,21,39499,1188,1873,322,0,0,255,4294967295
2025/07/05/17:49:57.791415,10533,1751712597,587147008,/wgs84,3,-72871439,1127961194,22170,60,99,135,33688,21,39499,1188,1873,322,0,0,255,4294967295
2025/07/05/17:49:57.891149,10534,1751712597,787147008,/wgs84,3,-72871418,1127961183,22170,60,99,116,33439,21,39500,1186,1873,348,0,0,255,4294967295
2025/07/05/17:49:57.970307,10535,1751712597,787147008,/wgs84,3,-72871418,1127961183,22170,60,99,116,33439,21,39500,1186,1873,348,0,0,255,4294967295
2025/07/05/17:49:58.070201,10536,1751712597,987147008,/wgs84,3,-72871398,1127961171,22200,63,105,134,32752,20,39529,1184,1876,375,0,0,255,4294967295
2025/07/05/17:49:58.150260,10537,1751712597,987147008,/wgs84,3,-72871398,1127961171,22200,63,105,134,32752,20,39529,1184,1876,375,0,0,255,4294967295
2025/07/05/17:49:58.252568,10538,1751712598,187147008,/wgs84,3,-72871380,1127961157,22160,63,105,128,32143,20,39489,1184,1874,406,0,0,255,4294967295
2025/07/05/17:49:58.330126,10539,1751712598,187147008,/wgs84,3,-72871380,1127961157,22160,63,105,128,32143,20,39489,1184,1874,406,0,0,255,4294967295
2025/07/05/17:49:58.492170,10540,1751712598,387147008,/wgs84,3,-72871361,1127961140,22260,60,99,126,31798,21,39590,1183,1874,414,0,0,255,4294967295
2025/07/05/17:49:58.591476,10541,1751712598,387147008,/wgs84,3,-72871361,1127961140,22260,60,99,126,31798,21,39590,1183,1874,414,0,0,255,4294967295
2025/07/05/17:49:58.670548,10542,1751712598,587147008,/wgs84,3,-72871344,1127961125,22270,60,99,126,31929,21,39600,1183,1878,386,0,0,255,4294967295
2025/07/05/17:49:58.791565,10543,1751712598,587147008,/wgs84,3,-72871344,1127961125,22270,60,99,126,31929,21,39600,1183,1878,386,0,0,255,4294967295
2025/07/05/17:49:58.870734,10544,1751712598,787147008,/wgs84,3,-72871323,1127961113,22250,60,99,136,32280,21,39580,1180,1881,319,0,0,255,4294967295
2025/07/05/17:49:58.991534,10545,1751712598,787147008,/wgs84,3,-72871323,1127961113,22250,60,99,136,32280,21,39580,1180,1881,319,0,0,255,4294967295
2025/07/05/17:49:59.091240,10546,1751712598,987147008,/wgs84,3,-72871302,1127961099,22230,60,99,137,32448,21,39560,1178,1886,327,0,0,255,4294967295
2025/07/05/17:49:59.191419,10547,1751712598,987147008,/wgs84,3,-72871302,1127961099,22230,60,99,137,32448,21,39560,1178,1886,327,0,0,255,4294967295
2025/07/05/17:49:59.272659,10548,1751712599,187147008,/wgs84,3,-72871281,1127961086,22250,63,105,135,32380,20,39580,1176,1888,381,0,0,255,4294967295
2025/07/05/17:49:59.412409,10549,1751712599,387147008,/wgs84,3,-72871261,1127961070,22310,63,105,134,32055,20,39639,1175,1891,369,0,0,255,4294967295
2025/07/05/17:49:59.530703,10550,1751712599,387147008,/wgs84,3,-72871261,1127961070,22310,63,105,134,32055,20,39639,1175,1891,369,0,0,255,4294967295
2025/07/05/17:49:59.633345,10551,1751712599,587147008,/wgs84,3,-72871243,1127961054,22400,63,105,137,31569,20,39729,1172,1891,366,0,0,255,4294967295
2025/07/05/17:49:59.730155,10552,1751712599,587147008,/wgs84,3,-72871243,1127961054,22400,63,105,137,31569,20,39729,1172,1891,366,0,0,255,4294967295
2025/07/05/17:49:59.832987,10553,1751712599,787147008,/wgs84,3,-72871226,1127961036,22450,63,105,129,31196,20,39779,1169,1888,376,0,0,255,4294967295
2025/07/05/17:49:59.930512,10554,1751712599,787147008,/wgs84,3,-72871226,1127961036,22450,63,105,129,31196,20,39779,1169,1888,376,0,0,255,4294967295
2025/07/05/17:50:00.050904,10555,1751712599,987147008,/wgs84,3,-72871211,1127961016,22480,63,105,134,30719,20,39809,1168,1886,413,0,0,255,4294967295
2025/07/05/17:50:00.171393,10556,1751712599,987147008,/wgs84,3,-72871211,1127961016,22480,63,105,134,30719,20,39809,1168,1886,413,0,0,255,4294967295
2025/07/05/17:50:00.252773,10557,1751712600,187147008,/wgs84,3,-72871197,1127960995,22540,63,105,138,30360,20,39870,1167,1884,424,0,0,255,4294967295
2025/07/05/17:50:00.350987,10558,1751712600,187147008,/wgs84,3,-72871197,1127960995,22540,63,105,138,30360,20,39870,1167,1884,424,0,0,255,4294967295
2025/07/05/17:50:00.530230,10559,1751712600,387147008,/wgs84,3,-72871181,1127960974,22600,63,105,147,30640,20,39929,1165,1887,375,0,0,255,4294967295
2025/07/05/17:50:00.612617,10560,1751712600,587147008,/wgs84,3,-72871163,1127960956,22670,63,105,137,30925,20,39999,1163,1891,370,0,0,255,4294967295
2025/07/05/17:50:00.691330,10561,1751712600,587147008,/wgs84,3,-72871163,1127960956,22670,63,105,137,30925,20,39999,1163,1891,370,0,0,255,4294967295
2025/07/05/17:50:00.791929,10562,1751712600,587147008,/wgs84,3,-72871163,1127960956,22670,63,105,137,30925,20,39999,1163,1891,370,0,0,255,4294967295
2025/07/05/17:50:00.892180,10563,1751712600,787147008,/wgs84,3,-72871147,1127960939,22700,63,105,138,31146,20,40030,1161,1893,377,0,0,255,4294967295
2025/07/05/17:50:00.970691,10564,1751712600,787147008,/wgs84,3,-72871147,1127960939,22700,63,105,138,31146,20,40030,1161,1893,377,0,0,255,4294967295
2025/07/05/17:50:01.070192,10565,1751712600,987147008,/wgs84,3,-72871131,1127960922,22680,63,105,131,30667,20,40009,1159,1889,410,0,0,255,4294967295
2025/07/05/17:50:01.191281,10566,1751712600,987147008,/wgs84,3,-72871131,1127960922,22680,63,105,131,30667,20,40009,1159,1889,410,0,0,255,4294967295
2025/07/05/17:50:01.270861,10567,1751712601,187147008,/wgs84,3,-72871117,1127960902,22670,63,105,139,30299,20,40000,1158,1884,420,0,0,255,4294967295
2025/07/05/17:50:01.391369,10568,1751712601,187147008,/wgs84,3,-72871117,1127960902,22670,63,105,139,30299,20,40000,1158,1884,420,0,0,255,4294967295
2025/07/05/17:50:01.571300,10569,1751712601,387147008,/wgs84,3,-72871103,1127960883,22670,63,105,125,30277,20,40000,1157,1881,413,0,0,255,4294967295
2025/07/05/17:50:01.670969,10570,1751712601,587147008,/wgs84,3,-72871089,1127960864,22690,65,111,140,30495,19,40020,1157,1880,409,0,0,255,4294967295
2025/07/05/17:50:01.751406,10571,1751712601,587147008,/wgs84,3,-72871089,1127960864,22690,65,111,140,30495,19,40020,1157,1880,409,0,0,255,4294967295
2025/07/05/17:50:01.850936,10572,1751712601,787147008,/wgs84,3,-72871074,1127960846,22680,65,111,134,30776,19,40010,1150,1881,305,0,0,255,4294967295
2025/07/05/17:50:01.991068,10573,1751712601,787147008,/wgs84,3,-72871074,1127960846,22680,65,111,134,30776,19,40010,1150,1881,305,0,0,255,4294967295
2025/07/05/17:50:02.069926,10574,1751712601,987147008,/wgs84,3,-72871059,1127960830,22640,65,111,131,30989,19,39970,1145,1882,331,0,0,255,4294967295
2025/07/05/17:50:02.169827,10575,1751712601,987147008,/wgs84,3,-72871059,1127960830,22640,65,111,131,30989,19,39970,1145,1882,331,0,0,255,4294967295
2025/07/05/17:50:02.251896,10576,1751712602,187147008,/wgs84,3,-72871044,1127960811,22680,63,105,135,30765,20,40009,1140,1882,344,0,0,255,4294967295
2025/07/05/17:50:02.351549,10577,1751712602,187147008,/wgs84,3,-72871044,1127960811,22680,63,105,135,30765,20,40009,1140,1882,344,0,0,255,4294967295
2025/07/05/17:50:02.530113,10578,1751712602,387147008,/wgs84,3,-72871032,1127960791,22720,65,111,133,30246,19,40049,1137,1879,380,0,0,255,4294967295
2025/07/05/17:50:02.633668,10579,1751712602,587147008,/wgs84,3,-72871022,1127960771,22680,65,111,131,30013,19,40009,1137,1876,473,0,0,255,4294967295
2025/07/05/17:50:02.712466,10580,1751712602,587147008,/wgs84,3,-72871022,1127960771,22680,65,111,131,30013,19,40009,1137,1876,473,0,0,255,4294967295
2025/07/05/17:50:02.811727,10581,1751712602,787147008,/wgs84,3,-72871010,1127960752,22620,65,111,137,30496,19,39950,1138,1878,453,0,0,255,4294967295
2025/07/05/17:50:02.891949,10582,1751712602,787147008,/wgs84,3,-72871010,1127960752,22620,65,111,137,30496,19,39950,1138,1878,453,0,0,255,4294967295
2025/07/05/17:50:02.992471,10583,1751712602,987147008,/wgs84,3,-72870994,1127960735,22580,65,111,141,30963,19,39909,1140,1879,416,0,0,255,4294967295
2025/07/05/17:50:03.072870,10584,1751712602,987147008,/wgs84,3,-72870994,1127960735,22580,65,111,141,30963,19,39909,1140,1879,416,0,0,255,4294967295
2025/07/05/17:50:03.191812,10585,1751712602,987147008,/wgs84,3,-72870994,1127960735,22580,65,111,141,30963,19,39909,1140,1879,416,0,0,255,4294967295
2025/07/05/17:50:03.271329,10586,1751712603,187147008,/wgs84,3,-72870979,1127960717,22490,65,111,138,30573,19,39819,1139,1880,367,0,0,255,4294967295
2025/07/05/17:50:03.370072,10587,1751712603,187147008,/wgs84,3,-72870979,1127960717,22490,65,111,138,30573,19,39819,1139,1880,367,0,0,255,4294967295
2025/07/05/17:50:03.551811,10588,1751712603,387147008,/wgs84,3,-72870967,1127960697,22460,65,111,138,30331,19,39789,1136,1879,382,0,0,255,4294967295
2025/07/05/17:50:03.651293,10589,1751712603,587147008,/wgs84,3,-72870955,1127960677,22440,65,111,139,30288,19,39769,1135,1879,425,0,0,255,4294967295
2025/07/05/17:50:03.751159,10590,1751712603,587147008,/wgs84,3,-72870955,1127960677,22440,65,111,139,30288,19,39769,1135,1879,425,0,0,255,4294967295
2025/07/05/17:50:03.851685,10591,1751712603,787147008,/wgs84,3,-72870940,1127960655,22520,63,105,148,30477,20,39849,1134,1878,397,0,0,255,4294967295
2025/07/05/17:50:03.950388,10592,1751712603,787147008,/wgs84,3,-72870940,1127960655,22520,63,105,148,30477,20,39849,1134,1878,397,0,0,255,4294967295
2025/07/05/17:50:04.052347,10593,1751712603,987147008,/wgs84,3,-72870925,1127960633,22520,63,105,136,30580,20,39849,1135,1880,452,0,0,255,4294967295
2025/07/05/17:50:04.151202,10594,1751712603,987147008,/wgs84,3,-72870925,1127960633,22520,63,105,136,30580,20,39849,1135,1880,452,0,0,255,4294967295
2025/07/05/17:50:04.252243,10595,1751712604,187147008,/wgs84,3,-72870911,1127960612,22540,63,105,143,30447,20,39869,1136,1881,411,0,0,255,4294967295
2025/07/05/17:50:04.351286,10596,1751712604,187147008,/wgs84,3,-72870911,1127960612,22540,63,105,143,30447,20,39869,1136,1881,411,0,0,255,4294967295
2025/07/05/17:50:04.530606,10597,1751712604,387147008,/wgs84,3,-72870901,1127960590,22540,65,111,142,29619,19,39869,1134,1881,395,0,0,255,4294967295
2025/07/05/17:50:04.632758,10598,1751712604,587147008,/wgs84,3,-72870893,1127960566,22520,63,105,140,29235,20,39849,1132,1880,393,0,0,255,4294967295
2025/07/05/17:50:04.729655,10599,1751712604,587147008,/wgs84,3,-72870893,1127960566,22520,63,105,140,29235,20,39849,1132,1880,393,0,0,255,4294967295
2025/07/05/17:50:04.811242,10600,1751712604,787147008,/wgs84,3,-72870886,1127960544,22460,63,105,129,29117,20,39789,1129,1878,380,0,0,255,4294967295
2025/07/05/17:50:04.911521,10601,1751712604,787147008,/wgs84,3,-72870886,1127960544,22460,63,105,129,29117,20,39789,1129,1878,380,0,0,255,4294967295
2025/07/05/17:50:04.991356,10602,1751712604,787147008,/wgs84,3,-72870886,1127960544,22460,63,105,129,29117,20,39789,1129,1878,380,0,0,255,4294967295
2025/07/05/17:50:05.111123,10603,1751712604,987147008,/wgs84,3,-72870878,1127960524,22390,63,105,125,29396,20,39719,1127,1877,386,0,0,255,4294967295
2025/07/05/17:50:05.191681,10604,1751712604,987147008,/wgs84,3,-72870878,1127960524,22390,63,105,125,29396,20,39719,1127,1877,386,0,0,255,4294967295
2025/07/05/17:50:05.291137,10605,1751712605,187147008,/wgs84,3,-72870866,1127960504,22290,63,105,141,29815,20,39620,1124,1878,373,0,0,255,4294967295
2025/07/05/17:50:05.414109,10606,1751712605,387147008,/wgs84,3,-72870854,1127960483,22270,63,105,126,30071,20,39599,1123,1882,395,0,0,255,4294967295
2025/07/05/17:50:05.570257,10607,1751712605,387147008,/wgs84,3,-72870854,1127960483,22270,63,105,126,30071,20,39599,1123,1882,395,0,0,255,4294967295
2025/07/05/17:50:05.690616,10608,1751712605,587147008,/wgs84,3,-72870841,1127960464,22230,63,105,127,30430,20,39560,1122,1882,387,0,0,255,4294967295
2025/07/05/17:50:05.791733,10609,1751712605,787147008,/wgs84,3,-72870827,1127960447,22160,63,105,126,30693,20,39489,1121,1882,375,0,0,255,4294967295
2025/07/05/17:50:05.891512,10610,1751712605,787147008,/wgs84,3,-72870827,1127960447,22160,63,105,126,30693,20,39489,1121,1882,375,0,0,255,4294967295
2025/07/05/17:50:05.992239,10611,1751712605,787147008,/wgs84,3,-72870827,1127960447,22160,63,105,126,30693,20,39489,1121,1882,375,0,0,255,4294967295
2025/07/05/17:50:06.071172,10612,1751712605,987147008,/wgs84,3,-72870812,1127960429,22120,63,105,128,31015,20,39449,1121,1883,390,0,0,255,4294967295
2025/07/05/17:50:06.152630,10613,1751712605,987147008,/wgs84,3,-72870812,1127960429,22120,63,105,128,31015,20,39449,1121,1883,390,0,0,255,4294967295
